Metabolite,bartlett p.val,Var homogeneity
valine-d8,0.6870719934495572,TRUE
hippuric acid-d5,0.3501580546487753,TRUE
2/3-phosphoglycerate,0.231389910084035,TRUE
2-aminoadipic acid,0.016766922459502683,FALSE
2-hydroxyglutarate,0.2772751812854901,TRUE
2-ketoglutarate,0.23919745769454848,TRUE
4-guanidinobutanoate,0.07531111990091985,TRUE
4-hydroxyphenyllactate,0.691256870712271,TRUE
5-aminolevulinic acid,0.7968586604552473,TRUE
5-aminovaleric acid*,0.42042146972246663,TRUE
5-methylthioadenosine (MTA),0.6137111446025776,TRUE
6-phosphogluconate,0.09521453850087894,TRUE
acetylcarnitine,0.5021883677405261,TRUE
acetylcholine,0.014025042712443187,FALSE
acetyl-CoA,0.7218331221039508,TRUE
adenosine,0.024193512321830278,FALSE
ADP,0.9294678271360216,TRUE
ADP-ribose,0.15295979763915496,TRUE
alanine,2.686866586410558e-4,FALSE
AMP,0.45975049704011306,TRUE
arginine,0.3015642961490141,TRUE
argininosuccinate,0.30975289030356606,TRUE
asparagine,0.17746915181832915,TRUE
aspartate,0.6890137790911103,TRUE
ATP,0.7658722116221537,TRUE
beta-alanine,0.1123064697305963,TRUE
beta-citrylglutamic acid,0.22620782658910274,TRUE
betaine,0.730877397257625,TRUE
butyrylcarnitine C4,0.5818553404960161,TRUE
cAMP,0.041102825265412896,FALSE
carnitinamide,0.14462791961030863,TRUE
carnitine,0.6005532973068817,TRUE
carnosine,0.7339550995587509,TRUE
CDP,0.9179552881755548,TRUE
CDP-ethanolamine,0.015171455030522312,FALSE
choline,0.9127920362026454,TRUE
aconitate,0.9916437309764827,TRUE
citicoline,0.6175628026120481,TRUE
citrate,0.14417722108668574,TRUE
citrulline,0.07994275700470521,TRUE
CMP,0.933780066701881,TRUE
CMP-2-aminoethylphosphonate,0.4896487139190484,TRUE
CMP-acetylneuraminic acid,0.36385085610158635,TRUE
creatine,0.24336149772343518,TRUE
creatinine,0.45212045508528265,TRUE
CTP,0.7189096719672603,TRUE
cyclic ADP-ribose,0.4048127776848296,TRUE
cystathionine,8.220556788919818e-5,FALSE
cysteic acid,0.29317779514969083,TRUE
cysteinylglycine,0.8535669388853347,TRUE
cytidine,0.9764121820600637,TRUE
cytosine,0.9055392176257866,TRUE
dATP,0.8334668807716179,TRUE
dCTP,0.30636021020617077,TRUE
deoxyadenosine,0.4768440114313002,TRUE
deoxycytidine,0.11168304147299755,TRUE
deoxyribose 5-phosphate,0.9534453558841639,TRUE
dihydroorotate,0.03573096500451364,FALSE
dihydroxyacetone phosphate,0.09012596541280038,TRUE
dimethylarginine (ADMA+SDMA),0.7502913096237737,TRUE
dTTP,0.3330246731920011,TRUE
FAD,0.8658855549926384,TRUE
fructose,0.7483299115856947,TRUE
"fructose 1,6-bisphosphate",0.6785295273167044,TRUE
fructose 6-Phosphate,0.1534468430537466,TRUE
fumarate,0.7023462937024553,TRUE
GDP,0.6529410550897734,TRUE
GDP-hexose,0.49536270537916344,TRUE
gluconate,0.038582267247714526,FALSE
glucose,0.3929025429528444,TRUE
glucose 1-phosphate,0.09670012250978499,TRUE
glucose 6-phosphate,0.09201980882699988,TRUE
glucuronic acid,0.03993387064672642,FALSE
glutamate,0.5235766855322329,TRUE
glutamine,0.4704072897700488,TRUE
glutamylcysteine,0.4134250075645956,TRUE
glutamylglutamate,0.8210319664997343,TRUE
glutamyllysine,0.12323596918778515,TRUE
glutamylthreonine,0.4936223072306371,TRUE
glutathione,0.7498578460377927,TRUE
glutathione oxidized,0.28760622766198346,TRUE
glyceraldehyde 3-phosphate,0.3977525008560671,TRUE
glycerol 3-phosphate,0.10002596855915236,TRUE
glycerophosphocholine,0.5766990214167984,TRUE
glycerophosphoethanolamine,0.5124680209289788,TRUE
glycerophosphoinositol,0.6990460082951955,TRUE
glycine,0.007874505394170053,FALSE
Gly-Gly,0.06090047959239666,TRUE
GMP,0.6287414675496228,TRUE
GTP,0.46030014155761806,TRUE
guanosine,0.17698960213130469,TRUE
hexanoylcarnitine C6,0.22019410596980069,TRUE
hexenoylcarnitine C6:1,0.39121563081500477,TRUE
hexosamine phosphate,0.002035544519602095,FALSE
histidine,0.07265467118579914,TRUE
homoarginine,0.6408466812466066,TRUE
hypotaurine,0.3581795564597927,TRUE
hypoxanthine,0.28183533599270527,TRUE
IMP,0.627082992143607,TRUE
indole,0.037838938952496175,FALSE
indole-3-lactate,0.6582037460702168,TRUE
inosine,0.6272798984973377,TRUE
isoleucine,0.22958026434550774,TRUE
isovalerylcarnitine,0.2170717591864985,TRUE
KMV,0.16284866718920327,TRUE
lactate,0.868945388244818,TRUE
leucine,0.3494980855063337,TRUE
lysine,0.28349896575104433,TRUE
malate,0.6420300186241499,TRUE
malonate,0.47129396559957487,TRUE
malonylcarnitine C3-DC,0.24243758196193985,TRUE
mesaconate,0.6425807460854888,TRUE
methionine,0.6047299249600613,TRUE
methionine sulfoxide,0.06841693729605326,TRUE
methylhistidine,0.04259190519229538,FALSE
methylindole,0.7350714350321976,TRUE
methylmalonylcarnitine C3-DC-M/succinylcarnitine C4-DC,0.4835618730860531,TRUE
mevalonic acid 5-pyrophosphate,0.5082538861481076,TRUE
myo-inositol,0.5437160274601028,TRUE
N-acetylalanine,0.9511717124246751,TRUE
