Metabolite,Log2FC,AveExpr,t.val,p.val,p.adj,B,log2(MS55_01),log2(MS55_02),log2(MS55_03),log2(MS55_04),log2(MS55_13),log2(MS55_14),log2(MS55_15),log2(MS55_16),log2(MS55_17),log2(MS55_18),log2(MS55_19),log2(MS55_20),log2(MS55_29),log2(MS55_30),log2(MS55_31),log2(MS55_32),log2(MS55_33),log2(MS55_34),log2(MS55_35),log2(MS55_36),log2(MS55_45),log2(MS55_46),log2(MS55_47),log2(MS55_48)
lactate,-0.06625488635312493,29.23869172240985,-0.737440415385005,0.46458372263051206,0.5190719370131031,-8.280062349439852,29.58047421829967,29.560608064208203,29.486078451239216,29.327244807640614,29.343286335797202,29.27708812552298,28.95322375917871,29.206226494408764,29.027253910832947,29.17969243443755,29.08310981778664,29.14882638163379,29.59374674362196,29.704814321321248,29.221390099006513,29.43230750827029,29.529840540505617,29.45028735068942,29.66702118171827,29.409727790386118,29.274737671137846,29.316376616269203,29.19823707821594,29.133671560389853
leucine,-0.6051787515697846,28.80757881079721,-9.142903356863998,6.2408487718755455e-12,1.6611670995727554e-11,15.805920737718271,29.580401806502298,29.507844154288147,29.579670457407328,29.41332676353547,28.781280443917773,28.62734835879421,28.577395078702043,28.66564881305577,29.19134254938344,29.304245405949118,29.33442746283219,29.31960312427157,29.128816260628415,29.221886211013526,28.922519807667395,28.964221128743063,29.472694067720244,29.373902015738665,29.58544436167019,29.358381209866312,28.747529364602034,28.764632748978464,28.71452737264479,28.643332771580027
5-methylthioadenosine (MTA),-0.8048389319460583,24.22275981915926,-5.3801204783221905,2.4039282499175915e-6,4.888887789158247e-6,2.9186303389595984,25.358722694109115,25.082689896500057,24.815492786877538,24.577435420052666,24.161518134841348,23.412881626426532,23.342220990816674,23.38113092246067,24.161576568920932,25.12235595598423,24.45122753967885,24.65160688575338,24.217985972817125,24.111619325434397,24.18065211571479,24.002185118388866,24.593802494690205,25.167639782678684,25.047674788104096,24.821679814895603,24.261507147797555,23.991475740959782,24.53895015332498,24.59171019590991
lysine,-0.06857785676092121,25.068354499411083,-0.7055091733970128,0.48403579112890205,0.5305628656977585,-8.303327708148466,25.400015044387132,25.11148289203428,25.139054855470935,24.92151452113536,25.058178651001697,24.859093265540405,24.628235030774235,24.872798286469997,24.742552414332653,24.990674431332103,24.806392320225374,24.812376244939855,25.67631236127979,25.619880522502683,24.97053993352984,25.24165915592255,25.317536182719433,25.23812984267373,25.46666118076065,25.1061114853085,24.869038865495046,24.892691359049355,24.858736633673633,24.682403068949746
malate,-0.36419351167619496,30.981243617633712,-8.758019747244258,2.232730203599621e-11,5.535947491116869e-11,14.519990508010952,31.317880905816605,31.40059122664977,31.150363660607503,31.1991428248202,30.902779578231442,31.060091052708657,30.883408351323617,30.989262006380255,31.116265757522,31.19140971290514,31.10969281005816,31.214578212850046,30.569885094002537,30.763893074629504,30.621393985145723,30.76482544329687,31.187404159698758,31.17287922948752,31.18540430474736,31.213291904111305,30.88227450177009,30.981099728384045,30.815953829438488,30.85371592384874
malonate,-0.25874333765617763,-Inf,-2.456855875223132,0.017919007579164335,0.02498876416564108,-5.661716250426002,23.166533047099534,23.079348206642408,22.74304588090708,22.60268716490872,22.764192921515306,22.718744177407505,22.488103123674236,22.592715429662217,22.648641731644144,22.81987805118104,22.833943844547825,22.80931146647605,22.79169266403429,22.7050946312526,22.771958878227455,22.556824668387083,22.74763087027483,23.317691634552155,23.14376310303703,22.801372753030687,22.405762904632148,22.66389867336996,22.737329316659977,22.412610313604507
malonylcarnitine C3-DC,2.674305907687753,19.912030700554187,15.032664964272552,2.0614462033586602e-19,9.10053080019311e-19,33.2556348535458,18.60624976606433,18.79756932821067,16.696436445020897,18.818687622584896,20.452430527030813,20.240960151743177,20.646271446313886,20.650557705902667,16.462386841991904,17.812719947375015,17.046280999022514,17.729941828010105,20.38352713579262,20.428633205146298,20.324730962750653,20.73602864742851,17.14697282590788,18.017351493234415,17.69946865621748,18.085498059239054,20.411791496844067,20.281230437474303,20.23588028933782,20.219192699367376
mesaconate,0.777116837812585,24.790304128938274,17.11088341680759,1.2711478280154646e-21,7.421863124864488e-21,38.42288558681941,24.321176873803743,24.15736831979824,23.99944042160993,24.45792401739744,24.924574721606184,24.95154141370967,24.781692065296312,24.92883809014326,24.1312911803132,24.245004567833586,24.05522742979741,24.27472453407223,24.939063123512344,25.05124935731548,24.981251726139206,25.06684417105934,24.29741852356209,24.359297172244737,24.33812677775521,24.284157054345524,25.131243446235327,25.17143528385098,25.15204352363499,25.166782003781215
methionine,-0.9605117955676654,26.484792169920418,-11.986895759410887,8.815362518019897e-16,3.1285894426698066e-15,24.77401055131076,27.61502229994599,27.528822120203955,27.55165223099116,27.383968718650124,26.442373736806626,26.251543425422312,26.20469044206083,26.313901227064093,27.286068786907126,27.350044558198633,27.375662788884537,27.372683036511432,26.806827196290612,26.95557449561617,26.566840139463082,26.652891574463,27.463553211501566,27.385216400045834,27.593468706097912,27.343899512301068,26.433090596206256,26.40543435725714,26.415405765695535,26.275347867081678
methionine sulfoxide,-1.13673593798622,18.802440347713127,-8.52762708426927,4.824317112481699e-11,1.1489492070515626e-10,13.743356135275821,19.60383767337872,19.556222834881144,19.793178964522525,19.643997393157584,18.59400735883669,18.47301702088435,18.234189691825616,17.720780454404757,19.42760721413967,19.22126952433443,19.73138401166903,19.433523583492143,18.706191580782626,18.542962444563752,18.512680427564373,18.229512390500936,19.412327495667032,19.492667651879398,19.535001435686073,19.66510774824761,18.651514006520113,18.74731729545446,18.38689341202589,18.076228191857172
methylhistidine,-0.568667490546293,25.200727813655835,-8.564799052271262,4.258877493090616e-11,1.0278091016658687e-10,13.868988705964341,25.950183093196305,25.87414071867935,25.943084647091496,25.782876266919747,25.20827803986455,25.070834613154275,24.902696030951915,25.06834798463684,25.510257694809162,25.63769039642622,25.57145120779535,25.629129627094635,25.49667625344373,25.553002880714466,25.246166014315058,25.319971380844553,25.730267767252926,25.64957339848283,25.87272863257426,25.548814943681883,25.0018685714467,25.030472020357163,25.030083940298397,24.947790777420924
methylindole,-0.6292463776881405,21.070651444485343,-8.806024327912787,1.9028953607516873e-11,4.7836675041118805e-11,14.681182133804743,21.803789532180968,21.782281474149663,21.925376362874857,21.658296413335666,21.106999280246672,20.819419071868182,20.739715239468868,20.851702011593087,21.29292929914654,21.68520685366283,21.5900166392336,21.53205609006367,21.198950939778282,21.39263389013009,21.099281015398287,20.993825311997554,21.639427404398024,21.515186246002322,21.79212957637132,21.495804832645813,21.060116340053675,20.912066610624088,21.019314080501506,20.967520400147208
methylmalonylcarnitine C3-DC-M/succinylcarnitine C4-DC,2.2145053264907517,24.809100540348915,33.96900230620342,2.509397369975127e-34,5.046676932949977e-33,68.09863751819935,23.614860699128425,23.6923146708593,23.525609609410196,23.498648753114328,25.517922957078337,25.613023984633703,25.384375976531977,25.565394209848236,23.216416751583633,23.306026742391246,23.19486273756644,23.29331146102155,25.268305620585068,25.641910362226223,25.579189582737598,25.615393689169224,23.093502184445615,23.096575066068535,23.16653493278747,23.063793484402275,25.564147584062287,25.647310925495614,25.424815166766074,25.514730951533647
6-phosphogluconate,-0.4462311419927403,19.98448703173877,-1.8478519784336593,0.07103171579629806,0.08866717626986173,-6.8739817886089805,20.60190111678696,20.649242743073042,20.303018133122638,20.13248662602621,19.75228730449652,19.150902208740302,18.91924682539227,19.31785839990827,19.9884499876216,20.86370049299228,20.599751538889883,20.3241348506467,19.86955317635779,21.01660737747772,21.14154222450051,20.822108551062087,20.670028589701104,20.610340286787913,20.78576624750428,20.36567510844917,20.082994964637464,20.041651389399014,19.81226157863701,20.612708017079957
mevalonic acid 5-pyrophosphate,-0.1358558557174483,18.33195976520297,-0.48921138784482354,0.6270067628811669,0.6598152562877396,-8.434239977496102,18.97923253898074,18.966476635512628,18.820324125115903,18.427466198045586,19.012624505040982,18.46399415927919,18.153051744657944,18.33774665864109,17.862547303740236,17.578662771338,17.602150744817774,17.16273890058101,18.76408408908959,19.176797084544837,18.531511449906013,18.88679100499748,18.47594228693923,18.347360474119302,18.828709906658595,17.911478777038084,17.474868980511463,17.21279147046655,16.311789105892768,17.006770141249795
myo-inositol,1.4943248068039026,27.523414650807094,25.180968708736355,1.2606799356585162e-28,1.3422533432599495e-27,54.79818024880512,26.827580967666297,26.785332725691323,26.967970452583298,26.846721057774936,27.963373760338804,27.96355090501935,27.989821027123295,28.0173586063478,26.45022395604947,26.418242393335156,26.51639146120554,26.533478320337863,27.91925789285439,27.951629968675004,28.027821272133647,28.039800319586107,26.346187546767368,26.223917766495944,26.41144475621034,26.36177150863889,28.12029801197812,28.155839087611312,28.30926115049636,28.16314859223895
N-acetylalanine,-0.7750415316495705,23.76304392697362,-14.324013864446387,1.3042283924435748e-18,5.489891605402025e-18,31.38304782352146,24.615656081321813,24.588381465737335,24.537645928331447,24.468408609963316,23.52930678790637,23.50793267813421,23.413978162534853,23.52934352113178,24.246944688571148,24.311769645523942,24.20942372704298,24.392282339856937,23.305007296987583,23.7139270815113,23.640698127095757,23.772821643005987,24.19387470075499,24.16306144005094,24.32345841149036,24.257680748016057,23.65505332539181,23.690947969436294,23.591709672098585,23.65736314163183
N-acetylarginine,-3.44390657213836,19.349301527374248,-20.406191200957135,9.468933424304275e-25,6.855507799196295e-24,45.738069022073354,21.927706245464034,22.06841734492722,21.471686026527756,21.86289050657806,18.158585206742796,18.309481673165298,17.827370410169063,18.508076254391224,21.254498641261012,21.48772173293217,21.42165581362575,21.42356823551145,17.507033092631243,17.557410785754026,18.62927271801267,17.85005756030177,21.457506943441196,21.399126644602067,21.582464352586854,21.114840540270364,18.848957537354003,18.17766015640685,17.527587943797357,18.24371082334125
N-acetylaspartate,-5.609799250650756,27.951245692198214,-122.55660662451443,1.0251155909976186e-59,1.8554592197056896e-57,125.38861007050217,31.766800322238144,31.810824283093314,31.760827142896204,31.684542866436605,26.071294070492144,26.035629016767473,25.92685968061116,25.981974508301164,31.56569134788015,31.627089575526146,31.55352695477368,31.619923082742687,25.805657935668616,26.039652966069724,26.033106480300596,26.075214813026825,31.481347781680103,31.565650262609992,31.628323696093997,31.591840667721776,26.109870450857716,26.139218278063748,26.066671893117263,26.05364688260733
N-acetylaspartylglutamate,-8.020080605645958,20.680023707940844,-101.56073262202048,5.852464800589955e-56,5.296480644533909e-54,117.34521753686145,26.430334448967333,26.47384786710817,26.393377730968346,26.321088093504052,18.439482141033878,18.000773034009768,18.392547832041252,18.316797415579625,26.25325118355435,26.355180324927876,26.203665209257494,26.346583370604826,18.159923242304217,18.025148747834596,18.596142896773134,18.36121785852616,26.28316252447961,26.305438043915004,26.34291285520375,26.216769478417167,18.392866253134706,18.355167008993618,18.43812483482544,18.206452598100082
N-acetylglutamate,-2.1123020180598324,25.600106027353156,-52.61340597872805,6.986880324816107e-43,3.1615633469792885e-41,87.91868492561099,27.176485489300866,27.23421699864736,27.186502227938128,27.109673627721122,24.928159227422817,24.93648970901769,24.936860482943224,24.908815599002168,27.083308611024954,27.161531364307418,27.05100994212919,27.171715428492963,24.911201307568245,25.10108946218164,25.077702945779272,25.088652861166494,27.1980560861059,27.169058875738976,27.237224659027078,27.187233197670736,25.135577984079426,25.252490291739807,25.19572083350089,25.145631586985
N-acetylglutamine,-2.3780255909470007,22.114763489604314,-41.04059565521647,5.309778618624166e-38,1.60178321661829e-36,76.63946180744259,24.069369745274386,24.115023628401172,23.91132141675314,23.799358533788336,21.563363724358474,21.33841390243112,21.34383325772254,21.641413285447904,23.85938282880164,23.812818493209104,23.862522083981535,24.051124965758135,21.178237328773466,21.41534848864265,21.76859068472427,21.69422236504064,23.823686563897677,23.680742291951905,23.983075612409582,23.920344021705944,21.401272037298963,21.54534669176435,21.6612394356028,21.80118189276135
N-acetylhexosamine phosphate,0.31726035601269587,21.447956165295444,4.272447266884841,9.557709307104201e-5,1.679558625811515e-4,-0.7014811709490454,21.32826111027245,21.444416438171558,21.29347484099047,21.2711590649568,21.45355630677102,21.462883214512505,21.307101220439424,21.534923796870487,20.820604302552063,21.055150842713356,21.019705647415524,21.054717673189582,20.968230471589546,21.378283708659936,21.423302769859422,21.403599618868366,20.74636991007936,20.930313840005013,21.13970542001847,20.881939298701475,21.49573633443925,21.432232500405046,21.35859335080716,21.574499367996307
N-acetylhistidine,-0.595280410951883,23.416610392866012,-3.14890236055938,0.002870980963661298,0.004330396286855791,-3.969343964981176,24.26201601237462,23.933129673518213,23.74555646174693,23.59760978655263,23.567146689176496,23.16497444051335,22.87106774495245,23.242765706834355,23.699049751752863,23.92694693450376,23.586900684404807,23.777896840963294,24.679607206300023,24.52892937629291,23.30429487336396,23.824963276282226,24.503579449492413,24.41222259458086,24.5896792661653,24.173477869441072,23.109585129026954,22.993324197388503,23.114436459469168,22.663605294473754
acetylcarnitine,-0.21786639270453634,32.12009831065348,-1.5545296951292853,0.12688271011787944,0.15622973150568828,-7.353348552693941,32.84221970693413,32.89239493818768,33.036710263048946,32.765438146101346,31.859607067269497,31.772253902201285,31.587681017312132,31.817736074938907,31.629604858284072,31.77403120991809,31.73377843743676,31.914776333404575,32.01378612342393,32.14213373993579,31.849238141156306,31.94387142605303,31.941930249724848,31.840660082721822,32.10634796499059,31.748536917445126,32.14526394065873,32.20746111254761,32.14908250299177,32.12391734725462
N-acetylmethionine,-1.731117501517101,24.628952610358365,-23.67795394384728,1.771763197450783e-27,1.6878375723083776e-26,52.115927542901595,25.96236007497731,25.97446350289373,25.942575236811795,25.904976738849342,23.98041524489793,24.009162957596295,23.99389723405019,23.950050772709186,25.762358856252913,25.842781190170466,25.79519685404135,25.91947526470232,23.858830660838066,24.190708025458775,24.161797692098283,24.165527188411023,25.957505386572475,25.943563603440623,26.093580073748917,25.95446098271909,24.46007784034747,24.516347361192025,24.46584648505871,24.527226284317134
N-acetylneuramic acid,0.7279082190304393,23.54618189657264,12.218307250358373,4.484422364348321e-16,1.6233608958940922e-15,25.45905384905125,22.96187452666296,22.832533702253304,22.87577978733388,22.72958035690754,23.84403755529031,23.827305027588956,23.634376313605486,23.775030035075883,22.81218479419584,23.10184854933409,22.960587158508186,22.94191516077833,23.78712193585397,23.92599042474072,23.579300787416113,23.678266680589175,23.099029696169495,23.05489642901815,23.110557153950538,22.972833401070087,23.590252196036076,23.62649680139733,23.425066983203347,23.495274603750275
N-acetylornithine,-0.6255301794997763,23.617365047715026,-10.024230794776411,3.591089953158632e-13,1.0483665830995362e-12,18.69020108990729,24.38057012842595,24.379412343253808,24.40416273952181,24.207933194037892,23.561196422050426,23.37430022351665,23.36991809614462,23.46382009714995,23.934918369852333,24.093599101258775,24.025034706964053,24.083098782464344,23.78765279194388,23.917418487510666,23.632808718954372,23.661561340884607,24.12397242156422,24.003127861427235,24.27035993181364,24.011274035652338,23.414084976297993,23.380389167252073,23.434686881077788,23.41326425945598
N-acetylserine,-1.234645061592726,28.403189625903437,-23.261018263448438,3.782967442657593e-27,3.4235855356051216e-26,51.345926972252215,29.490600307118456,29.534986235077238,29.54252907911405,29.403784607225635,28.014858944685383,27.98139513193477,27.900272147606362,27.95608435985899,29.10646246475954,29.17667823196806,29.20113842237841,29.23745845864308,27.798857903999025,28.1145727101783,28.137548097348912,28.158486087971664,29.103841463033252,29.02409627336721,29.206910565570045,29.057828590863913,28.034806074017762,28.11135620268586,28.01633298959655,28.046003310122526
NAD,-0.12762019457600005,27.49671377103558,-2.503472209929577,0.015893818698204058,0.022474853002929174,-5.5551027460925555,27.8585840347684,27.86059393622103,27.83011602839927,27.762520037721952,27.42438710665403,27.437971044401028,27.345191934178633,27.43557710149571,27.599052522115294,27.726801745607762,27.562466819923408,27.685201485520654,27.337304850021322,27.660237038805676,27.666784290982143,27.653461701441717,27.53549384683793,27.506824403687755,27.616142628161125,27.499916592454294,27.64540400928811,27.697920845460203,27.55004542836318,27.657986395415048
NADH,-1.3870690771709526,19.54229119281227,-4.052922585924683,1.9211039979910298e-4,3.280375694682796e-4,-1.3799992357656654,21.126504271708562,22.149676329515074,22.386895885907048,20.765587528289313,19.565116366862657,20.49069705956504,20.224835101575522,19.382017501986006,19.593308307341267,20.5359126855788,20.504428995595976,19.822444016205644,18.217769962490575,18.255890748920176,19.217347030921342,19.338716452904578,19.924127447267246,20.26950347159141,20.75337803917954,20.049654714157537,18.673000171758225,19.56236547064215,19.297677801691528,19.01115909696819
NADP,0.3122115792925797,20.428422568257428,2.315279938452738,0.025091255977472176,0.03364086912535159,-5.96640483164879,20.42725204709428,20.441004281164307,20.13961901586135,21.01455486350677,20.480201968149668,20.209305093421357,20.088701587938786,20.610645549249597,20.696882700564434,20.734561356728562,20.256953913188347,20.763669026799747,20.363547510696346,21.13660823766903,21.102806957593316,21.006949679093026,20.16790344483245,19.954553732957795,19.98200444563848,20.5684818350178,20.954135570960805,21.11459783723246,20.64638860422679,21.180091018634073
NADPH,0.6624121726563956,20.921479981875176,2.724573763260342,0.009060853634872012,0.01301598815803043,-5.041022700003294,21.45183509343021,21.681949456314502,21.487245607526795,21.023028421263188,21.49053670887251,21.829326184074223,21.695006573130318,21.267899833871795,19.510680679160014,19.849809570197763,20.228688293759618,19.705542012098114,20.587597195643124,20.906500429333388,21.22156031096117,20.979374858502254,20.745501144219933,20.63795004989211,20.938071922146623,20.308230947739997,21.525637102636395,21.46655987986982,21.237448550987168,21.310031641743553
N-carbamoylaspartate,1.0742204535107938,23.245258824006342,3.4630244409775717,0.0011623012496459566,0.0018783618409456977,-3.1120260635472494,23.138969816481183,23.230289217644483,22.8274927419641,22.927290924054404,22.520491579953855,22.56380147861902,22.802830563429843,22.579630090477657,24.167461887888066,24.144639751138754,24.140307770002746,24.6286579926469,25.262223815613485,25.333279327953743,24.694589176772784,25.156025269762956,22.020047727178156,22.069899658676512,22.233555221899508,21.922567267748434,24.667761965703267,24.548089197902506,25.42864569096396,24.784457262299682
ophthalmate,-1.1792981118577046,26.474675367946418,-17.22710500132992,9.691730704858696e-22,5.847344191931413e-21,38.698358613443396,27.82006739097691,27.882137194107994,27.76360732139197,27.695506059927936,26.56936285349171,26.45909783862665,26.49823411160222,26.519706769292682,27.605648988775144,27.691725585948426,27.63302273974996,27.682427701865244,25.960812952279863,26.41127681609888,26.67845894314324,26.553993219415542,27.47868702918682,27.446605018241698,27.601646733869597,27.44711593743179,26.47161123023369,26.471127500933356,26.48074902226276,26.522189101800382
acetylcholine,-0.9202866009658948,24.99213914517501,-13.745148297054506,6.150745165690789e-18,2.4739663888667395e-17,29.80912944246996,25.820506861546427,25.79630155397437,25.826402403195488,25.770025330344456,24.61530455405595,24.661494930929045,24.51623975810291,24.54458801407279,25.269672442708288,25.367367807973476,25.33341380920015,25.449634343471793,24.37970391743895,24.562329062147683,24.538521570316693,24.574871070000867,25.27303398675764,25.246967911357196,25.40221619491503,25.288236865517074,24.537588359398175,24.675656187318694,24.572534817927206,24.621508057661657
ornithine,-1.9198872192967968,21.241748872879313,-11.92603502864131,1.0542323617305724e-15,3.669539566792954e-15,24.592707883769336,22.81120403093288,22.736122899271315,22.830542715113868,22.61072865895083,20.28251554580376,20.28701883673046,20.606328765952792,20.60974534463613,22.619671804678013,22.739225213511375,22.922073906112185,22.600312922096744,21.074563174994232,21.308382820923484,20.972844161142767,20.807378103953383,22.465623990212222,22.647807852717175,22.88318758501977,22.635555669363026,20.433149606021182,21.469693152583723,20.94947175849901,20.662319345176908
orotate,0.9677751749658121,25.899049556254692,2.3537138210189625,0.022895805949842297,0.031084022970003584,-5.884445147211792,25.742629010690766,25.800212813378284,25.148966369429317,25.26016240836045,24.681338006614375,24.79405350676299,25.40608626044526,24.93830183363649,27.620184671563123,27.64755567014558,27.5982267350943,28.00826888028279,28.52986275892558,28.511617780270328,27.936249080579184,28.36088130850434,25.557245387563494,25.584897208323405,25.79498959842927,25.334981945715445,28.26454090808883,28.306442644003432,28.671940428242454,28.310308282492713
orotidine,1.6601982401346902,29.436426012063247,11.860553023965158,1.2786859697406188e-15,4.285965935612074e-15,24.397108955839975,28.656292683504827,28.742649124093056,28.671977586480747,28.63812524319152,29.873873036111764,29.89492520221666,29.713015938008706,29.792973414614075,27.71278238818233,27.716154412797948,27.664816185879168,27.84774539404383,29.38200615012038,29.52722074667738,29.488438737646604,29.546145156364595,27.125735875228358,27.215310063845784,27.229670811413417,27.144807336671846,29.254720233397215,29.34217713400863,29.255555703519104,29.217394534264063
pantothenate,0.19102349469100588,30.23228931116608,4.09197997734979,1.6983995604418801e-4,2.927717337523622e-4,-1.2604829959833665,30.00449219408054,30.022126757882894,29.95329165326529,29.870574503320135,30.066864220994592,30.067737224873067,30.004408358943973,30.018695535146776,30.002490046454884,30.116730048118036,30.014754620798925,30.10087993171088,30.059823490459653,30.35851003670468,30.301795327653775,30.32448304445986,30.00418010090622,29.982887504403916,30.04899111110235,30.043981632970546,30.32301831513309,30.37318378890912,30.243159358629907,30.315983339398215
pentose phosphates,-0.3077751865933145,22.793569712891102,-4.971137249849982,9.599912817826539e-6,1.8484938510921313e-5,1.5509540368684682,23.04688559098098,23.019645507101956,22.989056953108477,22.813678303949384,22.65324690644765,22.594163303905624,22.58446326772988,22.574259530783635,22.87628459648971,23.105746257974246,23.042094102905967,22.947629526322427,22.536946200642166,22.972979723332493,22.74663271320249,22.95576997317758,22.914579230535892,23.016874970897693,23.17744586212293,22.901806252781828,22.618057473324942,22.648371653642542,22.614642360868878,22.65889180899381
phenylalanine,-0.6045411664143288,27.976314359397605,-9.31481139639189,3.550343209139114e-12,9.591225684390741e-12,16.37532901696284,28.737479446891665,28.693901055550803,28.72683276416109,28.606824237927842,27.965154657216484,27.826924901082542,27.708928916783325,27.846643284214657,28.325599710102452,28.42990514978141,28.425077857090482,28.458566140168127,28.219420388190063,28.382769697672277,28.052249794293456,28.10900257057016,28.628546527770258,28.562961657983873,28.77503824674409,28.526935254271564,27.875119822097787,27.932139325764165,27.891583830905823,27.833236862680934
