term,Metabolite,MetaboliteID,Description,pubchem,MetaboliteID_pubchem_from_ambiguity_bygroup,MetaboliteID_pubchem_to_ambiguity_bygroup,MetaboliteID_pubchem_ambiguity_bygroup,MetaboliteID_pubchem_from_ambiguity,MetaboliteID_pubchem_to_ambiguity,MetaboliteID_pubchem_ambiguity
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),GDP-4-dehydro-6-deoxy-D-mannose,C01222,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),136948341,1,2,one-to-many,1,2,one-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-apiose,C01623,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),25202307,1,1,one-to-one,1,1,one-to-one
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),Chitobiose,C01674,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),22833609,1,2,one-to-many,1,2,one-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),Chitobiose,C01674,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),439544,1,2,one-to-many,1,2,one-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),CDP-abequose,C01788,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-L-rhamnose,C02199,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),192751,1,1,one-to-one,1,1,one-to-one
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),GDP-L-galactose,C02280,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"1,4-beta-D-Xylan",C02352,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),Arabinan,C02474,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),N-Acetylmuramate,C02713,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),5462244,1,1,one-to-one,1,1,one-to-one
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),GDP-6-deoxy-D-talose,C02977,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),L-Fucose 1-phosphate,C02985,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),65369,1,1,one-to-one,1,1,one-to-one
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),GDP-6-deoxy-D-mannose,C03117,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),439211,2,3,many-to-many,2,3,many-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),GDP-6-deoxy-D-mannose,C03117,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),439912,2,3,many-to-many,2,3,many-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),GDP-6-deoxy-D-mannose,C03117,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),451,2,3,many-to-many,2,3,many-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),N-Glycoloyl-neuraminate,C03410,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),123802,1,3,one-to-many,1,3,one-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),N-Glycoloyl-neuraminate,C03410,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),440001,1,3,one-to-many,1,3,one-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),N-Glycoloyl-neuraminate,C03410,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),16738688,1,3,one-to-many,1,3,one-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"CDP-3,6-dideoxy-D-glucose",C03598,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"CDP-3,6-dideoxy-D-mannose",C03599,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),CMP-N-glycoloylneuraminate,C03691,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),53481387,1,2,one-to-many,1,2,one-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),CMP-N-glycoloylneuraminate,C03691,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),3289289,1,2,one-to-many,1,2,one-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-alpha-D-galactofuranose,C03733,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),beta-L-Arabinose 1-phosphate,C03906,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),440160,1,1,one-to-one,1,1,one-to-one
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),1-Phospho-alpha-D-galacturonate,C04037,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-4-dehydro-6-deoxy-D-glucose,C04089,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),23724475,1,1,one-to-one,1,1,one-to-one
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),N-Acetyl-D-mannosamine 6-phosphate,C04257,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),440273,1,1,one-to-one,1,1,one-to-one
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"CDP-4-dehydro-3,6-dideoxy-D-glucose",C04297,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),N-Acetyl-alpha-D-glucosamine 1-phosphate,C04501,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate,C04573,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose",C04613,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose",C04630,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine,C04631,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),D-Glucuronate 1-phosphate,C05385,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),439432,1,1,one-to-one,1,1,one-to-one
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),D-Glucosaminide,C06023,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),440883,1,1,one-to-one,1,1,one-to-one
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),alpha-D-Glucosamine 1-phosphate,C06156,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-N-acetyl-D-mannosaminouronate,C06240,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),N-Acetylneuraminate 9-phosphate,C06241,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),440962,1,2,one-to-many,1,2,one-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),N-Acetylneuraminate 9-phosphate,C06241,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),53477814,1,2,one-to-many,1,2,one-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),D-Galactosamine 6-phosphate,C06377,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-6-sulfoquinovose,C11521,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),25201749,1,1,one-to-one,1,1,one-to-one
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-N-acetyl-D-galactosaminuronic acid,C13952,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),GDP-L-gulose,C15925,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-L-Ara4N,C16153,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-L-Ara4FN,C16154,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-L-Ara4O,C16155,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),Undecaprenyl phosphate alpha-L-Ara4FN,C16156,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),Undecaprenyl phosphate alpha-L-Ara4N,C16157,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),17756765,1,1,one-to-one,1,1,one-to-one
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),alpha-D-Arabinopyranose 1-phosphate,C16183,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),N-Acetylmuramic acid 6-phosphate,C16698,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),GDP-D-arabinopyranose,C17269,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"CDP-4-dehydro-3,6-dideoxy-D-glucose epimer",C17326,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),CDP-ascarylose,C17327,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-4-keto-rhamnose,C17328,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),N-Acetyl-alpha-D-galactosamine 1-phosphate,C18060,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),4369589,1,2,one-to-many,1,2,one-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),N-Acetyl-alpha-D-galactosamine 1-phosphate,C18060,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),49859685,1,2,one-to-many,1,2,one-to-many
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-L-arabinofuranose,C18094,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate",C19725,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate",C19745,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"1,6-Anhydro-N-acetyl-beta-muramate",C19769,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose",C19823,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine",C19961,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"UDP-2,4-bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose",C19971,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose",C19972,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),Pseudaminic acid,C20082,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),CMP-pseudaminic acid,C20083,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"UDP-N,N'-diacetylbacillosamine",C20357,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate",C20359,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate,C20395,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"N,N'-Diacetyllegionaminate",C20418,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"CMP-N,N'-diacetyllegionaminate",C20419,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose",C20424,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"GDP-4-amino-4,6-dideoxy-alpha-D-mannose",C20638,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),"GDP-4-acetamido-4,6-dideoxy-alpha-D-mannose",C20672,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),3-Deoxy-D-glycero-D-galacto-non-2-ulopyranosonate,C20934,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),N-Acetylmuramic acid alpha-1-phosphate,C21027,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),3-Deoxy-D-glycero-D-galacto-non-2-ulopyranosonate 9-phosphate,C21383,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),CMP-3-deoxy-D-glycero-D-galacto-non-2-ulopyranosonate,C21384,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),alpha-D-Galactosamine 1-phosphate,C22029,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),UDP-N-acetyl-alpha-D-xylosamine,C22938,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Pyruvate metabolism - Homo sapiens (human),Pyruvate,C00022,Pyruvate metabolism - Homo sapiens (human),1060,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),Pyruvate,C00022,Pyruvate metabolism - Homo sapiens (human),107735,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),Acetyl-CoA,C00024,Pyruvate metabolism - Homo sapiens (human),444493,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),Acetyl-CoA,C00024,Pyruvate metabolism - Homo sapiens (human),181,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),Acetate,C00033,Pyruvate metabolism - Homo sapiens (human),176,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),Acetate,C00033,Pyruvate metabolism - Homo sapiens (human),175,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),Oxaloacetate,C00036,Pyruvate metabolism - Homo sapiens (human),970,2,3,many-to-many,2,3,many-to-many
Pyruvate metabolism - Homo sapiens (human),Oxaloacetate,C00036,Pyruvate metabolism - Homo sapiens (human),164550,2,3,many-to-many,2,3,many-to-many
Pyruvate metabolism - Homo sapiens (human),Oxaloacetate,C00036,Pyruvate metabolism - Homo sapiens (human),54675764,2,3,many-to-many,2,3,many-to-many
Pyruvate metabolism - Homo sapiens (human),Succinate,C00042,Pyruvate metabolism - Homo sapiens (human),1110,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),Succinate,C00042,Pyruvate metabolism - Homo sapiens (human),160419,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),Formate,C00058,Pyruvate metabolism - Homo sapiens (human),284,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),Formate,C00058,Pyruvate metabolism - Homo sapiens (human),283,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),Thiamin diphosphate,C00068,Pyruvate metabolism - Homo sapiens (human),1132,1,3,one-to-many,1,3,one-to-many
Pyruvate metabolism - Homo sapiens (human),Thiamin diphosphate,C00068,Pyruvate metabolism - Homo sapiens (human),15938963,1,3,one-to-many,1,3,one-to-many
Pyruvate metabolism - Homo sapiens (human),Thiamin diphosphate,C00068,Pyruvate metabolism - Homo sapiens (human),5431,1,3,one-to-many,1,3,one-to-many
Pyruvate metabolism - Homo sapiens (human),Phosphoenolpyruvate,C00074,Pyruvate metabolism - Homo sapiens (human),1005,1,3,one-to-many,1,3,one-to-many
Pyruvate metabolism - Homo sapiens (human),Phosphoenolpyruvate,C00074,Pyruvate metabolism - Homo sapiens (human),638308,1,3,one-to-many,1,3,one-to-many
Pyruvate metabolism - Homo sapiens (human),Phosphoenolpyruvate,C00074,Pyruvate metabolism - Homo sapiens (human),3674425,1,3,one-to-many,1,3,one-to-many
Pyruvate metabolism - Homo sapiens (human),Malonyl-CoA,C00083,Pyruvate metabolism - Homo sapiens (human),644066,1,1,one-to-one,1,1,one-to-one
Pyruvate metabolism - Homo sapiens (human),Acetaldehyde,C00084,Pyruvate metabolism - Homo sapiens (human),177,1,1,one-to-one,1,1,one-to-one
Pyruvate metabolism - Homo sapiens (human),Fumarate,C00122,Pyruvate metabolism - Homo sapiens (human),444972,1,3,one-to-many,1,3,one-to-many
Pyruvate metabolism - Homo sapiens (human),Fumarate,C00122,Pyruvate metabolism - Homo sapiens (human),5460307,1,3,one-to-many,1,3,one-to-many
Pyruvate metabolism - Homo sapiens (human),Fumarate,C00122,Pyruvate metabolism - Homo sapiens (human),6183479,1,3,one-to-many,1,3,one-to-many
Pyruvate metabolism - Homo sapiens (human),(S)-Malate,C00149,Pyruvate metabolism - Homo sapiens (human),222656,1,4,one-to-many,1,4,one-to-many
Pyruvate metabolism - Homo sapiens (human),(S)-Malate,C00149,Pyruvate metabolism - Homo sapiens (human),5459792,1,4,one-to-many,1,4,one-to-many
Pyruvate metabolism - Homo sapiens (human),(S)-Malate,C00149,Pyruvate metabolism - Homo sapiens (human),525,1,4,one-to-many,1,4,one-to-many
Pyruvate metabolism - Homo sapiens (human),(S)-Malate,C00149,Pyruvate metabolism - Homo sapiens (human),160434,1,4,one-to-many,1,4,one-to-many
Pyruvate metabolism - Homo sapiens (human),(S)-Lactate,C00186,Pyruvate metabolism - Homo sapiens (human),107689,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),(S)-Lactate,C00186,Pyruvate metabolism - Homo sapiens (human),5460161,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),Acetyl phosphate,C00227,Pyruvate metabolism - Homo sapiens (human),186,1,1,one-to-one,1,1,one-to-one
Pyruvate metabolism - Homo sapiens (human),(R)-Lactate,C00256,Pyruvate metabolism - Homo sapiens (human),61503,1,1,one-to-one,1,1,one-to-one
Pyruvate metabolism - Homo sapiens (human),Acetoacetyl-CoA,C00332,Pyruvate metabolism - Homo sapiens (human),92153,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),Acetoacetyl-CoA,C00332,Pyruvate metabolism - Homo sapiens (human),74,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),(S)-Lactaldehyde,C00424,Pyruvate metabolism - Homo sapiens (human),439231,1,1,one-to-one,1,1,one-to-one
Pyruvate metabolism - Homo sapiens (human),Ethanol,C00469,Pyruvate metabolism - Homo sapiens (human),702,1,1,one-to-one,1,1,one-to-one
Pyruvate metabolism - Homo sapiens (human),Methylglyoxal,C00546,Pyruvate metabolism - Homo sapiens (human),880,1,1,one-to-one,1,1,one-to-one
Pyruvate metabolism - Homo sapiens (human),(R)-Lactaldehyde,C00937,Pyruvate metabolism - Homo sapiens (human),439350,1,1,one-to-one,1,1,one-to-one
Pyruvate metabolism - Homo sapiens (human),"(R)-2-Hydroxybutane-1,2,4-tricarboxylate",C01251,Pyruvate metabolism - Homo sapiens (human),439459,1,1,one-to-one,1,1,one-to-one
Pyruvate metabolism - Homo sapiens (human),(R)-2-Ethylmalate,C02488,Pyruvate metabolism - Homo sapiens (human),439736,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),(R)-2-Ethylmalate,C02488,Pyruvate metabolism - Homo sapiens (human),5280519,1,2,one-to-many,1,2,one-to-many
Pyruvate metabolism - Homo sapiens (human),alpha-Isopropylmalate,C02504,Pyruvate metabolism - Homo sapiens (human),5280523,1,1,one-to-one,1,1,one-to-one
Pyruvate metabolism - Homo sapiens (human),Acetylenedicarboxylate,C03248,Pyruvate metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Pyruvate metabolism - Homo sapiens (human),(R)-S-Lactoylglutathione,C03451,Pyruvate metabolism - Homo sapiens (human),440018,1,1,one-to-one,1,1,one-to-one
Pyruvate metabolism - Homo sapiens (human),2-Hydroxyethylenedicarboxylate,C03981,Pyruvate metabolism - Homo sapiens (human),970,2,3,many-to-many,2,3,many-to-many
Pyruvate metabolism - Homo sapiens (human),2-Hydroxyethylenedicarboxylate,C03981,Pyruvate metabolism - Homo sapiens (human),164550,2,3,many-to-many,2,3,many-to-many
Pyruvate metabolism - Homo sapiens (human),2-Hydroxyethylenedicarboxylate,C03981,Pyruvate metabolism - Homo sapiens (human),54675764,2,3,many-to-many,2,3,many-to-many
Pyruvate metabolism - Homo sapiens (human),2-(alpha-Hydroxyethyl)thiamine diphosphate,C05125,Pyruvate metabolism - Homo sapiens (human),440568,1,1,one-to-one,1,1,one-to-one
Pyruvate metabolism - Homo sapiens (human),Acetyl adenylate,C05993,Pyruvate metabolism - Homo sapiens (human),440867,1,1,one-to-one,1,1,one-to-one
Pyruvate metabolism - Homo sapiens (human),2-Propylmalate,C05994,Pyruvate metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Pyruvate metabolism - Homo sapiens (human),Enzyme N6-(lipoyl)lysine,C15972,Pyruvate metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Pyruvate metabolism - Homo sapiens (human),Enzyme N6-(dihydrolipoyl)lysine,C15973,Pyruvate metabolism - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Pyruvate metabolism - Homo sapiens (human),[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,C16255,Pyruvate metabolism - Homo sapiens (human),24906332,1,1,one-to-one,1,1,one-to-one
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),Pyruvate,C00022,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),1060,1,2,one-to-many,1,2,one-to-many
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),Pyruvate,C00022,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),107735,1,2,one-to-many,1,2,one-to-many
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),Acetyl-CoA,C00024,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),444493,1,2,one-to-many,1,2,one-to-many
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),Acetyl-CoA,C00024,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),181,1,2,one-to-many,1,2,one-to-many
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),L-Glutamate,C00025,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),33032,1,2,one-to-many,1,2,one-to-many
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),L-Glutamate,C00025,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),14598502,1,2,one-to-many,1,2,one-to-many
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),2-Oxoglutarate,C00026,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),51,1,2,one-to-many,1,2,one-to-many
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),2-Oxoglutarate,C00026,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),164533,1,2,one-to-many,1,2,one-to-many
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),Acetate,C00033,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),176,1,2,one-to-many,1,2,one-to-many
