term,Metabolite,MetaboliteID,Description,pubchem,MetaboliteID_pubchem_from_ambiguity_bygroup,MetaboliteID_pubchem_to_ambiguity_bygroup,MetaboliteID_pubchem_ambiguity_bygroup,MetaboliteID_pubchem_from_ambiguity,MetaboliteID_pubchem_to_ambiguity,MetaboliteID_pubchem_ambiguity
Glycolysis / Gluconeogenesis - Homo sapiens (human),D-Glyceraldehyde 3-phosphate,C00118,Glycolysis / Gluconeogenesis - Homo sapiens (human),24794350,1,4,one-to-many,1,4,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),(S)-Lactate,C00186,Glycolysis / Gluconeogenesis - Homo sapiens (human),107689,1,2,one-to-many,1,2,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),(S)-Lactate,C00186,Glycolysis / Gluconeogenesis - Homo sapiens (human),5460161,1,2,one-to-many,1,2,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),3-Phospho-D-glycerate,C00197,Glycolysis / Gluconeogenesis - Homo sapiens (human),439183,1,2,one-to-many,1,2,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),3-Phospho-D-glycerate,C00197,Glycolysis / Gluconeogenesis - Homo sapiens (human),25245548,1,2,one-to-many,1,2,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),beta-D-Glucose,C00221,Glycolysis / Gluconeogenesis - Homo sapiens (human),64689,2,3,many-to-many,2,3,many-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),beta-D-Glucose,C00221,Glycolysis / Gluconeogenesis - Homo sapiens (human),5793,2,3,many-to-many,2,3,many-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),beta-D-Glucose,C00221,Glycolysis / Gluconeogenesis - Homo sapiens (human),107526,2,3,many-to-many,2,3,many-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),3-Phospho-D-glyceroyl phosphate,C00236,Glycolysis / Gluconeogenesis - Homo sapiens (human),439191,1,3,one-to-many,1,3,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),3-Phospho-D-glyceroyl phosphate,C00236,Glycolysis / Gluconeogenesis - Homo sapiens (human),683,1,3,one-to-many,1,3,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),3-Phospho-D-glyceroyl phosphate,C00236,Glycolysis / Gluconeogenesis - Homo sapiens (human),46878409,1,3,one-to-many,1,3,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),alpha-D-Glucose,C00267,Glycolysis / Gluconeogenesis - Homo sapiens (human),79025,1,1,one-to-one,1,1,one-to-one
Glycolysis / Gluconeogenesis - Homo sapiens (human),"D-Fructose 1,6-bisphosphate",C00354,Glycolysis / Gluconeogenesis - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Glycolysis / Gluconeogenesis - Homo sapiens (human),Ethanol,C00469,Glycolysis / Gluconeogenesis - Homo sapiens (human),702,1,1,one-to-one,1,1,one-to-one
Glycolysis / Gluconeogenesis - Homo sapiens (human),2-Phospho-D-glycerate,C00631,Glycolysis / Gluconeogenesis - Homo sapiens (human),59,1,4,one-to-many,1,4,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),2-Phospho-D-glycerate,C00631,Glycolysis / Gluconeogenesis - Homo sapiens (human),40467846,1,4,one-to-many,1,4,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),2-Phospho-D-glycerate,C00631,Glycolysis / Gluconeogenesis - Homo sapiens (human),439278,1,4,one-to-many,1,4,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),2-Phospho-D-glycerate,C00631,Glycolysis / Gluconeogenesis - Homo sapiens (human),60038355,1,4,one-to-many,1,4,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),alpha-D-Glucose 6-phosphate,C00668,Glycolysis / Gluconeogenesis - Homo sapiens (human),21604864,1,2,one-to-many,1,2,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),alpha-D-Glucose 6-phosphate,C00668,Glycolysis / Gluconeogenesis - Homo sapiens (human),439284,1,2,one-to-many,1,2,one-to-many
Glycolysis / Gluconeogenesis - Homo sapiens (human),"2,3-Bisphospho-D-glycerate",C01159,Glycolysis / Gluconeogenesis - Homo sapiens (human),186004,1,1,one-to-one,1,1,one-to-one
Glycolysis / Gluconeogenesis - Homo sapiens (human),beta-D-Glucose 6-phosphate,C01172,Glycolysis / Gluconeogenesis - Homo sapiens (human),439427,1,1,one-to-one,1,1,one-to-one
Glycolysis / Gluconeogenesis - Homo sapiens (human),Salicin,C01451,Glycolysis / Gluconeogenesis - Homo sapiens (human),439503,1,1,one-to-one,1,1,one-to-one
Glycolysis / Gluconeogenesis - Homo sapiens (human),2-(alpha-Hydroxyethyl)thiamine diphosphate,C05125,Glycolysis / Gluconeogenesis - Homo sapiens (human),440568,1,1,one-to-one,1,1,one-to-one
Glycolysis / Gluconeogenesis - Homo sapiens (human),Arbutin,C06186,Glycolysis / Gluconeogenesis - Homo sapiens (human),440936,1,1,one-to-one,1,1,one-to-one
Glycolysis / Gluconeogenesis - Homo sapiens (human),Arbutin 6-phosphate,C06187,Glycolysis / Gluconeogenesis - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Glycolysis / Gluconeogenesis - Homo sapiens (human),Salicin 6-phosphate,C06188,Glycolysis / Gluconeogenesis - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Glycolysis / Gluconeogenesis - Homo sapiens (human),Enzyme N6-(lipoyl)lysine,C15972,Glycolysis / Gluconeogenesis - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Glycolysis / Gluconeogenesis - Homo sapiens (human),Enzyme N6-(dihydrolipoyl)lysine,C15973,Glycolysis / Gluconeogenesis - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Glycolysis / Gluconeogenesis - Homo sapiens (human),[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,C16255,Glycolysis / Gluconeogenesis - Homo sapiens (human),24906332,1,1,one-to-one,1,1,one-to-one
Citrate cycle (TCA cycle) - Homo sapiens (human),Pyruvate,C00022,Citrate cycle (TCA cycle) - Homo sapiens (human),1060,1,2,one-to-many,1,2,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Pyruvate,C00022,Citrate cycle (TCA cycle) - Homo sapiens (human),107735,1,2,one-to-many,1,2,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Acetyl-CoA,C00024,Citrate cycle (TCA cycle) - Homo sapiens (human),444493,1,2,one-to-many,1,2,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Acetyl-CoA,C00024,Citrate cycle (TCA cycle) - Homo sapiens (human),181,1,2,one-to-many,1,2,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),2-Oxoglutarate,C00026,Citrate cycle (TCA cycle) - Homo sapiens (human),51,1,2,one-to-many,1,2,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),2-Oxoglutarate,C00026,Citrate cycle (TCA cycle) - Homo sapiens (human),164533,1,2,one-to-many,1,2,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Oxaloacetate,C00036,Citrate cycle (TCA cycle) - Homo sapiens (human),970,1,3,one-to-many,2,3,many-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Oxaloacetate,C00036,Citrate cycle (TCA cycle) - Homo sapiens (human),164550,1,3,one-to-many,2,3,many-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Oxaloacetate,C00036,Citrate cycle (TCA cycle) - Homo sapiens (human),54675764,1,3,one-to-many,2,3,many-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Succinate,C00042,Citrate cycle (TCA cycle) - Homo sapiens (human),1110,1,2,one-to-many,1,2,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Succinate,C00042,Citrate cycle (TCA cycle) - Homo sapiens (human),160419,1,2,one-to-many,1,2,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Thiamin diphosphate,C00068,Citrate cycle (TCA cycle) - Homo sapiens (human),1132,1,3,one-to-many,1,3,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Thiamin diphosphate,C00068,Citrate cycle (TCA cycle) - Homo sapiens (human),15938963,1,3,one-to-many,1,3,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Thiamin diphosphate,C00068,Citrate cycle (TCA cycle) - Homo sapiens (human),5431,1,3,one-to-many,1,3,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Phosphoenolpyruvate,C00074,Citrate cycle (TCA cycle) - Homo sapiens (human),1005,1,3,one-to-many,1,3,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Phosphoenolpyruvate,C00074,Citrate cycle (TCA cycle) - Homo sapiens (human),638308,1,3,one-to-many,1,3,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Phosphoenolpyruvate,C00074,Citrate cycle (TCA cycle) - Homo sapiens (human),3674425,1,3,one-to-many,1,3,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Succinyl-CoA,C00091,Citrate cycle (TCA cycle) - Homo sapiens (human),92133,1,1,one-to-one,1,1,one-to-one
Citrate cycle (TCA cycle) - Homo sapiens (human),Fumarate,C00122,Citrate cycle (TCA cycle) - Homo sapiens (human),444972,1,3,one-to-many,1,3,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Fumarate,C00122,Citrate cycle (TCA cycle) - Homo sapiens (human),5460307,1,3,one-to-many,1,3,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Fumarate,C00122,Citrate cycle (TCA cycle) - Homo sapiens (human),6183479,1,3,one-to-many,1,3,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),(S)-Malate,C00149,Citrate cycle (TCA cycle) - Homo sapiens (human),222656,1,4,one-to-many,1,4,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),(S)-Malate,C00149,Citrate cycle (TCA cycle) - Homo sapiens (human),5459792,1,4,one-to-many,1,4,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),(S)-Malate,C00149,Citrate cycle (TCA cycle) - Homo sapiens (human),525,1,4,one-to-many,1,4,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),(S)-Malate,C00149,Citrate cycle (TCA cycle) - Homo sapiens (human),160434,1,4,one-to-many,1,4,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Citrate,C00158,Citrate cycle (TCA cycle) - Homo sapiens (human),311,1,2,one-to-many,1,2,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Citrate,C00158,Citrate cycle (TCA cycle) - Homo sapiens (human),31348,1,2,one-to-many,1,2,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Isocitrate,C00311,Citrate cycle (TCA cycle) - Homo sapiens (human),1198,1,3,one-to-many,1,3,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Isocitrate,C00311,Citrate cycle (TCA cycle) - Homo sapiens (human),5460172,1,3,one-to-many,1,3,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),Isocitrate,C00311,Citrate cycle (TCA cycle) - Homo sapiens (human),20848914,1,3,one-to-many,1,3,one-to-many
Citrate cycle (TCA cycle) - Homo sapiens (human),cis-Aconitate,C00417,Citrate cycle (TCA cycle) - Homo sapiens (human),643757,1,1,one-to-one,1,1,one-to-one
Citrate cycle (TCA cycle) - Homo sapiens (human),2-(alpha-Hydroxyethyl)thiamine diphosphate,C05125,Citrate cycle (TCA cycle) - Homo sapiens (human),440568,1,1,one-to-one,1,1,one-to-one
Citrate cycle (TCA cycle) - Homo sapiens (human),Oxalosuccinate,C05379,Citrate cycle (TCA cycle) - Homo sapiens (human),972,1,1,one-to-one,1,1,one-to-one
Citrate cycle (TCA cycle) - Homo sapiens (human),3-Carboxy-1-hydroxypropyl-ThPP,C05381,Citrate cycle (TCA cycle) - Homo sapiens (human),440649,1,1,one-to-one,1,1,one-to-one
Citrate cycle (TCA cycle) - Homo sapiens (human),Enzyme N6-(lipoyl)lysine,C15972,Citrate cycle (TCA cycle) - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Citrate cycle (TCA cycle) - Homo sapiens (human),Enzyme N6-(dihydrolipoyl)lysine,C15973,Citrate cycle (TCA cycle) - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Citrate cycle (TCA cycle) - Homo sapiens (human),[Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine,C16254,Citrate cycle (TCA cycle) - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Citrate cycle (TCA cycle) - Homo sapiens (human),[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,C16255,Citrate cycle (TCA cycle) - Homo sapiens (human),24906332,1,1,one-to-one,1,1,one-to-one
Pentose phosphate pathway - Homo sapiens (human),Pyruvate,C00022,Pentose phosphate pathway - Homo sapiens (human),1060,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),Pyruvate,C00022,Pentose phosphate pathway - Homo sapiens (human),107735,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Glucose,C00031,Pentose phosphate pathway - Homo sapiens (human),64689,2,3,many-to-many,2,3,many-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Glucose,C00031,Pentose phosphate pathway - Homo sapiens (human),5793,2,3,many-to-many,2,3,many-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Glucose,C00031,Pentose phosphate pathway - Homo sapiens (human),107526,2,3,many-to-many,2,3,many-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Fructose 6-phosphate,C00085,Pentose phosphate pathway - Homo sapiens (human),69507,1,4,one-to-many,1,4,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Fructose 6-phosphate,C00085,Pentose phosphate pathway - Homo sapiens (human),439160,1,4,one-to-many,1,4,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Fructose 6-phosphate,C00085,Pentose phosphate pathway - Homo sapiens (human),23421195,1,4,one-to-many,1,4,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Fructose 6-phosphate,C00085,Pentose phosphate pathway - Homo sapiens (human),21114947,1,4,one-to-many,1,4,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Ribose 5-phosphate,C00117,Pentose phosphate pathway - Homo sapiens (human),439184,2,5,many-to-many,2,5,many-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Ribose 5-phosphate,C00117,Pentose phosphate pathway - Homo sapiens (human),440101,2,5,many-to-many,2,5,many-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Ribose 5-phosphate,C00117,Pentose phosphate pathway - Homo sapiens (human),77982,2,5,many-to-many,2,5,many-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Ribose 5-phosphate,C00117,Pentose phosphate pathway - Homo sapiens (human),439167,2,5,many-to-many,2,5,many-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Ribose 5-phosphate,C00117,Pentose phosphate pathway - Homo sapiens (human),21115541,2,5,many-to-many,2,5,many-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Glyceraldehyde 3-phosphate,C00118,Pentose phosphate pathway - Homo sapiens (human),439168,1,4,one-to-many,1,4,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Glyceraldehyde 3-phosphate,C00118,Pentose phosphate pathway - Homo sapiens (human),729,1,4,one-to-many,1,4,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Glyceraldehyde 3-phosphate,C00118,Pentose phosphate pathway - Homo sapiens (human),643984,1,4,one-to-many,1,4,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Glyceraldehyde 3-phosphate,C00118,Pentose phosphate pathway - Homo sapiens (human),24794350,1,4,one-to-many,1,4,one-to-many
Pentose phosphate pathway - Homo sapiens (human),5-Phospho-alpha-D-ribose 1-diphosphate,C00119,Pentose phosphate pathway - Homo sapiens (human),7339,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),5-Phospho-alpha-D-ribose 1-diphosphate,C00119,Pentose phosphate pathway - Homo sapiens (human),20848918,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Ribose,C00121,Pentose phosphate pathway - Homo sapiens (human),5779,1,1,one-to-one,1,1,one-to-one
Pentose phosphate pathway - Homo sapiens (human),3-Phospho-D-glycerate,C00197,Pentose phosphate pathway - Homo sapiens (human),439183,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),3-Phospho-D-glycerate,C00197,Pentose phosphate pathway - Homo sapiens (human),25245548,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),"D-Glucono-1,5-lactone",C00198,Pentose phosphate pathway - Homo sapiens (human),7027,1,1,one-to-one,1,1,one-to-one
Pentose phosphate pathway - Homo sapiens (human),D-Ribulose 5-phosphate,C00199,Pentose phosphate pathway - Homo sapiens (human),439184,2,5,many-to-many,2,5,many-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Ribulose 5-phosphate,C00199,Pentose phosphate pathway - Homo sapiens (human),440101,2,5,many-to-many,2,5,many-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Ribulose 5-phosphate,C00199,Pentose phosphate pathway - Homo sapiens (human),77982,2,5,many-to-many,2,5,many-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Ribulose 5-phosphate,C00199,Pentose phosphate pathway - Homo sapiens (human),439167,2,5,many-to-many,2,5,many-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Ribulose 5-phosphate,C00199,Pentose phosphate pathway - Homo sapiens (human),21115541,2,5,many-to-many,2,5,many-to-many
Pentose phosphate pathway - Homo sapiens (human),2-Dehydro-3-deoxy-D-gluconate,C00204,Pentose phosphate pathway - Homo sapiens (human),161227,1,1,one-to-one,1,1,one-to-one
Pentose phosphate pathway - Homo sapiens (human),beta-D-Glucose,C00221,Pentose phosphate pathway - Homo sapiens (human),64689,2,3,many-to-many,2,3,many-to-many
Pentose phosphate pathway - Homo sapiens (human),beta-D-Glucose,C00221,Pentose phosphate pathway - Homo sapiens (human),5793,2,3,many-to-many,2,3,many-to-many
Pentose phosphate pathway - Homo sapiens (human),beta-D-Glucose,C00221,Pentose phosphate pathway - Homo sapiens (human),107526,2,3,many-to-many,2,3,many-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Xylulose 5-phosphate,C00231,Pentose phosphate pathway - Homo sapiens (human),439190,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Xylulose 5-phosphate,C00231,Pentose phosphate pathway - Homo sapiens (human),5459820,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Gluconic acid,C00257,Pentose phosphate pathway - Homo sapiens (human),10690,1,1,one-to-one,1,1,one-to-one
Pentose phosphate pathway - Homo sapiens (human),D-Glycerate,C00258,Pentose phosphate pathway - Homo sapiens (human),439194,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Glycerate,C00258,Pentose phosphate pathway - Homo sapiens (human),5460358,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Erythrose 4-phosphate,C00279,Pentose phosphate pathway - Homo sapiens (human),122357,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),D-Erythrose 4-phosphate,C00279,Pentose phosphate pathway - Homo sapiens (human),5459862,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),6-Phospho-D-gluconate,C00345,Pentose phosphate pathway - Homo sapiens (human),91493,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),6-Phospho-D-gluconate,C00345,Pentose phosphate pathway - Homo sapiens (human),5459869,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),"D-Fructose 1,6-bisphosphate",C00354,Pentose phosphate pathway - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Pentose phosphate pathway - Homo sapiens (human),D-Glyceraldehyde,C00577,Pentose phosphate pathway - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Pentose phosphate pathway - Homo sapiens (human),alpha-D-Ribose 1-phosphate,C00620,Pentose phosphate pathway - Homo sapiens (human),439236,1,1,one-to-one,1,1,one-to-one
Pentose phosphate pathway - Homo sapiens (human),2-Phospho-D-glycerate,C00631,Pentose phosphate pathway - Homo sapiens (human),59,1,4,one-to-many,1,4,one-to-many
Pentose phosphate pathway - Homo sapiens (human),2-Phospho-D-glycerate,C00631,Pentose phosphate pathway - Homo sapiens (human),40467846,1,4,one-to-many,1,4,one-to-many
Pentose phosphate pathway - Homo sapiens (human),2-Phospho-D-glycerate,C00631,Pentose phosphate pathway - Homo sapiens (human),439278,1,4,one-to-many,1,4,one-to-many
Pentose phosphate pathway - Homo sapiens (human),2-Phospho-D-glycerate,C00631,Pentose phosphate pathway - Homo sapiens (human),60038355,1,4,one-to-many,1,4,one-to-many
Pentose phosphate pathway - Homo sapiens (human),alpha-D-Glucose 6-phosphate,C00668,Pentose phosphate pathway - Homo sapiens (human),21604864,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),alpha-D-Glucose 6-phosphate,C00668,Pentose phosphate pathway - Homo sapiens (human),439284,1,2,one-to-many,1,2,one-to-many
Pentose phosphate pathway - Homo sapiens (human),2-Deoxy-D-ribose 1-phosphate,C00672,Pentose phosphate pathway - Homo sapiens (human),439287,1,1,one-to-one,1,1,one-to-one
Pentose phosphate pathway - Homo sapiens (human),2-Deoxy-D-ribose 5-phosphate,C00673,Pentose phosphate pathway - Homo sapiens (human),45934311,1,2,one-to-many,1,2,one-to-many
