"Code","Conditions","Metabolite","Abundance","Pathway","core_HK2","core_786-O","core_786-M1A"
"MS51-34","OSLM1B","arginine",315666098589.626,"Amino acid metabolism","Released","Released","Released"
"MS51-34","OSLM1B","asparagine",7273237880.81046,"Amino acid metabolism","Released","Released","Released"
"MS51-34","OSLM1B","aspartate",-4631881564.81941,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-34","OSLM1B","glutamate",-28801173888.3986,"Amino acid metabolism","Consumed","Released","Released"
"MS51-34","OSLM1B","glutamine",491538542864.142,"Amino acid metabolism","Consumed","Released","Released"
"MS51-34","OSLM1B","glycine",-202506556.097346,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-34","OSLM1B","histidine",130826534737.896,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-34","OSLM1B","hydroxyproline",21246211367.4488,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-34","OSLM1B","lysine",66263865716.3989,"Amino acid metabolism","Released","Consumed","Released"
"MS51-34","OSLM1B","methionine",-187964308.992105,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-34","OSLM1B","methylarginine",9794836685.15084,"Amino acid metabolism","Released","Released","Released"
"MS51-34","OSLM1B","N-acetylglutamate",-1449087888.99273,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-34","OSLM1B","ornithine",-13985579441.8395,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-34","OSLM1B","phenylalanine",17324881980.077,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-34","OSLM1B","proline",-119752987209.382,"Amino acid metabolism","Consumed","Released","Released"
"MS51-34","OSLM1B","serine",1479130892.66448,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-34","OSLM1B","threonine",31761799048.8772,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-34","OSLM1B","tryptophan",-12269626461.6403,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-34","OSLM1B","tyrosine",3979002128.53256,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-35","OSLM1B","3-Dehydro-L-threonate",-57165852971.2247,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-35","OSLM1B","alanine",-98891659069.1674,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-35","OSLM1B","arginine",257962658986.752,"Amino acid metabolism","Released","Released","Released"
"MS51-35","OSLM1B","asparagine",8587852404.38002,"Amino acid metabolism","Released","Released","Released"
"MS51-35","OSLM1B","aspartate",-5165003967.93515,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-35","OSLM1B","glutamate",-22607580744.967,"Amino acid metabolism","Consumed","Released","Released"
"MS51-35","OSLM1B","glutamine",493029658787.487,"Amino acid metabolism","Consumed","Released","Released"
"MS51-35","OSLM1B","glycine",-302736717.3802,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-35","OSLM1B","histidine",83271501565.0282,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-35","OSLM1B","hydroxyproline",20077948965.3488,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-35","OSLM1B","lysine",67945144191.6112,"Amino acid metabolism","Released","Consumed","Released"
"MS51-35","OSLM1B","methionine",-8148546778.83387,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-35","OSLM1B","methylarginine",8373893368.31693,"Amino acid metabolism","Released","Released","Released"
"MS51-35","OSLM1B","N-acetylglutamate",-1428428450.32405,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-35","OSLM1B","ornithine",-19063573293.3121,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-35","OSLM1B","phenylalanine",25240227683.0401,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-35","OSLM1B","proline",-152930541290.966,"Amino acid metabolism","Consumed","Released","Released"
"MS51-35","OSLM1B","serine",1935830604.56262,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-35","OSLM1B","threonine",50751081191.1822,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-35","OSLM1B","tryptophan",4754500326.2833,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-35","OSLM1B","tyrosine",30151671476.167,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-36","RFX631","3-Dehydro-L-threonate",-23867649475.0738,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-36","RFX631","alanine",-91851805174.1027,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-36","RFX631","arginine",158737673142.855,"Amino acid metabolism","Released","Released","Released"
"MS51-36","RFX631","asparagine",-2852944354.66215,"Amino acid metabolism","Released","Released","Released"
"MS51-36","RFX631","aspartate",-32061108870.0646,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-36","RFX631","glutamate",-102992467982.938,"Amino acid metabolism","Consumed","Released","Released"
"MS51-36","RFX631","glutamine",420127335186.335,"Amino acid metabolism","Consumed","Released","Released"
"MS51-36","RFX631","glycine",-414019682.088156,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-36","RFX631","histidine",-66640808260.0725,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-36","RFX631","hydroxyproline",-14956509942.635,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-36","RFX631","lysine",36515432473.5395,"Amino acid metabolism","Released","Consumed","Released"
"MS51-36","RFX631","methionine",-67781425513.0233,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-36","RFX631","methylarginine",8251241141.03244,"Amino acid metabolism","Released","Released","Released"
"MS51-36","RFX631","N-acetylglutamate",-1228018053.53451,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-36","RFX631","ornithine",-17873183316.4389,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-36","RFX631","phenylalanine",-47563485082.8877,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-36","RFX631","proline",-134418757374.018,"Amino acid metabolism","Consumed","Released","Released"
"MS51-36","RFX631","serine",-2087295775.89878,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-36","RFX631","threonine",-30962391085.0614,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-36","RFX631","tryptophan",-63586907338.6858,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-36","RFX631","tyrosine",-58585904001.1093,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-37","RFX631","3-Dehydro-L-threonate",-51914744178.1845,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-37","RFX631","alanine",-96888543980.8876,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-37","RFX631","arginine",150456750962.393,"Amino acid metabolism","Released","Released","Released"
"MS51-37","RFX631","asparagine",-846970380.539632,"Amino acid metabolism","Released","Released","Released"
"MS51-37","RFX631","aspartate",-35349786908.0741,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-37","RFX631","glutamate",-81895573153.0944,"Amino acid metabolism","Consumed","Released","Released"
"MS51-37","RFX631","glutamine",461725188321.889,"Amino acid metabolism","Consumed","Released","Released"
"MS51-37","RFX631","glycine",-316811724.927955,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-37","RFX631","histidine",-110376282552.473,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-37","RFX631","hydroxyproline",-19913205121.8689,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-37","RFX631","lysine",32900594299.9931,"Amino acid metabolism","Released","Consumed","Released"
"MS51-37","RFX631","methionine",-49483595841.6856,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-37","RFX631","methylarginine",8654272576.68517,"Amino acid metabolism","Released","Released","Released"
"MS51-37","RFX631","N-acetylglutamate",-1056261783.6234,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-37","RFX631","ornithine",-19239310627.0833,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-37","RFX631","phenylalanine",-63792555066.6324,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-37","RFX631","proline",-237143212094.288,"Amino acid metabolism","Consumed","Released","Released"
"MS51-37","RFX631","serine",-1178722884.51029,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-37","RFX631","threonine",-36824591819.2828,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-37","RFX631","tryptophan",-30792797211.6517,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-37","RFX631","tyrosine",-31940780033.0725,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-38","RFX631","3-Dehydro-L-threonate",-67900220172.2885,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-38","RFX631","alanine",-89449257546.2247,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-38","RFX631","arginine",-135438038451.74,"Amino acid metabolism","Released","Released","Released"
"MS51-38","RFX631","asparagine",-2414963890.36991,"Amino acid metabolism","Released","Released","Released"
"MS51-38","RFX631","aspartate",-39740532396.8392,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-38","RFX631","glutamate",-105499581382.217,"Amino acid metabolism","Consumed","Released","Released"
"MS51-38","RFX631","glutamine",416195044805.348,"Amino acid metabolism","Consumed","Released","Released"
"MS51-38","RFX631","glycine",-518611281.798541,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-38","RFX631","histidine",-179864854921.286,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-38","RFX631","hydroxyproline",-5305117228.54613,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-38","RFX631","lysine",-18756107662.2756,"Amino acid metabolism","Released","Consumed","Released"
"MS51-38","RFX631","methionine",-64642395520.246,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-38","RFX631","methylarginine",-838643137.005944,"Amino acid metabolism","Released","Released","Released"
"MS51-38","RFX631","N-acetylglutamate",-1169263513.36076,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-38","RFX631","ornithine",-29614879239.8128,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-38","RFX631","phenylalanine",-30724111969.606,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-38","RFX631","proline",-244833642137.76,"Amino acid metabolism","Consumed","Released","Released"
"MS51-38","RFX631","serine",-3136435315.71247,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-38","RFX631","threonine",-61926847808.3672,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-38","RFX631","tryptophan",-60395402055.6604,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-38","RFX631","tyrosine",-33101504009.592,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-39","RFX631","3-Dehydro-L-threonate",-56366820622.4097,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-39","RFX631","alanine",-78243376683.9741,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-39","RFX631","arginine",95692818958.7145,"Amino acid metabolism","Released","Released","Released"
"MS51-39","RFX631","asparagine",-1201763963.32112,"Amino acid metabolism","Released","Released","Released"
"MS51-39","RFX631","aspartate",-37798172331.9656,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-39","RFX631","glutamate",-87583167646.1445,"Amino acid metabolism","Consumed","Released","Released"
"MS51-39","RFX631","glutamine",437883472611.265,"Amino acid metabolism","Consumed","Released","Released"
"MS51-39","RFX631","glycine",-716260420.608449,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-39","RFX631","histidine",-85463923484.8888,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-39","RFX631","hydroxyproline",-10463791779.7098,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-39","RFX631","lysine",15785283589.9405,"Amino acid metabolism","Released","Consumed","Released"
"MS51-39","RFX631","methionine",-63845438568.2263,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-39","RFX631","methylarginine",7023050885.62078,"Amino acid metabolism","Released","Released","Released"
"MS51-39","RFX631","N-acetylglutamate",-993832319.33223,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-39","RFX631","ornithine",-17876168350.281,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-39","RFX631","phenylalanine",-83060358405.8407,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-39","RFX631","proline",-157833454444.716,"Amino acid metabolism","Consumed","Released","Released"
"MS51-39","RFX631","serine",-4061024195.68328,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-39","RFX631","threonine",-59881914569.5747,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-39","RFX631","tryptophan",-65550949463.5559,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-39","RFX631","tyrosine",-36043402096.5811,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-40","RFX631","3-Dehydro-L-threonate",-50563367719.5188,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-40","RFX631","alanine",-90567644836.7644,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-40","RFX631","arginine",-77583419478.7233,"Amino acid metabolism","Released","Released","Released"
"MS51-40","RFX631","asparagine",-1146309048.15075,"Amino acid metabolism","Released","Released","Released"
"MS51-40","RFX631","aspartate",-35462194013.5204,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-40","RFX631","glutamate",-82869678191.5037,"Amino acid metabolism","Consumed","Released","Released"
"MS51-40","RFX631","glutamine",436037854214.983,"Amino acid metabolism","Consumed","Released","Released"
"MS51-40","RFX631","glycine",-428020023.938274,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-40","RFX631","histidine",-134087437555.406,"Amino acid metabolism","Consumed","Consumed","Consumed"
"MS51-40","RFX631","hydroxyproline",-31218208261.2032,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-40","RFX631","lysine",8245286511.99944,"Amino acid metabolism","Released","Consumed","Released"
"MS51-40","RFX631","methionine",-51805258829.5085,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-40","RFX631","methylarginine",1631395359.71686,"Amino acid metabolism","Released","Released","Released"
"MS51-40","RFX631","N-acetylglutamate",-940188145.183711,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-40","RFX631","ornithine",-23190109972.5716,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-40","RFX631","phenylalanine",-1167976777.34682,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-40","RFX631","proline",-166993783799.666,"Amino acid metabolism","Consumed","Released","Released"
"MS51-40","RFX631","serine",-1601081543.6782,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-40","RFX631","threonine",-19251572992.2188,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-40","RFX631","tryptophan",-11713438437.9634,"Amino acid metabolism","Released","Consumed","Consumed"
"MS51-40","RFX631","tyrosine",12538260934.4839,"Amino acid metabolism","Consumed","Consumed","Consumed"
