"";"original_row_id";"Metabolite";"CAS";"SUPER_PATHWAY";"SUB_PATHWAY";"COMP_ID";"PLATFORM";"RI";"MASS";"PUBCHEM";"KEGG";"HMDB";"CHEBI";"manual_correction";"correction_tbl";"row_id";"seed1_type";"seed1_id";"seed2_type";"seed2_id";"pair_compatible";"compatibility_path";"n_seed_ids";"all_seed_ids_compatible"
"310";"152";"cortisone";"53-06-5";"Lipid";"Sterol/Steroid";"1769";"LC/MS Pos";"4420";"361.2";"222786";"C00762";"HMDB02802";NA;FALSE;NA;152;"HMDB";"HMDB0002802";"PUBCHEM";"222786";TRUE;"direct";3;TRUE
"311";"152";"cortisone";"53-06-5";"Lipid";"Sterol/Steroid";"1769";"LC/MS Pos";"4420";"361.2";"222786";"C00762";"HMDB02802";NA;FALSE;NA;152;"KEGG";"C00762";"PUBCHEM";"222786";TRUE;"direct";3;TRUE
"312";"153";"creatine";"57-00-1";"Amino acid";"Creatine metabolism";"27718";"LC/MS Pos";"758";"132.1";"586";"C00300";"HMDB00064";NA;FALSE;NA;153;"HMDB";"HMDB0000064";"KEGG";"C00300";TRUE;"direct";3;TRUE
"313";"153";"creatine";"57-00-1";"Amino acid";"Creatine metabolism";"27718";"LC/MS Pos";"758";"132.1";"586";"C00300";"HMDB00064";NA;FALSE;NA;153;"HMDB";"HMDB0000064";"PUBCHEM";"586";TRUE;"direct";3;TRUE
"314";"153";"creatine";"57-00-1";"Amino acid";"Creatine metabolism";"27718";"LC/MS Pos";"758";"132.1";"586";"C00300";"HMDB00064";NA;FALSE;NA;153;"KEGG";"C00300";"PUBCHEM";"586";TRUE;"direct";3;TRUE
"315";"154";"creatinine";"60-27-5";"Amino acid";"Creatine metabolism";"513";"LC/MS Pos";"730";"114.1";"588";"C00791";"HMDB00562";NA;FALSE;NA;154;"HMDB";"HMDB0000562";"KEGG";"C00791";TRUE;"direct";3;TRUE
"316";"154";"creatinine";"60-27-5";"Amino acid";"Creatine metabolism";"513";"LC/MS Pos";"730";"114.1";"588";"C00791";"HMDB00562";NA;FALSE;NA;154;"HMDB";"HMDB0000562";"PUBCHEM";"588";TRUE;"direct";3;TRUE
"317";"154";"creatinine";"60-27-5";"Amino acid";"Creatine metabolism";"513";"LC/MS Pos";"730";"114.1";"588";"C00791";"HMDB00562";NA;FALSE;NA;154;"KEGG";"C00791";"PUBCHEM";"588";TRUE;"direct";3;TRUE
"318";"155";"cysteine";"52-90-4, 56-89-3";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"31453";"GC/MS";"1560.1";"218";"5862";"C00097";"HMDB00574";NA;FALSE;NA;155;"HMDB";"HMDB0000574";"KEGG";"C00097";TRUE;"direct";3;TRUE
"319";"155";"cysteine";"52-90-4, 56-89-3";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"31453";"GC/MS";"1560.1";"218";"5862";"C00097";"HMDB00574";NA;FALSE;NA;155;"HMDB";"HMDB0000574";"PUBCHEM";"5862";TRUE;"direct";3;TRUE
"320";"155";"cysteine";"52-90-4, 56-89-3";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"31453";"GC/MS";"1560.1";"218";"5862";"C00097";"HMDB00574";NA;FALSE;NA;155;"KEGG";"C00097";"PUBCHEM";"5862";TRUE;"direct";3;TRUE
"321";"156";"cysteine-glutathione disulfide";"13081-14-6";"Amino acid";"Glutathione metabolism";"35159";"LC/MS Pos";"821";"427.1";"53477713, 65359, 11215652, 11767258";NA;"HMDB00656";NA;FALSE;NA;156;"HMDB";"HMDB0000656";"PUBCHEM";"53477713";TRUE;"direct";5;TRUE
"322";"156";"cysteine-glutathione disulfide";"13081-14-6";"Amino acid";"Glutathione metabolism";"35159";"LC/MS Pos";"821";"427.1";"53477713, 65359, 11215652, 11767258";NA;"HMDB00656";NA;FALSE;NA;156;"HMDB";"HMDB0000656";"PUBCHEM";"65359";TRUE;"direct";5;TRUE
"323";"156";"cysteine-glutathione disulfide";"13081-14-6";"Amino acid";"Glutathione metabolism";"35159";"LC/MS Pos";"821";"427.1";"53477713, 65359, 11215652, 11767258";NA;"HMDB00656";NA;FALSE;NA;156;"HMDB";"HMDB0000656";"PUBCHEM";"11215652";TRUE;"direct";5;TRUE
"324";"156";"cysteine-glutathione disulfide";"13081-14-6";"Amino acid";"Glutathione metabolism";"35159";"LC/MS Pos";"821";"427.1";"53477713, 65359, 11215652, 11767258";NA;"HMDB00656";NA;FALSE;NA;156;"HMDB";"HMDB0000656";"PUBCHEM";"11767258";TRUE;"direct";5;TRUE
"325";"156";"cysteine-glutathione disulfide";"13081-14-6";"Amino acid";"Glutathione metabolism";"35159";"LC/MS Pos";"821";"427.1";"53477713, 65359, 11215652, 11767258";NA;"HMDB00656";NA;FALSE;NA;156;"PUBCHEM";"53477713";"PUBCHEM";"65359";TRUE;"secondary";5;TRUE
"326";"156";"cysteine-glutathione disulfide";"13081-14-6";"Amino acid";"Glutathione metabolism";"35159";"LC/MS Pos";"821";"427.1";"53477713, 65359, 11215652, 11767258";NA;"HMDB00656";NA;FALSE;NA;156;"PUBCHEM";"53477713";"PUBCHEM";"11215652";TRUE;"secondary";5;TRUE
"327";"156";"cysteine-glutathione disulfide";"13081-14-6";"Amino acid";"Glutathione metabolism";"35159";"LC/MS Pos";"821";"427.1";"53477713, 65359, 11215652, 11767258";NA;"HMDB00656";NA;FALSE;NA;156;"PUBCHEM";"53477713";"PUBCHEM";"11767258";TRUE;"secondary";5;TRUE
"328";"156";"cysteine-glutathione disulfide";"13081-14-6";"Amino acid";"Glutathione metabolism";"35159";"LC/MS Pos";"821";"427.1";"53477713, 65359, 11215652, 11767258";NA;"HMDB00656";NA;FALSE;NA;156;"PUBCHEM";"65359";"PUBCHEM";"11215652";TRUE;"secondary";5;TRUE
"329";"156";"cysteine-glutathione disulfide";"13081-14-6";"Amino acid";"Glutathione metabolism";"35159";"LC/MS Pos";"821";"427.1";"53477713, 65359, 11215652, 11767258";NA;"HMDB00656";NA;FALSE;NA;156;"PUBCHEM";"65359";"PUBCHEM";"11767258";TRUE;"secondary";5;TRUE
"330";"156";"cysteine-glutathione disulfide";"13081-14-6";"Amino acid";"Glutathione metabolism";"35159";"LC/MS Pos";"821";"427.1";"53477713, 65359, 11215652, 11767258";NA;"HMDB00656";NA;FALSE;NA;156;"PUBCHEM";"11215652";"PUBCHEM";"11767258";TRUE;"secondary";5;TRUE
"331";"157";"1-palmitoylglycerol (1-monopalmitin)";"542-44-9";"Lipid";"Monoacylglycerol";"21127";"GC/MS";"2119.5";"371.3";"14900";NA;NA;NA;FALSE;NA;157;NA;NA;NA;NA;NA;"no_match";1;TRUE
"332";"158";"cysteinylglycine";"19246-18-5";"Peptide";"Dipeptide";"35637";"LC/MS Neg";"881";"177";"439498";"C01419";"HMDB00078";NA;FALSE;NA;158;"HMDB";"HMDB0000078";"KEGG";"C01419";TRUE;"direct";3;TRUE
"333";"158";"cysteinylglycine";"19246-18-5";"Peptide";"Dipeptide";"35637";"LC/MS Neg";"881";"177";"439498";"C01419";"HMDB00078";NA;FALSE;NA;158;"HMDB";"HMDB0000078";"PUBCHEM";"439498";TRUE;"direct";3;TRUE
"334";"158";"cysteinylglycine";"19246-18-5";"Peptide";"Dipeptide";"35637";"LC/MS Neg";"881";"177";"439498";"C01419";"HMDB00078";NA;FALSE;NA;158;"KEGG";"C01419";"PUBCHEM";"439498";TRUE;"direct";3;TRUE
"335";"159";"cystine";"56-89-3";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"39512";"GC/MS";"2015.3";"145.9";"595";"C00491";"HMDB00192";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";159;"HMDB";"HMDB0000192";"KEGG";"C00491";TRUE;"direct";3;FALSE
"336";"159";"cystine";"56-89-3";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"39512";"GC/MS";"2015.3";"145.9";"595";"C00491";"HMDB00192";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";159;"HMDB";"HMDB0000192";"PUBCHEM";"595";FALSE;"no_match";3;FALSE
"337";"159";"cystine";"56-89-3";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"39512";"GC/MS";"2015.3";"145.9";"595";"C00491";"HMDB00192";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";159;"KEGG";"C00491";"PUBCHEM";"595";FALSE;"no_match";3;FALSE
"338";"160";"cytidine";"65-46-3";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"514";"LC/MS Pos";"1065";"244";"6175";"C00475";"HMDB00089";NA;FALSE;NA;160;"HMDB";"HMDB0000089";"KEGG";"C00475";TRUE;"direct";3;TRUE
"339";"160";"cytidine";"65-46-3";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"514";"LC/MS Pos";"1065";"244";"6175";"C00475";"HMDB00089";NA;FALSE;NA;160;"HMDB";"HMDB0000089";"PUBCHEM";"6175";TRUE;"direct";3;TRUE
"340";"160";"cytidine";"65-46-3";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"514";"LC/MS Pos";"1065";"244";"6175";"C00475";"HMDB00089";NA;FALSE;NA;160;"KEGG";"C00475";"PUBCHEM";"6175";TRUE;"direct";3;TRUE
"341";"161";"cytidine 5'-diphosphocholine";"33818-15-4";"Lipid";"Glycerolipid metabolism";"34418";"LC/MS Pos";"777";"489.1";NA;NA;NA;NA;FALSE;NA;161;NA;NA;NA;NA;NA;"no_match";0;TRUE
"342";"162";"cytidine 5'-monophosphate (5'-CMP)";"63-37-6";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"2372";"LC/MS Pos";"887";"324";"7058165";"C00055";"HMDB00095";NA;FALSE;NA;162;"HMDB";"HMDB0000095";"KEGG";"C00055";TRUE;"direct";3;TRUE
"343";"162";"cytidine 5'-monophosphate (5'-CMP)";"63-37-6";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"2372";"LC/MS Pos";"887";"324";"7058165";"C00055";"HMDB00095";NA;FALSE;NA;162;"HMDB";"HMDB0000095";"PUBCHEM";"7058165";TRUE;"direct";3;TRUE
"344";"162";"cytidine 5'-monophosphate (5'-CMP)";"63-37-6";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"2372";"LC/MS Pos";"887";"324";"7058165";"C00055";"HMDB00095";NA;FALSE;NA;162;"KEGG";"C00055";"PUBCHEM";"7058165";TRUE;"direct";3;TRUE
"345";"163";"cytidine-3'-monophosphate (3'-CMP)";"84-52-6";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"2959";"LC/MS Pos";"1181";"323.89999999999998";"66535";"C05822";NA;NA;FALSE;NA;163;"KEGG";"C05822";"PUBCHEM";"66535";TRUE;"direct";2;TRUE
"346";"164";"cytosine-2',3'-cyclic monophosphate";"15718-51-1";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"37465";"LC/MS Pos";"912";"306.2";"417654";"C02354";"HMDB11691";NA;TRUE;"completely_incompatible_manual_with_cas";164;"HMDB";"HMDB0011691";"KEGG";"C02354";FALSE;"no_match";3;FALSE
"347";"164";"cytosine-2',3'-cyclic monophosphate";"15718-51-1";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"37465";"LC/MS Pos";"912";"306.2";"417654";"C02354";"HMDB11691";NA;TRUE;"completely_incompatible_manual_with_cas";164;"HMDB";"HMDB0011691";"PUBCHEM";"417654";FALSE;"no_match";3;FALSE
"348";"164";"cytosine-2',3'-cyclic monophosphate";"15718-51-1";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"37465";"LC/MS Pos";"912";"306.2";"417654";"C02354";"HMDB11691";NA;TRUE;"completely_incompatible_manual_with_cas";164;"KEGG";"C02354";"PUBCHEM";"417654";FALSE;"no_match";3;FALSE
"349";"165";"deoxycarnitine";"6249-56-5";"Lipid";"Carnitine metabolism";"36747";"LC/MS Pos";"759";"146.1";"725";"C01181";"HMDB01161";NA;FALSE;NA;165;"HMDB";"HMDB0001161";"KEGG";"C01181";TRUE;"direct";3;TRUE
"350";"165";"deoxycarnitine";"6249-56-5";"Lipid";"Carnitine metabolism";"36747";"LC/MS Pos";"759";"146.1";"725";"C01181";"HMDB01161";NA;FALSE;NA;165;"HMDB";"HMDB0001161";"PUBCHEM";"725";TRUE;"direct";3;TRUE
"351";"165";"deoxycarnitine";"6249-56-5";"Lipid";"Carnitine metabolism";"36747";"LC/MS Pos";"759";"146.1";"725";"C01181";"HMDB01161";NA;FALSE;NA;165;"KEGG";"C01181";"PUBCHEM";"725";TRUE;"direct";3;TRUE
"352";"166";"dihomo-linoleate (20:2n6)";"2091-39-6";"Lipid";"Long chain fatty acid";"17805";"LC/MS Neg";"5722";"307.3";"6439848";"C16525";NA;NA;FALSE;NA;166;"KEGG";"C16525";"PUBCHEM";"6439848";TRUE;"direct";2;TRUE
"353";"167";"dihomo-linolenate (20:3n3 or n6)";NA;"Lipid";"Essential fatty acid";"35718";"LC/MS Neg";"5600";"305.39999999999998";"5312529";"C03242";"HMDB02925";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";167;"HMDB";"HMDB0002925";"KEGG";"C03242";TRUE;"direct";3;FALSE
"354";"167";"dihomo-linolenate (20:3n3 or n6)";NA;"Lipid";"Essential fatty acid";"35718";"LC/MS Neg";"5600";"305.39999999999998";"5312529";"C03242";"HMDB02925";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";167;"HMDB";"HMDB0002925";"PUBCHEM";"5312529";FALSE;"no_match";3;FALSE
"355";"167";"dihomo-linolenate (20:3n3 or n6)";NA;"Lipid";"Essential fatty acid";"35718";"LC/MS Neg";"5600";"305.39999999999998";"5312529";"C03242";"HMDB02925";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";167;"KEGG";"C03242";"PUBCHEM";"5312529";FALSE;"no_match";3;FALSE
"356";"168";"1-palmitoylglycerophosphocholine";"17364-16-8";"Lipid";"Lysolipid";"33955";"LC/MS Pos";"5671";"496.4";"86554";NA;NA;NA;FALSE;NA;168;NA;NA;NA;NA;NA;"no_match";1;TRUE
"357";"169";"dihydrocholesterol";"80-97-7";"Lipid";"Sterol/Steroid";"21131";"GC/MS";"2320.8000000000002";"215.2";"6665";NA;"HMDB00908";NA;FALSE;NA;169;"HMDB";"HMDB0000908";"PUBCHEM";"6665";TRUE;"direct";2;TRUE
"358";"170";"dimethylarginine (SDMA + ADMA)";NA;"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"36808";"LC/MS Pos";"812";"203.2";"123831";"C03626";"HMDB01539, HMDB03334";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";170;"HMDB";"HMDB0001539";"HMDB";"HMDB0003334";FALSE;"no_match";4;FALSE
"359";"170";"dimethylarginine (SDMA + ADMA)";NA;"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"36808";"LC/MS Pos";"812";"203.2";"123831";"C03626";"HMDB01539, HMDB03334";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";170;"HMDB";"HMDB0001539";"KEGG";"C03626";TRUE;"direct";4;FALSE
"360";"170";"dimethylarginine (SDMA + ADMA)";NA;"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"36808";"LC/MS Pos";"812";"203.2";"123831";"C03626";"HMDB01539, HMDB03334";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";170;"HMDB";"HMDB0001539";"PUBCHEM";"123831";TRUE;"direct";4;FALSE
"361";"170";"dimethylarginine (SDMA + ADMA)";NA;"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"36808";"LC/MS Pos";"812";"203.2";"123831";"C03626";"HMDB01539, HMDB03334";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";170;"HMDB";"HMDB0003334";"KEGG";"C03626";FALSE;"no_match";4;FALSE
"362";"170";"dimethylarginine (SDMA + ADMA)";NA;"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"36808";"LC/MS Pos";"812";"203.2";"123831";"C03626";"HMDB01539, HMDB03334";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";170;"HMDB";"HMDB0003334";"PUBCHEM";"123831";FALSE;"no_match";4;FALSE
"363";"170";"dimethylarginine (SDMA + ADMA)";NA;"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"36808";"LC/MS Pos";"812";"203.2";"123831";"C03626";"HMDB01539, HMDB03334";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";170;"KEGG";"C03626";"PUBCHEM";"123831";TRUE;"direct";4;FALSE
"364";"171";"dimethylglycine";"1118-68-9";"Amino acid";"Glycine, serine and threonine metabolism";"5086";"GC/MS";"1030";"57.9";"673, 6971056";"C01026";"HMDB00092";NA;FALSE;NA;171;"HMDB";"HMDB0000092";"KEGG";"C01026";TRUE;"direct";4;TRUE
"365";"171";"dimethylglycine";"1118-68-9";"Amino acid";"Glycine, serine and threonine metabolism";"5086";"GC/MS";"1030";"57.9";"673, 6971056";"C01026";"HMDB00092";NA;FALSE;NA;171;"HMDB";"HMDB0000092";"PUBCHEM";"673";TRUE;"direct";4;TRUE
"366";"171";"dimethylglycine";"1118-68-9";"Amino acid";"Glycine, serine and threonine metabolism";"5086";"GC/MS";"1030";"57.9";"673, 6971056";"C01026";"HMDB00092";NA;FALSE;NA;171;"HMDB";"HMDB0000092";"PUBCHEM";"6971056";TRUE;"direct";4;TRUE
"367";"171";"dimethylglycine";"1118-68-9";"Amino acid";"Glycine, serine and threonine metabolism";"5086";"GC/MS";"1030";"57.9";"673, 6971056";"C01026";"HMDB00092";NA;FALSE;NA;171;"KEGG";"C01026";"PUBCHEM";"673";TRUE;"direct";4;TRUE
"368";"171";"dimethylglycine";"1118-68-9";"Amino acid";"Glycine, serine and threonine metabolism";"5086";"GC/MS";"1030";"57.9";"673, 6971056";"C01026";"HMDB00092";NA;FALSE;NA;171;"KEGG";"C01026";"PUBCHEM";"6971056";TRUE;"direct";4;TRUE
"369";"171";"dimethylglycine";"1118-68-9";"Amino acid";"Glycine, serine and threonine metabolism";"5086";"GC/MS";"1030";"57.9";"673, 6971056";"C01026";"HMDB00092";NA;FALSE;NA;171;"PUBCHEM";"673";"PUBCHEM";"6971056";TRUE;"secondary";4;TRUE
"370";"172";"docosadienoate (22:2n6)";"7370-49-2";"Lipid";"Long chain fatty acid";"32415";"LC/MS Neg";"6017";"335.4";"5282807";"C16533";NA;NA;TRUE;"completely_incompatible_manual_with_cas";172;"KEGG";"C16533";"PUBCHEM";"5282807";FALSE;"no_match";2;FALSE
"371";"173";"docosahexaenoate (DHA, 22:6n3)";"6217-54-5";"Lipid";"Essential fatty acid";"19323";"LC/MS Neg";"5518";"327.3";"445580";"C06429";"HMDB02183";NA;FALSE;NA;173;"HMDB";"HMDB0002183";"KEGG";"C06429";TRUE;"direct";3;TRUE
"372";"173";"docosahexaenoate (DHA, 22:6n3)";"6217-54-5";"Lipid";"Essential fatty acid";"19323";"LC/MS Neg";"5518";"327.3";"445580";"C06429";"HMDB02183";NA;FALSE;NA;173;"HMDB";"HMDB0002183";"PUBCHEM";"445580";TRUE;"direct";3;TRUE
"373";"173";"docosahexaenoate (DHA, 22:6n3)";"6217-54-5";"Lipid";"Essential fatty acid";"19323";"LC/MS Neg";"5518";"327.3";"445580";"C06429";"HMDB02183";NA;FALSE;NA;173;"KEGG";"C06429";"PUBCHEM";"445580";TRUE;"direct";3;TRUE
"374";"174";"docosapentaenoate (n3 DPA 22:5n3)";"2234-74-4";"Lipid";"Essential fatty acid";"32504";"LC/MS Neg";"5574";"329.4";NA;"C16513";"HMDB01976";NA;TRUE;"completely_incompatible_manual_with_cas";174;"HMDB";"HMDB0001976";"KEGG";"C16513";FALSE;"no_match";2;FALSE
"375";"175";"docosapentaenoate (n6 DPA, 22:5n6)";"25182-74-5";"Lipid";"Essential fatty acid";"37478";"LC/MS Neg";"5625";"329.4";"6441454";"C06429";"HMDB13123";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";175;"HMDB";"HMDB0013123";"KEGG";"C06429";FALSE;"no_match";3;FALSE
"376";"175";"docosapentaenoate (n6 DPA, 22:5n6)";"25182-74-5";"Lipid";"Essential fatty acid";"37478";"LC/MS Neg";"5625";"329.4";"6441454";"C06429";"HMDB13123";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";175;"HMDB";"HMDB0013123";"PUBCHEM";"6441454";TRUE;"direct";3;FALSE
"377";"175";"docosapentaenoate (n6 DPA, 22:5n6)";"25182-74-5";"Lipid";"Essential fatty acid";"37478";"LC/MS Neg";"5625";"329.4";"6441454";"C06429";"HMDB13123";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";175;"KEGG";"C06429";"PUBCHEM";"6441454";FALSE;"no_match";3;FALSE
"378";"176";"docosatrienoate (22:3n3)";"59708-86-0";"Lipid";"Long chain fatty acid";"32417";"LC/MS Neg";"5825";"333.4";"5312556";"C16534";"HMDB02823";NA;FALSE;NA;176;"HMDB";"HMDB0002823";"KEGG";"C16534";TRUE;"direct";3;TRUE
"379";"176";"docosatrienoate (22:3n3)";"59708-86-0";"Lipid";"Long chain fatty acid";"32417";"LC/MS Neg";"5825";"333.4";"5312556";"C16534";"HMDB02823";NA;FALSE;NA;176;"HMDB";"HMDB0002823";"PUBCHEM";"5312556";TRUE;"direct";3;TRUE
"380";"176";"docosatrienoate (22:3n3)";"59708-86-0";"Lipid";"Long chain fatty acid";"32417";"LC/MS Neg";"5825";"333.4";"5312556";"C16534";"HMDB02823";NA;FALSE;NA;176;"KEGG";"C16534";"PUBCHEM";"5312556";TRUE;"direct";3;TRUE
"381";"177";"dodecanedioate";"693-23-2";"Lipid";"Fatty acid, dicarboxylate";"32388";"LC/MS Neg";"2990";"229.2";"12736";"C02678";"HMDB00623";NA;FALSE;NA;177;"HMDB";"HMDB0000623";"KEGG";"C02678";TRUE;"direct";3;TRUE
"382";"177";"dodecanedioate";"693-23-2";"Lipid";"Fatty acid, dicarboxylate";"32388";"LC/MS Neg";"2990";"229.2";"12736";"C02678";"HMDB00623";NA;FALSE;NA;177;"HMDB";"HMDB0000623";"PUBCHEM";"12736";TRUE;"direct";3;TRUE
"383";"177";"dodecanedioate";"693-23-2";"Lipid";"Fatty acid, dicarboxylate";"32388";"LC/MS Neg";"2990";"229.2";"12736";"C02678";"HMDB00623";NA;FALSE;NA;177;"KEGG";"C02678";"PUBCHEM";"12736";TRUE;"direct";3;TRUE
"384";"178";"eicosapentaenoate (EPA, 20:5n3)";"10-2005-9, 10417-94-4";"Lipid";"Essential fatty acid";"18467";"LC/MS Neg";"5442";"301.3";"446284";"C06428";"HMDB01999";NA;FALSE;NA;178;"HMDB";"HMDB0001999";"KEGG";"C06428";TRUE;"direct";3;TRUE
"385";"178";"eicosapentaenoate (EPA, 20:5n3)";"10-2005-9, 10417-94-4";"Lipid";"Essential fatty acid";"18467";"LC/MS Neg";"5442";"301.3";"446284";"C06428";"HMDB01999";NA;FALSE;NA;178;"HMDB";"HMDB0001999";"PUBCHEM";"446284";TRUE;"direct";3;TRUE
"386";"178";"eicosapentaenoate (EPA, 20:5n3)";"10-2005-9, 10417-94-4";"Lipid";"Essential fatty acid";"18467";"LC/MS Neg";"5442";"301.3";"446284";"C06428";"HMDB01999";NA;FALSE;NA;178;"KEGG";"C06428";"PUBCHEM";"446284";TRUE;"direct";3;TRUE
"387";"179";"1-palmitoylglycerophosphoethanolamine";NA;"Lipid";"Lysolipid";"35631";"LC/MS Neg";"5940";"452.3";"9547069";NA;"HMDB11503";NA;FALSE;NA;179;"HMDB";"HMDB0011503";"PUBCHEM";"9547069";TRUE;"direct";2;TRUE
"388";"180";"eicosenoate (20:1n9 or 11)";NA;"Lipid";"Long chain fatty acid";"33587";"LC/MS Neg";"5955";"309.39999999999998";NA;NA;"HMDB02231";NA;FALSE;NA;180;NA;NA;NA;NA;NA;"no_match";1;TRUE
"389";"181";"epinephrine";"51-43-4";"Amino acid";"Phenylalanine & tyrosine metabolism";"1578";"LC/MS Pos";"891";"184";"5816";"D00095, C00788, D02149";"HMDB00068";NA;FALSE;NA;181;"HMDB";"HMDB0000068";"KEGG";"C00788";TRUE;"direct";3;TRUE
"390";"181";"epinephrine";"51-43-4";"Amino acid";"Phenylalanine & tyrosine metabolism";"1578";"LC/MS Pos";"891";"184";"5816";"D00095, C00788, D02149";"HMDB00068";NA;FALSE;NA;181;"HMDB";"HMDB0000068";"PUBCHEM";"5816";TRUE;"direct";3;TRUE
"391";"181";"epinephrine";"51-43-4";"Amino acid";"Phenylalanine & tyrosine metabolism";"1578";"LC/MS Pos";"891";"184";"5816";"D00095, C00788, D02149";"HMDB00068";NA;FALSE;NA;181;"KEGG";"C00788";"PUBCHEM";"5816";TRUE;"direct";3;TRUE
"392";"182";"ergothioneine";"58511-63-0";"Xenobiotics";"Food component/Plant";"37459";"LC/MS Pos";"847";"230.2";"5351619";"C05570";"HMDB03045";NA;FALSE;NA;182;"HMDB";"HMDB0003045";"KEGG";"C05570";TRUE;"direct";3;TRUE
"393";"182";"ergothioneine";"58511-63-0";"Xenobiotics";"Food component/Plant";"37459";"LC/MS Pos";"847";"230.2";"5351619";"C05570";"HMDB03045";NA;FALSE;NA;182;"HMDB";"HMDB0003045";"PUBCHEM";"5351619";TRUE;"direct";3;TRUE
"394";"182";"ergothioneine";"58511-63-0";"Xenobiotics";"Food component/Plant";"37459";"LC/MS Pos";"847";"230.2";"5351619";"C05570";"HMDB03045";NA;FALSE;NA;182;"KEGG";"C05570";"PUBCHEM";"5351619";TRUE;"direct";3;TRUE
"395";"183";"erucate (22:1n9)";"112-86-7";"Lipid";"Long chain fatty acid";"1552";"GC/MS";"2134";"395.4";"8216";"C08316";"HMDB02068";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";183;"HMDB";"HMDB0002068";"KEGG";"C08316";TRUE;"direct";3;FALSE
"396";"183";"erucate (22:1n9)";"112-86-7";"Lipid";"Long chain fatty acid";"1552";"GC/MS";"2134";"395.4";"8216";"C08316";"HMDB02068";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";183;"HMDB";"HMDB0002068";"PUBCHEM";"8216";FALSE;"no_match";3;FALSE
"397";"183";"erucate (22:1n9)";"112-86-7";"Lipid";"Long chain fatty acid";"1552";"GC/MS";"2134";"395.4";"8216";"C08316";"HMDB02068";NA;TRUE;"keeping_only_compatible_for_partially_compatible_features";183;"KEGG";"C08316";"PUBCHEM";"8216";FALSE;"no_match";3;FALSE
"398";"184";"erythritol";"149-32-6";"Xenobiotics";"Sugar, sugar substitute, starch";"20699";"GC/MS";"1517.5";"217";NA;"C00503";"HMDB02994";NA;FALSE;NA;184;"HMDB";"HMDB0002994";"KEGG";"C00503";TRUE;"direct";2;TRUE
"399";"185";"erythronate*";"88759-55-1";"Carbohydrate";"Aminosugars metabolism";"33477";"GC/MS";"1546.9";"292.10000000000002";"2781043";NA;"HMDB00613";NA;FALSE;NA;185;"HMDB";"HMDB0000613";"PUBCHEM";"2781043";TRUE;"direct";2;TRUE
"400";"186";"ethanolamine";"141-43-5";"Lipid";"Glycerolipid metabolism";"1497";"GC/MS";"1304";"174.1";NA;"C00189";"HMDB00149";NA;FALSE;NA;186;"HMDB";"HMDB0000149";"KEGG";"C00189";TRUE;"direct";2;TRUE
"401";"187";"flavin adenine dinucleotide (FAD)";"146-14-5, 84366-81-4";"Cofactors and vitamins";"Riboflavin metabolism";"2134";"LC/MS Neg";"2413";"784.1";"643975";"C00016";"HMDB01248";NA;FALSE;NA;187;"HMDB";"HMDB0001248";"KEGG";"C00016";TRUE;"direct";3;TRUE
