"Plot","Metabolite","CAS","SUPER_PATHWAY","SUB_PATHWAY","COMP_ID","PLATFORM","RI","MASS","HMDB","KEGG","PUBCHEM","CHEBI","manual_correction","correction_tbl"
"Adapted","N2-methylguanosine","2140-77-4","Nucleotide","Purine metabolism, guanine containing",35133,"LC/MS Pos",1950,298.1,"HMDB0005862",NA,"3035422","19702","FALSE",NA
"Adapted","1-myristoylglycerophosphocholine","20559-16-4","Lipid","Lysolipid",35626,"LC/MS Pos",5481,468.3,"HMDB0010379",NA,"460604","64489","FALSE",NA
"Adapted","N6-acetyllysine","692-04-6","Amino acid","Lysine metabolism",36752,"LC/MS Pos",1134,189.1,"HMDB0000206","C02727","92832","17752, 58260","FALSE",NA
"Adapted","N6-carbamoylthreonyladenosine","24719-82-2","Nucleotide","Purine metabolism, guanine containing",35157,"LC/MS Pos",2656,413,NA,NA,NA,NA,"FALSE",NA
"Adapted","S-adenosylhomocysteine (SAH)","979-92-0","Amino acid","Cysteine, methionine, SAM, taurine metabolism",15948,"LC/MS Neg",1821,383.1,"HMDB0000939","C00021","439155","16680, 57856, 181457","FALSE",NA
"Adapted","S-adenosylmethionine (SAM)","24346-00-7","Amino acid","Cysteine, methionine, SAM, taurine metabolism",15915,"LC/MS Pos",676,399.1,NA,NA,NA,NA,"FALSE",NA
"Adapted","S-methylcysteine","1187-84-4","Amino acid","Cysteine, methionine, SAM, taurine metabolism",40262,"GC/MS",1447.8,162.1,"HMDB0002108, HMDB0302211",NA,"24417","45658, 133545","FALSE",NA
"Adapted","VGAHAGEYGAEALER*",NA,"Peptide","Polypeptide",35211,"LC/MS Pos",2542,765.8,NA,NA,NA,NA,"FALSE",NA
"Adapted","acetylcarnitine","5080-50-2","Lipid","Carnitine metabolism",32198,"LC/MS Pos",1203,204.2,"HMDB0000201, HMDB0240773, HMDB0000456, HMDB0000515","C02571","1, 7045767, 439756","57589, 73024, 15960","FALSE",NA
"Adapted","adenine","73-24-5","Nucleotide","Purine metabolism, adenine containing",554,"GC/MS",1804.2,264,"HMDB0000034","C00147","190","16708","FALSE",NA
"Adapted","adenosine","58-61-7","Nucleotide","Purine metabolism, adenine containing",555,"LC/MS Pos",1650,268.1,"HMDB0000050, HMDB0004401, HMDB0004402, HMDB0004421","C00212","60961","16335","FALSE",NA
"Adapted","adenosine 2'-monophosphate (2'-AMP)","130-49-4","Nucleotide","Purine metabolism, adenine containing",36815,"LC/MS Pos",1625,348.1,"HMDB0011617","C00946","53481006","28223, 77740","FALSE",NA
"Adapted","1-myristoylglycerophosphoethanolamine",NA,"Lipid","Lysolipid",35627,"LC/MS Pos",5481,426.1,"HMDB0011500",NA,"9547070","84299","FALSE",NA
"Adapted","adenosine 3'-monophosphate (3'-AMP)","84-21-9","Nucleotide","Purine metabolism, adenine containing",35142,"LC/MS Pos",1451,348.1,"HMDB0003540, HMDB0006550","C01367","41211","28931, 60880","FALSE",NA
"Adapted","adenosine 5'-monophosphate (AMP)","149022-20-8","Nucleotide","Purine metabolism, adenine containing",32342,"LC/MS Pos",1210,348.1,"HMDB0000045","C00020","6083, 15938965","16027, 456215","FALSE",NA
"Adapted","adenylosuccinate","19046-78-7","Nucleotide","Purine metabolism, adenine containing",18360,"LC/MS Neg",569,462.1,"HMDB0000536, HMDB0001332, HMDB0011633, HMDB0059653, HMDB0248010, HMDB0304257","C03794","195, 447145, 440122, 46878398, 74413789","15919, 57567","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","adipate","124-04-9","Lipid","Fatty acid, dicarboxylate",21134,"GC/MS",1520,110.9,"HMDB0000448, HMDB0004862","C06104","196","30832, 17128","FALSE",NA
"Adapted","adrenate (22:4n6)","2091-25-0","Lipid","Long chain fatty acid",32980,"LC/MS Neg",5684,331.3,"HMDB0002226, HMDB0062580","C16527","5282844, 5497181","53487, 77225","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","agmatine","2482-00-0","Amino acid","Polyamine metabolism",15496,"GC/MS",1526,174,"HMDB0001432, HMDB0060259","C00179","199","17431, 58145","FALSE",NA
"Adapted","alanine","56-41-7","Amino acid","Alanine and aspartate metabolism",1126,"GC/MS",1147.6,115.9,"HMDB0000161, HMDB0001310","C00041","71080, 602, 5950","16977, 57972, 15570, 16449, 76050","FALSE",NA
"Adapted","alanylalanine","1948-31-8","Peptide","Dipeptide",15129,"LC/MS Pos",757,161.1,"HMDB0003459","C00993","5460362","16576, 57822","FALSE",NA
"Adapted","alanylglutamate",NA,"Peptide","Dipeptide",37064,"LC/MS Pos",766,219,NA,NA,"656476",NA,"FALSE",NA
"Adapted","alanylglycine",NA,"Peptide","Dipeptide",37075,"GC/MS",1412,272.1,"HMDB0006899, HMDB0028687",NA,"6998028","73757, 73786","FALSE",NA
"Adapted","1-oleoylglycerol (1-monoolein)","111-03-5","Lipid","Monoacylglycerol",21184,"GC/MS",2181.2,397.4,"HMDB0011567, HMDB0062009, HMDB0094684",NA,"12178130, 5283468","75757, 75342","FALSE",NA
"Adapted","alanylisoleucine",NA,"Peptide","Dipeptide",37118,"LC/MS Pos",2011,203.1,NA,NA,"7408079",NA,"FALSE",NA
"Adapted","alanylleucine",NA,"Peptide","Dipeptide",37093,"LC/MS Pos",2150,203,NA,NA,"259583",NA,"FALSE",NA
"Adapted","alanylmethionine",NA,"Peptide","Dipeptide",37065,"LC/MS Pos",1596,221,NA,NA,"5242543, 98509",NA,"TRUE","completely_incompatible_manual_no_cas"
"Adapted","alanylphenylalanine","3061-90-3","Peptide","Dipeptide",38679,"LC/MS Pos",2422,237.2,"HMDB0028694",NA,"96814","73807","FALSE",NA
"Adapted","alanylthreonine",NA,"Peptide","Dipeptide",37085,"LC/MS Pos",708,191,NA,NA,"426318",NA,"FALSE",NA
"Adapted","alanyltryptophan","16305-75-2","Peptide","Dipeptide",42073,"LC/MS Pos",2630,276.2,"HMDB0013209, HMDB0028698",NA,"85362","73808","FALSE",NA
"Adapted","alanyltyrosine",NA,"Peptide","Dipeptide",37098,"LC/MS Pos",1713,253,"HMDB0304776",NA,"572319",NA,"FALSE",NA
"Adapted","alanylvaline",NA,"Peptide","Dipeptide",37084,"LC/MS Pos",1513,189,NA,NA,"137276",NA,"FALSE",NA
"Adapted","allo-threonine","28954-12-3","Amino acid","Glycine, serine and threonine metabolism",15142,"GC/MS",1417.8,219,"HMDB0000167, HMDB0004041","C05519","6288, 99289, 205","28718, 58585, 16857, 26986, 38262, 38263","FALSE",NA
"Adapted","alpha-glutamylglutamate","3929-61-1","Peptide","Dipeptide",22166,"LC/MS Pos",857,277.1,"HMDB0028818","C01425","439500","5390","FALSE",NA
"Adapted","1-oleoylglycerophosphocholine","19420-56-5","Lipid","Lysolipid",33960,"LC/MS Pos",5700,522.4,"HMDB0002815",NA,"16081932","28610","FALSE",NA
"Adapted","alpha-glutamyltryptophan","38101-59-6","Peptide","Dipeptide",40664,"LC/MS Pos",2660,334.1,"HMDB0028830, HMDB0094678",NA,"100094","73512","FALSE",NA
"Adapted","alpha-glutamyltyrosine",NA,"Peptide","Dipeptide",40033,"LC/MS Pos",1810,311.1,NA,NA,"351830",NA,"FALSE",NA
"Adapted","alpha-hydroxyisovalerate","600-37-3","Amino acid","Valine, leucine and isoleucine metabolism",33937,"LC/MS Neg",1142,117.1,"HMDB0000407, HMDB0062584",NA,"99823, 853180, 21933914","60645, 60631, 64669","FALSE",NA
"Adapted","alpha-tocopherol","59-02-9, 10191-41-0","Cofactors and vitamins","Tocopherol metabolism",1561,"GC/MS",2305.4,502.5,"HMDB0001893","C02477","14985","18145","FALSE",NA
"Adapted","androsterone sulfate","2479-86-9","Lipid","Sterol/Steroid",31591,"LC/MS Neg",5011,369.2,"HMDB0001032, HMDB0002759","C04555","12594, 159663","16814, 83037, 57905","TRUE","completely_incompatible_manual_with_cas"
"Adapted","anserine","10030-52-1","Peptide","Dipeptide derivative",15747,"LC/MS Neg",1126,239.2,"HMDB0000194","C01262","112072","18323, 58445","FALSE",NA
"Adapted","arabitol","488-82-4","Carbohydrate","Nucleotide sugars, pentose metabolism",38075,"GC/MS",1687.5,307.1,"HMDB0001851, HMDB0000199, HMDB0000508, HMDB0000568","C00474, C00532, C01904","439255, 94154","15963, 18333, 18403","TRUE","completely_incompatible_manual_with_cas"
"Adapted","arabonate","7643-75-7","Cofactors and vitamins","Ascorbate and aldarate metabolism",37516,"GC/MS",1736,292.1,"HMDB0000539","C00878","122045","20912, 16157","FALSE",NA
"Adapted","arachidate (20:0)","506-30-9","Lipid","Long chain fatty acid",1118,"GC/MS",2071.2,369.3,"HMDB0002212","C06425","10467","28822, 32360","FALSE",NA
"Adapted","arachidonate (20:4n6)","506-32-1","Lipid","Long chain fatty acid",1110,"LC/MS Neg",5525,303.4,"HMDB0001043, HMDB0060102","C00219","444899, 3246804","15843, 32395","FALSE",NA
"Adapted","1-oleoylglycerophosphoethanolamine","89576-29-4","Lipid","Lysolipid",35628,"LC/MS Neg",5928,478.3,"HMDB0011506",NA,"9547071","74971","FALSE",NA
"Adapted","arginine","1119-34-2","Amino acid","Urea cycle, arginine-, proline-, metabolism",1638,"LC/MS Neg",728,173.2,"HMDB0000517, HMDB0062762, HMDB0003416","C00062","6322, 1549073, 71070, 232","16467, 32682, 15816, 29016","FALSE",NA
"Adapted","argininosuccinate","156637-58-0","Amino acid","Urea cycle, arginine-, proline-, metabolism",15497,"GC/MS",2157,446.3,"HMDB0000052, HMDB0001006, HMDB0248585","C03406","16950, 439998, 46878376, 828","15682, 184023, 57472","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","arginylleucine","1188-24-5","Peptide","Dipeptide",39995,"LC/MS Pos",1620,288.3,"HMDB0028713",NA,"6992563","73815","FALSE",NA
"Adapted","arginylmethionine",NA,"Peptide","Dipeptide",41458,"LC/MS Pos",1151,306.2,NA,NA,"9815009",NA,"FALSE",NA
"Adapted","arginylphenylalanine","2047-13-4","Peptide","Dipeptide",41485,"LC/MS Pos",1795,322.2,"HMDB0028716",NA,"150964","73818, 189870","FALSE",NA
"Adapted","arginyltyrosine","74863-12-0","Peptide","Dipeptide",41376,"LC/MS Pos",1376.6,338.2,"HMDB0028721",NA,"7021456","73822","FALSE",NA
"Adapted","arginylvaline","2896-20-0","Peptide","Dipeptide",41395,"LC/MS Pos",944.9,274.2,"HMDB0028722",NA,"6992654","73823","FALSE",NA
"Adapted","ascorbate (Vitamin C)","134-03-2","Cofactors and vitamins","Ascorbate and aldarate metabolism",1640,"GC/MS",1850.1,332.1,"HMDB0000044, HMDB0014273, HMDB0029945","C00072, C01041","54670067, 54679076","29073, 38290","TRUE","completely_incompatible_manual_with_cas"
"Adapted","asparagine","70-47-3","Amino acid","Alanine and aspartate metabolism",11398,"GC/MS",1651.2,231,"HMDB0000168, HMDB0033780","C00152","6267, 236, 439600","17196, 58048, 22653, 28159","FALSE",NA
"Adapted","aspartate","56-84-8","Amino acid","Alanine and aspartate metabolism",15996,"GC/MS",1529.7,232,"HMDB0000191, HMDB0006483","C00049","5960, 15939608, 83887, 424, 4124657","17053, 29991, 17364, 22660","FALSE",NA
"Adapted","1,3-dihydroxyacetone","62147-49-3","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism",35963,"GC/MS",1263,103,"HMDB0001882","C00184","670","16016","FALSE",NA
"Adapted","1-oleoylglycerophosphoinositol*",NA,"Lipid","Lysolipid",36602,"LC/MS Neg",5577,597.4,NA,NA,NA,NA,"FALSE",NA
"Adapted","aspartate-glutamate","6157-06-8","Peptide","Dipeptide",37461,"LC/MS Pos",819,263.2,"HMDB0028752",NA,"4130574",NA,"FALSE",NA
"Adapted","aspartylleucine","3062-14-4","Peptide","Dipeptide",40068,"LC/MS Pos",2310,247.2,"HMDB0028757",NA,"332962",NA,"FALSE",NA
"Adapted","aspartylphenylalanine","13433-09-5","Peptide","Dipeptide",22175,"LC/MS Pos",2538,281.1,"HMDB0000706, HMDB0006113, HMDB0028760",NA,"93078","73830","FALSE",NA
"Adapted","aspartyltryptophan","71835-79-5","Peptide","Dipeptide",41481,"LC/MS Pos",2717,320.2,"HMDB0028764",NA,"9948926",NA,"FALSE",NA
"Adapted","aspartylvaline","13433-04-0","Peptide","Dipeptide",41373,"LC/MS Neg",749.4,231.1,"HMDB0028766",NA,"4991131",NA,"FALSE",NA
"Adapted","atenolol","29122-68-7","Xenobiotics","Drug",38658,"LC/MS Pos",1988,267.2,"HMDB0001924",NA,"2249","2904","FALSE",NA
"Adapted","azelate (nonanedioate)","123-99-9","Lipid","Fatty acid, dicarboxylate",18362,"LC/MS Neg",1322,187.2,"HMDB0000784","C08261","2266","48131, 78208","FALSE",NA
"Adapted","benzoate","65-85-0","Xenobiotics","Benzoate metabolism",15778,"GC/MS",1291.5,179,"HMDB0001870, HMDB0304270","C00180, C00539","243, 242","30746, 16150","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","beta-alanine","56-41-7, 107-95-9","Amino acid","Alanine and aspartate metabolism",55,"GC/MS",1451.8,174,"HMDB0000056","C00099","239","16958, 57966","FALSE",NA
"Adapted","beta-hydroxypyruvate","3369-79-7","Amino acid","Glycine, serine and threonine metabolism",15686,"GC/MS",1425.1,221,"HMDB0001352","C00168","964, 4186339","30841, 17180","FALSE",NA
"Adapted","1-oleoylglycerophosphoserine",NA,"Lipid","Lysolipid",19260,"LC/MS Neg",5690,522.3,"HMDB0061694, HMDB0240603",NA,"85036846, 9547099","52649","FALSE",NA
"Adapted","beta-tocopherol",NA,"Cofactors and vitamins","Tocopherol metabolism",35702,"GC/MS",2260,488.3,"HMDB0006335","C14152","6857447","47771","FALSE",NA
"Adapted","betaine","107-43-7","Amino acid","Glycine, serine and threonine metabolism",34426,"LC/MS Neg",725,178.1,"HMDB0000043, HMDB0059606","C00719","248, 247","41139, 17750","FALSE",NA
"Adapted","bilirubin (E,E)*",NA,"Cofactors and vitamins","Hemoglobin and porphyrin metabolism",32586,"LC/MS Neg",4242,583.2,"HMDB0000054, HMDB0000488, HMDB0240584","C00486","5280352, 21252250, 5315454","16990, 72719, 132996","FALSE",NA
"Adapted","bilirubin (Z,Z)","635-65-4","Cofactors and vitamins","Hemoglobin and porphyrin metabolism",27716,"LC/MS Neg",4812,583.2,"HMDB0000054, HMDB0000488, HMDB0240584","C00486","5280352, 21252250, 5315454","16990, 72719, 132996","FALSE",NA
"Adapted","butyrylcarnitine","25576-40-3","Lipid","Fatty acid metabolism (also BCAA metabolism)",32412,"LC/MS Pos",2007,232.2,"HMDB0002013, HMDB0062510","C02862","213144, 439829","21949, 7676","FALSE",NA
"Adapted","caprate (10:0)","112-37-8","Lipid","Medium chain fatty acid",1642,"LC/MS Neg",5092,171.2,"HMDB0000511","C01571","2969","30813, 27689","FALSE",NA
"Adapted","caproate (6:0)","142-62-1","Lipid","Medium chain fatty acid",32489,"LC/MS Neg",2766,115.2,"HMDB0000535, HMDB0061883","C01585","8892, 4398339","30776, 17120","FALSE",NA
"Adapted","caprylate (8:0)","124-07-2","Lipid","Medium chain fatty acid",32492,"LC/MS Neg",4367,143.2,"HMDB0000482, HMDB0062511, HMDB0304443","C06423","379, 119389","28837, 25646","FALSE",NA
"Adapted","carnitine","461-05-2","Lipid","Carnitine metabolism",15500,"LC/MS Pos",702,162.2,"HMDB0000062, HMDB0001467","C00318","10917, 288, 85","16347, 17126, 3424","FALSE",NA
"Adapted","catechol sulfate",NA,"Xenobiotics","Benzoate metabolism",35320,"LC/MS Neg",1928,188.9,"HMDB0059724, HMDB0061713",NA,"3083879","68505","TRUE","completely_incompatible_manual_no_cas"
"Adapted","1-palmitoleoylglycerophosphocholine*",NA,"Lipid","Lysolipid",33230,"LC/MS Pos",5524,494.3,NA,NA,NA,NA,"FALSE",NA
"Adapted","celecoxib","169590-42-5","Xenobiotics","Drug",38599,"LC/MS Neg",5257.9,380.2,"HMDB0005014","C07589","2662","41423","FALSE",NA
"Adapted","chiro-inositol","643-12-9","Lipid","Inositol metabolism",37112,"GC/MS",1857,318.1,"HMDB0240209","C19891",NA,"27372","FALSE",NA
"Adapted","cholate","81-25-4","Lipid","Bile acid metabolism",22842,"LC/MS Neg",5148,407.4,"HMDB0000505, HMDB0000619","C17737, C00695","160636, 221493, 5283874, 5460314","81308, 16359, 29747","FALSE",NA
"Adapted","cholesterol","57-88-5","Lipid","Sterol/Steroid",63,"GC/MS",2316.9,329.3,"HMDB0000067, HMDB0000507, HMDB0062453","C00187","5997, 5314029","16113","FALSE",NA
"Adapted","choline","67-48-1","Lipid","Glycerolipid metabolism",15506,"LC/MS Pos",674,104.2,NA,NA,"6209",NA,"FALSE",NA
"Adapted","choline phosphate","72556-74-2","Lipid","Glycerolipid metabolism",34396,"LC/MS Pos",695,184.1,NA,NA,"135437",NA,"FALSE",NA
"Adapted","cinnamoylglycine",NA,"Xenobiotics","Food component/Plant",38637,"LC/MS Neg",3139,204.1,"HMDB0011621",NA,"709625","68616","FALSE",NA
"Adapted","cis-aconitate","585-84-2","Energy","Krebs cycle",12025,"LC/MS Neg",603,173.1,"HMDB0000072, HMDB0000461","C00417","643757","32805, 16383","FALSE",NA
"Adapted","cis-vaccenate (18:1n7)","693-72-1","Lipid","Long chain fatty acid",33970,"GC/MS",1987,339.3,"HMDB0003231, HMDB0240219, HMDB0010377","C08367","5281127, 5282761","28727, 50464, 30827","FALSE",NA
"Adapted","citalopram","21986-53-7","Xenobiotics","Drug",38651,"LC/MS Pos",3771.8,325.2,"HMDB0005038","C07572","2771","77397, 3723","FALSE",NA
"Adapted","1-palmitoleoylglycerophosphoethanolamine*",NA,"Lipid","Lysolipid",34565,"LC/MS Pos",5521.4,452.3,NA,NA,NA,NA,"FALSE",NA
"Adapted","citramalate","6236-10-8","Amino acid","Valine, leucine and isoleucine metabolism",22158,"GC/MS",1490.7,247,"HMDB0000426","C00815","1081","15584, 13997","FALSE",NA
"Adapted","citrate","77-92-9","Energy","Krebs cycle",1564,"GC/MS",1763.4,273.1,"HMDB0000094","C00158","311, 31348","30769, 16947","FALSE",NA
"Adapted","citrulline","372-75-8","Amino acid","Urea cycle, arginine-, proline-, metabolism",2132,"LC/MS Pos",715,176.1,"HMDB0000904, HMDB0250742","C00327","9750, 833","16349, 57743, 18211, 49007","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","codeine","76-57-3","Xenobiotics","Drug",39610,"LC/MS Pos",2201.1,300.2,"HMDB0004995, HMDB0014463","C06174","5284371","16714, 57871","FALSE",NA
"Adapted","cortisol","50-23-7","Lipid","Sterol/Steroid",1712,"LC/MS Pos",4573,363.2,"HMDB0000063, HMDB0014879","C00735","5754","17650, 180955","FALSE",NA
"Adapted","cortisone","53-06-5","Lipid","Sterol/Steroid",1769,"LC/MS Pos",4420,361.2,"HMDB0002802","C00762","222786","16962","FALSE",NA
"Adapted","creatine","57-00-1","Amino acid","Creatine metabolism",27718,"LC/MS Pos",758,132.1,"HMDB0000064","C00300","586","16919, 57947","FALSE",NA
"Adapted","creatinine","60-27-5","Amino acid","Creatine metabolism",513,"LC/MS Pos",730,114.1,"HMDB0000562","C00791","588, 26009888","16737","FALSE",NA
"Adapted","cysteine","52-90-4, 56-89-3","Amino acid","Cysteine, methionine, SAM, taurine metabolism",31453,"GC/MS",1560.1,218,"HMDB0000574, HMDB0003417","C00097","594, 92851, 5862","17561, 35235, 15356, 16375","FALSE",NA
"Adapted","cysteine-glutathione disulfide","13081-14-6","Amino acid","Glutathione metabolism",35159,"LC/MS Pos",821,427.1,"HMDB0000656, HMDB0003337","C00127","53477713, 65359, 11215652, 11767258","143243, 17858, 167606","FALSE",NA
"Adapted","1-palmitoylglycerol (1-monopalmitin)","542-44-9","Lipid","Monoacylglycerol",21127,"GC/MS",2119.5,371.3,"HMDB0245964",NA,"14900","69081","FALSE",NA
"Adapted","cysteinylglycine","19246-18-5","Peptide","Dipeptide",35637,"LC/MS Neg",881,177,"HMDB0000078, HMDB0028775","C01419","439498","4047, 61694","FALSE",NA
"Adapted","cystine","56-89-3","Amino acid","Cysteine, methionine, SAM, taurine metabolism",39512,"GC/MS",2015.3,145.9,"HMDB0000192, HMDB0250712","C00491, C01420","67678, 595","16283, 35491, 17376, 35494, 35492","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","cytidine","65-46-3","Nucleotide","Pyrimidine metabolism, cytidine containing",514,"LC/MS Pos",1065,244,"HMDB0000089","C00475","6175","17562","FALSE",NA
"Adapted","cytidine 5'-diphosphocholine","33818-15-4","Lipid","Glycerolipid metabolism",34418,"LC/MS Pos",777,489.1,NA,NA,NA,NA,"FALSE",NA
"Adapted","cytidine 5'-monophosphate (5'-CMP)","63-37-6","Nucleotide","Pyrimidine metabolism, cytidine containing",2372,"LC/MS Pos",887,324,"HMDB0000095","C00055","6131, 7058165","17361, 60377","FALSE",NA
"Adapted","cytidine-3'-monophosphate (3'-CMP)","84-52-6","Nucleotide","Pyrimidine metabolism, cytidine containing",2959,"LC/MS Pos",1181,323.9,"HMDB0240312","C05822","66535","53013, 60875","FALSE",NA
"Adapted","cytosine-2',3'-cyclic monophosphate","15718-51-1","Nucleotide","Pyrimidine metabolism, cytidine containing",37465,"LC/MS Pos",912,306.2,"HMDB0011691, HMDB0250240","C02354","417654",NA,"TRUE","completely_incompatible_manual_with_cas"
"Adapted","deoxycarnitine","6249-56-5","Lipid","Carnitine metabolism",36747,"LC/MS Pos",759,146.1,"HMDB0001161, HMDB0006831","C01181","725","16244","FALSE",NA
"Adapted","dihomo-linoleate (20:2n6)","2091-39-6","Lipid","Long chain fatty acid",17805,"LC/MS Neg",5722,307.3,"HMDB0005060","C16525","6439848","73731, 77220","FALSE",NA
"Adapted","dihomo-linolenate (20:3n3 or n6)",NA,"Lipid","Essential fatty acid",35718,"LC/MS Neg",5600,305.4,"HMDB0002925, HMDB0006735, HMDB0060039","C03242, C16522","5280581, 5312529","53460, 77223, 53486, 71589","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","1-palmitoylglycerophosphocholine","17364-16-8","Lipid","Lysolipid",33955,"LC/MS Pos",5671,496.4,"HMDB0256091",NA,"86554",NA,"FALSE",NA
"Adapted","dihydrocholesterol","80-97-7","Lipid","Sterol/Steroid",21131,"GC/MS",2320.8,215.2,"HMDB0000908",NA,"6665","86570","FALSE",NA
"Adapted","dimethylarginine (SDMA + ADMA)",NA,"Amino acid","Urea cycle, arginine-, proline-, metabolism",36808,"LC/MS Pos",812,203.2,"HMDB0001539, HMDB0003334","C03626","123831, 169148","17929, 58326, 25682, 86468","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","dimethylglycine","1118-68-9","Amino acid","Glycine, serine and threonine metabolism",5086,"GC/MS",1030,57.9,"HMDB0000092","C01026","673, 6971056","17724, 58251","FALSE",NA
"Adapted","docosadienoate (22:2n6)","7370-49-2","Lipid","Long chain fatty acid",32415,"LC/MS Neg",6017,335.4,"HMDB0061714, HMDB0062219","C16533","5282807, 5312554","145970, 75117","TRUE","completely_incompatible_manual_with_cas"
"Adapted","docosahexaenoate (DHA, 22:6n3)","6217-54-5","Lipid","Essential fatty acid",19323,"LC/MS Neg",5518,327.3,"HMDB0002183, HMDB0062579","C06429","445580, 24778483","28125, 77016","FALSE",NA
"Adapted","docosapentaenoate (n3 DPA 22:5n3)","2234-74-4","Lipid","Essential fatty acid",32504,"LC/MS Neg",5574,329.4,"HMDB0001976, HMDB0060113, HMDB0013123, HMDB0006528","C16513","5497182, 6441454, 6438348","53488, 77224, 65136, 77226","TRUE","completely_incompatible_manual_with_cas"
"Adapted","docosapentaenoate (n6 DPA, 22:5n6)","25182-74-5","Lipid","Essential fatty acid",37478,"LC/MS Neg",5625,329.4,"HMDB0001976, HMDB0060113, HMDB0013123, HMDB0002183, HMDB0062579","C06429","445580, 24778483, 6441454, 6438348","28125, 77016, 65136, 77226","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","docosatrienoate (22:3n3)","59708-86-0","Lipid","Long chain fatty acid",32417,"LC/MS Neg",5825,333.4,"HMDB0002823","C16534","5312557, 5312556","77807, 80549","FALSE",NA
"Adapted","dodecanedioate","693-23-2","Lipid","Fatty acid, dicarboxylate",32388,"LC/MS Neg",2990,229.2,"HMDB0000623","C02678","12736, 6991984","4676, 76273","FALSE",NA
"Adapted","eicosapentaenoate (EPA, 20:5n3)","10-2005-9, 10417-94-4","Lipid","Essential fatty acid",18467,"LC/MS Neg",5442,301.3,"HMDB0001999","C06428","446284, 24778482","28364, 58562","FALSE",NA
"Adapted","1-palmitoylglycerophosphoethanolamine",NA,"Lipid","Lysolipid",35631,"LC/MS Neg",5940,452.3,"HMDB0011503",NA,"9547069","73004","FALSE",NA
"Adapted","eicosenoate (20:1n9 or 11)",NA,"Lipid","Long chain fatty acid",33587,"LC/MS Neg",5955,309.4,"HMDB0002231","C16526","5282768","32425, 32426","FALSE",NA
"Adapted","epinephrine","51-43-4","Amino acid","Phenylalanine & tyrosine metabolism",1578,"LC/MS Pos",891,184,"HMDB0000068, HMDB0000615","C00788","5816","28918, 71406","FALSE",NA
"Adapted","ergothioneine","58511-63-0","Xenobiotics","Food component/Plant",37459,"LC/MS Pos",847,230.2,"HMDB0003045","C05570","5351619","4828, 134344","FALSE",NA
"Adapted","erucate (22:1n9)","112-86-7","Lipid","Long chain fatty acid",1552,"GC/MS",2134,395.4,"HMDB0002068, HMDB0249369","C08316","5281116, 5282772, 8216","28792, 32393","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","erythritol","149-32-6","Xenobiotics","Sugar, sugar substitute, starch",20699,"GC/MS",1517.5,217,"HMDB0002994, HMDB0094689","C00503","222285","17113","FALSE",NA
"Adapted","erythronate*","88759-55-1","Carbohydrate","Aminosugars metabolism",33477,"GC/MS",1546.9,292.1,"HMDB0000613",NA,"2781043","37655, 136591","FALSE",NA
"Adapted","ethanolamine","141-43-5","Lipid","Glycerolipid metabolism",1497,"GC/MS",1304,174.1,"HMDB0000149, HMDB0060149, HMDB0062693","C00189","700","16000, 57603","FALSE",NA
"Adapted","flavin adenine dinucleotide (FAD)","146-14-5, 84366-81-4","Cofactors and vitamins","Riboflavin metabolism",2134,"LC/MS Neg",2413,784.1,"HMDB0001248, HMDB0252293","C00016","643975, 703","16238","FALSE",NA
"Adapted","fructose","57-48-7","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",577,"GC/MS",1758,217,"HMDB0000660","C00095, C02336","439709","28645","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","fructose 1-phosphate","53823-70-4","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism",15907,"GC/MS",1996.5,445.2,"HMDB0001076, HMDB0062538, HMDB0060467","C01094","10400369, 25244216, 65246","139419, 138881, 18105","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","1-palmitoylglycerophosphoinositol*",NA,"Lipid","Lysolipid",35305,"LC/MS Neg",5573,571.3,NA,NA,NA,NA,"FALSE",NA
"Adapted","fructose-6-phosphate","103213-47-4","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism",12021,"GC/MS",1994.9,315.1,"HMDB0003971","C05345","440641, 21604863","16084, 57634","TRUE","completely_incompatible_manual_with_cas"
"Adapted","fucose","2438-80-4","Carbohydrate","Aminosugars metabolism",15821,"GC/MS",1682.2,204,"HMDB0000174, HMDB0059624","C01019","439554, 17106","42548, 2181","FALSE",NA
"Adapted","fumarate","100-17-8","Energy","Krebs cycle",1643,"GC/MS",1382.1,245,"HMDB0000134","C00122","444972, 5460307, 6183479","18012, 29806, 37154","FALSE",NA
