Metabolite,Log2FC,AveExpr,t.val,p.val,p.adj,B,log2(MS55_01),log2(MS55_02),log2(MS55_03),log2(MS55_04),log2(MS55_17),log2(MS55_18),log2(MS55_19),log2(MS55_20),log2(MS55_33),log2(MS55_34),log2(MS55_35),log2(MS55_36),log2(POOL0),log2(POOL1),log2(POOL2),log2(POOL3),log2(POOL4),log2(POOL5),log2(POOL6),log2(POOL7),log2(POOL8),log2(POOL9)
aconitate,0.571690873141808,26.38968973426241,5.273424600879877,2.3205209295942568e-6,5.122125466543421e-6,3.558253551479882,26.44295946318318,26.386903762490274,26.209377781271392,26.553434746218162,25.62030183890971,25.50102307697958,25.283143240494123,25.8224221042205,25.767543751508995,25.63720800379307,25.809514479223843,25.773151370350725,26.488046990967582,26.485545735067134,26.510898498073992,26.479626638209886,26.507900634617805,26.50970600110457,26.45200017930807,26.44780996509441,26.4338346117935,26.407359159384168
citicoline,-1.0864463153420942,23.031671487918597,-13.714083836650747,2.1641543329445207e-19,1.4968874013256122e-18,33.59565511054901,24.643994183154742,24.673597512162942,24.71882641726183,24.619803695000176,24.464864495832405,24.57545248800818,24.478770851753225,24.50325297860145,24.57561533979814,24.549260126544798,24.59537549097071,24.568497092958715,23.590689495151604,23.520975034983316,23.596007174706454,23.516215908948354,23.475258177849177,23.501024295863683,23.441345797734986,23.416138905375767,23.4673370204157,23.416637262256163
2-aminoadipic acid,-0.08180165608596823,22.83908672448504,-2.0758175122298095,0.04259892668582234,0.06534242144181222,-5.770691153079783,22.85064419745267,23.000442112716588,22.927197219532673,22.75544528708529,22.939034237090045,23.05700125673909,22.99609673380389,23.083293190666918,23.020632991215578,22.944507934037272,22.937241855234117,22.955279035200633,22.86291913100664,22.99361236910485,22.89511708746496,22.94773644955354,22.92051874880571,22.914248156967655,22.819667308479644,22.780676083368746,22.72802135887594,22.87514678782498
citrate,0.20782571576974718,30.83912291183566,2.6584543140034538,0.010259633612115682,0.01735508115694335,-4.499803551390434,31.026352881052066,31.036850687258994,31.024485744073303,30.873499871953584,30.351447052515645,30.430532285604095,30.378785972334317,30.503981291944246,30.541344296197952,30.6495341106891,30.74398127890975,30.487881836978076,30.625545392814757,30.774857844824282,30.81925328012872,30.8107017021528,30.863783299142685,30.94852214830245,30.954869100102332,30.943567778764702,31.05895878129864,30.985428921425438
citrulline,-0.474707453914089,28.177023962057685,-8.632372271684291,8.227072934342737e-12,3.1682983002468834e-11,16.04886153489943,28.93726138388501,28.917413568992256,29.03879522526824,28.84969031942974,28.65251021260099,28.68872305796282,28.77396782461404,28.765314209179614,28.74977742489105,28.704237671394214,28.853561029609587,28.662940435965993,28.356674664977678,28.379885367529177,28.352495400873565,28.34672376855625,28.320286191478885,28.3492913585798,28.306202087385245,28.29351916449133,28.262853939959175,28.280153820189444
CMP,0.1257057552266474,19.823035620894252,0.5161454789627853,0.6078217593049666,0.6875983652137435,-7.744495411255598,20.8817488554103,20.857464219446776,20.87651839366582,20.430566960588436,18.68015246912895,19.22885631255213,19.539140991293372,19.356267768704647,19.49549142046854,19.32221088985913,19.534680441129424,18.954423186439833,19.724767915766463,19.56564016436901,19.71813184519659,19.792759324140096,20.001159958290653,19.945784828366072,19.952789483879624,20.282937236309664,19.994667347168544,19.909687706019263
CMP-2-aminoethylphosphonate,-0.7323194646860642,20.60286196915104,-4.656544029558655,2.0756747196660443e-5,4.221316002916337e-5,1.41077898638095,22.013774447186076,21.9133990944242,21.74233604174632,21.830059965346866,21.658254065490866,21.82866049268905,21.464963586818964,21.984547535396203,21.376363570830925,21.4358267822737,21.364491915185546,21.25250735648248,20.810654990131447,21.006044204753394,20.851540793950623,21.012221273609835,21.196704394996356,21.06123284463853,20.996562177293512,20.746513988189623,20.849736568572002,20.69991482856337
CMP-acetylneuraminic acid,-0.06634943703409846,22.786228483725118,-1.2099574062763252,0.231469973327072,0.28915030503409317,-7.145087718079358,23.033816097104634,23.140329963850746,23.080897286428005,23.053433008773187,22.867885221654998,22.924566836815632,22.959373873100397,22.9332640051647,22.771944735305528,22.791562765163402,22.881609448471263,22.759687444621097,22.949448922118695,22.9368022609792,22.890580264528303,22.898326472601482,22.8410138868261,22.896501000296666,22.802962696469056,22.845195209414367,22.784632321308617,22.82301816716123
creatine,0.12990589300158462,35.40600284740086,5.018576080792202,5.796547510670404e-6,1.2490179755135036e-5,2.658899845763904,35.291985725914735,35.30873744410558,35.366887962933475,35.19656842383182,35.21273799902706,35.31982803198664,35.30154116062448,35.28384032752042,35.30517840425865,35.28974719656907,35.383532714548274,35.35258593184127,35.43297583278229,35.42598141036604,35.42103902484729,35.43203560165688,35.449933799840785,35.40940216510684,35.45723923177655,35.4447477913463,35.428917660470134,35.40776251445741
creatinine,-0.044662271151498345,30.722286091347428,-0.6933219715050789,0.49102515013958914,0.5697150780465746,-7.63629162400061,30.99150291907498,30.94077684840029,30.879554538813572,30.774876039424214,30.623935441422667,30.761816335589423,30.654727156824016,30.720348536153352,30.980702499496278,30.895831571363157,31.073511647356266,30.846324049073203,30.831579656723896,30.86377638245909,30.824571169656195,30.8481554128532,30.87145242310238,30.798103084213977,30.801520197433906,30.694469091048465,30.72726043051357,30.74574575963981
CTP,-0.029663453680871754,23.468372905798024,-0.13660868003812834,0.8918389390270136,0.9018036199099971,-7.870116948468972,24.442733915773395,24.563583040154704,24.56186851540811,24.257476218115666,22.854747299159804,23.07405241324594,23.44023330376582,23.01220602320115,23.53435353789892,23.250589526657627,23.50681105106336,23.188027865247204,23.582285190196515,23.68211742522932,23.688068732324666,23.60972188297022,23.562110660493605,23.576982320655038,23.70125979780927,23.593009356486053,23.59560252631021,23.517776495459582
cyclic ADP-ribose,-0.14913231889739365,24.153947137011073,-2.9723005722006826,0.004378719123595918,0.007770080013439815,-3.714983465088845,24.58788740996398,24.62606682406622,24.487719902264633,24.46286774490297,24.241113043866047,24.309170545353833,24.262087902049725,24.288699372186024,24.27991543206976,24.213434283232537,24.334729955802178,24.139604145471665,24.251132212142846,24.200861175517094,24.231350362479958,24.23503029103439,24.233675189177344,24.207376228245206,24.19223452080546,24.118013402905834,24.202421408220843,24.16432915485515
cystathionine,-1.6262479862533894,20.06085627843463,-12.875207431478932,3.097581552932361e-18,1.9333181416577836e-17,30.91653913943361,23.188561999587677,23.235506846524007,23.371705953951658,23.226391576718786,22.83611811274667,22.75194651535246,22.938663186929897,22.951340993363537,22.592192505482537,22.463076854409916,22.789037856442818,22.51298868648289,21.34015370725872,21.33520937835483,21.343885427062585,21.32215223663501,21.365066368998075,21.30043286324293,21.111498900111176,21.200922543861612,21.221979432672107,21.244161852596513
2-hydroxyglutarate,0.538535052590305,28.482242417929783,17.201772231012118,8.564658383621075e-24,1.192463974950319e-22,43.79878343984514,27.933744780147983,27.957973914052822,27.867178501645085,27.861025598684478,27.937854093591433,28.03267757902402,27.9323636454205,28.035159362764915,28.054871425838616,28.13403378748204,28.095081131225896,28.101930313638256,28.57527172612313,28.542155392032292,28.534532767855364,28.512944985471428,28.546121285456184,28.535435920306774,28.540826011445684,28.511845237585984,28.528685178815042,28.510777132074534
cysteic acid,1.2607132883754488,18.173205340433373,8.159326914973287,4.799933881067909e-11,1.6707462162947914e-10,14.282384373811528,16.83800727809202,17.213053502801095,17.73253514583372,16.632724288794346,16.78353451549216,16.547060474181155,17.36808780043429,16.7607119414214,17.544353115621004,16.649907874854808,17.382629284702457,17.479243485953088,18.201869484121055,18.67209205042454,18.49450091742308,18.205114113012247,17.954555620844975,18.52680382386362,18.346579859501222,18.38534316477944,18.427361722606616,18.16945271732902
cysteinylglycine,-0.6367407008879127,23.879993857783937,-8.32781315716395,2.5567190729686012e-11,9.255323044146337e-11,14.912977673764725,24.931466912097594,24.920537291834233,24.896719681715293,24.82350464273582,24.442455994891635,24.700387561475022,24.658060566042224,24.60116039313867,24.48931627961607,24.378198662909245,24.598137375412655,24.35127763218706,24.076140185862922,24.05032405593695,24.01883891760417,24.033049069205557,24.079660597697945,23.97515229604448,24.00217157544125,24.080870176777985,23.905591436335317,23.903480508593958
cytidine,-0.24747776520317188,21.61358771199237,-1.984922443517733,0.052149609680262735,0.07800892026551698,-5.945226065305568,22.238029885773344,22.07372360799677,22.163429079163446,21.95629304181512,21.566259359264645,21.480684628205708,21.763837549531992,21.761029576729026,22.18705429534473,22.00300205177604,22.21999537129902,21.90746024046627,21.711566226591394,21.713357649352197,21.772575311114057,21.70366193419108,21.77650309570823,21.66519821887061,21.590281194650487,21.676764090448426,21.652950446269386,21.6963630869109
cytosine,-0.08965681583639196,21.768777845771627,-1.3142760445004387,0.19420819371460107,0.2493027167542042,-7.014999004033334,21.996611828025095,21.758262990281413,22.036820342604866,21.97494630130449,21.69173495043529,21.794771444620835,21.746558916317,21.699172959212746,22.00296371913268,22.072026744372398,22.079156206422283,21.97297787040623,21.75381326037972,21.823135054424874,21.789300071257433,21.859037026270904,21.804671732704357,21.816695946036884,21.75852132756968,21.727748450652356,21.86248605636836,21.929693143584387
dATP,-0.435416802150808,17.884634451357922,-1.245613650463534,0.21818660942900647,0.27616626787867254,-7.101765420517321,19.235020859083452,19.698843009455185,19.78823065815992,19.240909830562156,17.224971735881546,18.152670827273187,18.328414879952277,18.261382493970498,18.92834702914373,18.453047781128227,18.600364628906878,18.08443687827873,18.48620365172448,18.449051308711535,18.39067850812099,18.157636542797867,18.423697776139544,17.32747726550638,18.570291953138565,18.58856302680342,18.029294984561087,17.886804137484532
dCTP,-0.1532502853602722,18.0358291521618,-0.370168557399837,0.7126785952201975,0.7632829925139393,-7.810029211713138,19.519569058553863,19.71833392304678,19.77484695947957,19.617835519447677,16.920222176211702,17.71727068902412,18.26734488550943,17.614265115923008,18.419170532567367,17.88451454463343,18.538149285742225,17.726215617687096,18.65335064391241,18.47603960035171,18.413114431179025,18.52716935325622,17.769380559463524,18.16140835860301,18.525443151424135,18.06454762338669,18.28764277594988,18.354182572059276
deoxyadenosine,-0.13656920232775605,18.959400616625718,-0.7057442969733952,0.4833258038287058,0.5643998096322307,-7.627534247727211,19.371966768340517,19.468177994551016,19.198140930726826,19.10536325443049,19.105626574756513,18.80027136158765,18.63181937349143,18.474854335915023,19.504502720560186,19.126586513859568,19.89278226193183,19.71579325514045,18.92300333159468,19.36491103928636,19.37451871543117,19.02372356815761,19.08976479628781,18.876365162733936,19.14532578561906,19.184566799403186,18.985628122640584,18.663071776644315
deoxycytidine,-0.18207570291808395,22.250542154408574,-1.8025411997540994,0.07694047773947263,0.10795524396003524,-6.274824432481069,22.841910372726826,23.00800472299353,23.0428003703323,22.75302081558552,22.344995507401432,22.165150908614724,22.30921414392503,22.328143000472362,22.396683839185112,22.344302435630095,22.580357794324968,22.28479859020222,22.359363091346765,22.46348802301228,22.341636426698752,22.362215987710407,22.336612331035788,22.34853800450202,22.343559983167292,22.29310912240359,22.362454488921745,22.301084263182357
deoxyribose 5-phosphate,1.1000216552290816,20.69077306178747,10.800073313660425,3.2957958255647278e-15,1.704397269792045e-14,23.90339012993116,20.067286030564457,19.96409080131991,19.7535618818303,20.005948124026215,19.821252404784268,19.428163957531027,20.064873117925888,19.46724951095578,18.905543078356967,19.0228690454049,19.027863145142113,19.408165020528834,20.789018137723243,20.7520355206908,20.677825266069625,20.718254856403224,20.630452783267113,20.739041233575477,20.73303420322844,20.76525048404916,20.61734631699292,20.35867951559975
dihydroorotate,0.4027336657128515,24.86248402688488,1.4281984401488756,0.1588889329867961,0.20839780341021807,-6.86143353539971,24.81579400469623,24.51269447572255,23.982658530447324,24.9844479926024,25.547585745872805,25.8189817358687,25.50904941622858,26.000678209790053,23.964237600741207,23.662435890190494,23.883194429264762,23.93312945464585,25.125239451804006,25.1146385055982,25.119504586673415,25.164627678255616,25.127779462295443,25.14966640806593,25.13618533253208,25.127391245595675,25.10866208179756,25.032714809569732
2-ketoglutarate,0.8192626874418423,29.531099327267086,17.63906505517543,2.651494950917987e-24,4.7992058611615564e-23,44.97805976085469,28.75301798811169,28.82011806313857,28.579958309861365,28.6282310685448,28.66763738770837,28.69125283290951,28.548442995757227,28.746740327799728,28.985689877330625,28.96550663061771,28.993102930004444,28.93906711952908,29.598062274601563,29.591232184020974,29.612909511253626,29.572892267487987,29.631735649565133,29.633360163661095,29.611474232235672,29.5579547646766,29.59363783181414,29.55500593786269
dihydroxyacetone phosphate,0.2503298849881226,25.479969221727547,2.5625740830606065,0.013157486802071308,0.022050973251619505,-4.726190786163864,25.522641791781826,25.507963370485612,25.53790024730503,25.466859780194447,25.374279939420095,25.365720971382267,25.28049982726644,25.474602097296135,25.237083021931813,25.18200388410852,25.36679752883882,25.32064728387298,25.50454792421618,25.648419152345028,25.660785564145,25.63976228172857,25.59909036447598,25.65950849088406,25.645607893272846,25.69599391396392,25.665302750009012,25.648446968077337
dimethylarginine (ADMA+SDMA),-0.03832864177419637,22.940032416471187,-0.4939861855359569,0.6232830689572257,0.6963841696373942,-7.755822177656196,23.456726982410437,23.359595769291364,23.331374481577186,23.17322514926451,22.75592317807586,22.8986264317409,22.89022920393539,22.816995595577744,23.12768095095487,23.01975329117104,23.286107116934506,22.944524815568112,23.014187999499516,23.079139236792365,23.214860888909097,23.123271908303604,22.990658093822706,23.04939352714868,22.912152898822313,23.005105911045646,23.060641934091894,23.05127032257391
dTTP,-0.27546231696886636,21.623880281519014,-2.077961584647397,0.042393305593622116,0.06534242144181222,-5.766493272665732,22.552650564313936,22.612973432457796,22.541314241872037,22.343290702069165,21.61082907601623,21.68188419666053,21.843112389801583,21.7903697344358,21.709807118977665,21.75327294949245,21.804497523455417,21.703124036658263,21.835606416908465,21.824152897593407,21.658985202128736,21.788985924944807,21.696150776321208,21.69927143837629,21.78629727649089,21.67752382344583,21.65705511076043,21.577286268517085
FAD,0.5826346064415979,19.63930680305541,2.9464443275823866,0.0047066715987016195,0.008191418840048011,-3.7820818016565143,20.11751445877841,19.32737902364458,19.392929237939374,19.63047350301526,18.899640165349528,18.694990777968496,18.93925763232142,18.37907661436621,18.750166286717842,19.698431346958696,19.597383014154723,19.498804208265433,20.161490790677178,19.89114250199618,19.798448872612813,19.795393688113553,19.72148289055889,19.928041666780942,19.3418594518619,19.865660085207825,19.905736078864606,19.855461928975487
FAICAR,-1.5406515932169427,-Inf,-5.43382012259188,1.5570687772065998e-6,3.567461375625248e-6,3.975045516054604,20.7037637174021,20.54224593646866,20.76718331600034,20.528980578810078,20.112660249083333,20.345547669956435,20.23431161700073,20.430761650715684,19.68008970676333,19.57534842507745,20.06719762817116,19.943084332758716,18.40404933223537,18.67899173860473,19.050574660452554,18.885025256188246,18.012552931519075,18.586535522403224,18.9992543426202,19.015957159869682,18.53006506192708,18.873123752183762
fructose,0.6254732343554998,23.05640058464167,8.502641036118966,1.3324842689954267e-11,5.024576097670255e-11,15.565701984561283,22.76949452177352,22.70925454500192,22.662010781504254,22.655036030629013,22.620856543897478,22.367851802640175,22.412302637122966,22.34193655785936,22.897562669650476,22.845210620786897,22.999602204153724,22.697165860465436,23.45136807915039,23.45942959987226,23.450578781563806,23.325522457914406,23.308210395878515,23.267215609781545,23.21796989437047,23.15192780334056,23.139049738385786,23.132030629534984
"fructose 1,6-bisphosphate",-0.15234558860715097,24.010809755048253,-2.032086089872177,0.0469859036402725,0.07146595427638085,-5.85550236514962,24.21096352714629,24.30441234545877,24.249879508252636,24.146842831651337,24.135275546718187,24.247873698163264,24.216638574215192,24.09164253907203,24.136773359429032,24.149373536836546,24.247974775674297,24.099474193258775,23.652750515756146,23.882363946409974,23.988699305060926,24.003191227096327,24.1023878894765,24.115640793545758,24.195409960587217,24.15992298356693,24.130477451529504,24.10997040412955
fructose 6-Phosphate,0.010039563850831712,22.363631935337473,0.10870772456363224,0.9138299477526507,0.918906780795721,-7.873595597514388,22.4833135439889,22.54192014025592,22.33913272221087,22.58407797394296,22.31882323820164,22.536386250686853,22.41273509592887,22.502091182243756,22.330726292649345,22.42717885933486,22.423767473729807,22.23864260731987,22.450551394728166,22.483970005920824,22.500731445340943,22.43016003405128,22.53441116825322,22.432255774951734,22.400567599934018,22.38558986708423,22.404748673197826,22.359739158790862
fumarate,-0.21017444320647982,26.787317499213813,-5.156744391169338,3.534409040581668e-6,7.707566702955204e-6,3.1445684851991578,27.146637963588294,27.225194734366802,26.948643354428842,26.999303762344155,26.911375650006327,27.050463544609897,26.90466664981126,27.076083837561676,27.007597331459706,27.023297194670548,26.969409727302256,27.051072486376754,26.873669936736967,26.835914350939163,26.834963230774846,26.793733390588084,26.772565656417676,26.85595773953742,26.79567781690265,26.833743331567227,26.771824657096374,26.791660654480353
GDP,0.05769622409992081,22.499129520528964,0.3000165247245859,0.7652955561908362,0.8053400911077987,-7.833881156072043,23.173917495314242,23.257756221433528,23.280228900070576,22.9697485784007,21.922285832219128,22.14638928446741,22.47384093922338,22.029565027681606,22.41637073688916,22.269893093379988,22.443207959069007,22.048307341470366,22.52008228598657,22.59114347127058,22.58497225600275,22.575514470935445,22.59078932106668,22.548014760430945,22.687175839268097,22.625522175540898,22.622437419386532,22.59090308246004
4-guanidinobutanoate,-0.24821390592951786,21.40036786523284,-1.0703098881067945,0.2891544448147795,0.3584722911744869,-7.3032156577346745,22.545715229429316,22.62896761484451,22.63302273883505,22.122714730158094,22.30332658816379,22.16503933095111,22.040392686479983,22.249096047360762,22.094763983345256,21.894699889688678,22.954199638369385,21.820073565551393,22.426530794851153,22.22985576631842,22.111185128019603,22.03658494573991,22.02159683589543,21.88089141711849,21.903356551895698,21.947014950183505,21.837468427762595,22.000052825567867
GDP-hexose,0.1643983224379184,20.17783591141058,1.9668818229328682,0.054249978745108174,0.07918746897471435,-5.979064108488437,20.20721085296384,20.266082124508934,20.053416457609107,20.03417393907227,19.824852230253153,20.23939822687949,19.994836404972414,19.891654460991607,20.19957551689898,20.172172556635374,20.23319805523267,20.19625210268027,20.3004191818084,20.247705332116595,20.31682198808996,20.361943673100818,20.34106049085185,20.361338764444422,20.339074019953216,20.277240217142243,20.07324457708847,20.119154087031642
gluconate,-1.4674421080973588,29.491451886992103,-19.84409042007552,9.679506578261244e-27,2.5028438438075503e-25,50.6188053478202,31.94870051078171,31.913709053790942,31.90617567257544,31.796425001229682,31.611274530128703,31.66103912798345,31.6683319866101,31.715209034532666,31.43662083518898,31.33851554313598,31.5906750019723,31.36471167892627,30.175601853828127,30.233641210426722,30.21201898500024,30.216253067738247,30.18232050968314,30.19974681491198,30.244853703718743,30.201918821129713,30.148514316648235,30.13686628332157
glucose,0.3776063888760355,25.257003005686165,1.9078036955476971,0.06164276386518703,0.08925872207679082,-6.087990161115367,25.051475427852917,24.496839497153925,24.272151658297894,24.231581166210894,24.729396175673973,24.8199738510056,24.47361029273286,24.426358808707967,26.015017503844014,25.83706666775259,26.008954890710204,25.552184272345844,25.487252209030096,25.437486338520138,25.443044960305073,25.43744505234673,25.375777284088652,25.351221250270058,25.343953947678195,25.29568600331072,25.276273766715914,25.256764920068647
glucose 1-phosphate,-0.549430895433666,20.586138956029693,-6.902295708479082,5.452617509771513e-9,1.566545665505784e-8,9.555920204300513,21.398001691456347,21.37855072628683,21.429605489997304,21.370782871889418,21.126651228601563,21.298179429681483,21.23370630576703,21.23283073237974,21.165385738187922,21.12748262670721,21.365626758640737,21.187244847384466,20.661418815990224,20.82275479772166,20.65359268459004,20.704259812710465,20.737222250350946,20.86941203105332,20.71592298497553,20.7122498892477,20.715678272853243,20.674886545320312
glucose 6-phosphate,0.06159242722446834,23.322428215732124,0.37358595617083223,0.7101485743795614,0.7632829925139393,-7.808740313752409,23.443060180607308,23.351456862184616,22.93141648123323,23.221309809050094,23.222618460572352,23.525263397559673,23.37231285284368,23.36405011828258,23.524561146810218,23.465791641432695,23.678555774540815,23.373855453048463,23.462636712954914,23.42106292236933,23.458697291005414,23.461345912078365,23.43809052487128,23.422173549932854,23.429189898910963,23.376980574330997,23.441195602309644,23.433094765285688
glucuronic acid,0.15868827019239262,23.19903235470457,1.993498449536753,0.051175903021304654,0.07719032039046785,-5.929046565094883,23.586945384969454,23.545779436148614,23.562333235773444,23.478315195851867,23.097067380045647,23.116322383447276,23.12941773561311,23.11228518380431,22.731103506347015,22.61372143194572,22.89636097875987,22.695360900868724,23.29402382625301,23.34750506895343,23.273598374989827,23.291660022876506,23.248223623709315,23.307174606424326,23.297481118933174,23.30368971972122,23.23732415431156,23.290379480397483
glutamate,0.09528568027239714,33.132309212378146,3.108853377770155,0.0029724884778723083,0.005434549641362503,-3.3536841033844524,33.13618133503057,33.18423307924751,33.088580687632884,33.043177093082164,33.07057437370661,33.143647921184254,33.09078762125608,33.11721367281171,33.01616144477092,32.968556898789856,33.05848440360592,33.02717508302932,33.20378849517847,33.17538915484909,33.165281459864865,33.18705195468033,33.199688335039454,33.19530207990082,33.19325375024325,33.13033559604048,33.16026032517498,33.12981699687555
glutamine,-0.3512686283025346,30.159708588335643,-3.435155708033558,0.0011336776381563139,0.0020938331888397223,-2.4455478150423655,30.45459768146652,30.401403572674315,30.18795634617734,30.18362585215368,30.644996416581307,30.689928686982146,30.62080773689342,30.528002832237707,30.957543260114143,30.825511212903276,30.974624178009122,30.895717988602573,30.26913350380625,30.24513782672019,30.307253685982058,30.29467916594323,30.293185566322908,30.247307621568947,30.270484071141983,30.26944902949136,30.247845499148756,30.180100884178774
glutamylcysteine,-0.7097789643005612,19.186110013982073,-4.931430486039335,7.902466059364751e-6,1.6827604197000235e-5,2.3550889240118424,20.29175927598263,20.447127084560588,20.220430226285455,19.962081527862534,19.87338671625969,20.21736441532975,20.26185201194487,20.11611780147027,20.005228533254705,20.014975818672898,20.074153219941476,20.01300692255595,19.511039249873612,19.319979298573642,19.441803920770464,19.437554867594358,19.460049612766397,19.532827688680225,19.407245791122467,19.300591874761874,19.344616137450384,19.39440487716834
glutamylglutamate,0.11669316189924928,21.64593399955687,2.136611017875117,0.03709374358424715,0.05838232685868464,-5.650234092125816,21.645179747827747,21.609069357137862,21.47690501375596,21.55414682128245,21.637771626624964,21.64905442793159,21.58274933462094,21.579736547670016,21.412087552860758,21.507929820725945,21.60247831103277,21.576324122104296,21.68965807018426,21.627023797771884,21.654734001486354,21.692321303974502,21.678442382982418,21.777122974573587,21.639780778433774,21.64004486951062,21.697122326887953,21.765208349499986
4-hydroxyphenyllactate,-0.6843921394715942,21.352274705092693,-14.471609361527817,2.1130884874831684e-20,2.124827867969186e-19,35.93788135223039,22.362608579595143,22.33041404828334,22.397034659174246,22.24680189891674,22.070607657595403,22.182071579381855,22.10217157106995,22.19073292988797,22.21383084252613,22.14864549753656,22.262248774425704,22.197281655622767,21.583681793561798,21.544985519183452,21.6115644895317,21.521714234554384,21.50636739607377,21.58505639789973,21.51427349365144,21.535092402149292,21.483788491234225,21.52326246579076
glutamyllysine,-0.20044104860874512,18.973940676799028,-1.3861704295357906,0.17128910871940037,0.2230455300590753,-6.9194724395267375,19.500668726626365,19.332167167111958,19.25168102779488,19.269883112256988,19.23211904563868,19.286403206545426,19.188727283017677,19.037716643871292,19.550638438862226,19.22806478283461,19.546813346884054,19.48399965375285,19.028124096859678,19.35622833077295,19.367589562312318,19.039903771709515,19.058540773726726,19.18428818157895,19.013013810186994,18.79702167657857,19.39588891167718,19.01239242784064
glutamylthreonine,0.13062920455673321,22.078985860771887,2.1969331455947065,0.03225675357158046,0.05166789731377048,-5.527808262078694,22.098588474678607,21.989036335704032,21.97467825069871,21.805110251727843,22.097961391930276,22.047053867478358,22.120601428436988,22.154595882531975,21.947000479471864,21.878329710398717,21.93343094028923,22.13371199603835,22.26883037222472,22.221784031517547,22.17517648737612,22.22899716571094,22.238095728991684,22.08922975082662,22.10267863235091,21.924274949822465,22.04088245854427,22.166424976022846
glutathione,-0.5234432209484545,31.040037188550116,-8.64429822603338,7.870841123255763e-12,3.097004876759333e-11,16.093222624988126,31.893556186659197,31.924832144881655,31.91877639479299,31.840030989853663,31.565442060825895,31.643577534202684,31.607256911009873,31.676609938626992,31.51868350073754,31.50316352721633,31.619689601069176,31.488418247686003,31.203564645175923,31.182653682893054,31.178538197363746,31.185851348745047,31.154666138384833,31.146623896666902,31.14619778643994,31.129759351741274,31.143162615917934,31.12791432515521
glutathione oxidized,-0.7903170692728523,22.136662253751123,-10.260748956950046,2.2013453042355778e-14,1.0216500001708708e-13,21.99437782335488,23.302291816589612,23.389068981831173,23.26333886182384,23.21284099332079,22.91184801914008,23.18272812401229,22.995817564095795,22.989754058793505,22.941037528966035,23.079374846486463,23.10013154874051,22.828489960581386,22.498463851923038,22.171193246528833,22.296954577961262,22.315973361174706,22.285035174533608,22.32590072157505,22.282346990354885,22.200321707894553,22.31167417498662,22.406234087323558
glyceraldehyde 3-phosphate,-0.06761200019610314,24.238376071731047,-0.9190373140900946,0.36208914592682473,0.4428252392753735,-7.453481056604245,24.462630320647577,24.586869201964337,24.54311655370195,24.430125126863484,24.2003340829993,24.334959518192964,24.196911998481657,24.407432371885317,24.31194969637341,24.409198603819757,24.44677901227688,24.30159117555728,24.40061118256151,24.32496149125388,24.335625016126745,24.27320696369426,24.277458160897158,24.310858223779615,24.283105477734573,24.32276253898592,24.358381393027386,24.296824268947812
glycerol 3-phosphate,-0.48004655896560067,23.90975281600429,-7.011022358750899,3.61831873255629e-9,1.073632279660145e-8,9.96449891115094,24.652886480274525,24.66547087052213,24.708179792981873,24.603580684063527,24.61742516178497,24.673667612150066,24.60008596279817,24.73281659574462,24.52272931920088,24.528878997299383,24.641426167083935,24.646964285657614,24.111329919006476,24.153539213021674,24.168608591584043,24.18024996499603,24.13563475824175,24.124842480492376,24.17292144838772,24.17018859083964,24.165670763651207,24.14497528809119
glycerophosphocholine,0.09816854999701263,33.377277848217865,1.4318755294995476,0.15783810345555666,0.20839780341021807,-6.85627900182861,33.46122112073303,33.443253456458784,33.54257129894775,33.39689617227195,33.30610076563965,33.350967688508504,33.43308315406082,33.35912737003212,33.57085754636903,33.45812906411399,33.692523425272284,33.576036512412344,33.60210469569275,33.555060531321836,33.57946646479234,33.58228248924179,33.57296516147721,33.55632462360778,33.57615964429472,33.55790802971837,33.52059233102816,33.53779450781207
glycerophosphoethanolamine,-0.7009434819573634,27.63866687367849,-10.3112518021977,1.8400564052205917e-14,8.764479193287556e-14,22.17454707013287,28.78710365235661,28.798046355155247,28.806742442001696,28.69473235318763,28.3482956249915,28.421155025915663,28.425770205827483,28.465441454854226,28.411789230623345,28.338096465426386,28.559711141221403,28.42605307292549,27.876094295038875,27.84886929166785,27.83861641012244,27.838641125391785,27.86766677524786,27.866404856848707,27.84173204819153,27.78916147517439,27.83235559949618,27.793470823652385
glycerophosphoinositol,-0.9749383473172699,25.20479532159118,-7.168343067382375,1.9985804073415626e-9,6.0290508954803805e-9,10.556262422380765,27.076781444713973,27.1146342737484,27.060692708973846,27.087907487484067,26.597877572327295,26.553838243595703,26.537896785692787,26.62801032062603,26.28447019153727,26.434338449005683,26.346407734107856,26.410467436353958,25.956724322039246,25.815896913140815,25.760506073393582,25.748866462673522,25.680299771164567,25.6212419597493,25.636430008651185,25.63362503189954,25.580391044108325,25.594403813479637
glycine,-1.4272808603446485,22.568169171966705,-19.101178412851773,6.078198278391173e-26,1.3751923604860029e-24,48.77331717620483,25.01380136845893,24.945067917082937,25.00029633307781,24.865865929743492,24.646180000377583,24.54887857122542,24.77390520864157,24.857953059655827,24.65325716082655,24.57304346647501,24.673642062338914,24.588869860969773,23.375013054354564,23.373687944172506,23.344618662904374,23.35541853565789,23.34667184362809,23.37634343145714,23.164980687058424,23.427679234788123,23.332932904570956,23.247145880356335
