Metabolite,Cond1_DF_Detected,Cond1_DF_ValueCol,Cond1_DF_PadjCol,Cond1_DF_Cutoff,Cond1_DF_Cutoff_Specific.x,Cond2_DF_Detected,Cond2_DF_ValueCol,Cond2_DF_PadjCol,Cond2_DF_Cutoff,Cond2_DF_Cutoff_Specific,BG_method,RG1_All,RG2_Significant,RG3_SignificantChange,Cond1_DF_ Log2FC,Cond1_DF_AveExpr,Cond1_DF_t.val,Cond1_DF_p.val,Cond1_DF_ p.adj,Cond1_DF_B,Cond1_DF_log2(MS55_01),Cond1_DF_log2(MS55_02),Cond1_DF_log2(MS55_03),Cond1_DF_log2(MS55_04),Cond1_DF_log2(MS55_05),Cond1_DF_log2(MS55_06),Cond1_DF_log2(MS55_07),Cond1_DF_log2(MS55_08),Cond1_DF_log2(MS55_17),Cond1_DF_log2(MS55_18),Cond1_DF_log2(MS55_19),Cond1_DF_log2(MS55_20),Cond1_DF_log2(MS55_21),Cond1_DF_log2(MS55_22),Cond1_DF_log2(MS55_23),Cond1_DF_log2(MS55_24),Cond1_DF_log2(MS55_33),Cond1_DF_log2(MS55_34),Cond1_DF_log2(MS55_35),Cond1_DF_log2(MS55_36),Cond1_DF_log2(MS55_37),Cond1_DF_log2(MS55_38),Cond1_DF_log2(MS55_39),Cond1_DF_log2(MS55_40),Cond1_DF_Cutoff_Specific.y,Cond2_DF_ Log2FC,Cond2_DF_AveExpr,Cond2_DF_t.val,Cond2_DF_p.val,Cond2_DF_ p.adj,Cond2_DF_B,Cond2_DF_log2(MS55_01),Cond2_DF_log2(MS55_02),Cond2_DF_log2(MS55_03),Cond2_DF_log2(MS55_04),Cond2_DF_log2(MS55_09),Cond2_DF_log2(MS55_10),Cond2_DF_log2(MS55_11),Cond2_DF_log2(MS55_12),Cond2_DF_log2(MS55_17),Cond2_DF_log2(MS55_18),Cond2_DF_log2(MS55_19),Cond2_DF_log2(MS55_20),Cond2_DF_log2(MS55_25),Cond2_DF_log2(MS55_26),Cond2_DF_log2(MS55_27),Cond2_DF_log2(MS55_28),Cond2_DF_log2(MS55_33),Cond2_DF_log2(MS55_34),Cond2_DF_log2(MS55_35),Cond2_DF_log2(MS55_36),Cond2_DF_log2(MS55_41),Cond2_DF_log2(MS55_42),Cond2_DF_log2(MS55_43),Cond2_DF_log2(MS55_44),RG1_Specific_Cond2,RG1_Specific_Cond1
dimethylarginine (ADMA+SDMA),TRUE,-0.03502873017107078,0.7013980913937489,No Change,Not Significant,TRUE,-0.29405573544986296,8.67423179810229e-4,No Change,Significant Negative,TRUE,Cond1 Not Significant + Cond2 Significant Negative,None,None,-0.03502873017107078,22.917108279881646,-0.439097233313636,0.6626468156261384,0.7013980913937489,-8.491150762714977,23.456726982410437,23.359595769291364,23.331374481577186,23.17322514926451,23.323745337594115,23.292711178457402,23.276929292787973,23.217518188127453,22.75592317807586,22.8986264317409,22.89022920393539,22.816995595577744,22.72688259601248,23.01696685314921,22.992460357073085,22.851465342248282,23.12768095095487,23.01975329117104,23.286107116934506,22.944524815568112,23.055772473173352,22.988851536370674,22.92152037520823,22.97559467424682,Not Significant,-0.29405573544986296,22.917108279881646,-3.6860902249513177,5.990491573275062e-4,8.67423179810229e-4,-2.5099509716530513,23.456726982410437,23.359595769291364,23.331374481577186,23.17322514926451,22.920880528744178,22.82468264199851,22.51658192583231,22.64168491426811,22.75592317807586,22.8986264317409,22.89022920393539,22.816995595577744,22.784028154828285,22.782642730098704,22.726630113003647,22.607355166302153,23.12768095095487,23.01975329117104,23.286107116934506,22.944524815568112,23.027716364497447,22.835511120173745,22.858721086912265,23.005659394444297,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Not Significant
fructose,TRUE,0.2635708127488492,0.0012174918861988543,No Change,Significant Positive,TRUE,0.42092966471749094,1.3281932561363542e-6,No Change,Significant Positive,TRUE,Cond1 Significant Positive + Cond2 Significant Positive,None,None,0.2635708127488492,23.007665227488,3.6011673391173487,7.735445685793826e-4,0.0012174918861988543,-2.755184102119327,22.76949452177352,22.70925454500192,22.662010781504254,22.655036030629013,22.96315447918381,22.838379022920854,22.89803910740866,23.00619113393253,22.620856543897478,22.367851802640175,22.412302637122966,22.34193655785936,22.612755539633252,22.825176731442024,22.796169118920428,22.793611261304292,22.897562669650476,22.845210620786897,22.999602204153724,22.697165860465436,23.072875450514573,23.145990336411323,23.184972381074154,23.003819965725555,Significant Positive,0.42092966471749094,23.007665227488,5.751160930291069,6.824418387882925e-7,1.3281932561363542e-6,4.136382600340923,22.76949452177352,22.70925454500192,22.662010781504254,22.655036030629013,23.289542792510307,23.243777241943445,22.977002655845464,23.050250373054517,22.620856543897478,22.367851802640175,22.412302637122966,22.34193655785936,23.06468797336579,23.11104043508407,23.04053611048137,22.961842788302754,22.897562669650476,22.845210620786897,22.999602204153724,22.697165860465436,23.12732232031645,23.031164194985863,22.942452383980175,23.18982148222491,Cond1 No Change + Cond2 Significant Positive,Cond2 No Change + Cond1 Significant Positive
"fructose 1,6-bisphosphate",TRUE,-0.354518017810328,2.2584393866039195e-5,No Change,Significant Negative,TRUE,-0.27694049381928565,6.142655272557577e-4,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.354518017810328,24.0059614857425,-4.880741827727144,1.3101443955437102e-5,2.2584393866039195e-5,1.2130846548481191,24.21096352714629,24.30441234545877,24.249879508252636,24.146842831651337,24.12435977551844,24.18953547391848,24.02482777882845,23.65653328593217,24.135275546718187,24.247873698163264,24.216638574215192,24.09164253907203,23.468952235540417,23.570217284144746,23.733253813381413,23.7307197070231,24.136773359429032,24.149373536836546,24.247974775674297,24.099474193258775,23.683260545607993,23.87766438695116,23.91137670933105,24.012207225974958,Significant Negative,-0.27694049381928565,24.0059614857425,-3.8127118624993632,4.0724786337398305e-4,6.142655272557577e-4,-2.1385995098722335,24.21096352714629,24.30441234545877,24.249879508252636,24.146842831651337,24.166267776305073,24.05315621867471,23.92007122602771,23.61237919111314,24.135275546718187,24.247873698163264,24.216638574215192,24.09164253907203,23.793096323360693,23.704683369460387,23.94709992294334,23.658499543526304,24.136773359429032,24.149373536836546,24.247974775674297,24.099474193258775,24.02560353306151,23.824888249083173,24.060774965586305,24.14731819090254,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
fructose 6-Phosphate,TRUE,-0.19119382945299535,0.06758648910134309,No Change,Not Significant,TRUE,-0.36100186868162254,7.05633909031273e-4,No Change,Significant Negative,TRUE,Cond1 Not Significant + Cond2 Significant Negative,None,None,-0.19119382945299535,22.348081815152504,-1.9924356218982944,0.052276842398828904,0.06758648910134309,-6.644828839317744,22.4833135439889,22.54192014025592,22.33913272221087,22.58407797394296,22.387767640895124,22.431922479744074,22.302561937996014,21.902335651268004,22.31882323820164,22.536386250686853,22.41273509592887,22.502091182243756,22.10594387784861,22.273679163743736,22.363714283044875,22.213862151483422,22.330726292649345,22.42717885933486,22.423767473729807,22.23864260731987,22.207542248243847,22.182336037307753,22.121420369823852,22.351383585658333,Not Significant,-0.36100186868162254,22.348081815152504,-3.7620093953395446,4.756206458663829e-4,7.05633909031273e-4,-2.2880967097399703,22.4833135439889,22.54192014025592,22.33913272221087,22.58407797394296,21.829979014642078,21.675025323444096,21.726667652779483,22.410293200762478,22.31882323820164,22.536386250686853,22.41273509592887,22.502091182243756,22.08211605020094,21.807952277107606,21.78768350545871,22.275851836441593,22.330726292649345,22.42717885933486,22.423767473729807,22.23864260731987,22.45961647125831,22.122551341592867,21.966768758178564,22.66226752444748,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Not Significant
fumarate,TRUE,-0.26376321309643913,2.6296872421447404e-7,No Change,Significant Negative,TRUE,-0.33105368489809806,1.3047211891575326e-9,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.26376321309643913,26.78134800394501,-6.217503900076282,1.3656939268596995e-7,2.6296872421447404e-7,5.738225198394851,27.146637963588294,27.225194734366802,26.948643354428842,26.999303762344155,26.707178221980406,26.702929924457987,26.765453800963417,26.71557841787584,26.911375650006327,27.050463544609897,26.90466664981126,27.076083837561676,26.615542909330948,26.760932800567947,26.812561888111613,26.69957980796232,27.007597331459706,27.023297194670548,26.969409727302256,27.051072486376754,26.884647484676996,26.833029261495206,26.75505119233368,26.89610196961288,Significant Negative,-0.33105368489809806,26.78134800394501,-7.803694657889868,5.766723487989094e-10,1.3047211891575326e-9,11.215999793583755,27.146637963588294,27.225194734366802,26.948643354428842,26.999303762344155,26.600952213102683,26.69784010599892,26.578289963826652,26.70562650822035,26.911375650006327,27.050463544609897,26.90466664981126,27.076083837561676,26.752556014888082,26.79990938041816,26.71515473563499,26.755631889230568,27.007597331459706,27.023297194670548,26.969409727302256,27.051072486376754,26.689969402527947,26.688253210946623,26.629253179403786,26.727665413550667,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
gluconate,TRUE,-2.630790153858708,4.1841216853418625e-33,DOWN,DOWN,TRUE,-3.165449353412381,1.9075074277598778e-36,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-2.630790153858708,29.344843205815316,-34.13539886793555,2.542836383356933e-34,4.1841216853418625e-33,68.07243607107756,31.94870051078171,31.913709053790942,31.90617567257544,31.796425001229682,28.864886489352678,29.008009684446275,29.00362352559499,28.706256705402698,31.611274530128703,31.66103912798345,31.6683319866101,31.715209034532666,28.843699043269226,29.08769915413123,29.139814708934296,29.196277970036878,31.43662083518898,31.33851554313598,31.5906750019723,31.36471167892627,29.055866908364354,29.116207662731828,29.169265858755935,29.190298419531306,DOWN,-3.165449353412381,29.344843205815316,-41.07278420382272,6.680279845765036e-38,1.9075074277598778e-36,76.4008440729255,31.94870051078171,31.913709053790942,31.90617567257544,31.796425001229682,28.450426455941017,28.3194786274359,28.283605377472213,28.210943252425565,31.611274530128703,31.66103912798345,31.6683319866101,31.715209034532666,28.50394124885899,28.47707668869045,28.546451687269464,28.546963461723664,31.43662083518898,31.33851554313598,31.5906750019723,31.36471167892627,28.664826018661756,28.51161710396174,28.705931819480185,28.744733993986713,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
glucose,TRUE,0.13873540658278216,0.5595446292684151,No Change,Not Significant,TRUE,0.31858141119953487,0.1493609125794474,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,0.13873540658278216,25.233359762447154,0.673658729150474,0.5038993070207274,0.5595446292684151,-8.358784412298208,25.051475427852917,24.496839497153925,24.272151658297894,24.231581166210894,25.475957572880976,25.272235860733016,24.963400059729604,25.441536785114398,24.729396175673973,24.8199738510056,24.47361029273286,24.426358808707967,24.5384494900837,25.32394659741812,24.76807253336367,24.584431357223863,26.015017503844014,25.83706666775259,26.008954890710204,25.552184272345844,25.344412740810665,25.26470692892643,25.527045582449635,25.075239582547884,Not Significant,0.31858141119953487,25.233359762447154,1.5469385493283168,0.12873095227841874,0.1493609125794474,-7.398042201416055,25.051475427852917,24.496839497153925,24.272151658297894,24.231581166210894,26.09578825782519,25.65562207867557,24.868155930438487,25.3925999478673,24.729396175673973,24.8199738510056,24.47361029273286,24.426358808707967,25.087799945725642,25.303655368334486,24.972942580766222,24.817483243178582,26.015017503844014,25.83706666775259,26.008954890710204,25.552184272345844,25.70009705917063,25.327836186585866,25.008372085303016,25.507234462811997,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
glucose 1-phosphate,TRUE,-1.0483852661925326,3.569632400478681e-16,DOWN,DOWN,TRUE,-1.0397743252458298,4.716013065719516e-16,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-1.0483852661925326,20.55684711176893,-12.744612599953307,1.0649732023527558e-16,3.569632400478681e-16,26.889641126510714,21.398001691456347,21.37855072628683,21.429605489997304,21.370782871889418,20.25983495186689,20.147664998111825,20.34838843540931,20.231483599186593,21.126651228601563,21.298179429681483,21.23370630576703,21.23283073237974,19.864942782735092,20.25509101467764,20.26292140995377,20.13142959549817,21.165385738187922,21.12748262670721,21.365626758640737,21.187244847384466,20.257824520771788,20.389368919941845,20.188102278082205,20.39637274643455,DOWN,-1.0397743252458298,20.55684711176893,-12.639934377141799,1.4330426442794107e-16,4.716013065719516e-16,26.588571983935918,21.398001691456347,21.37855072628683,21.429605489997304,21.370782871889418,20.17637694768027,20.042546546428714,19.911048167264028,19.91848480636571,21.126651228601563,21.298179429681483,21.23370630576703,21.23283073237974,20.286043767703333,20.167184507346825,20.53585412963785,20.296096271217372,21.165385738187922,21.12748262670721,21.365626758640737,21.187244847384466,20.390767302447745,20.36175799598845,20.46656357339383,20.284032528555993,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
glucose 6-phosphate,TRUE,-0.06360158686247175,0.7461079101587648,No Change,Not Significant,TRUE,-0.5838788919383191,0.0019897563251746056,No Change,Significant Negative,TRUE,Cond1 Not Significant + Cond2 Significant Negative,None,None,-0.06360158686247175,23.299091015800286,-0.36993222042442614,0.71313076495837735,0.7461079101587648,-8.519625485814103,23.443060180607308,23.351456862184616,22.93141648123323,23.221309809050094,23.410954730615682,23.521039556187603,23.487030771682708,22.846488089882357,23.222618460572352,23.525263397559673,23.37231285284368,23.36405011828258,23.084446531735004,23.393547357238646,23.393838541915976,23.25852467830124,23.524561146810218,23.465791641432695,23.678555774540815,23.373855453048463,23.4048162654342,23.23343655613116,23.25156918585899,23.425340870832425,Not Significant,-0.5838788919383191,23.299091015800286,-3.396072733542827,0.0014181136240194701,0.0019897563251746056,-3.333922848713372,23.443060180607308,23.351456862184616,22.93141648123323,23.221309809050094,22.42390910419424,22.266734211277086,21.96307284940716,23.71578400637813,23.222618460572352,23.525263397559673,23.37231285284368,23.36405011828258,22.969812389295015,22.300261696037918,21.951786267637765,23.006758027071534,23.524561146810218,23.465791641432695,23.678555774540815,23.373855453048463,23.780209318196075,22.789155971816893,22.539561218706197,23.760660414887816,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Not Significant
glucuronic acid,TRUE,0.593722299623991,1.1219069258309162e-8,No Change,Significant Positive,TRUE,-0.03247268606573428,0.7339754148317209,No Change,Not Significant,TRUE,Cond1 Significant Positive + Cond2 Not Significant,None,None,0.593722299623991,23.18026701200615,7.1520078721483635,5.3925913009552334e-9,1.1219069258309162e-8,8.971005214266135,23.586945384969454,23.545779436148614,23.562333235773444,23.478315195851867,23.92586247403921,23.95226006968934,23.971052988643024,23.91534614120612,23.097067380045647,23.116322383447276,23.12941773561311,23.11228518380431,23.514742965780517,23.68190954560568,23.576710980675383,23.654014884479068,22.731103506347015,22.61372143194572,22.89636097875987,22.695360900868724,23.593357295551677,23.60167013347775,23.626379586858416,23.676373283056833,Significant Positive,-0.03247268606573428,23.18026701200615,-0.39116756523886087,0.697479399729591,0.7339754148317209,-8.511397436855091,23.586945384969454,23.545779436148614,23.562333235773444,23.478315195851867,23.125034153909773,23.1225933226554,23.09531641726898,23.04993161410331,23.097067380045647,23.116322383447276,23.12941773561311,23.11228518380431,23.00507219706547,23.038735298474357,23.100695252638147,23.001214183812095,22.731103506347015,22.61372143194572,22.89636097875987,22.695360900868724,23.10170207081817,23.018047952779824,23.138725544102005,23.378272513158723,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Significant Positive
glutamate,TRUE,0.04166907822776267,0.24426883444635025,No Change,Not Significant,TRUE,0.04035183336266357,0.24371867781649587,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,0.04166907822776267,33.123620128543436,1.2970466470798279,0.20108318415749277,0.24426883444635025,-7.745593956222968,33.13618133503057,33.18423307924751,33.088580687632884,33.043177093082164,33.206519230028064,33.18218052863926,33.215757215297884,33.13448951588158,33.07057437370661,33.143647921184254,33.09078762125608,33.11721367281171,32.972684493123694,33.047786178248664,33.131204164072585,33.066149566174644,33.01616144477092,32.968556898789856,33.05848440360592,33.02717508302932,33.09607637805952,33.12178189618191,33.117461834994,33.15271155217925,Not Significant,0.04035183336266357,33.123620128543436,1.256044347333212,0.21544192514165378,0.24371867781649587,-7.79722483356048,33.13618133503057,33.18423307924751,33.088580687632884,33.043177093082164,33.06560237801963,33.03347216213753,33.02223293329849,33.026912317904376,33.07057437370661,33.143647921184254,33.09078762125608,33.11721367281171,33.17431134350124,33.20525335936069,33.15243629893277,33.18674810597422,33.01616144477092,32.968556898789856,33.05848440360592,33.02717508302932,33.15284349412569,33.110666617519215,33.10932317278986,33.18919343093613,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
glutamine,TRUE,-0.9314180122441869,5.504815847818058e-11,No Change,Significant Negative,TRUE,-0.5220749517375189,2.148317781989879e-5,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.9314180122441869,30.138302526440892,-8.73941444314627,2.4634811252666446e-11,5.504815847818058e-11,14.391415988110698,30.45459768146652,30.401403572674315,30.18795634617734,30.18362585215368,30.086743278639332,29.85286377340067,29.936273114166166,30.00710596160193,30.644996416581307,30.689928686982146,30.62080773689342,30.528002832237707,29.12420193208443,29.276202598007774,29.281542878618712,29.187947679024727,30.957543260114143,30.825511212903276,30.974624178009122,30.895717988602573,29.930332395515872,29.730089999901644,29.96841284206601,29.80598316483815,Significant Negative,-0.5220749517375189,30.138302526440892,-4.89858400164114,1.2343925377179415e-5,2.148317781989879e-5,1.2717078611003956,30.45459768146652,30.401403572674315,30.18795634617734,30.18362585215368,30.508901134853904,30.17486319015011,30.001422269719868,30.14180515567977,30.644996416581307,30.689928686982146,30.62080773689342,30.528002832237707,30.003041856634223,30.045528752046824,30.066680157089476,29.94108270087192,30.957543260114143,30.825511212903276,30.974624178009122,30.895717988602573,30.189960324548775,29.97405512795647,29.91112010605346,30.14135556834052,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
glutamylcysteine,TRUE,-0.6890427513064772,5.463181637969116e-5,No Change,Significant Negative,TRUE,-1.37094281623774,1.4592101531164944e-11,DOWN,DOWN,TRUE,Cond1 Significant Negative + Cond2 DOWN,core_DOWN,Cond2_DOWN,-0.6890427513064772,19.1384222394208,-4.608298896227724,3.229615664434781e-5,5.463181637969116e-5,0.32690004424319064,20.29175927598263,20.447127084560588,20.220430226285455,19.962081527862534,19.878177791709653,20.02402953947285,19.792219996618122,19.702724688927546,19.87338671625969,20.21736441532975,20.26185201194487,20.11611780147027,18.924156216033044,19.296813340275964,19.403213362261308,19.037931425064524,20.005228533254705,20.014975818672898,20.074153219941476,20.01300692255595,19.356304859548782,19.252388527099452,19.196599627631585,19.36441116380018,Significant Negative,-1.37094281623774,19.1384222394208,-9.168827703187995,5.965831565227657e-12,1.4592101531164944e-11,15.822259935376525,20.29175927598263,20.447127084560588,20.220430226285455,19.962081527862534,19.34559202529031,19.158620780004252,18.92947756748065,18.660872015660008,19.87338671625969,20.21736441532975,20.26185201194487,20.11611780147027,18.525232293236268,18.70382831995892,18.618216787213832,18.527512564426214,20.005228533254705,20.014975818672898,20.074153219941476,20.01300692255595,18.686964312623555,18.499059968822195,18.53671331046496,18.854079814086685,Cond1 No Change + Cond2 DOWN,Cond2 DOWN + Cond1 Significant Negative
glutamylglutamate,TRUE,0.17765520131511536,0.004186188590089554,No Change,Significant Positive,TRUE,-0.017183805641472816,0.7930648312042081,No Change,Not Significant,TRUE,Cond1 Significant Positive + Cond2 Not Significant,None,None,0.17765520131511536,21.63755652331236,3.144345589074307,0.002914142333432507,0.004186188590089554,-4.0159353969913605,21.645179747827747,21.609069357137862,21.47690501375596,21.55414682128245,21.968777202705432,21.99465460261243,22.049584961121564,21.946875058891884,21.637771626624964,21.64905442793159,21.58274933462094,21.579736547670016,21.62347618892951,21.760784861354185,21.76909988255043,21.79100502313186,21.412087552860758,21.507929820725945,21.60247831103277,21.576324122104296,21.488421207575875,21.482192476853875,21.53580662426122,21.55461700936848,Significant Positive,-0.017183805641472816,21.63755652331236,-0.3041387084211313,0.7623938156327748,0.7930648312042081,-8.542218261368964,21.645179747827747,21.609069357137862,21.47690501375596,21.55414682128245,21.59763005053119,21.50622714715279,21.64475322902385,21.520108077210498,21.637771626624964,21.64905442793159,21.58274933462094,21.579736547670016,21.56066243246544,21.628293651471704,21.706341464041113,21.64301010672408,21.412087552860758,21.507929820725945,21.60247831103277,21.576324122104296,21.493351000399578,21.351576531742857,21.42431445425975,21.55095887085477,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Significant Positive
glutamyllysine,TRUE,-0.8814323054405158,5.300637622043288e-7,No Change,Significant Negative,TRUE,-0.45803583190404495,0.00421794394830178,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.8814323054405158,18.94240766064792,-6.008559624068416,2.811387910034009e-7,5.300637622043288e-7,5.018625277132482,19.500668726626365,19.332167167111958,19.25168102779488,19.269883112256988,18.945118204743682,19.21090809284351,18.98992089983705,19.588285478485655,19.23211904563868,19.286403206545426,19.188727283017677,19.037716643871292,18.36791354016626,18.398301989745068,18.2908262811572,18.30823066749815,19.550638438862226,19.22806478283461,19.546813346884054,19.48399965375285,17.679599268121517,18.00783868716286,17.637389748446683,17.907361911703244,Significant Negative,-0.45803583190404495,18.94240766064792,-3.1223448346152805,0.0030993731774814183,0.00421794394830178,-4.073957242998115,19.500668726626365,19.332167167111958,19.25168102779488,19.269883112256988,19.175977009676433,18.95329458397955,18.899637464069777,18.716235525626214,19.23211904563868,19.286403206545426,19.188727283017677,19.037716643871292,18.900727005934797,18.951528818250615,18.140816747104996,18.511926954349438,19.550638438862226,19.22806478283461,19.546813346884054,19.48399965375285,19.220591015153307,18.836093835827054,18.94096173565955,19.164661756716768,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
glutamylthreonine,TRUE,-0.0066448866383233,0.9111306445276317,No Change,Not Significant,TRUE,0.019015847067723968,0.7841993665544635,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,-0.0066448866383233,22.065100111903778,-0.11222837516951616,0.9111306445276317,0.9111306445276317,-8.582978942290818,22.098588474678607,21.989036335704032,21.97467825069871,21.805110251727843,22.30079929273613,22.085423833783103,22.266913526595175,21.99629113699994,22.097961391930276,22.047053867478358,22.120601428436988,22.154595882531975,21.834765930996902,21.968159549795036,21.814104912427865,21.96806034950005,21.947000479471864,21.878329710398717,21.93343094028923,22.13371199603835,22.013595346046966,21.925046159048577,21.86982268443456,22.05737764736078,Not Significant,0.019015847067723968,22.065100111903778,0.3211668964485404,0.7495386210713934,0.7841993665544635,-8.536792003531849,22.098588474678607,21.989036335704032,21.97467825069871,21.805110251727843,22.018802323984133,22.111073028088516,22.11769331333165,21.86632480897832,22.097961391930276,22.047053867478358,22.120601428436988,22.154595882531975,21.946887084915122,22.128309361792684,22.208493472570677,22.092427312292468,21.947000479471864,21.878329710398717,21.93343094028923,22.13371199603835,21.877330507162196,21.83395783366965,22.12262715514178,22.084362972270398,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
glutathione,TRUE,-0.5949885358496267,6.752418871479713e-12,No Change,Significant Negative,TRUE,-1.0132015189307495,8.711673441271024e-20,DOWN,DOWN,TRUE,Cond1 Significant Negative + Cond2 DOWN,core_DOWN,Cond2_DOWN,-0.5949885358496267,31.015067186404643,-9.408989417204886,2.723351257558116e-12,6.752418871479713e-12,16.614089883890927,31.893556186659197,31.924832144881655,31.91877639479299,31.840030989853663,31.380786405643978,31.362859418270045,31.324339585046904,31.3136215479526,31.565442060825895,31.643577534202684,31.607256911009873,31.676609938626992,30.89511784760331,31.059649987644818,31.12472680593569,31.0825762083974,31.51868350073754,31.50316352721633,31.619689601069176,31.488418247686003,30.842715905233444,30.8618793789017,30.859594555872835,30.952306960863787,Significant Negative,-1.0132015189307495,31.015067186404643,-16.022497568801377,1.913239963958971e-20,8.711673441271024e-20,35.644275585408366,31.893556186659197,31.924832144881655,31.91877639479299,31.840030989853663,30.70786072896311,30.7668916085731,30.709528094702534,30.716635509303934,31.565442060825895,31.643577534202684,31.607256911009873,31.676609938626992,30.684110622259723,30.607900454977198,30.68863911847355,30.690555990913904,31.51868350073754,31.50316352721633,31.619689601069176,31.488418247686003,30.640208404748236,30.502733521938534,30.640376893035764,30.686177862503524,Cond1 No Change + Cond2 DOWN,Cond2 DOWN + Cond1 Significant Negative
glutathione oxidized,TRUE,-0.9505818718563646,2.260486891779863e-15,No Change,Significant Negative,TRUE,-1.4644465977918806,3.100516300561712e-22,DOWN,DOWN,TRUE,Cond1 Significant Negative + Cond2 DOWN,core_DOWN,Cond2_DOWN,-0.9505818718563646,22.100673183818937,-12.07114667757522,7.368437934531046e-16,2.260486891779863e-15,24.928329421366097,23.302291816589612,23.389068981831173,23.26333886182384,23.21284099332079,22.48319106806668,22.621353830370975,22.401729262743192,22.49067833591367,22.91184801914008,23.18272812401229,22.995817564095795,22.989754058793505,21.830618277588105,22.092055192505974,22.155229046081345,22.087860832708124,22.941037528966035,23.079374846486463,23.10013154874051,22.828489960581386,21.93873294155544,21.86290999621601,21.862332713709325,21.963048344646275,Significant Negative,-1.4644465977918806,22.100673183818937,-18.59655670573625,4.9676780506237376e-23,3.100516300561712e-22,41.69245130514102,23.302291816589612,23.389068981831173,23.26333886182384,23.21284099332079,21.652071074049378,21.678033459168645,21.815604757469476,21.653184288110907,22.91184801914008,23.18272812401229,22.995817564095795,22.989754058793505,21.527829075228322,21.632245787899862,21.82260012427099,21.50602719847105,22.941037528966035,23.079374846486463,23.10013154874051,22.828489960581386,21.557413287146495,21.470930208724177,21.596983491841424,21.710440378498173,Cond1 No Change + Cond2 DOWN,Cond2 DOWN + Cond1 Significant Negative
glyceraldehyde 3-phosphate,TRUE,0.15270622522848853,0.06758648910134309,No Change,Not Significant,TRUE,-0.34092120080662625,8.804594426512998e-5,No Change,Significant Negative,TRUE,Cond1 Not Significant + Cond2 Significant Negative,None,None,0.15270622522848853,24.22170869673733,1.993715008474562,0.05213188471248076,0.06758648910134309,-6.642431476965968,24.462630320647577,24.586869201964337,24.54311655370195,24.430125126863484,24.52366613190808,24.595805888295914,24.58280412881009,24.48913029197086,24.2003340829993,24.334959518192964,24.196911998481657,24.407432371885317,24.247621298968042,24.476918389307745,24.532127603670062,24.477696573438,24.31194969637341,24.409198603819757,24.44677901227688,24.30159117555728,24.623053280891707,24.632292582461446,24.623644896424228,24.65961129935952,Not Significant,-0.34092120080662625,24.22170869673733,-4.45102819965808,5.3995026593532756e-5,8.804594426512998e-5,-0.1761804961204021,24.462630320647577,24.586869201964337,24.54311655370195,24.430125126863484,23.863566234790657,23.986303370145666,23.826396053696776,23.84420201556865,24.2003340829993,24.334959518192964,24.196911998481657,24.407432371885317,23.880455847442416,23.93945002396196,23.972661226187686,23.9165771006763,24.31194969637341,24.409198603819757,24.44677901227688,24.30159117555728,24.360287398417697,24.22017791051395,24.324677602865872,24.406088468816662,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Not Significant
