Metabolite,bartlett p.val,Var homogeneity
valine-d8,0.15670832986808444,TRUE
hippuric acid-d5,1.0614601819906787e-4,FALSE
2/3-phosphoglycerate,0.03346779246771172,FALSE
2-aminoadipic acid,0.04107334943736815,FALSE
2-hydroxyglutarate,0.06463509329988547,TRUE
2-ketoglutarate,0.8185934965279232,TRUE
4-guanidinobutanoate,8.473182015180706e-13,FALSE
4-hydroxyphenyllactate,0.028526688622228465,FALSE
5-aminolevulinic acid,0.8614042590408708,TRUE
5-aminovaleric acid*,0.011946566072426909,FALSE
5-methylthioadenosine (MTA),0.290065802186096,TRUE
6-phosphogluconate,0.07358071347325074,TRUE
acetylcarnitine,1.4427233467108417e-4,FALSE
acetylcholine,2.316007976821502e-9,FALSE
acetyl-CoA,0.26666384685737976,TRUE
adenosine,8.92236061642625e-5,FALSE
ADP,0.34416517331299096,TRUE
ADP-ribose,0.1813087396451271,TRUE
AICAR,8.796201472086988e-6,FALSE
alanine,5.78957103023389e-28,FALSE
AMP,0.5936196300764547,TRUE
arginine,0.04429272260419486,FALSE
argininosuccinate,0.0011456017271020457,FALSE
asparagine,2.6637791029610852e-11,FALSE
aspartate,3.500690322899e-4,FALSE
ATP,0.05213986164258817,TRUE
beta-alanine,6.81697026281055e-15,FALSE
beta-citrylglutamic acid,6.081299002258314e-5,FALSE
betaine,0.0015110245888176673,FALSE
butyrylcarnitine C4,0.0027133151180531376,FALSE
cAMP,0.6687422589689636,TRUE
carnitinamide,0.1940267731824103,TRUE
carnitine,3.186976419254068e-7,FALSE
carnosine,0.014893311726049352,FALSE
CDP,0.021387701861815503,FALSE
CDP-ethanolamine,4.1352644123837755e-19,FALSE
choline,0.019461902656434663,FALSE
aconitate,0.6233053963289036,TRUE
citicoline,0.009272249483650649,FALSE
citrate,0.06087021440205189,TRUE
citrulline,0.051177904926403256,TRUE
CMP,0.09707918424925394,TRUE
CMP-2-aminoethylphosphonate,0.0014312874434146794,FALSE
CMP-acetylneuraminic acid,0.006649292240507311,FALSE
creatine,0.8799255160635489,TRUE
creatinine,0.4177412383023889,TRUE
CTP,0.008789110058464762,FALSE
cyclic ADP-ribose,0.15497697295505578,TRUE
cystathionine,2.15743926877374e-29,FALSE
cysteic acid,0.029646205372122345,FALSE
cysteinylglycine,2.3396177552582457e-5,FALSE
cytidine,0.7699853590430528,TRUE
cytosine,0.5143720177377494,TRUE
dATP,0.015630871075918255,FALSE
dCTP,0.01414820607278691,FALSE
deoxyadenosine,0.03485487401902252,FALSE
deoxycytidine,7.303048703503189e-6,FALSE
deoxyribose 5-phosphate,0.5657430496673113,TRUE
dihydroorotate,6.866721153518504e-6,FALSE
dihydroxyacetone phosphate,0.015651319296527043,FALSE
dimethylarginine (ADMA+SDMA),0.2295197155402468,TRUE
dTTP,4.0921107727632085e-4,FALSE
FAD,0.5012639977822088,TRUE
FAICAR,3.7282063557261867e-13,FALSE
fructose,0.051730761885690014,TRUE
"fructose 1,6-bisphosphate",0.021288761450968925,FALSE
fructose 6-Phosphate,3.5446852578914864e-4,FALSE
fumarate,0.10318018084313413,TRUE
GDP,0.022165485297478492,FALSE
GDP-hexose,0.23010952205556506,TRUE
gluconate,3.1442785025576533e-19,FALSE
glucose,0.005082788375970238,FALSE
glucose 1-phosphate,0.019456955219160403,FALSE
glucose 6-phosphate,2.255456881520192e-5,FALSE
glucuronic acid,1.9564919953074564e-7,FALSE
glutamate,0.6823127688198047,TRUE
glutamine,0.07685492523661745,TRUE
glutamylcysteine,0.18788586918511974,TRUE
glutamylglutamate,6.16476010249252e-4,FALSE
glutamyllysine,0.004955102978340418,FALSE
glutamylthreonine,0.28554642824198656,TRUE
glutathione,3.7563070079025048e-6,FALSE
glutathione oxidized,7.808653269429209e-6,FALSE
glyceraldehyde 3-phosphate,0.2519745769902618,TRUE
glycerol 3-phosphate,2.717859215689294e-6,FALSE
glycerophosphocholine,0.0017131861731145234,FALSE
glycerophosphoethanolamine,2.511878340781374e-5,FALSE
glycerophosphoinositol,1.456866957706883e-8,FALSE
glycine,2.8647786847557666e-17,FALSE
Gly-Gly,0.0446804659860831,FALSE
GMP,0.015571623448728795,FALSE
GTP,0.014789121703546798,FALSE
guanosine,0.0017677114362537672,FALSE
hexanoylcarnitine C6,0.015784324157323955,FALSE
hexenoylcarnitine C6:1,0.11901510658046477,TRUE
hexosamine phosphate,1.2350246699233949e-13,FALSE
histidine,0.0014124723558488995,FALSE
homoarginine,0.08113047888127421,TRUE
hypotaurine,0.002934800049826333,FALSE
hypoxanthine,0.002655216329727098,FALSE
IMP,0.24061968413859866,TRUE
indole,0.04373565494621043,FALSE
indole-3-lactate,6.315881930613681e-4,FALSE
inosine,7.603872197993408e-5,FALSE
isoleucine,0.21803114486377523,TRUE
isovalerylcarnitine,0.518309185441756,TRUE
KMV,0.001666833298369291,FALSE
lactate,0.9856857629032095,TRUE
leucine,0.08034075495118465,TRUE
lysine,0.02935479906577752,FALSE
malate,0.033964674142167424,FALSE
malonate,0.001550589432536547,FALSE
malonylcarnitine C3-DC,1.3701269910975232e-4,FALSE
mesaconate,0.03315042588406297,FALSE
methionine,0.11832791340814884,TRUE
methionine sulfoxide,0.10935596077663942,TRUE
methylhistidine,0.01915735279267557,FALSE
methylindole,0.1607453880060379,TRUE
methylmalonylcarnitine C3-DC-M/succinylcarnitine C4-DC,0.009465937672250771,FALSE
mevalonic acid 5-pyrophosphate,0.014904797595732122,FALSE
myo-inositol,0.07827256523517694,TRUE
N-acetylalanine,9.658325232616617e-4,FALSE
N-acetylarginine,1.6909188743769677e-10,FALSE
N-acetylaspartate,2.0858046139593788e-33,FALSE
N-acetylaspartylglutamate,3.2557876994373718e-46,FALSE
N-acetylglutamate,3.55338837958374e-4,FALSE
N-acetylglutamine,6.902393397439771e-11,FALSE
N-acetylhexosamine phosphate,0.15085965993589776,TRUE
N-acetylhistidine,0.004666570848844295,FALSE
N-acetylmethionine,0.21283564516044662,TRUE
N-acetylneuramic acid,0.01783644791426959,FALSE
N-acetylornithine,0.015628775986053712,FALSE
N-acetylserine,2.600442978993337e-9,FALSE
NAD,0.23830935492000863,TRUE
NADH,9.655366141975965e-9,FALSE
NADP,0.13991282797223642,TRUE
NADPH,0.6099690563083779,TRUE
N-carbamoylaspartate,1.0513132970250467e-19,FALSE
ophthalmate,5.027776078379778e-4,FALSE
ornithine,0.7379029510834163,TRUE
orotate,2.5429647299406266e-21,FALSE
orotidine,1.6006312569437266e-4,FALSE
pantothenate,0.015440317694369059,FALSE
pentose phosphates,0.4597504921845101,TRUE
phenylalanine,0.061359194454211695,TRUE
phosphocreatine,6.973915413832018e-55,FALSE
phosphoenolpyruvate,0.1092294107736597,TRUE
phosphoethanolamine,3.87293971414024e-33,FALSE
phosphorylcholine,3.946605532670821e-11,FALSE
proline,0.019866974141289,FALSE
propionylcarnitine,4.8802452593469e-4,FALSE
pyroglutamic acid,0.12427992278964162,TRUE
pyruvate,0.8214303097781983,TRUE
S-(2-succinyl)cysteine,3.3618934162376346e-10,FALSE
S-adenosylhomocysteine,2.5549050206811592e-6,FALSE
S-adenosylmethionine,1.9399451712273054e-6,FALSE
SAICAR,0,FALSE
sedoheptulose 7-phosphate,0.02630291691130201,FALSE
serine,1.3091590642903044e-18,FALSE
S-lactoylglutathione,0.011622088627016955,FALSE
stearoylcarnitine C18,7.721553834552556e-5,FALSE
succinate,0.015677114116131097,FALSE
succinylglutathione,8.629841080531392e-10,FALSE
taurine,5.117997710196796e-5,FALSE
tetradecanoylcarnitine C14,8.316075037666551e-10,FALSE
tetradecenoylcarnitine C14:1,0.013867223985740735,FALSE
thiamine,0.28787456628639096,TRUE
threonine,1.6068751432361508e-20,FALSE
trans-4-hydroxyproline,2.2785180226191726e-20,FALSE
trimethyllysine,0.1872457288694335,TRUE
tryptophan,0.007836681641366335,FALSE
tyrosine,0.013033490612373288,FALSE
UDP,0.004748273139400253,FALSE
UDP-GlcNac,7.624119838316545e-5,FALSE
UDP-hexose,4.0700075330930833e-7,FALSE
UMP,7.589683651869123e-4,FALSE
uric acid,0.7351579830901256,TRUE
uridine,0.012392756214026334,FALSE
UTP,0.004134310376592968,FALSE
valine,0.1056372653956196,TRUE
Val-Lys,1.9211749840862172e-5,FALSE
xanthine,0.2769963623226446,TRUE
