"";"original_row_id";"Metabolite";"CAS";"SUPER_PATHWAY";"SUB_PATHWAY";"COMP_ID";"PLATFORM";"RI";"MASS";"PUBCHEM";"KEGG";"HMDB";"CHEBI";"row_id";"seed1_type";"seed1_id";"seed2_type";"seed2_id";"pair_compatible";"compatibility_path";"n_seed_ids";"all_seed_ids_compatible";"manual_correction";"correction_tbl"
"86";"305";"glycolate (hydroxyacetate)";"79-14-1";"Xenobiotics";"Chemical";"15737";"GC/MS";"1119";"177";"757, 5460308";"C00160";"HMDB00115";NA;305;"HMDB";"HMDB0000115";"PUBCHEM";"5460308";TRUE;"direct";4;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"87";"305";"glycolate (hydroxyacetate)";"79-14-1";"Xenobiotics";"Chemical";"15737";"GC/MS";"1119";"177";"757, 5460308";"C00160";"HMDB00115";NA;305;"PUBCHEM";"757";"PUBCHEM";"5460308";TRUE;"secondary";4;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"88";"322";"gulono-1,4-lactone";"1128-23-0";"Cofactors and vitamins";"Ascorbate and aldarate metabolism";"33454";"GC/MS";"1862";"333.1";"608";"C01040";"HMDB03466";NA;322;"HMDB";"HMDB0003466";"KEGG";"C01040";TRUE;"direct";3;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"89";"324";"hexanoylcarnitine";"6920-35-0";"Lipid";"Carnitine metabolism";"32328";"LC/MS Pos";"3174";"260.2";"6426853";"C01585";"HMDB00705";NA;324;"HMDB";"HMDB0000705";"PUBCHEM";"6426853";TRUE;"direct";3;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"90";"389";"maltopentaose";"34620-76-3";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"35163";"LC/MS Neg";"1100";"827.1";"3710145";"C06218";"HMDB12254";NA;389;"HMDB";"HMDB0012254";"PUBCHEM";"3710145";TRUE;"direct";3;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"91";"390";"maltose";"6363-53-7";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"15804";"GC/MS";"2176.1999999999998";"204.1";"439341";"C00208";"HMDB00163";NA;390;"HMDB";"HMDB0000163";"KEGG";"C00208";TRUE;"direct";3;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"92";"428";"ornithine";"3184-13-2";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1493";"GC/MS";"1763.8";"141.9";"6262";"C00077";"HMDB03374";NA;428;"KEGG";"C00077";"PUBCHEM";"6262";TRUE;"direct";3;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"93";"442";"phenylacetylglutamine";"28047-15-6";"Amino acid";"Phenylalanine & tyrosine metabolism";"35126";"LC/MS Pos";"2868";"265.2";"306137";"C04148";"HMDB06344";NA;442;"HMDB";"HMDB0006344";"KEGG";"C04148";TRUE;"direct";3;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"94";"487";"ribulose";"488-84-6";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35855";"GC/MS";"1662";"306.10000000000002";"12358756";"C00309";"HMDB00621, HMDB03371";NA;487;"HMDB";"HMDB0000621";"KEGG";"C00309";TRUE;"direct";4;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"95";"487";"ribulose";"488-84-6";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35855";"GC/MS";"1662";"306.10000000000002";"12358756";"C00309";"HMDB00621, HMDB03371";NA;487;"HMDB";"HMDB0000621";"PUBCHEM";"12358756";TRUE;"direct";4;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"96";"487";"ribulose";"488-84-6";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35855";"GC/MS";"1662";"306.10000000000002";"12358756";"C00309";"HMDB00621, HMDB03371";NA;487;"KEGG";"C00309";"PUBCHEM";"12358756";TRUE;"direct";4;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"97";"493";"serine";"56-45-1";"Amino acid";"Glycine, serine and threonine metabolism";"1648";"GC/MS";"1389.1";"204";"5951, 617";"C00065";"HMDB03406";NA;493;"KEGG";"C00065";"PUBCHEM";"5951";TRUE;"direct";4;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"98";"493";"serine";"56-45-1";"Amino acid";"Glycine, serine and threonine metabolism";"1648";"GC/MS";"1389.1";"204";"5951, 617";"C00065";"HMDB03406";NA;493;"KEGG";"C00065";"PUBCHEM";"617";TRUE;"direct";4;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"99";"493";"serine";"56-45-1";"Amino acid";"Glycine, serine and threonine metabolism";"1648";"GC/MS";"1389.1";"204";"5951, 617";"C00065";"HMDB03406";NA;493;"PUBCHEM";"5951";"PUBCHEM";"617";TRUE;"secondary";4;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"100";"512";"tartarate";"87-69-4, 6106-24-7";"Xenobiotics";"Food component/Plant";"15336";"GC/MS";"1626.1";"292.10000000000002";"875";"C00898";"HMDB00956";NA;512;"HMDB";"HMDB0000956";"KEGG";"C00898";TRUE;"direct";3;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"101";"555";"valylasparagine";"66170-00-1";"Peptide";"Dipeptide";"40727";"LC/MS Neg";"1334";"230.2";"10357, 439193";"C00252";"HMDB02923";NA;555;"HMDB";"HMDB0002923";"PUBCHEM";"10357";TRUE;"direct";4;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"102";"555";"valylasparagine";"66170-00-1";"Peptide";"Dipeptide";"40727";"LC/MS Neg";"1334";"230.2";"10357, 439193";"C00252";"HMDB02923";NA;555;"HMDB";"HMDB0002923";"PUBCHEM";"439193";TRUE;"direct";4;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"103";"555";"valylasparagine";"66170-00-1";"Peptide";"Dipeptide";"40727";"LC/MS Neg";"1334";"230.2";"10357, 439193";"C00252";"HMDB02923";NA;555;"PUBCHEM";"10357";"PUBCHEM";"439193";TRUE;"secondary";4;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"104";"571";"venlafaxine";"93413-69-5";"Xenobiotics";"Drug";"38623";"LC/MS Pos";"3700";"278.2";"5656";"C07187";"HMDB05016";NA;571;"HMDB";"HMDB0005016";"KEGG";"C07187";TRUE;"direct";3;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"105";"574";"xylitol";"87-99-0";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"41319";"GC/MS";"1677.6";"217";"6912";"C00379";"HMDB00568";NA;574;"KEGG";"C00379";"PUBCHEM";"6912";TRUE;"direct";3;FALSE;TRUE;"keeping_only_compatible_for_partially_compatible_features"
"106";"2";"1,3-dihydroxyacetone";"62147-49-3";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"35963";"GC/MS";"1263";"103";"670";"C00184";"HMDB01882";NA;2;"HMDB";"HMDB0001882";"KEGG";"C00184";TRUE;"direct";3;TRUE;FALSE;NA
"107";"2";"1,3-dihydroxyacetone";"62147-49-3";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"35963";"GC/MS";"1263";"103";"670";"C00184";"HMDB01882";NA;2;"HMDB";"HMDB0001882";"PUBCHEM";"670";TRUE;"direct";3;TRUE;FALSE;NA
"108";"2";"1,3-dihydroxyacetone";"62147-49-3";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"35963";"GC/MS";"1263";"103";"670";"C00184";"HMDB01882";NA;2;"KEGG";"C00184";"PUBCHEM";"670";TRUE;"direct";3;TRUE;FALSE;NA
"109";"3";"1,5-anhydroglucitol (1,5-AG)";"154-58-5";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"20675";"GC/MS";"1788.7";"217";NA;"C07326";"HMDB02712";NA;3;"HMDB";"HMDB0002712";"KEGG";"C07326";TRUE;"direct";2;TRUE;FALSE;NA
"110";"4";"1-arachidonoylglycerophosphocholine*";NA;"Lipid";"Lysolipid";"33228";"LC/MS Pos";"5554";"544.29999999999995";NA;"C05208";NA;NA;4;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"111";"5";"1-arachidonoylglycerophosphoethanolamine*";NA;"Lipid";"Lysolipid";"35186";"LC/MS Neg";"5731";"500.3";NA;NA;"HMDB11517";NA;5;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"112";"6";"1-arachidonoylglycerophosphoinositol*";NA;"Lipid";"Lysolipid";"34214";"LC/MS Neg";"5479";"619.4";NA;NA;NA;NA;6;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"113";"8";"1-docosahexaenoylglycerophosphocholine*";NA;"Lipid";"Lysolipid";"33822";"LC/MS Pos";"5518";"568.4";NA;NA;NA;NA;8;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"114";"9";"1-heptadecanoylglycerophosphocholine";"50930-23-9";"Lipid";"Lysolipid";"33957";"LC/MS Pos";"5750";"510.4";NA;NA;"HMDB12108";NA;9;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"115";"10";"1-heptadecanoylglycerophosphoethanolamine*";NA;"Lipid";"Lysolipid";"37419";"LC/MS Neg";"6029";"466.3";NA;NA;NA;NA;10;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"116";"11";"1-linoleoylglycerol (1-monolinolein)";"2277-28-3";"Lipid";"Monoacylglycerol";"27447";"GC/MS";"2181";"395.3";"5283469";NA;NA;NA;11;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"117";"13";"1-linoleoylglycerophosphoethanolamine*";NA;"Lipid";"Lysolipid";"32635";"LC/MS Neg";"5725";"476.3";NA;NA;"HMDB11507";NA;13;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"118";"14";"1-methylimidazoleacetate";"2625-49-2";"Amino acid";"Histidine metabolism";"32350";"LC/MS Pos";"845";"141.1";"75810";"C05828";"HMDB02820";NA;14;"HMDB";"HMDB0002820";"KEGG";"C05828";TRUE;"direct";3;TRUE;FALSE;NA
"119";"14";"1-methylimidazoleacetate";"2625-49-2";"Amino acid";"Histidine metabolism";"32350";"LC/MS Pos";"845";"141.1";"75810";"C05828";"HMDB02820";NA;14;"HMDB";"HMDB0002820";"PUBCHEM";"75810";TRUE;"direct";3;TRUE;FALSE;NA
"120";"14";"1-methylimidazoleacetate";"2625-49-2";"Amino acid";"Histidine metabolism";"32350";"LC/MS Pos";"845";"141.1";"75810";"C05828";"HMDB02820";NA;14;"KEGG";"C05828";"PUBCHEM";"75810";TRUE;"direct";3;TRUE;FALSE;NA
"121";"15";"1-myristoylglycerophosphocholine";"20559-16-4";"Lipid";"Lysolipid";"35626";"LC/MS Pos";"5481";"468.3";"460604";NA;"HMDB10379";NA;15;"HMDB";"HMDB0010379";"PUBCHEM";"460604";TRUE;"direct";2;TRUE;FALSE;NA
"122";"16";"1-myristoylglycerophosphoethanolamine";NA;"Lipid";"Lysolipid";"35627";"LC/MS Pos";"5481";"426.1";"9547070";NA;"HMDB11500";NA;16;"HMDB";"HMDB0011500";"PUBCHEM";"9547070";TRUE;"direct";2;TRUE;FALSE;NA
"123";"17";"1-oleoylglycerol (1-monoolein)";"111-03-5";"Lipid";"Monoacylglycerol";"21184";"GC/MS";"2181.1999999999998";"397.4";"5283468";NA;"HMDB11567";NA;17;"HMDB";"HMDB0011567";"PUBCHEM";"5283468";TRUE;"direct";2;TRUE;FALSE;NA
"124";"18";"1-oleoylglycerophosphocholine";"19420-56-5";"Lipid";"Lysolipid";"33960";"LC/MS Pos";"5700";"522.4";"16081932";NA;NA;NA;18;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"125";"19";"1-oleoylglycerophosphoethanolamine";"89576-29-4";"Lipid";"Lysolipid";"35628";"LC/MS Neg";"5928";"478.3";"9547071";NA;"HMDB11506";NA;19;"HMDB";"HMDB0011506";"PUBCHEM";"9547071";TRUE;"direct";2;TRUE;FALSE;NA
"126";"20";"1-oleoylglycerophosphoinositol*";NA;"Lipid";"Lysolipid";"36602";"LC/MS Neg";"5577";"597.4";NA;NA;NA;NA;20;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"127";"21";"1-oleoylglycerophosphoserine";NA;"Lipid";"Lysolipid";"19260";"LC/MS Neg";"5690";"522.29999999999995";"9547099";NA;NA;NA;21;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"128";"22";"1-palmitoleoylglycerophosphocholine*";NA;"Lipid";"Lysolipid";"33230";"LC/MS Pos";"5524";"494.3";NA;NA;NA;NA;22;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"129";"23";"1-palmitoleoylglycerophosphoethanolamine*";NA;"Lipid";"Lysolipid";"34565";"LC/MS Pos";"5521.4";"452.3";NA;NA;NA;NA;23;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"130";"24";"1-palmitoylglycerol (1-monopalmitin)";"542-44-9";"Lipid";"Monoacylglycerol";"21127";"GC/MS";"2119.5";"371.3";"14900";NA;NA;NA;24;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"131";"25";"1-palmitoylglycerophosphocholine";"17364-16-8";"Lipid";"Lysolipid";"33955";"LC/MS Pos";"5671";"496.4";"86554";NA;NA;NA;25;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"132";"26";"1-palmitoylglycerophosphoethanolamine";NA;"Lipid";"Lysolipid";"35631";"LC/MS Neg";"5940";"452.3";"9547069";NA;"HMDB11503";NA;26;"HMDB";"HMDB0011503";"PUBCHEM";"9547069";TRUE;"direct";2;TRUE;FALSE;NA
"133";"27";"1-palmitoylglycerophosphoinositol*";NA;"Lipid";"Lysolipid";"35305";"LC/MS Neg";"5573";"571.29999999999995";NA;NA;NA;NA;27;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"134";"28";"1-palmitoylplasmenylethanolamine*";NA;"Lipid";"Lysolipid";"39270";"LC/MS Neg";"6153";"436.4";NA;NA;NA;NA;28;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"135";"29";"1-pentadecanoylglycerophosphocholine*";NA;"Lipid";"Lysolipid";"37418";"LC/MS Pos";"5563";"482.3";NA;NA;NA;NA;29;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"136";"30";"1-stearoylglycerol (1-monostearin)";"123-94-4";"Lipid";"Monoacylglycerol";"21188";"GC/MS";"2186.6";"399.4";"24699";"D01947";NA;NA;30;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"137";"31";"1-stearoylglycerophosphocholine";"19420-57-6";"Lipid";"Lysolipid";"33961";"LC/MS Pos";"5844";"524.4";"497299";NA;NA;NA;31;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"138";"32";"1-stearoylglycerophosphoethanolamine";"69747-55-3";"Lipid";"Lysolipid";"34416";"LC/MS Pos";"5842";"482.3";"9547068";NA;"HMDB11130";NA;32;"HMDB";"HMDB0011130";"PUBCHEM";"9547068";TRUE;"direct";2;TRUE;FALSE;NA
"139";"33";"1-stearoylglycerophosphoinositol";"796963-93-4";"Lipid";"Lysolipid";"19324";"LC/MS Neg";"5800";"599.4";NA;NA;NA;NA;33;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"140";"34";"10-heptadecenoate (17:1n7)";"29743-97-3";"Lipid";"Long chain fatty acid";"33971";"LC/MS Neg";"5558";"267.3";"5312435";NA;NA;NA;34;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"141";"35";"10-nonadecenoate (19:1n9)";"73033-09-7";"Lipid";"Long chain fatty acid";"33972";"LC/MS Neg";"5775";"295.39999999999998";"5312513";NA;NA;NA;35;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"142";"36";"13-HODE + 9-HODE";NA;"Lipid";"Fatty acid, monohydroxy";"37752";"LC/MS Neg";"5247";"295.2";NA;NA;NA;NA;36;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"143";"37";"15-methylpalmitate (isobar with 2-methylpalmitate)";NA;"Lipid";"Fatty acid, branched";"38768";"LC/MS Neg";"5698";"269.39999999999998";NA;NA;NA;NA;37;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"144";"38";"16-hydroxypalmitate";"506-13-8";"Lipid";"Fatty acid, monohydroxy";"39609";"LC/MS Neg";"5232";"271.3";"10466";"C18218";NA;NA;38;"KEGG";"C18218";"PUBCHEM";"10466";TRUE;"direct";2;TRUE;FALSE;NA
"145";"39";"2'-deoxyadenosine 3'-monophosphate";"102832-10-0";"Nucleotide";"Purine metabolism, adenine containing";"40663";"LC/MS Pos";"1383.5";"332.1";"1467";NA;NA;NA;39;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"146";"40";"2'-deoxycytidine 3'-monophosphate";"6220-63-9";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"40453";"LC/MS Pos";"1048";"308";"3274948";NA;NA;NA;40;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"147";"41";"2'-deoxyguanosine";"961-07-9";"Nucleotide";"Purine metabolism, guanine containing";"1411";"LC/MS Pos";"1728";"268";"187790";"C00330";"HMDB00085";NA;41;"HMDB";"HMDB0000085";"KEGG";"C00330";TRUE;"direct";3;TRUE;FALSE;NA
"148";"41";"2'-deoxyguanosine";"961-07-9";"Nucleotide";"Purine metabolism, guanine containing";"1411";"LC/MS Pos";"1728";"268";"187790";"C00330";"HMDB00085";NA;41;"HMDB";"HMDB0000085";"PUBCHEM";"187790";TRUE;"direct";3;TRUE;FALSE;NA
"149";"41";"2'-deoxyguanosine";"961-07-9";"Nucleotide";"Purine metabolism, guanine containing";"1411";"LC/MS Pos";"1728";"268";"187790";"C00330";"HMDB00085";NA;41;"KEGG";"C00330";"PUBCHEM";"187790";TRUE;"direct";3;TRUE;FALSE;NA
"150";"42";"2'-deoxyinosine";"890-38-0";"Nucleotide";"Purine metabolism, (hypo)xanthine/inosine containing";"15076";"LC/MS Neg";"1700";"251.1";"65058";"C05512";"HMDB00071";NA;42;"HMDB";"HMDB0000071";"KEGG";"C05512";TRUE;"direct";3;TRUE;FALSE;NA
"151";"42";"2'-deoxyinosine";"890-38-0";"Nucleotide";"Purine metabolism, (hypo)xanthine/inosine containing";"15076";"LC/MS Neg";"1700";"251.1";"65058";"C05512";"HMDB00071";NA;42;"HMDB";"HMDB0000071";"PUBCHEM";"65058";TRUE;"direct";3;TRUE;FALSE;NA
"152";"42";"2'-deoxyinosine";"890-38-0";"Nucleotide";"Purine metabolism, (hypo)xanthine/inosine containing";"15076";"LC/MS Neg";"1700";"251.1";"65058";"C05512";"HMDB00071";NA;42;"KEGG";"C05512";"PUBCHEM";"65058";TRUE;"direct";3;TRUE;FALSE;NA
"153";"43";"2-aminoadipate";"542-32-5, 1118-90-7";"Amino acid";"Lysine metabolism";"6146";"GC/MS";"1686.5";"260.10000000000002";"469";"C00956";"HMDB00510";NA;43;"HMDB";"HMDB0000510";"KEGG";"C00956";TRUE;"direct";3;TRUE;FALSE;NA
"154";"43";"2-aminoadipate";"542-32-5, 1118-90-7";"Amino acid";"Lysine metabolism";"6146";"GC/MS";"1686.5";"260.10000000000002";"469";"C00956";"HMDB00510";NA;43;"HMDB";"HMDB0000510";"PUBCHEM";"469";TRUE;"direct";3;TRUE;FALSE;NA
"155";"43";"2-aminoadipate";"542-32-5, 1118-90-7";"Amino acid";"Lysine metabolism";"6146";"GC/MS";"1686.5";"260.10000000000002";"469";"C00956";"HMDB00510";NA;43;"KEGG";"C00956";"PUBCHEM";"469";TRUE;"direct";3;TRUE;FALSE;NA
"156";"44";"2-aminobutyrate";"1492-24-6";"Amino acid";"Butanoate metabolism";"1577";"GC/MS";"1215.7";"130";"439691";"C02261";"HMDB00650";NA;44;"HMDB";"HMDB0000650";"KEGG";"C02261";TRUE;"direct";3;TRUE;FALSE;NA
"157";"44";"2-aminobutyrate";"1492-24-6";"Amino acid";"Butanoate metabolism";"1577";"GC/MS";"1215.7";"130";"439691";"C02261";"HMDB00650";NA;44;"HMDB";"HMDB0000650";"PUBCHEM";"439691";TRUE;"direct";3;TRUE;FALSE;NA
"158";"44";"2-aminobutyrate";"1492-24-6";"Amino acid";"Butanoate metabolism";"1577";"GC/MS";"1215.7";"130";"439691";"C02261";"HMDB00650";NA;44;"KEGG";"C02261";"PUBCHEM";"439691";TRUE;"direct";3;TRUE;FALSE;NA
"159";"45";"2-arachidonoylglycerophosphocholine*";NA;"Lipid";"Lysolipid";"35256";"LC/MS Pos";"5524";"544.29999999999995";NA;NA;NA;NA;45;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"160";"46";"2-arachidonoylglycerophosphoethanolamine*";NA;"Lipid";"Lysolipid";"32815";"LC/MS Neg";"5674";"500.3";NA;NA;NA;NA;46;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"161";"47";"2-docosahexaenoylglycerophosphocholine*";NA;"Lipid";"Lysolipid";"35883";"LC/MS Pos";"5507";"568.29999999999995";NA;NA;NA;NA;47;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"162";"48";"2-docosahexaenoylglycerophosphoethanolamine*";NA;"Lipid";"Lysolipid";"34258";"LC/MS Pos";"5512";"526.20000000000005";NA;NA;NA;NA;48;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"163";"49";"2-docosapentaenoylglycerophosphocholine*";NA;"Lipid";"Lysolipid";"37366";"LC/MS Pos";"5532";"570.29999999999995";NA;NA;NA;NA;49;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"164";"50";"2-docosapentaenoylglycerophosphoethanolamine*";NA;"Lipid";"Lysolipid";"34875";"LC/MS Pos";"5548";"528.20000000000005";NA;NA;NA;NA;50;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"165";"51";"2-eicosatrienoylglycerophosphocholine*";NA;"Lipid";"Lysolipid";"35884";"LC/MS Pos";"5565";"546.29999999999995";NA;NA;NA;NA;51;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"166";"52";"2-ethylhexanoate";"149-57-5";"Xenobiotics";"Chemical";"1554";"GC/MS";"1210.5";"201.2";"8697";NA;NA;NA;52;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"167";"53";"2-hydroxyacetaminophen sulfate*";NA;"Xenobiotics";"Drug";"33173";"LC/MS Neg";"1703";"246.1";NA;NA;NA;NA;53;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"168";"54";"2-hydroxybutyrate (AHB)";"3347-90-8";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"21044";"GC/MS";"1169.4000000000001";"130.9";"440864";"C05984";"HMDB00008";NA;54;"HMDB";"HMDB0000008";"KEGG";"C05984";TRUE;"direct";3;TRUE;FALSE;NA
"169";"54";"2-hydroxybutyrate (AHB)";"3347-90-8";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"21044";"GC/MS";"1169.4000000000001";"130.9";"440864";"C05984";"HMDB00008";NA;54;"HMDB";"HMDB0000008";"PUBCHEM";"440864";TRUE;"direct";3;TRUE;FALSE;NA
"170";"54";"2-hydroxybutyrate (AHB)";"3347-90-8";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"21044";"GC/MS";"1169.4000000000001";"130.9";"440864";"C05984";"HMDB00008";NA;54;"KEGG";"C05984";"PUBCHEM";"440864";TRUE;"direct";3;TRUE;FALSE;NA
"171";"56";"2-hydroxyhippurate (salicylurate)";"487-54-7";"Xenobiotics";"Benzoate metabolism";"18281";"LC/MS Neg";"2252";"194.1";"10253";"C07588";"HMDB00840";NA;56;"HMDB";"HMDB0000840";"KEGG";"C07588";TRUE;"direct";3;TRUE;FALSE;NA
"172";"56";"2-hydroxyhippurate (salicylurate)";"487-54-7";"Xenobiotics";"Benzoate metabolism";"18281";"LC/MS Neg";"2252";"194.1";"10253";"C07588";"HMDB00840";NA;56;"HMDB";"HMDB0000840";"PUBCHEM";"10253";TRUE;"direct";3;TRUE;FALSE;NA
"173";"56";"2-hydroxyhippurate (salicylurate)";"487-54-7";"Xenobiotics";"Benzoate metabolism";"18281";"LC/MS Neg";"2252";"194.1";"10253";"C07588";"HMDB00840";NA;56;"KEGG";"C07588";"PUBCHEM";"10253";TRUE;"direct";3;TRUE;FALSE;NA
"174";"57";"2-hydroxyisobutyrate";"594-61-6";"Xenobiotics";"Chemical";"22030";"GC/MS";"1107.5";"130.9";"11671";NA;"HMDB00729";NA;57;"HMDB";"HMDB0000729";"PUBCHEM";"11671";TRUE;"direct";2;TRUE;FALSE;NA
"175";"58";"2-hydroxypalmitate";"764-67-0";"Lipid";"Fatty acid, monohydroxy";"35675";"LC/MS Neg";"5508";"271.3";"92836";NA;NA;NA;58;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"176";"59";"2-isopropylmalate";"3237-44-3";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"15667";"LC/MS Neg";"732";"175.2";"5280523";"C02504";"HMDB00402";NA;59;"HMDB";"HMDB0000402";"KEGG";"C02504";TRUE;"direct";3;TRUE;FALSE;NA
"177";"59";"2-isopropylmalate";"3237-44-3";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"15667";"LC/MS Neg";"732";"175.2";"5280523";"C02504";"HMDB00402";NA;59;"HMDB";"HMDB0000402";"PUBCHEM";"5280523";TRUE;"direct";3;TRUE;FALSE;NA
"178";"59";"2-isopropylmalate";"3237-44-3";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"15667";"LC/MS Neg";"732";"175.2";"5280523";"C02504";"HMDB00402";NA;59;"KEGG";"C02504";"PUBCHEM";"5280523";TRUE;"direct";3;TRUE;FALSE;NA
"179";"60";"2-linoleoylglycerol (2-monolinolein)";"3443-82-1";"Lipid";"Monoacylglycerol";"32536";"GC/MS";"2169";"408.3";"5365676";NA;"HMDB11538";NA;60;"HMDB";"HMDB0011538";"PUBCHEM";"5365676";TRUE;"direct";2;TRUE;FALSE;NA
"180";"61";"2-linoleoylglycerophosphocholine*";NA;"Lipid";"Lysolipid";"35257";"LC/MS Pos";"5544";"520.4";NA;NA;NA;NA;61;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"181";"62";"2-linoleoylglycerophosphoethanolamine*";NA;"Lipid";"Lysolipid";"36593";"LC/MS Neg";"5650";"476.4";NA;NA;NA;NA;62;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"182";"63";"2-methoxyacetaminophen sulfate*";NA;"Xenobiotics";"Drug";"33178";"LC/MS Neg";"1977";"260.10000000000002";NA;NA;NA;NA;63;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"183";"64";"2-methylbutyroylcarnitine";"31023-25-3";"Amino acid";"Valine, leucine and isoleucine metabolism";"35431";"LC/MS Pos";"2439";"246.1";"6426901";NA;"HMDB00378";NA;64;"HMDB";"HMDB0000378";"PUBCHEM";"6426901";TRUE;"direct";2;TRUE;FALSE;NA
"184";"65";"2-myristoylglycerophosphocholine*";NA;"Lipid";"Lysolipid";"35681";"LC/MS Pos";"5450";"468.3";NA;NA;NA;NA;65;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
