"";"MetaboliteID";"Description";"term";"Metabolite";"pubchem";"Metabolite_Name";"Log2FC";"t.val";"p.val";"p.adj"
"7898";"C04623";"map05207";"Chemical carcinogenesis - receptor activation";"DDT";"7213";NA;NA;NA;NA;NA
"7899";"C04623";"map05208";"Chemical carcinogenesis - reactive oxygen species";"DDT";"7213";NA;NA;NA;NA;NA
"7900";"C04628";"map00680";"Methane metabolism";"Coenzyme B";"7217";NA;NA;NA;NA;NA
"7901";"C04628";"map01100";"Metabolic pathways";"Coenzyme B";"7217";NA;NA;NA;NA;NA
"7902";"C04628";"map01120";"Microbial metabolism in diverse environments";"Coenzyme B";"7217";NA;NA;NA;NA;NA
"7903";"C04628";"map01240";"Biosynthesis of cofactors";"Coenzyme B";"7217";NA;NA;NA;NA;NA
"7904";"C04628";"map01200";"Carbon metabolism";"Coenzyme B";"7217";NA;NA;NA;NA;NA
"7905";"C04630";"map00541";"Biosynthesis of various nucleotide sugars";"UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose";"7219";NA;NA;NA;NA;NA
"7906";"C04630";"map01100";"Metabolic pathways";"UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose";"7219";NA;NA;NA;NA;NA
"7907";"C04630";"map01250";"Biosynthesis of nucleotide sugars";"UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose";"7219";NA;NA;NA;NA;NA
"7908";"C04631";"map00520";"Amino sugar and nucleotide sugar metabolism";"UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine";"7220";NA;NA;NA;NA;NA
"7909";"C04631";"map00550";"Peptidoglycan biosynthesis";"UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine";"7220";NA;NA;NA;NA;NA
"7910";"C04631";"map01100";"Metabolic pathways";"UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine";"7220";NA;NA;NA;NA;NA
"7911";"C04631";"map01250";"Biosynthesis of nucleotide sugars";"UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine";"7220";NA;NA;NA;NA;NA
"7912";"C04633";"map00061";"Fatty acid biosynthesis";"(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]";"7222";NA;NA;NA;NA;NA
"7913";"C04633";"map01100";"Metabolic pathways";"(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]";"7222";NA;NA;NA;NA;NA
"7914";"C04633";"map01212";"Fatty acid metabolism";"(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]";"7222";NA;NA;NA;NA;NA
"7915";"C04635";"map00565";"Ether lipid metabolism";"1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine";"7224";NA;NA;NA;NA;NA
"7916";"C04635";"map01100";"Metabolic pathways";"1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine";"7224";NA;NA;NA;NA;NA
"7917";"C04637";"map00562";"Inositol phosphate metabolism";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7918";"C04637";"map01100";"Metabolic pathways";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7919";"C04637";"map04670";"Leukocyte transendothelial migration";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7920";"C04637";"map04810";"Regulation of actin cytoskeleton";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7921";"C04637";"map04144";"Endocytosis";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7922";"C04637";"map05131";"Shigellosis";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7923";"C04637";"map04666";"Fc gamma R-mediated phagocytosis";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7924";"C04637";"map05135";"Yersinia infection";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7925";"C04637";"map04510";"Focal adhesion";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7926";"C04637";"map04151";"PI3K-Akt signaling pathway";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7927";"C04637";"map04070";"Phosphatidylinositol signaling system";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7928";"C04637";"map04072";"Phospholipase D signaling pathway";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7929";"C04637";"map04725";"Cholinergic synapse";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7930";"C04637";"map04929";"GnRH secretion";"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate";"7226";NA;NA;NA;NA;NA
"7931";"C04638";"map00564";"Glycerophospholipid metabolism";"2,3-Bis-(O-geranylgeranyl)-sn-glycerol 1-phosphate";"7227";NA;NA;NA;NA;NA
"7932";"C04638";"map01110";"Biosynthesis of secondary metabolites";"2,3-Bis-(O-geranylgeranyl)-sn-glycerol 1-phosphate";"7227";NA;NA;NA;NA;NA
"7933";"C04640";"map00230";"Purine metabolism";"2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine";"7229";NA;NA;NA;NA;NA
"7934";"C04640";"map01100";"Metabolic pathways";"2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine";"7229";NA;NA;NA;NA;NA
"7935";"C04640";"map01110";"Biosynthesis of secondary metabolites";"2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine";"7229";NA;NA;NA;NA;NA
"7936";"C04642";"map00350";"Tyrosine metabolism";"2-Hydroxy-5-carboxymethylmuconate semialdehyde";"7231";NA;NA;NA;NA;NA
"7937";"C04642";"map01100";"Metabolic pathways";"2-Hydroxy-5-carboxymethylmuconate semialdehyde";"7231";NA;NA;NA;NA;NA
"7938";"C04642";"map01120";"Microbial metabolism in diverse environments";"2-Hydroxy-5-carboxymethylmuconate semialdehyde";"7231";NA;NA;NA;NA;NA
"7939";"C04642";"map01220";"Degradation of aromatic compounds";"2-Hydroxy-5-carboxymethylmuconate semialdehyde";"7231";NA;NA;NA;NA;NA
"7940";"C04646";"map00983";"Drug metabolism - other enzymes";"6-Thioinosine-5'-monophosphate";"7235";NA;NA;NA;NA;NA
"7941";"C04650";"map00440";"Phosphonate and phosphinate metabolism";"L-Phosphinothricin";"7238";NA;NA;NA;NA;NA
"7942";"C04650";"map01110";"Biosynthesis of secondary metabolites";"L-Phosphinothricin";"7238";NA;NA;NA;NA;NA
"7943";"C04652";"map00540";"Lipopolysaccharide biosynthesis";"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine";"7239";NA;NA;NA;NA;NA
"7944";"C04652";"map01100";"Metabolic pathways";"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine";"7239";NA;NA;NA;NA;NA
"7945";"C04666";"map00340";"Histidine metabolism";"D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate";"7249";NA;NA;NA;NA;NA
"7946";"C04666";"map01100";"Metabolic pathways";"D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate";"7249";NA;NA;NA;NA;NA
"7947";"C04666";"map01065";"Biosynthesis of alkaloids derived from histidine and purine";"D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate";"7249";NA;NA;NA;NA;NA
"7948";"C04666";"map01230";"Biosynthesis of amino acids";"D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate";"7249";NA;NA;NA;NA;NA
"7949";"C04666";"map01110";"Biosynthesis of secondary metabolites";"D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate";"7249";NA;NA;NA;NA;NA
"7950";"C04671";"map00590";"Arachidonic acid metabolism";"(5Z)-11alpha-Hydroxy-9,15-dioxoprostanoate";"7252";NA;NA;NA;NA;NA
"7951";"C04672";"map00592";"alpha-Linolenic acid metabolism";"(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid";"7253";NA;NA;NA;NA;NA
"7952";"C04672";"map01100";"Metabolic pathways";"(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid";"7253";NA;NA;NA;NA;NA
"7953";"C04672";"map01110";"Biosynthesis of secondary metabolites";"(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid";"7253";NA;NA;NA;NA;NA
"7954";"C04673";"map00521";"Streptomycin biosynthesis";"1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol";"7254";NA;NA;NA;NA;NA
"7955";"C04673";"map01110";"Biosynthesis of secondary metabolites";"1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol";"7254";NA;NA;NA;NA;NA
"7956";"C04675";"map00907";"Pinene, camphor and geraniol degradation";"3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA";"7256";NA;NA;NA;NA;NA
"7957";"C04675";"map01120";"Microbial metabolism in diverse environments";"3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA";"7256";NA;NA;NA;NA;NA
"7958";"C04676";"map00140";"Steroid hormone biosynthesis";"Testololactone";"7257";NA;NA;NA;NA;NA
"7959";"C04677";"map00230";"Purine metabolism";"1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide";"7258";NA;NA;NA;NA;NA
"7960";"C04677";"map00340";"Histidine metabolism";"1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide";"7258";NA;NA;NA;NA;NA
"7961";"C04677";"map01060";"Biosynthesis of plant secondary metabolites";"1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide";"7258";NA;NA;NA;NA;NA
"7962";"C04677";"map01065";"Biosynthesis of alkaloids derived from histidine and purine";"1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide";"7258";NA;NA;NA;NA;NA
"7963";"C04677";"map01110";"Biosynthesis of secondary metabolites";"1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide";"7258";NA;NA;NA;NA;NA
"7964";"C04677";"map01100";"Metabolic pathways";"1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide";"7258";NA;NA;NA;NA;NA
"7965";"C04677";"map04152";"AMPK signaling pathway";"1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide";"7258";NA;NA;NA;NA;NA
"7966";"C04688";"map00061";"Fatty acid biosynthesis";"(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]";"7269";NA;NA;NA;NA;NA
"7967";"C04688";"map01100";"Metabolic pathways";"(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]";"7269";NA;NA;NA;NA;NA
"7968";"C04688";"map01212";"Fatty acid metabolism";"(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]";"7269";NA;NA;NA;NA;NA
"7969";"C04690";"map00750";"Vitamin B6 metabolism";"2-(Hydroxymethyl)-3-(acetamidomethylene)succinate";"7270";NA;NA;NA;NA;NA
"7970";"C04691";"map00400";"Phenylalanine, tyrosine and tryptophan biosynthesis";"2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate";"7271";NA;NA;NA;NA;NA
"7971";"C04691";"map01070";"Biosynthesis of plant hormones";"2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate";"7271";NA;NA;NA;NA;NA
"7972";"C04691";"map01100";"Metabolic pathways";"2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate";"7271";NA;NA;NA;NA;NA
"7973";"C04691";"map01110";"Biosynthesis of secondary metabolites";"2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate";"7271";NA;NA;NA;NA;NA
"7974";"C04691";"map01230";"Biosynthesis of amino acids";"2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate";"7271";NA;NA;NA;NA;NA
"7975";"C04702";"map00550";"Peptidoglycan biosynthesis";"UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)";"7277";NA;NA;NA;NA;NA
"7976";"C04702";"map01100";"Metabolic pathways";"UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)";"7277";NA;NA;NA;NA;NA
"7977";"C04702";"map01502";"Vancomycin resistance";"UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)";"7277";NA;NA;NA;NA;NA
"7978";"C04702";"map01501";"beta-Lactam resistance";"UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)";"7277";NA;NA;NA;NA;NA
"7979";"C04706";"map00361";"Chlorocyclohexane and chlorobenzene degradation";"cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide";"7279";NA;NA;NA;NA;NA
"7980";"C04706";"map01100";"Metabolic pathways";"cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide";"7279";NA;NA;NA;NA;NA
"7981";"C04706";"map01120";"Microbial metabolism in diverse environments";"cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide";"7279";NA;NA;NA;NA;NA
"7982";"C04707";"map00590";"Arachidonic acid metabolism";"(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-5,13-dienoate";"7280";NA;NA;NA;NA;NA
"7983";"C04712";"map00311";"Penicillin and cephalosporin biosynthesis";"(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate";"7284";NA;NA;NA;NA;NA
"7984";"C04712";"map01110";"Biosynthesis of secondary metabolites";"(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate";"7284";NA;NA;NA;NA;NA
"7985";"C04713";"map00908";"Zeatin biosynthesis";"N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate";"7285";NA;NA;NA;NA;NA
"7986";"C04713";"map01110";"Biosynthesis of secondary metabolites";"N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate";"7285";NA;NA;NA;NA;NA
"7987";"C04717";"map00591";"Linoleic acid metabolism";"(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid";"7289";NA;NA;NA;NA;NA
"7988";"C04717";"map01100";"Metabolic pathways";"(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid";"7289";NA;NA;NA;NA;NA
"7989";"C04718";"map00902";"Monoterpenoid biosynthesis";"1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one";"7290";NA;NA;NA;NA;NA
"7990";"C04718";"map01110";"Biosynthesis of secondary metabolites";"1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one";"7290";NA;NA;NA;NA;NA
"7991";"C04722";"map00120";"Primary bile acid biosynthesis";"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate";"7294";NA;NA;NA;NA;NA
"7992";"C04722";"map01100";"Metabolic pathways";"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate";"7294";NA;NA;NA;NA;NA
"7993";"C04729";"map00361";"Chlorocyclohexane and chlorobenzene degradation";"trans-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide";"7300";NA;NA;NA;NA;NA
"7994";"C04729";"map01100";"Metabolic pathways";"trans-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide";"7300";NA;NA;NA;NA;NA
"7995";"C04729";"map01120";"Microbial metabolism in diverse environments";"trans-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide";"7300";NA;NA;NA;NA;NA
"7996";"C04730";"map00600";"Sphingolipid metabolism";"GM3";"7301";NA;NA;NA;NA;NA
"7997";"C04732";"map00740";"Riboflavin metabolism";"5-Amino-6-(1-D-ribitylamino)uracil";"7303";NA;NA;NA;NA;NA
"7998";"C04732";"map00680";"Methane metabolism";"5-Amino-6-(1-D-ribitylamino)uracil";"7303";NA;NA;NA;NA;NA
"7999";"C04732";"map01100";"Metabolic pathways";"5-Amino-6-(1-D-ribitylamino)uracil";"7303";NA;NA;NA;NA;NA
"8000";"C04732";"map01240";"Biosynthesis of cofactors";"5-Amino-6-(1-D-ribitylamino)uracil";"7303";NA;NA;NA;NA;NA
"8001";"C04732";"map01110";"Biosynthesis of secondary metabolites";"5-Amino-6-(1-D-ribitylamino)uracil";"7303";NA;NA;NA;NA;NA
"8002";"C04732";"map01120";"Microbial metabolism in diverse environments";"5-Amino-6-(1-D-ribitylamino)uracil";"7303";NA;NA;NA;NA;NA
"8003";"C04734";"map00230";"Purine metabolism";"1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide";"7305";NA;NA;NA;NA;NA
"8004";"C04734";"map01060";"Biosynthesis of plant secondary metabolites";"1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide";"7305";NA;NA;NA;NA;NA
"8005";"C04734";"map01065";"Biosynthesis of alkaloids derived from histidine and purine";"1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide";"7305";NA;NA;NA;NA;NA
"8006";"C04734";"map01100";"Metabolic pathways";"1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide";"7305";NA;NA;NA;NA;NA
"8007";"C04734";"map01110";"Biosynthesis of secondary metabolites";"1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide";"7305";NA;NA;NA;NA;NA
"8008";"C04737";"map00600";"Sphingolipid metabolism";"alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide";"7308";NA;NA;NA;NA;NA
"8009";"C04737";"map05131";"Shigellosis";"alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide";"7308";NA;NA;NA;NA;NA
"8010";"C04738";"map00540";"Lipopolysaccharide biosynthesis";"UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine";"7309";NA;NA;NA;NA;NA
"8011";"C04738";"map01100";"Metabolic pathways";"UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine";"7309";NA;NA;NA;NA;NA
"8012";"C04742";"map00590";"Arachidonic acid metabolism";"(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate";"7313";NA;NA;NA;NA;NA
"8013";"C04742";"map01100";"Metabolic pathways";"(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate";"7313";NA;NA;NA;NA;NA
"8014";"C04742";"map04750";"Inflammatory mediator regulation of TRP channels";"(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate";"7313";NA;NA;NA;NA;NA
"8015";"C04748";"map00900";"Terpenoid backbone biosynthesis";"Protein C-terminal S-farnesyl-L-cysteine methyl ester";"7318";NA;NA;NA;NA;NA
"8016";"C04748";"map01110";"Biosynthesis of secondary metabolites";"Protein C-terminal S-farnesyl-L-cysteine methyl ester";"7318";NA;NA;NA;NA;NA
"8017";"C04751";"map00230";"Purine metabolism";"1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate";"7321";NA;NA;NA;NA;NA
"8018";"C04751";"map01100";"Metabolic pathways";"1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate";"7321";NA;NA;NA;NA;NA
"8019";"C04751";"map01110";"Biosynthesis of secondary metabolites";"1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate";"7321";NA;NA;NA;NA;NA
"8020";"C04752";"map00730";"Thiamine metabolism";"4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate";"7322";NA;NA;NA;NA;NA
"8021";"C04752";"map01100";"Metabolic pathways";"4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate";"7322";NA;NA;NA;NA;NA
"8022";"C04752";"map01240";"Biosynthesis of cofactors";"4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate";"7322";NA;NA;NA;NA;NA
"8023";"C04756";"map00565";"Ether lipid metabolism";"O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine";"7325";NA;NA;NA;NA;NA
"8024";"C04756";"map01100";"Metabolic pathways";"O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine";"7325";NA;NA;NA;NA;NA
"8025";"C04758";"map00590";"Arachidonic acid metabolism";"(5Z,13E)-9alpha-Hydroxy-11,15-dioxoprosta-5,13-dienoate";"7326";NA;NA;NA;NA;NA
"8026";"C04767";"map00521";"Streptomycin biosynthesis";"O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate";"7334";NA;NA;NA;NA;NA
"8027";"C04767";"map01100";"Metabolic pathways";"O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate";"7334";NA;NA;NA;NA;NA
"8028";"C04767";"map01110";"Biosynthesis of secondary metabolites";"O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate";"7334";NA;NA;NA;NA;NA
"8029";"C04773";"map00750";"Vitamin B6 metabolism";"3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate";"7338";NA;NA;NA;NA;NA
"8030";"C04778";"map00860";"Porphyrin metabolism";"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole";"7342";NA;NA;NA;NA;NA
"8031";"C04778";"map01100";"Metabolic pathways";"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole";"7342";NA;NA;NA;NA;NA
"8032";"C04778";"map01240";"Biosynthesis of cofactors";"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole";"7342";NA;NA;NA;NA;NA
"8033";"C04780";"map00592";"alpha-Linolenic acid metabolism";"(9S,13S,15Z)-12-Oxo-10,11-dihydrophyto-15-enoate";"7344";NA;NA;NA;NA;NA
"8034";"C04780";"map01070";"Biosynthesis of plant hormones";"(9S,13S,15Z)-12-Oxo-10,11-dihydrophyto-15-enoate";"7344";NA;NA;NA;NA;NA
"8035";"C04780";"map01100";"Metabolic pathways";"(9S,13S,15Z)-12-Oxo-10,11-dihydrophyto-15-enoate";"7344";NA;NA;NA;NA;NA
"8036";"C04780";"map01110";"Biosynthesis of secondary metabolites";"(9S,13S,15Z)-12-Oxo-10,11-dihydrophyto-15-enoate";"7344";NA;NA;NA;NA;NA
"8037";"C04783";"map00624";"Polycyclic aromatic hydrocarbon degradation";"cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate";"7346";NA;NA;NA;NA;NA
"8038";"C04783";"map01100";"Metabolic pathways";"cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate";"7346";NA;NA;NA;NA;NA
"8039";"C04783";"map01120";"Microbial metabolism in diverse environments";"cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate";"7346";NA;NA;NA;NA;NA
"8040";"C04783";"map01220";"Degradation of aromatic compounds";"cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate";"7346";NA;NA;NA;NA;NA
"8041";"C04785";"map00592";"alpha-Linolenic acid metabolism";"13(S)-HPOT";"7348";NA;NA;NA;NA;NA
"8042";"C04785";"map01100";"Metabolic pathways";"13(S)-HPOT";"7348";NA;NA;NA;NA;NA
"8043";"C04785";"map01110";"Biosynthesis of secondary metabolites";"13(S)-HPOT";"7348";NA;NA;NA;NA;NA
"8044";"C04793";"map00984";"Steroid degradation";"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione";"7356";NA;NA;NA;NA;NA
"8045";"C04793";"map01100";"Metabolic pathways";"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione";"7356";NA;NA;NA;NA;NA
"8046";"C04793";"map01220";"Degradation of aromatic compounds";"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione";"7356";NA;NA;NA;NA;NA
"8047";"C04793";"map01120";"Microbial metabolism in diverse environments";"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione";"7356";NA;NA;NA;NA;NA
"8048";"C04796";"map00350";"Tyrosine metabolism";"4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde";"7358";NA;NA;NA;NA;NA
"8049";"C04797";"map00350";"Tyrosine metabolism";"5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde";"7359";NA;NA;NA;NA;NA
"8050";"C04805";"map01100";"Metabolic pathways";"5(S)-HETE";"7367";"5-HETE";-2,17044400685152;-9,86621347858971;1,48434854541399e-18;9,61453035097701e-18
"8051";"C04805";"map00590";"Arachidonic acid metabolism";"5(S)-HETE";"7367";"5-HETE";-2,17044400685152;-9,86621347858971;1,48434854541399e-18;9,61453035097701e-18
"8052";"C04805";"map04750";"Inflammatory mediator regulation of TRP channels";"5(S)-HETE";"7367";"5-HETE";-2,17044400685152;-9,86621347858971;1,48434854541399e-18;9,61453035097701e-18
"8053";"C04807";"map00790";"Folate biosynthesis";"6-Hydroxymethyl-7,8-dihydropterin diphosphate";"7369";NA;NA;NA;NA;NA
"8054";"C04807";"map01100";"Metabolic pathways";"6-Hydroxymethyl-7,8-dihydropterin diphosphate";"7369";NA;NA;NA;NA;NA
"8055";"C04807";"map01240";"Biosynthesis of cofactors";"6-Hydroxymethyl-7,8-dihydropterin diphosphate";"7369";NA;NA;NA;NA;NA
"8056";"C04822";"map00590";"Arachidonic acid metabolism";"8(R)-HPETE";"7383";NA;NA;NA;NA;NA
"8057";"C04822";"map04726";"Serotonergic synapse";"8(R)-HPETE";"7383";NA;NA;NA;NA;NA
"8058";"C04823";"map00230";"Purine metabolism";"1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole";"7384";NA;NA;NA;NA;NA
"8059";"C04823";"map01100";"Metabolic pathways";"1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole";"7384";NA;NA;NA;NA;NA
"8060";"C04823";"map01110";"Biosynthesis of secondary metabolites";"1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole";"7384";NA;NA;NA;NA;NA
"8061";"C04824";"map00540";"Lipopolysaccharide biosynthesis";"Lipid X";"7385";NA;NA;NA;NA;NA
"8062";"C04824";"map01100";"Metabolic pathways";"Lipid X";"7385";NA;NA;NA;NA;NA
"8063";"C04831";"map00402";"Benzoxazinoid biosynthesis";"DIMBOA-glucoside";"7392";NA;NA;NA;NA;NA
"8064";"C04831";"map00999";"Biosynthesis of various plant secondary metabolites";"DIMBOA-glucoside";"7392";NA;NA;NA;NA;NA
"8065";"C04831";"map01100";"Metabolic pathways";"DIMBOA-glucoside";"7392";NA;NA;NA;NA;NA
"8066";"C04831";"map01110";"Biosynthesis of secondary metabolites";"DIMBOA-glucoside";"7392";NA;NA;NA;NA;NA
"8067";"C04832";"map00680";"Methane metabolism";"Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide";"7393";NA;NA;NA;NA;NA
"8068";"C04832";"map01100";"Metabolic pathways";"Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide";"7393";NA;NA;NA;NA;NA
"8069";"C04832";"map01120";"Microbial metabolism in diverse environments";"Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide";"7393";NA;NA;NA;NA;NA
"8070";"C04832";"map01200";"Carbon metabolism";"Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide";"7393";NA;NA;NA;NA;NA
"8071";"C04835";"map00590";"Arachidonic acid metabolism";"(5Z,13E)-6,9alpha-Epoxy-11alpha-hydroxy-15-oxoprosta-5,13-dienoate";"7396";NA;NA;NA;NA;NA
