"";"cluster";"n_terms";"pct_terms"
"1";"cluster1";3;25
"2";"cluster2";1;8,33333333333333
"3";"cluster3";4;33,3333333333333
"4";"cluster4";1;8,33333333333333
"5";"cluster5";2;16,6666666666667
"6";"cluster6";1;8,33333333333333
