Metabolite,Metabolite_Name,Log2FC,t.val,p.val,p.adj,top_bottom_percentage,Significant,Cluster_ChangedMetabolites
C03242,dihomo-linolenate (20:3n3 or n6),-0.8353859307674842,-1.794963010157461,0.09302708057869828,0.2155505525603984,NA,FALSE,FALSE
C03406,argininosuccinate,-2.140009831293304,-1.998941901283265,0.06425205927469095,0.1657179809347233,NA,FALSE,FALSE
C03519,N-acetylphenylalanine,-0.3869213154076689,-0.8919174077798718,0.3866555757353601,0.5877164751177474,NA,FALSE,FALSE
C03547,glycolate (hydroxyacetate)_2,-0.4313921340473029,-2.017323316806078,0.06210345393724301,0.1623805905698556,NA,FALSE,FALSE
C03594,7-alpha-hydroxycholesterol,-0.6350440777752229,-1.549777311650793,0.1422319013984619,0.2964802707139597,NA,FALSE,FALSE
C03626,dimethylarginine (SDMA + ADMA),-1.468434208665102,-3.420170499567527,0.00384319687712029,0.02025428570017223,NA,FALSE,FALSE
C03672,3-(4-hydroxyphenyl)lactate,0.7923038244066576,2.335457456685649,0.03396808392563445,0.1022185785983111,TRUE,FALSE,FALSE
C03722,quinolinate,1.157826678127039,1.571032192647229,0.1372253937349178,0.2886290569332221,NA,FALSE,FALSE
C03793,N-6-trimethyllysine,-0.8824401184505154,-2.070918249641144,0.05620779525767402,0.1490160153342986,NA,FALSE,FALSE
C03794,adenylosuccinate,-0.9528109319168808,-1.774009250556725,0.09655268987127112,0.2210242298258014,NA,FALSE,FALSE
C03882,piperine,-0.2231740141006111,-0.4679940916014355,0.6465806440391065,0.8282044204545859,NA,FALSE,FALSE
C04100,1-linoleoylglycerophosphocholine,-0.9064867440391486,-1.28793728543734,0.2174681243806715,0.4037681788175335,NA,FALSE,FALSE
C04148,phenylacetylglutamine,-2.762823781897288,-3.263544059448609,0.00529211743012963,0.02492980938160242,NA,FALSE,FALSE
C04230,1-stearoylglycerophosphocholine,-0.9261819452681288,-1.300515605334073,0.2132373442671763,0.3985091351878377,NA,FALSE,FALSE
C04295,"4-androsten-3beta,17beta-diol disulfate 1*",1.024280935737137,2.203716853784104,0.04374748920395948,0.1234458853775094,TRUE,FALSE,FALSE
C04545,N1-methylguanosine,-2.856981819775168,-6.427399057957654,1.19174180397303e-5,6.614847367717156e-4,TRUE,TRUE,TRUE
C04555,androsterone sulfate,0.00901562397792332,0.03502862644222262,0.9725232296463086,1,NA,FALSE,FALSE
C04805,5-HETE,-2.482723510415181,-4.543700148377293,3.971909449701929e-4,0.0049217138833263,TRUE,TRUE,TRUE
C05010,histidylleucine,0.00320101713104326,0.00664342857241238,0.9947877382442908,1,NA,FALSE,FALSE
C05145,3-aminoisobutyrate,1.143801870636906,1.283502503008565,0.2189755720283979,0.4052470001824247,NA,FALSE,FALSE
C05208,1-arachidonoylglycerophosphocholine*,-0.2512057475760893,-0.3316137910050773,0.7448127075879132,0.9023120667346918,NA,FALSE,FALSE
C05282,gamma-glutamylglutamate,2.283530154705856,2.621686656544418,0.01936478216835289,0.06771733641693956,TRUE,FALSE,FALSE
C05283,gamma-glutamylglutamine,1.484817753482141,1.751569688740193,0.1004584787039399,0.2268132105914133,NA,FALSE,FALSE
C05345,fructose-6-phosphate,1.078320491652025,1.895518401566108,0.07764908437348345,0.1859662945079226,NA,FALSE,FALSE
C05382,sedoheptulose-7-phosphate,-1.020607677350009,-1.449492304643744,0.1679807681852488,0.3301690960882477,NA,FALSE,FALSE
C05411,xylonate,0.09117936311688536,0.2520350074504804,0.8044673783231977,0.9415737282222232,NA,FALSE,FALSE
C05484,pregnen-diol disulfate*,0.5130137332276811,0.798151174279296,0.4373558567646118,0.6375775917028867,NA,FALSE,FALSE
C05512,2'-deoxyinosine,-0.4463710698429434,-1.853889747411872,0.0837161482747181,0.1988258521524555,NA,FALSE,FALSE
C05519,allo-threonine,0.00190338062392791,0.00275421184223998,0.9978391027718966,1,NA,FALSE,FALSE
C05551,penicillin G,2.220446049250313e-16,4.786246162092285e-15,0.9999999999999962,1,NA,FALSE,FALSE
C05565,hydantoin-5-propionic acid,NA,NA,NA,NA,TRUE,NA,FALSE
C05570,ergothioneine,1.159632971523209,1.701737636306567,0.1096316516230458,0.2407379887834308,NA,FALSE,FALSE
C05576,"3,4-dihydroxyphenethyleneglycol",-1.452222521533775,-3.123347759333797,0.00704318511288534,0.03211692411475717,NA,FALSE,FALSE
C05584,vanillylmandelate (VMA),-2.001850509729962,-2.943540084228664,0.01014722442008622,0.04191244869166048,NA,FALSE,FALSE
C05793,L-urobilin,-0.5801833328091939,-0.8994765526585533,0.3827469960154989,0.5860738320839246,NA,FALSE,FALSE
C05822,cytidine-3'-monophosphate (3'-CMP),-0.930612756861518,-2.239513813842469,0.040857556585799,0.1177473213272856,NA,FALSE,FALSE
C05828,1-methylimidazoleacetate,-0.8553476650111358,-1.654769099683618,0.1189376546465862,0.2577736241389891,NA,FALSE,FALSE
C05842,N1-Methyl-2-pyridone-5-carboxamide,-0.1178303004781656,-0.3124720061696529,0.7590248829277895,0.9060436735711996,NA,FALSE,FALSE
C05947,4-hydroxyglutamate,0.7618347288192737,0.793535847516526,0.4399565621529935,0.6397327561918528,NA,FALSE,FALSE
C05953,prostaglandin A2,0.1779802599112179,0.994891125099561,0.3357183132742952,0.5556226701812073,NA,FALSE,FALSE
C05961,6-keto prostaglandin F1alpha,0.3743882901148912,1.118094000058748,0.2812814149750842,0.4933243278024554,NA,FALSE,FALSE
C05984,2-hydroxybutyrate (AHB),0.4728655354725253,1.700803829854662,0.1098103106731439,0.2407379887834308,NA,FALSE,FALSE
C06104,adipate,-0.8080115695606094,-0.9421944563696713,0.3611631659629845,0.567115715148488,NA,FALSE,FALSE
C06153,scyllo-inositol,-3.167084766874903,-5.036988455474533,1.51765568381159e-4,0.00240295483270168,TRUE,TRUE,TRUE
C06174,codeine,0,0,1,1,NA,FALSE,FALSE
C06218,maltopentaose,1.850601907919708,3.441761787559385,0.0036773316409461,0.01981882029277066,TRUE,FALSE,FALSE
C06423,caprylate (8:0),0.2562121650926364,1.485334459921667,0.1583643257097458,0.3156212085823604,NA,FALSE,FALSE
C06424,myristate (14:0),0.1035842566548908,0.5634199202793494,0.5815539607817326,0.7781355813276704,NA,FALSE,FALSE
C06425,arachidate (20:0),0.9881589535263748,1.951241489175614,0.07014665694355414,0.1753666423588854,TRUE,FALSE,FALSE
C06427,"linolenate [alpha or gamma, (18:3n3 or 6)]",0.3812984321638981,0.8607020298446321,0.4030794364466487,0.6046191546699731,NA,FALSE,FALSE
C06428,"eicosapentaenoate (EPA, 20:5n3)",-1.784749243113705,-3.499845935602539,0.00326582128958632,0.01807299160256507,NA,FALSE,FALSE
C06429,"docosapentaenoate (n6 DPA, 22:5n6)",-0.6600153424565038,-1.057264889930699,0.3072801756471313,0.5275593377074242,NA,FALSE,FALSE
C06527,quinidine,-4.440892098500626e-16,-9.572492324184572e-15,0.9999999999999925,1,NA,FALSE,FALSE
C06804,4-acetamidophenol,8.881784197001252e-16,1.914498464836914e-14,0.9999999999999848,1,NA,FALSE,FALSE
C06834,lipitor,NA,NA,NA,NA,TRUE,NA,FALSE
C07041,hydrochlorothiazide,-1.110223024625156e-16,-2.393123081046143e-15,0.999999999999998,1,NA,FALSE,FALSE
C07073,lidocaine,-0.1265690161738603,-0.2244928274067398,0.8254321429745914,0.9585438134098796,NA,FALSE,FALSE
C07151,metformin,2.220446049250313e-16,4.786246162092285e-15,0.9999999999999962,1,NA,FALSE,FALSE
C07187,venlafaxine,5.551115123125783e-17,1.196561540523071e-15,0.9999999999999992,1,NA,FALSE,FALSE
C07202,metoprolol,8.881784197001252e-16,1.914498464836914e-14,0.9999999999999848,1,NA,FALSE,FALSE
C07326,"1,5-anhydroglucitol (1,5-AG)",0.151351841367017,0.2198427361546271,0.8289858194856065,0.9585438134098796,NA,FALSE,FALSE
C07415,paroxetine,4.163336342344337e-17,8.974211553923036e-16,0.9999999999999992,1,NA,FALSE,FALSE
C07480,theobromine,0.07382321446012657,0.1411075879766364,0.8896805020941202,0.9855795743382998,NA,FALSE,FALSE
C07572,citalopram,2.220446049250313e-16,4.786246162092285e-15,0.9999999999999962,1,NA,FALSE,FALSE
C07588,2-hydroxyhippurate (salicylurate),0.1146203775196486,0.950798381674728,0.3569196432218509,0.567115715148488,NA,FALSE,FALSE
C07589,celecoxib,0,0,1,1,NA,FALSE,FALSE
C08257,quebrachitol,0.00957901264833283,0.0175624712299998,0.9862215883684612,1,NA,FALSE,FALSE
C08261,azelate (nonanedioate),0.2247183665831314,1.131135569588177,0.2759277054382628,0.4884434537261173,NA,FALSE,FALSE
C08283,homostachydrine*,0.158239379095499,0.4084388127400441,0.6887778966792171,0.8628646178179202,NA,FALSE,FALSE
C08316,erucate (22:1n9),1.479093785446787,2.40073217094821,0.02992289360005524,0.0937145568792939,TRUE,FALSE,FALSE
C08322,myristoleate (14:1n5),-0.5079839798457986,-1.982222982754493,0.06626485371787945,0.1671281708813774,NA,FALSE,FALSE
C08323,nervonate (24:1n9),0.7361511972085086,1.018638344773985,0.3246773178504058,0.545917614084753,NA,FALSE,FALSE
C08362,palmitoleate (16:1n7),0.2783095378330155,0.7699339194189382,0.4534084845092239,0.6509895117638731,NA,FALSE,FALSE
C08367,cis-vaccenate (18:1n7),-0.06908020900324854,-0.1424202634968488,0.8886615820577517,0.9855795743382998,NA,FALSE,FALSE
C09213,tryptophan betaine,0.4180875248395213,0.5013923616997242,0.6234427209838741,0.8150512636715785,NA,FALSE,FALSE
C10172,stachydrine,0.1371439671573323,0.2175518597767496,0.8307379716218957,0.9585438134098796,NA,FALSE,FALSE
C11301,glycolithocholate sulfate*,0.2291507257238985,0.7033057052652334,0.4927408435056319,0.6884110802028072,NA,FALSE,FALSE
C11332,leucylleucine,-0.1247694196643131,-0.3641097629840826,0.7209060992355434,0.8932966881831733,NA,FALSE,FALSE
C12144,phytosphingosine,0.02928936089048006,0.05482305242875976,0.9570099015556808,1,NA,FALSE,FALSE
C12270,N-acetyl-aspartyl-glutamate (NAAG),-2.99214954524785,-5.609370314379807,5.159516910957936e-5,0.00149115107100033,TRUE,TRUE,TRUE
C12600,phenol red,-0.1087592846338556,-0.1400780450957676,0.8904797908495166,0.9855795743382998,NA,FALSE,FALSE
C12989,N2-acetyllysine,-0.9238909973634624,-1.404197841252327,0.1808196837379097,0.3493804058664696,NA,FALSE,FALSE
C13857,1-arachidonylglycerol,-0.09217617280882108,-0.2521260797657592,0.804398302222475,0.9415737282222232,NA,FALSE,FALSE
C14152,beta-tocopherol,0.7956277062436128,1.12126293717336,0.2799734250444151,0.4925458403559155,NA,FALSE,FALSE
C14732,5-oxoETE,-2.348052258706089,-4.556643556835307,3.871567440956329e-4,0.00490398542521135,TRUE,TRUE,TRUE
C16300,stearidonate (18:4n3),0.4409850580452321,1.145905630764212,0.269957452915478,0.4808617130056951,NA,FALSE,FALSE
C16513,"docosapentaenoate (n3 DPA, 22:5n3)",-0.4775195707352708,-0.9688101307438508,0.3481487200067919,0.560841136921199,NA,FALSE,FALSE
C16525,dihomo-linoleate (20:2n6),0.5071718502272269,1.012251361742973,0.3276209509879904,0.548649183107178,NA,FALSE,FALSE
C16526,eicosenoate (20:1n9 or 11),1.429625309935727,2.547078140569079,0.02245094582124419,0.07572212495922598,TRUE,FALSE,FALSE
C16527,adrenate (22:4n6),-0.384537471024617,-0.9262880406052844,0.3690999383075389,0.5732614845648424,NA,FALSE,FALSE
C16533,docosadienoate (22:2n6),1.219610499687086,2.468230569927649,0.02622220678927445,0.08614466863369459,TRUE,FALSE,FALSE
C16534,docosatrienoate (22:3n3),0.1534267468874138,0.3132574825934476,0.7584398788705092,0.9060436735711996,NA,FALSE,FALSE
C16537,pentadecanoate (15:0),0.02235426463913482,0.06476509206010227,0.9492244749523824,1,NA,FALSE,FALSE
C16884,threitol,-1.717633227770078,-2.945834369831839,0.01010020136075974,0.04191244869166048,NA,FALSE,FALSE
C17337,7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),1.941403274913823,3.045219807126859,0.008256243639969,0.03648107654870025,TRUE,FALSE,FALSE
C18218,16-hydroxypalmitate,0.1694905065298422,0.527106069340778,0.6059022145157924,0.7994543108194483,NA,FALSE,FALSE
C19891,chiro-inositol,-0.5843507980820589,-0.7660467529281104,0.4556483287541458,0.6525616768589526,NA,FALSE,FALSE
C20522,imidazole propionate,-0.758434526727584,-1.540763024511807,0.144401456121967,0.2969526392728272,NA,FALSE,FALSE
NA_1,1-arachidonoylglycerophosphoethanolamine*,-1.387343866372212,-4.074115783641026,0.00101566917228897,0.00762590504224324,NA,TRUE,FALSE
NA_10,1-oleoylglycerophosphocholine,-1.68858957122486,-2.271077607919324,0.03845825213795292,0.1118428761154753,NA,FALSE,FALSE
NA_100,erythronate*,-0.4113970100010364,-1.17544327730169,0.2583121332761381,0.463012314362889,NA,FALSE,FALSE
NA_101,gabapentin,-4.440892098500626e-16,-9.572492324184572e-15,0.9999999999999925,1,NA,FALSE,FALSE
NA_102,gamma-glutamylisoleucine*,-0.9976121417503864,-1.571464554831747,0.1371251269443088,0.2886290569332221,NA,FALSE,FALSE
NA_103,gamma-glutamylleucine,0.1507310931422144,0.5476206937291531,0.5920852124126905,0.7903713608319287,NA,FALSE,FALSE
NA_104,gamma-glutamylphenylalanine,-0.6443256825075125,-2.850290907747136,0.01225088793102112,0.04815866290125543,NA,FALSE,FALSE
NA_105,gamma-glutamylvaline,-0.1041055329089626,-0.1784067968247505,0.8608135523537173,0.9716113363200372,NA,FALSE,FALSE
NA_106,"glutamate, gamma-methyl ester",-2.11540239365639,-4.222161291051586,7.538942385209006e-4,0.00641372710383452,NA,TRUE,FALSE
NA_107,glutaroyl carnitine,-1.536709421813855,-3.328781369943046,0.00463210405387362,0.02276120095437901,NA,FALSE,FALSE
NA_108,glycocholenate sulfate*,-1.110223024625156e-16,-2.393123081046143e-15,0.999999999999998,1,NA,FALSE,FALSE
NA_109,glycylisoleucine,-1.64933136397208,-3.652598582912793,0.00239078248949377,0.01434469493696265,NA,FALSE,FALSE
NA_11,1-oleoylglycerophosphoethanolamine,-4.924229128554142,-6.752640792945823,6.827322701099792e-6,5.784386687555662e-4,TRUE,TRUE,TRUE
NA_110,glycyllysine,-0.7443234705517772,-0.9165588637691436,0.3740130692892103,0.5764363010279108,NA,FALSE,FALSE
NA_111,glycylmethionine,-0.566997495314201,-1.42153739585388,0.1758125786821957,0.3443751541197648,NA,FALSE,FALSE
NA_112,glycylphenylalanine,0.05420325134604553,0.2411610588411819,0.8127269515407619,0.9492917261849062,NA,FALSE,FALSE
NA_113,glycylproline,-0.1379613704951016,-0.4916800855541587,0.6301305499205063,0.8157415617945581,NA,FALSE,FALSE
NA_114,glycylthreonine,-2.813504625174045,-4.40804927550229,5.198771918458383e-4,0.00548759258059496,TRUE,TRUE,TRUE
NA_115,glycyltryptophan,-0.953968904116942,-1.494963993511734,0.1558604335888939,0.3138116228030561,NA,FALSE,FALSE
NA_116,glycyltyrosine,-0.1472926229770936,-0.4301821053012646,0.6732380834745244,0.8527682390677309,NA,FALSE,FALSE
NA_117,glycylvaline,-2.171087327337994,-4.662341735594164,3.143587237916878e-4,0.00416708075723865,TRUE,TRUE,TRUE
NA_118,guanosine 5'- monophosphate (5'-GMP),1.474110832021396,1.624799050429483,0.1252263643485149,0.2663396555173638,NA,FALSE,FALSE
NA_119,histidylmethionine,-1.053898102968859,-1.912836879694822,0.07524344609224637,0.182505379883321,NA,FALSE,FALSE
NA_12,1-oleoylglycerophosphoinositol*,-1.918544923419382,-5.55313891493636,5.725511456296118e-5,0.00149115107100033,TRUE,TRUE,TRUE
NA_120,histidylphenylalanine,-0.5569525374060702,-0.9337777519239508,0.3653480099699626,0.5705434676243251,NA,FALSE,FALSE
NA_121,histidyltryptophan,0.0119992095750907,0.02837960401298803,0.9777371135044088,1,NA,FALSE,FALSE
NA_122,histidyltyrosine,-0.1715040903910858,-0.284848413001926,0.7796926432737212,0.9220431673568904,NA,FALSE,FALSE
NA_123,"Isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate, myo-inositol 1,4 or 1,3-diphosphate",1.113214964653673,2.004864511731651,0.06355248403300087,0.1646587086309568,TRUE,FALSE,FALSE
NA_124,"Isobar: ribulose 5-phosphate, xylulose 5-phosphate",0.09362307535636943,0.2085127800716227,0.8376603931706685,0.9597670418350503,NA,FALSE,FALSE
NA_125,isobutyrylcarnitine,-2.051604813813854,-4.248815362146557,7.146375593563419e-4,0.00634937256640125,TRUE,TRUE,TRUE
NA_126,isoleucylalanine,-1.366655601301981,-1.816087676811686,0.089588514854201,0.2110033731637949,NA,FALSE,FALSE
NA_127,isoleucylarginine,-1.872671367323163,-2.993475036600061,0.00917069270526135,0.03900966299999233,NA,FALSE,FALSE
NA_128,isoleucylglutamate,-1.665882564978417,-1.995103867421637,0.06470914033750438,0.1661450900557545,NA,FALSE,FALSE
NA_129,isoleucylglycine,-1.773328995340074,-3.579118960069539,0.00277762521722251,0.01615557524302892,NA,FALSE,FALSE
NA_13,1-oleoylglycerophosphoserine,-1.746891675988002,-3.88031896349963,0.00150380516623045,0.01045327981404097,NA,FALSE,FALSE
NA_130,isoleucylhistidine,-1.74166809188648,-2.079569354604984,0.05530571790846479,0.1473096224664716,NA,FALSE,FALSE
NA_131,isoleucylisoleucine,-1.176821802702542,-1.542283703389623,0.1440335094419113,0.2969526392728272,NA,FALSE,FALSE
NA_132,isoleucylmethionine,-0.911437705788045,-0.9790429492351608,0.3432336454188202,0.5558874411110483,NA,FALSE,FALSE
NA_133,isoleucylphenylalanine,-3.098850096072989,-2.418244897652649,0.02891777330528449,0.09157294880006756,NA,FALSE,FALSE
NA_134,isoleucylserine,-0.950086659112172,-2.127054973617074,0.05058698378493392,0.1392929987183484,NA,FALSE,FALSE
NA_135,isoleucyltryptophan,-0.4597008100912074,-0.4897851850699617,0.6314393046621625,0.8157415617945581,NA,FALSE,FALSE
NA_136,isoleucyltyrosine,0.1171742427469447,0.1263628080707241,0.9011390325722786,0.9935188560274636,NA,FALSE,FALSE
NA_137,isoleucylvaline,-1.779323405689164,-2.466782975149739,0.02629679358291729,0.08614466863369459,NA,FALSE,FALSE
NA_138,isovalerylcarnitine,-2.661530488981725,-6.175605211045357,1.852761690001985e-5,8.123647410008707e-4,TRUE,TRUE,TRUE
NA_139,laurylcarnitine,1.61461744005712,4.357641278701866,5.748279251968216e-4,0.00571624161223082,TRUE,TRUE,TRUE
NA_14,1-palmitoleoylglycerophosphocholine*,-1.748068900473579,-2.514594503245914,0.02393720389245506,0.08026003658058461,NA,FALSE,FALSE
NA_140,leucylalanine,-0.4339378913843806,-1.273928940401181,0.2222579799855106,0.4086678986830355,NA,FALSE,FALSE
NA_141,leucylarginine,-1.130985237567672,-1.234311764743224,0.2362555220338215,0.4302416854929018,NA,FALSE,FALSE
NA_142,leucylasparagine,-0.5524831608560439,-0.9833662632667426,0.3411718150235483,0.5556226701812073,NA,FALSE,FALSE
NA_143,leucylglutamate,-0.6371638626436996,-0.8090625303632436,0.4312463250316457,0.6307967810315047,NA,FALSE,FALSE
NA_144,leucylglycine,-0.4482460349326227,-0.8846553998965428,0.390435745058879,0.5918839752222368,NA,FALSE,FALSE
NA_145,leucylhistidine,-0.3915824929683769,-0.3522131787430935,0.7296248530114537,0.8963580082715228,NA,FALSE,FALSE
NA_146,leucylmethionine,-1.96925894244127,-2.483486257063258,0.02544831587658909,0.08433453517241736,NA,FALSE,FALSE
NA_147,leucylphenylalanine,-0.6294498256989716,-0.4887545140224614,0.6321516964903859,0.8157415617945581,NA,FALSE,FALSE
NA_148,leucylserine,-0.247990014448692,-0.2067600610003878,0.8390043090495236,0.9597670418350503,NA,FALSE,FALSE
NA_149,leucyltryptophan,-0.6427766215065142,-0.9481243650064616,0.3582347634737537,0.567115715148488,NA,FALSE,FALSE
NA_15,1-palmitoleoylglycerophosphoethanolamine*,-3.643698140417855,-5.770948380727819,3.834824486412011e-5,0.00136615622328427,TRUE,TRUE,TRUE
NA_150,leucyltyrosine,-0.3818140313648577,-0.4923545131466832,0.6296650503216339,0.8157415617945581,NA,FALSE,FALSE
NA_151,lysylleucine,-1.300083226057359,-2.063940778241983,0.05694517385476874,0.1495794889272727,NA,FALSE,FALSE
NA_152,lysyllysine,-1.833094015334422,-2.226397710517693,0.04189511802128403,0.1188070511051338,NA,FALSE,FALSE
NA_153,lysylmethionine,-0.8624925619947585,-0.9664366249820036,0.3492957958017994,0.560841136921199,NA,FALSE,FALSE
NA_154,lysyltyrosine,1.046816858742179,1.07790177923721,0.2982690938376813,0.518333486242312,NA,FALSE,FALSE
NA_155,malonylcarnitine,-2.440400340815406,-4.505919095490687,4.280343217574126e-4,0.00506572561087841,TRUE,TRUE,TRUE
NA_156,margarate (17:0),0.1518219024807602,0.7240209233954846,0.4802996768046783,0.675977322910288,NA,FALSE,FALSE
NA_157,methionylalanine,-0.6894278501079989,-0.6516279103437116,0.5245943703374154,0.7187951708950163,NA,FALSE,FALSE
NA_158,methionylasparagine,-0.1780843187085932,-0.2949950128868945,0.7720800922451136,0.9149389866522136,NA,FALSE,FALSE
NA_159,methionylaspartate,-0.8333087340681216,-1.147293817934919,0.2694013904044542,0.4808617130056951,NA,FALSE,FALSE
NA_16,1-palmitoylglycerol (1-monopalmitin),-0.7915995951079438,-1.757718029976175,0.09937471919831369,0.2256716730798358,NA,FALSE,FALSE
NA_160,methionylglutamate,-0.07669058397022877,-0.0970023294944944,0.9240210613690724,1,NA,FALSE,FALSE
NA_161,methionylglycine,-0.2867285202429206,-0.3298541536878306,0.74611528003441,0.9023120667346918,NA,FALSE,FALSE
NA_162,methionylleucine,0.1630759832457964,0.2020363433858676,0.8426288390594977,0.9605968765278272,NA,FALSE,FALSE
NA_163,methionylphenylalanine,0.7116965581606867,0.6072954880123833,0.5528244660041423,0.7449407697928158,NA,FALSE,FALSE
NA_164,methylglutaroylcarnitine,-1.827064498695691,-2.639881368199956,0.01867647117587981,0.06653492856407184,NA,FALSE,FALSE
NA_165,methylphosphate,-1.565332366933795,-3.688936564603664,0.00221999815516207,0.01398495148771387,NA,FALSE,FALSE
NA_166,metoprolol acid metabolite*,8.881784197001252e-16,1.914498464836914e-14,0.9999999999999848,1,NA,FALSE,FALSE
NA_167,myristoylcarnitine,0.5917423372549243,0.6914049717542511,0.4999736629412862,0.6950853362842271,NA,FALSE,FALSE
NA_168,N-acetylasparagine,-0.07191012342838744,-0.1421749764763816,0.8888519624543066,0.9855795743382998,NA,FALSE,FALSE
NA_169,N-acetylglycine,-0.1655073908540036,-0.6702268882042005,0.5129974428306968,0.7097294718774204,NA,FALSE,FALSE
NA_17,1-palmitoylglycerophosphocholine,-0.9887125577997083,-1.711193777383622,0.107836700520105,0.2382438732420923,NA,FALSE,FALSE
NA_170,N-acetylisoleucine,0.1584210746971367,0.4696214780666912,0.6454441584413688,0.8282044204545859,NA,FALSE,FALSE
NA_171,N-acetylserine,-1.221444349724799,-3.357715421238543,0.00436626434055095,0.02183132170275475,NA,FALSE,FALSE
NA_172,N-acetylthreonine,-0.01150002647043557,-0.04096300707200849,0.967870824795132,1,NA,FALSE,FALSE
NA_173,N-acetyltyrosine,-0.04783754257322448,-0.218984128977753,0.8296424064765665,0.9585438134098796,NA,FALSE,FALSE
NA_174,N-acetylvaline,-0.425536821511708,-0.8177090145352561,0.4264439210895724,0.6280956977288276,NA,FALSE,FALSE
NA_175,N2-methylguanosine,-3.002095334503021,-7.33547174544826,2.607884646577178e-6,5.784386687555662e-4,TRUE,TRUE,TRUE
NA_176,"N2,N2-dimethylguanosine",-2.147215766767578,-5.337185452462458,8.572762247876767e-5,0.00186131616448735,TRUE,TRUE,TRUE
NA_177,N6-carbamoylthreonyladenosine,-0.7126581154152666,-1.748119657124542,0.1010711499828403,0.2268132105914133,NA,FALSE,FALSE
NA_178,nicotinate adenine dinucleotide (NAAD+),NA,NA,NA,NA,TRUE,NA,FALSE
NA_179,octanoylcarnitine,0.8062555288050509,1.529802776204613,0.1470769818705303,0.3004798554344167,NA,FALSE,FALSE
NA_18,1-palmitoylglycerophosphoethanolamine,-5.578725604379296,-6.484944657230747,1.07874218218908e-5,6.614847367717156e-4,TRUE,TRUE,TRUE
NA_180,oleoylcarnitine,2.752401136479971,2.896890183286328,0.01115121544715192,0.04476192116110281,TRUE,FALSE,FALSE
NA_181,ophthalmate,0.5729030680890067,1.955239475989203,0.06963441792109805,0.1748529436785281,TRUE,FALSE,FALSE
NA_182,p-acetamidophenylglucuronide,0,0,1,1,NA,FALSE,FALSE
NA_183,palmitoyl sphingomyelin,-0.4260124020916754,-1.837968347355988,0.08614631487579993,0.2037485455568712,NA,FALSE,FALSE
NA_184,palmitoylcarnitine,1.643360159111917,2.10540959227682,0.05268991153474546,0.1430154741657377,TRUE,FALSE,FALSE
NA_185,phenylalanylalanine,2.016475722129543,2.613238956228287,0.01969260074391938,0.0684437952685003,TRUE,FALSE,FALSE
NA_186,phenylalanylarginine,-0.735541239021146,-0.8088190553266863,0.4313820545534578,0.6307967810315047,NA,FALSE,FALSE
NA_187,phenylalanylaspartate,0.662431304964761,0.6236849259335997,0.5422927112986993,0.7342205354875501,NA,FALSE,FALSE
NA_188,phenylalanylglutamate,0.1065707950902086,0.1111889828064937,0.9129547464280364,1,NA,FALSE,FALSE
NA_189,phenylalanylglycine,0.806354471031365,1.777453427691423,0.09596520461041978,0.2205651880158842,NA,FALSE,FALSE
NA_19,1-palmitoylglycerophosphoinositol*,-2.511947198208279,-7.091882583089281,3.877649997135989e-6,5.784386687555662e-4,TRUE,TRUE,TRUE
NA_190,phenylalanylleucine,0.2511734039737283,0.1979384770604658,0.8457761374037155,0.9610242906633872,NA,FALSE,FALSE
NA_191,phenylalanylmethionine,1.598438698433196,1.935108190267457,0.07224851984597426,0.1782755684511053,NA,FALSE,FALSE
NA_192,phenylalanylphenylalanine,1.989336149578242,2.094333009542368,0.05379692954784192,0.1453281983045967,TRUE,FALSE,FALSE
NA_193,phenylalanylproline,0.09444770518828303,0.3209471779672388,0.7527208896982103,0.9032650676378524,NA,FALSE,FALSE
NA_194,phenylalanylserine,1.654299055458173,1.923468694679305,0.07380005613421152,0.1813191034331921,NA,FALSE,FALSE
NA_195,phenylalanyltryptophan,-0.5356985493707376,-0.9909435380211946,0.3375792807257896,0.5556226701812073,NA,FALSE,FALSE
NA_196,phenylalanyltyrosine,-0.1623845698836406,-0.3085475797514908,0.7619499759780237,0.9067045643162288,NA,FALSE,FALSE
NA_197,phenylalanylvaline,-0.199064077725333,-0.254208180503972,0.802819541166306,0.9415737282222232,NA,FALSE,FALSE
NA_198,pivaloylcarnitine,-0.759642371973452,-0.9854513975854584,0.3401805276559459,0.5556226701812073,NA,FALSE,FALSE
NA_199,pregnanediol-3-glucuronide,-0.3385721342261223,-1.386048367049748,0.1861851601792057,0.3585322341288758,NA,FALSE,FALSE
NA_2,1-arachidonoylglycerophosphoinositol*,-1.16231282903378,-3.244493357943282,0.00550193262478186,0.02570575078791525,NA,FALSE,FALSE
NA_20,1-palmitoylplasmenylethanolamine*,-3.951600139411821,-6.729194768837804,7.103632774191164e-6,5.784386687555662e-4,TRUE,TRUE,TRUE
NA_200,pro-hydroxy-pro,-1.360095828311284,-4.260071136343361,6.986924851612779e-4,0.00634937256640125,TRUE,TRUE,TRUE
NA_201,prolylglycine,-1.869966269926814,-3.994061738939731,0.00119408129623985,0.00850782923570899,NA,TRUE,FALSE
NA_202,prolylmethionine,-1.353871140130161,-2.406946933081906,0.02956247442802129,0.09309729516006708,NA,FALSE,FALSE
NA_203,pyroglutamine*,0.2634531119190676,0.538924493862447,0.5979227896526594,0.7958676006585684,NA,FALSE,FALSE
