Metabolite,Metabolite_Name,Log2FC,t.val,p.val,p.adj,top_bottom_percentage,Significant,Cluster_ChangedMetabolites
C00079,phenylalanine,-1.410865289492512,-4.964222531108641,1.745966190640097e-4,0.00255179674016629,TRUE,TRUE,TRUE
C00082,tyrosine,-1.498550737308371,-5.550339649963052,5.755319923159198e-5,0.00149115107100033,TRUE,TRUE,TRUE
C00086,urea,-0.6107953326496199,-2.430386911473612,0.02823978355057941,0.09021832306208964,NA,FALSE,FALSE
C00092,glucose-6-phosphate (G6P)_1,1.205723345797936,2.428724342459805,0.0283317189966913,0.09021832306208964,TRUE,FALSE,FALSE
C00093,glycerol 3-phosphate (G3P),-0.7181825285846567,-1.143599051399436,0.2708833131578259,0.4810077523363263,NA,FALSE,FALSE
C00095,fructose,0.6086229285573562,1.673277326336176,0.1151918627816833,0.2506082510899217,NA,FALSE,FALSE
C00097,cysteine,-1.988355267756793,-3.519271401966089,0.00313875769214864,0.01771378103489828,NA,FALSE,FALSE
C00099,beta-alanine,1.283901485770645,1.766074657109187,0.09791820616212044,0.2232535100496346,NA,FALSE,FALSE
C00103,glucose 1-phosphate,1.827982517283991,2.116610338112372,0.05159185769314616,0.1407050664358531,TRUE,FALSE,FALSE
C00106,uracil,-1.438866607415448,-2.626342013282652,0.01918637905079878,0.06767792339004364,NA,FALSE,FALSE
C00116,glycerol,-0.8985017637970678,-1.988458572332008,0.06550754351535373,0.1666933026953198,NA,FALSE,FALSE
C00121,ribose,-1.834474027642196,-2.742442239584963,0.01521683805754497,0.05782398461867089,NA,FALSE,FALSE
C00122,fumarate,-2.656218928003553,-4.10273787990835,9.586738678274268e-4,0.00738437979272477,NA,TRUE,FALSE
C00123,leucine,-1.309451067811087,-5.108220839225051,1.323935800563301e-4,0.00233820600803912,TRUE,TRUE,TRUE
C00127,cysteine-glutathione disulfide,3.719487791701874,3.483704119701469,0.00337531931123102,0.01849934622501619,TRUE,FALSE,FALSE
C00134,putrescine,1.103526666967838,1.525480686396335,0.1481434914859832,0.3015778219536087,NA,FALSE,FALSE
C00135,histidine,-1.163975045316294,-4.241386224299013,7.253648534633576e-4,0.00634937256640125,TRUE,TRUE,TRUE
C00137,myo-inositol,-2.300346456483035,-4.447816791370065,4.803397406926737e-4,0.00526526254220815,TRUE,TRUE,TRUE
C00140,N-acetylglucosamine,0.7637175585188518,1.05907625999504,0.3064813582684267,0.5275593377074242,NA,FALSE,FALSE
C00147,adenine,-2.2588885087465,-3.865807108916206,0.00154879121107205,0.01063627699169964,NA,FALSE,FALSE
C00148,proline,-1.418770069564761,-5.239098966525598,1.031861561862094e-4,0.00202814169055653,TRUE,TRUE,TRUE
C00149,malate,-2.239392747448662,-3.593618809995379,0.0026965997347553,0.01584599844134561,NA,FALSE,FALSE
C00152,asparagine,-2.367276824407778,-4.185603281129715,8.113454561850541e-4,0.00670241898587653,NA,TRUE,FALSE
C00153,nicotinamide,-1.09250540153968,-2.683515710894532,0.01712052626480073,0.06307308806888431,NA,FALSE,FALSE
C00155,homocysteine,-0.6279130285474734,-0.739928531574234,0.470875330012277,0.6668113990476929,NA,FALSE,FALSE
C00158,citrate,3.975126380692978,5.730279462650073,4.130812042552307e-5,0.00138503697897342,TRUE,TRUE,TRUE
C00159,mannose,-0.7992790157590955,-2.333866191691608,0.03407285953277036,0.1022185785983111,NA,FALSE,FALSE
C00160,glycolate (hydroxyacetate)_1,-0.4313921340473029,-2.017323316806078,0.06210345393724301,0.1623805905698556,NA,FALSE,FALSE
C00168,beta-hydroxypyruvate,-1.110223024625156e-16,-2.393123081046143e-15,0.999999999999998,1,NA,FALSE,FALSE
C00170,5-methylthioadenosine (MTA),-1.001083264493719,-2.625074951136744,0.01923477822664398,0.06767792339004364,NA,FALSE,FALSE
C00178,thymine,-0.5541571894614656,-0.853673937934731,0.4068400498941482,0.6048772472912842,NA,FALSE,FALSE
C00179,agmatine,-0.8589728864662463,-1.352301660320788,0.1965060936906058,0.3746102789419575,NA,FALSE,FALSE
C00180,benzoate,0.5342493274742619,2.900280166577483,0.01107509302775676,0.04476192116110281,TRUE,FALSE,FALSE
C00181,xylose,-1.207446772266341,-1.045251849644593,0.3126164449598844,0.5351092301115138,NA,FALSE,FALSE
C00183,valine,-1.165093249413847,-5.128302237220136,1.274081459030345e-4,0.00233820600803912,TRUE,TRUE,TRUE
C00184,"1,3-dihydroxyacetone",0.3299638841708958,0.8619302228529296,0.4024246168305379,0.6046191546699731,NA,FALSE,FALSE
C00186,lactate,-0.03799021730995144,-0.1571249731721438,0.8772618461349229,0.9843292368049332,NA,FALSE,FALSE
C00187,cholesterol,-0.3706674852290241,-1.630240618171745,0.1240637219053511,0.2648551366518732,NA,FALSE,FALSE
C00188,threonine,-2.191006864372829,-4.39401189003025,5.346163810592298e-4,0.0055405697673411,TRUE,TRUE,TRUE
C00189,ethanolamine,-2.652364799335049,-4.211342426615936,7.704501446484475e-4,0.00645818503602375,NA,TRUE,FALSE
C00191,glucuronate,-3.526385808013166,-4.234679270070263,7.351905076885659e-4,0.00634937256640125,NA,TRUE,FALSE
C00208,maltose,3.723246576598235,5.571347878814574,5.535484769705811e-5,0.00149115107100033,TRUE,TRUE,TRUE
C00212,adenosine,-1.507908076120636,-2.793152608226155,0.01374426871803279,0.05293400790053171,NA,FALSE,FALSE
C00213,sarcosine (N-Methylglycine),0.3284795477089409,0.7321817398204208,0.4754507388740088,0.6708092107875866,NA,FALSE,FALSE
C00214,thymidine,-0.1637940030571068,-0.9888998710583916,0.3385455726990837,0.5556226701812073,NA,FALSE,FALSE
C00219,arachidonate (20:4n6),-2.019413242235669,-5.414609729033545,7.412450953532475e-5,0.00183699871457109,TRUE,TRUE,TRUE
C00233,4-methyl-2-oxopentanoate,0.2267582268160555,0.4359623906677181,0.6691323515008293,0.851578555340046,NA,FALSE,FALSE
C00242,guanine,1.78890340794057,1.983921644448042,0.06605776760603649,0.1671281708813774,TRUE,FALSE,FALSE
C00245,taurine,-1.114219100141702,-2.661255781216095,0.01789796751798589,0.06497988207166852,NA,FALSE,FALSE
C00249,palmitate (16:0),0.2090370071197993,0.9239633038764944,0.3702698622925573,0.5735158193118416,NA,FALSE,FALSE
C00250,pyridoxal,-1.934716745155881,-3.622655670756477,0.00254141249355453,0.01508963668048005,NA,FALSE,FALSE
C00252,valylasparagine,-0.3607345005623912,-0.8526951290690078,0.4073656214057073,0.6048772472912842,NA,FALSE,FALSE
C00253,nicotinate,-0.1280413534554343,-0.4341116450576236,0.6704457548942967,0.851578555340046,NA,FALSE,FALSE
C00255,riboflavin (Vitamin B2),-1.952795436745103,-4.86582670204496,2.112396286390271e-4,0.00301016470810613,TRUE,TRUE,TRUE
C00257,gluconate,-1.224454978737739,-4.040259060919122,0.00108755971713297,0.00796691572159769,NA,TRUE,FALSE
C00258,glycerate,-0.790501435144441,-2.350765986713607,0.03297549782939794,0.100513549533459,NA,FALSE,FALSE
C00262,hypoxanthine,-1.208673163348859,-3.500203853212232,0.00326343412278661,0.01807299160256507,NA,FALSE,FALSE
C00263,homoserine,-0.03354829167618756,-0.07094699036499652,0.94438618932943,1,NA,FALSE,FALSE
C00270,N-acetylneuraminate,0.9529658832320328,3.414216695315305,0.00389023573966175,0.02025428570017223,TRUE,FALSE,FALSE
C00275,mannose-6-phosphate,1.067922016238676,1.789303846972517,0.09396787408410988,0.2168489401940997,NA,FALSE,FALSE
C00294,inosine,-0.2976206409117655,-1.641342898619379,0.1217204022472123,0.2612051071935015,NA,FALSE,FALSE
C00296,quinate,-1.845004768110982,-2.874066810726871,0.01167719673915555,0.04622223709249074,NA,FALSE,FALSE
C00299,uridine,-0.8616936977944164,-4.130782987229421,9.05983555383479e-4,0.00717236981345254,NA,TRUE,FALSE
C00300,creatine,0.00373948982555938,0.01681440442062541,0.9868084142507304,1,NA,FALSE,FALSE
C00309,ribulose,-0.4986210562637577,-1.059547098208682,0.306273966605687,0.5275593377074242,NA,FALSE,FALSE
C00310,xylulose,0.0787723155914094,0.1460211520568663,0.8858675616617002,0.9855795743382998,NA,FALSE,FALSE
C00315,spermidine,0.6757803080106065,2.066282915228578,0.05669667345565673,0.1495794889272727,TRUE,FALSE,FALSE
C00318,carnitine,-0.2404717894032447,-0.7427891073810791,0.4691926166154352,0.6668113990476929,NA,FALSE,FALSE
C00319,sphingosine,1.582858030272081,2.227029165768702,0.04184460806090567,0.1188070511051338,TRUE,FALSE,FALSE
C00327,citrulline,0.7973852661852393,2.926460764536449,0.01050408512583774,0.04307430591170875,TRUE,FALSE,FALSE
C00328,kynurenine,1.665946981671307,2.445918903097092,0.02739448577554619,0.08872077779580302,TRUE,FALSE,FALSE
C00330,2'-deoxyguanosine,-0.2422340960535558,-0.5117516027105435,0.6163469821899248,0.8076270801109359,NA,FALSE,FALSE
C00334,gamma-aminobutyrate (GABA),-2.413529102777095,-3.387983549550804,0.00410444081541922,0.02070381650255717,NA,FALSE,FALSE
C00345,6-phosphogluconate,0.1769566616439775,0.4235221343776049,0.677982009518294,0.8542425876606713,NA,FALSE,FALSE
C00346,phosphoethanolamine,-0.664289088549143,-3.271809918809154,0.00520357321611959,0.02471697277656806,NA,FALSE,FALSE
C00357,N-acetylglucosamine 6-phosphate,-0.1532671905513048,-0.5143638246794588,0.614563885961436,0.8076270801109359,NA,FALSE,FALSE
C00366,urate,0.4273793148836446,1.565355895777805,0.1385475461701782,0.2903386077830942,NA,FALSE,FALSE
C00379,xylitol,-2.634331996223695,-4.106545080982421,9.513418457779709e-4,0.00738437979272477,NA,TRUE,FALSE
C00385,xanthine,-1.157379224459972,-5.324161452913009,8.785744246963627e-5,0.00186131616448735,TRUE,TRUE,TRUE
C00387,guanosine,0.2163935863250902,0.9848139316613354,0.3404833670316765,0.5556226701812073,NA,FALSE,FALSE
C00388,histamine,2.121566686232639,3.07128825628606,0.00783017999015,0.03514332751484649,TRUE,FALSE,FALSE
C00392,mannitol,-1.339426516243321,-0.738957516173936,0.4714473575723163,0.6668113990476929,NA,FALSE,FALSE
C00407,isoleucine,-1.213084256173049,-4.598492102843049,3.564589979193925e-4,0.00461776429122849,TRUE,TRUE,TRUE
C00408,pipecolate,-0.03852925888407377,-0.09344051449667792,0.9268021042530306,1,NA,FALSE,FALSE
C00417,cis-aconitate,2.79104330205672,5.08139973152127,1.393687639868895e-4,0.00233820600803912,TRUE,TRUE,TRUE
C00429,"5,6-dihydrouracil",1.64980620119887,2.460062496249305,0.02664571669792656,0.08678890581610367,TRUE,FALSE,FALSE
C00431,5-aminovalerate,0.5111206452116555,1.102939737611452,0.2875996636903798,0.5028583076794985,NA,FALSE,FALSE
C00437,N-acetylornithine,-0.06475554555672447,-0.1736181943980848,0.8645090511007248,0.9734030006783276,NA,FALSE,FALSE
C00440,5-methyltetrahydrofolate (5MeTHF),-2.065003828793596,-4.358096255942964,5.743062424233287e-4,0.00571624161223082,TRUE,TRUE,TRUE
C00449,saccharopine,0.3440055113024028,1.020333683875136,0.3238991690642694,0.545917614084753,NA,FALSE,FALSE
C00455,nicotinamide ribonucleotide (NMN),-2.093598263746819,-2.38650858051146,0.03076349864155336,0.0958207334736908,NA,FALSE,FALSE
C00464,maltotetraose,4.539198892099294,5.162115163176822,1.194478965137472e-4,0.00226951003376119,TRUE,TRUE,TRUE
C00474,ribitol,-1.095755172164179,-1.913577092261615,0.0751421366169456,0.182505379883321,NA,FALSE,FALSE
C00475,cytidine,-2.117744479215709,-4.805903946393141,2.373589757706999e-4,0.00329986868754387,TRUE,TRUE,TRUE
C00486,"bilirubin (Z,Z)",1.126650493581763,2.133425617149628,0.04998297163337954,0.1389770430781773,TRUE,FALSE,FALSE
C00489,glutarate (pentanedioate),-0.5250081735239793,-0.8551228134902311,0.4060628958923448,0.6048772472912842,NA,FALSE,FALSE
C00491,cystine,0.9432489472626732,0.8524519776856456,0.4074962508067599,0.6048772472912842,NA,FALSE,FALSE
C00503,erythritol,-0.9303874102497164,-3.171701838471221,0.00638248053438441,0.02933882181128319,NA,FALSE,FALSE
C00519,hypotaurine,-0.3713609517042878,-0.664950537620026,0.5162723467960437,0.7125308418250482,NA,FALSE,FALSE
C00535,testosterone,-0.1746673972459168,-0.3551129012421111,0.7274960936047551,0.8963580082715228,NA,FALSE,FALSE
C00581,guanidinoacetate,-1.798258457896331,-3.730549180053989,0.00203946381409597,0.0130617345397158,NA,FALSE,FALSE
C00583,"1,2-propanediol",-0.2687486384965564,-0.7468440089825678,0.4668136483501484,0.6668113990476929,NA,FALSE,FALSE
C00584,prostaglandin E2,0.7329772143556088,1.548579519506432,0.1425185862730262,0.2964802707139597,NA,FALSE,FALSE
C00597,3-phosphoglycerate,-0.9362428845317152,-1.411950608026179,0.1785666656011507,0.3485719157282736,NA,FALSE,FALSE
C00631,2-phosphoglycerate,-0.8902269472395815,-0.9789357609909876,0.3432848759141912,0.5558874411110483,NA,FALSE,FALSE
C00642,4-hydroxyphenylacetate,-1.453964183940836,-4.50811109482171,4.261794282539494e-4,0.00506572561087841,TRUE,TRUE,TRUE
C00668,glucose-6-phosphate (G6P)_2,1.205723345797936,2.428724342459805,0.0283317189966913,0.09021832306208964,TRUE,FALSE,FALSE
C00669,gamma-glutamylcysteine,-0.974843468032092,-1.540930200536505,0.1443609670212625,0.2969526392728272,NA,FALSE,FALSE
C00670,glycerophosphorylcholine (GPC),0.1130817926973641,0.2234367878263168,0.8262388424903057,0.9585438134098796,NA,FALSE,FALSE
C00671,3-methyl-2-oxovalerate,-0.1213282000343534,-0.3057684448987749,0.7640236954344346,0.9072781383283912,NA,FALSE,FALSE
C00695,cholate,0.0617941215086617,0.151679350270591,0.8814803994565814,0.9855795743382998,NA,FALSE,FALSE
C00712,oleate (18:1n9),-0.3793253010657971,-0.8794515356586504,0.393159761923863,0.5928599584566189,NA,FALSE,FALSE
C00719,betaine,-0.4797133450362165,-1.182510994701518,0.2555834052522125,0.4610206993473453,NA,FALSE,FALSE
C00721,maltotriose_2,5.871190155519722,5.889127753451538,3.093645784971078e-5,0.00125955578388108,TRUE,TRUE,TRUE
C00735,cortisol,0.06663228137372701,0.4894080988794391,0.6316998999340016,0.8157415617945581,NA,FALSE,FALSE
C00750,spermine,-0.9513412351874706,-0.9981571570008768,0.3341841616314141,0.5553497729734869,NA,FALSE,FALSE
C00751,squalene,-1.605843134120539,-5.322292114245053,8.816760779150637e-5,0.00186131616448735,TRUE,TRUE,TRUE
C00762,cortisone,-2.325892750764139,-4.466848608029709,4.625214044622181e-4,0.00516935687340126,TRUE,TRUE,TRUE
C00785,trans-urocanate,-0.2101645431369622,-0.5296145813034265,0.6042041522096027,0.7990634959616555,NA,FALSE,FALSE
C00788,epinephrine,NA,NA,NA,NA,TRUE,NA,FALSE
C00791,creatinine,-1.415580799538433,-3.664764319508729,0.00233217952492137,0.01425676454932095,NA,FALSE,FALSE
C00794,sorbitol,2.714607402785937,2.303384218939468,0.03613960031214675,0.1067335346006407,TRUE,FALSE,FALSE
C00805,salicylate,NA,NA,NA,NA,TRUE,NA,FALSE
C00815,citramalate,-1.428316819910585,-1.49060608998168,0.1569894530220899,0.3139789060441799,NA,FALSE,FALSE
C00818,glucarate (saccharate),-0.9044858681310394,-2.320073223669036,0.03499388299090471,0.1038880901292484,NA,FALSE,FALSE
C00836,sphinganine,0.5380793125548875,0.8291410207969594,0.420147449258699,0.6220364833180738,NA,FALSE,FALSE
C00847,pyridoxate,-1.548888408340238,-4.007847221146102,0.00116122949815316,0.00837849131578867,NA,TRUE,FALSE
C00864,pantothenate,-2.39334612405896,-5.782274325349753,3.756387864348458e-5,0.00136615622328427,TRUE,TRUE,TRUE
C00878,arabonate,-0.345480322329932,-0.8084321509484997,0.4315977975478717,0.6307967810315047,NA,FALSE,FALSE
C00882,3'-dephosphocoenzyme A,-0.9242961878429116,-1.648553204351578,0.120219070740924,0.2595639027360859,NA,FALSE,FALSE
C00898,tartarate,-0.2625007142154683,-0.3114248110746756,0.759805045556199,0.9060436735711996,NA,FALSE,FALSE
C00946,adenosine 2'-monophosphate (2'-AMP),-1.298003107902426,-3.392231262816395,0.00406897364529862,0.02070381650255717,NA,FALSE,FALSE
C00954,indoleacetate,-1.818820409276542,-4.039055041639826,0.00109020951979757,0.00796691572159769,NA,TRUE,FALSE
C00956,2-aminoadipate,0.8126704982751619,1.335827849199951,0.2017098386534407,0.3819754419683096,NA,FALSE,FALSE
C00989,4-hydroxybutyrate (GHB),-1.306647531530002,-2.124514492156175,0.05082972584809905,0.1392929987183484,NA,FALSE,FALSE
C00993,alanylalanine,-0.4232969340697588,-0.9361473250917584,0.3641664748438759,0.5702606886291463,NA,FALSE,FALSE
C01004,trigonelline (N'-methylnicotinate),-1.637133675284068,-3.048860081089822,0.00819540239929204,0.03648107654870025,NA,FALSE,FALSE
C01019,fucose,-0.1070787280098399,-0.3241309656877978,0.750357395130699,0.9023285131318532,NA,FALSE,FALSE
C01026,dimethylglycine,-0.1681149512318995,-0.7163056358201836,0.4849111403334054,0.6807865763301505,NA,FALSE,FALSE
C01035,4-guanidinobutanoate,-0.04445319564090194,-0.1411541849090526,0.8896443293442904,0.9855795743382998,NA,FALSE,FALSE
C01040,"gulono-1,4-lactone",-0.2808436328683689,-0.4458868614938022,0.6621084675084313,0.8461924360533764,NA,FALSE,FALSE
C01042,N-acetylaspartate (NAA),-3.697345536282151,-6.516762955859368,1.021129079907706e-5,6.614847367717156e-4,TRUE,TRUE,TRUE
C01046,N-methylglutamate,-3.89555920181495,-4.487034200777958,4.44361895691089e-4,0.00506572561087841,TRUE,TRUE,TRUE
C01087,2-hydroxyglutarate_1,-0.1605455921932767,-0.3339649328125718,0.74307353071017,0.9023120667346918,NA,FALSE,FALSE
C01089,3-hydroxybutyrate (BHBA),0.02657110831383424,0.04101849878589421,0.9678273261130892,1,NA,FALSE,FALSE
C01094,fructose 1-phosphate,1.776395194207739,2.006071822906408,0.06341073096985347,0.1646587086309568,TRUE,FALSE,FALSE
C01096,sorbitol 6-phosphate,0.4105032412080191,1.032777933067236,0.3182283810624092,0.53985171787373,NA,FALSE,FALSE
C01152,3-methylhistidine,-0.3479861219227202,-0.6927374490777679,0.4991607521242793,0.6950853362842271,NA,FALSE,FALSE
C01157,trans-4-hydroxyproline,-0.5227537973965434,-0.6126021364529256,0.5494023514858247,0.742083744897915,NA,FALSE,FALSE
C01177,inositol 1-phosphate (I1P),-1.566281670090893,-3.017329323134568,0.00873737983853966,0.03799932176094101,NA,FALSE,FALSE
C01181,deoxycarnitine,0.2521062620445435,1.294861301292191,0.215131025021086,0.4007342622941797,NA,FALSE,FALSE
C01233,glycerophosphoethanolamine,-2.017440141219032,-2.87831766973913,0.01157742916056512,0.04614779455609873,NA,FALSE,FALSE
C01262,anserine,-2.214913640784957,-3.030791973193692,0.00850178705949661,0.03727706633779285,NA,FALSE,FALSE
C01367,adenosine 3'-monophosphate (3'-AMP),-1.079431137801978,-2.35979415619699,0.03240301189861013,0.09983630693085284,NA,FALSE,FALSE
C01419,cysteinylglycine,8.881784197001252e-16,1.914498464836914e-14,0.9999999999999848,1,NA,FALSE,FALSE
C01425,alpha-glutamylglutamate,-1.461732527482811,-2.669724881998367,0.01759824424084083,0.06430127703384152,NA,FALSE,FALSE
C01468,p-cresol sulfate,0.3418616319983671,0.4873019784062277,0.6331563178456172,0.8157415617945581,NA,FALSE,FALSE
C01517,naproxen,NA,NA,NA,NA,TRUE,NA,FALSE
C01530,stearate (18:0),0.3592303067518594,1.991714518029106,0.06511524354836577,0.166438066468917,TRUE,FALSE,FALSE
C01571,caprate (10:0),0.1621975790769019,1.247175471636981,0.2316368380304054,0.4231826848632406,NA,FALSE,FALSE
C01582,galactose,-0.7347340372445019,-1.405043574195854,0.1805727804445686,0.3493804058664696,NA,FALSE,FALSE
C01585,hexanoylcarnitine,0.214159839733763,0.5124876406070996,0.6158443110199074,0.8076270801109359,NA,FALSE,FALSE
C01586,hippurate,-2.844513513179769,-3.684258401345145,0.00224127652910996,0.01398495148771387,NA,FALSE,FALSE
C01595,linoleate (18:2n6),-0.06113354211730534,-0.2051789179904978,0.8402171120626143,0.9597670418350503,NA,FALSE,FALSE
C01601,pelargonate (9:0),0.1479172219338455,1.360939245215091,0.1938212971094993,0.3707320112497135,NA,FALSE,FALSE
C01620,threonate,1.739190352548625,2.557546489988563,0.02199109339526053,0.07505942057064971,TRUE,FALSE,FALSE
C01762,xanthosine,-2.103701019783007,-4.488357284270739,4.431974469008303e-4,0.00506572561087841,TRUE,TRUE,TRUE
C01835,maltotriose_1,5.871190155519722,5.889127753451538,3.093645784971078e-5,0.00125955578388108,TRUE,TRUE,TRUE
C01879,5-oxoproline,-0.158905850450162,-0.4336058922939457,0.6708048620134748,0.851578555340046,NA,FALSE,FALSE
C01936,maltohexaose,0.6192085840902177,3.188869397127341,0.00616298124826119,0.02856015700413725,TRUE,FALSE,FALSE
C02037,glycylglycine,-1.704805031965627,-2.600283122836824,0.02020575240083299,0.0698016901119685,NA,FALSE,FALSE
C02043,indolelactate,1.037620904572737,2.087483886478896,0.05449211366239245,0.1465118150356778,TRUE,FALSE,FALSE
C02067,pseudouridine,-1.915020727704936,-5.00758737007992,1.605946478613715e-4,0.00247402565624275,TRUE,TRUE,TRUE
C02155,glycylleucine,-1.07215873628141,-2.127786326535012,0.05051730196700277,0.1392929987183484,NA,FALSE,FALSE
C02180,phenol sulfate,0.202183716307235,0.6344597322134073,0.5354294642346447,0.7283885312977266,NA,FALSE,FALSE
C02261,2-aminobutyrate,0.1203106810586979,0.3521559764197542,0.7296668698912046,0.8963580082715228,NA,FALSE,FALSE
C02354,"cytosine-2',3'-cyclic monophosphate",-2.309393738890159,-4.07357074733899,0.00101678733896576,0.00762590504224324,NA,TRUE,FALSE
C02477,alpha-tocopherol,1.664134131398443,3.411896547441188,0.00390872180178762,0.02025428570017223,TRUE,FALSE,FALSE
C02483,gamma-tocopherol,2.934780581031849,3.733688856415985,0.00202645875496758,0.0130617345397158,TRUE,FALSE,FALSE
C02494,N1-methyladenosine,-1.511195010972792,-3.748352689500273,0.001966818101643,0.01288604963145414,NA,FALSE,FALSE
C02504,2-isopropylmalate,-0.7293501960992164,-1.499373102699529,0.1547250717825542,0.3127421663689925,NA,FALSE,FALSE
C02562,N-acetylarginine,0.8764294207358182,1.347931388634073,0.1978758989134096,0.3759642079354781,NA,FALSE,FALSE
C02571,acetylcarnitine,0.7309218468783059,2.238949470749374,0.04090170109263603,0.1177473213272856,TRUE,FALSE,FALSE
C02603,methyl-alpha-glucopyranoside,0.6173752074192087,1.262704568988242,0.2261557465843917,0.4144976705887566,NA,FALSE,FALSE
C02630,2-hydroxyglutarate_2,-0.1605455921932767,-0.3339649328125718,0.74307353071017,0.9023120667346918,NA,FALSE,FALSE
C02636,3-dehydrocarnitine*,-0.7270368060217816,-2.436120727754187,0.0279248874702384,0.08992760371771688,NA,FALSE,FALSE
C02642,3-ureidopropionate,-0.1029474331060136,-0.1931673076309289,0.849443976770159,0.9610242906633872,NA,FALSE,FALSE
C02678,dodecanedioate,0.04486980124553574,0.1363867239499947,0.8933465631037355,0.9868363197076148,NA,FALSE,FALSE
C02679,laurate (12:0),0.3748048987076523,2.780024098822321,0.01411164937444556,0.05398416203646962,TRUE,FALSE,FALSE
C02710,N-acetylleucine,-0.2281975926924826,-0.5363909155797063,0.5996289420796501,0.7958676006585684,NA,FALSE,FALSE
C02712,N-acetylmethionine,0.5440926002412758,1.023919246622563,0.3222578389883819,0.5450651876064619,NA,FALSE,FALSE
C02716,N-acetylglutamine,1.200100570620394,2.272886791972947,0.03832480482837654,0.1118428761154753,TRUE,FALSE,FALSE
C02727,N6-acetyllysine,-1.990928646801964,-4.416947314904905,5.107503682927045e-4,0.00548759258059496,TRUE,TRUE,TRUE
C02847,N-acetylalanine,-1.103912046933806,-3.567443107639671,0.00284464465541489,0.01621447453586487,NA,FALSE,FALSE
C02862,butyrylcarnitine,-0.05772837159694199,-0.1165790863913071,0.9087549392398634,0.9980545575466708,NA,FALSE,FALSE
C02979,glycerol 2-phosphate,-0.07011543037105794,-0.1719252219730968,0.8658163532349336,0.9734030006783276,NA,FALSE,FALSE
C03017,propionylcarnitine,-1.707527558346195,-4.245613880107866,7.19240336008674e-4,0.00634937256640125,TRUE,TRUE,TRUE
C03137,N-acetyltryptophan,0,0,1,1,NA,FALSE,FALSE
C03150,nicotinamide riboside*,-1.783441609001377,-5.053953782669644,1.469006118906948e-4,0.00239238139364845,TRUE,TRUE,TRUE
