Metabolite,Log2FC,AveExpr,t.val,p.val,p.adj,top/Bottom_percentage,Significant,Cluster_ChangedMetabolites
340,-2.3314683517128287e-15,-0.8606981633321321,-1.5935664552293497e-13,0.9999999999998732,0.9999999999999992,FALSE,FALSE,FALSE
C00003,-2.8350951592380107,-0.2857807083672876,-7.654686870340609,8.172862300613594e-12,4.1594031351337045e-11,FALSE,TRUE,FALSE
C00004,0.03290896026990331,-1.170322103087928,0.184450723168022,0.8540011192696874,0.9031180667601517,FALSE,FALSE,FALSE
C00009,-0.590853624244374,-0.2533517251379172,-4.837056888946878,4.338109735056046e-6,1.2551891111583483e-5,FALSE,TRUE,FALSE
C00013,-0.43393420889656753,-0.41418563004187364,-1.7992099164715278,0.0747403191153693,0.10840198955664249,FALSE,FALSE,FALSE
C00016,-2.2797351018033627,-0.3773783408687322,-12.837060976813174,1.4345491870632543e-23,2.8196311607795e-22,TRUE,TRUE,TRUE
C00020,0.5544335458231496,0.09389672387802264,2.226801125245276,0.028007418996850473,0.04561208236629934,FALSE,FALSE,FALSE
C00021,0.22558650789812873,-0.08234869095397569,1.5406555561837503,0.1262861445944818,0.17179738047459336,FALSE,FALSE,FALSE
C00025,0.4277538738625064,0.06384536689983523,4.340536570163264,3.1820462520711194e-5,8.475543755516533e-5,FALSE,TRUE,FALSE
C00031,1.8378683980541768,-0.19819770317603652,9.170640529899494,3.2193751698719375e-15,2.3526203164448772e-14,TRUE,TRUE,TRUE
C00037,-0.44785284533077774,-0.3038874496506749,-2.6662952698892535,0.00883134195680302,0.016082635512388886,FALSE,FALSE,FALSE
C00041,-0.8202117033255613,-0.36508091041850077,-5.293647489570449,6.231957309839963e-7,1.973453148115988e-6,FALSE,TRUE,FALSE
C00042,0.16630688376905842,-0.16229923474624153,0.7419830517857966,0.45968647198649626,0.5372479980221024,FALSE,FALSE,FALSE
C00047,-0.7936124430913899,-0.0975571357297924,-6.327464665401119,5.5973588294440355e-9,2.3633292835430374e-8,FALSE,TRUE,FALSE
C00049,-1.2100610627127728,-0.14643936125191756,-7.386275816764227,3.163032933641875e-11,1.5677641497181468e-10,FALSE,TRUE,FALSE
C00051,2.1154307795552287,-2.583901796004482,5.597933798208943,1.6245068756959197e-7,5.715857525596755e-7,TRUE,TRUE,TRUE
C00055,0.8609364796829853,0.009820896698275997,5.05393593154782,1.7470148456496e-6,5.2410445369488e-6,FALSE,TRUE,FALSE
C00062,-0.6303534794410383,-0.31185673051504514,-5.304369050174507,5.947587596550479e-7,1.8939245419183088e-6,FALSE,TRUE,FALSE
C00064,0.4491467756511357,-0.0032155642021761514,5.980731293711805,2.8409842219100223e-8,1.0795740043258084e-7,TRUE,TRUE,TRUE
C00065,-1.8582934454732682,-0.23482326715242857,-10.738085745834686,8.316578929555797e-19,9.48089997969361e-18,TRUE,TRUE,TRUE
C00072,-0.8970809411901444,-0.570242518162835,-2.576617803851083,0.011308251674913079,0.020333449383913106,FALSE,FALSE,FALSE
C00073,-1.2962301541462808,-0.25885111852054454,-9.84727040871408,9.15119240757204e-17,8.161319204455144e-16,TRUE,TRUE,TRUE
C00074,-1.6146400589390641,-0.6057835999782714,-5.562434463092392,1.9041462633289826e-7,6.57795981877285e-7,FALSE,TRUE,FALSE
C00077,0.14113699948999292,-0.18290657550661266,0.7931521391025889,0.42940477660632215,0.5067509786037342,FALSE,FALSE,FALSE
C00078,-2.537120705111868,-0.8043218369988545,-11.03550387802573,1.7347463201041704e-19,2.2472850055894936e-18,TRUE,TRUE,TRUE
C00079,-1.0372761672917403,-0.331298558512376,-8.55630376075956,7.963558182996097e-14,4.988162817920632e-13,FALSE,TRUE,FALSE
C00082,-1.2107861994158347,-0.2767274621597458,-10.206229771816085,1.3767936041213023e-17,1.35305578336059e-16,TRUE,TRUE,TRUE
C00086,-0.8500279220797283,-0.243460884740364,-4.21499363585629,5.1564695790338746e-5,1.3180213722194207e-4,FALSE,TRUE,FALSE
C00090,-0.5125057639483009,-0.6653760999252348,-2.4683306533290033,0.015121403657385282,0.02611878813548367,FALSE,FALSE,FALSE
C00093,-0.6779719022617814,0.007875261650873787,-3.230475756616344,0.001632253697522456,0.0033347118551534044,FALSE,TRUE,FALSE
C00095,1.3250713153123614,0.00833733013869547,5.564595079618953,1.885855087215396e-7,6.554496339712046e-7,TRUE,TRUE,TRUE
C00097,-0.6292935824248594,-0.6150904306657182,-1.952820803465661,0.05339344687158764,0.08225476950487826,FALSE,FALSE,FALSE
C00099,1.9745119060618206,0.07886694918497657,8.639885514115695,5.1569455246290836e-14,3.340294260271111e-13,TRUE,TRUE,TRUE
C00103,3.2306857550123924,-1.3100614337809922,13.745452211455042,1.3794060178966433e-25,3.1450457208043468e-24,TRUE,TRUE,TRUE
C00106,-1.0058696914785514,-0.49002482676480585,-5.373523566127777,4.395317267796968e-7,1.439845311864524e-6,FALSE,TRUE,FALSE
C00116,-0.4147360835348084,-0.22712205948851394,-2.3417674105123956,0.021001505984765023,0.03490046184057161,FALSE,FALSE,FALSE
C00121,-1.1285668842099295,-0.677259960580373,-3.8606486563273927,1.9170920983572977e-4,4.649968068355999e-4,FALSE,TRUE,FALSE
C00122,-2.1313942149809026,-0.030677546709294252,-11.526823285063314,1.3112789459519082e-20,1.9164846133143274e-19,TRUE,TRUE,TRUE
C00123,-1.0023834448978368,-0.27599849799679865,-8.672292921086187,4.356520950867866e-14,2.8542723471203263e-13,FALSE,TRUE,FALSE
C00127,2.9812330883840814,-1.288273140150656,8.110511985132495,7.975681709171689e-13,4.501127301215705e-12,TRUE,TRUE,TRUE
C00134,1.5815219976325934,-0.34129933338541696,4.96560287922864,2.53724142412844e-6,7.493407314783474e-6,FALSE,TRUE,FALSE
C00135,-1.0836513821207525,-0.12407489262390667,-9.8470137762455,9.163586475177705e-17,8.161319204455144e-16,TRUE,TRUE,TRUE
C00137,-2.3187087674574354,-0.29941217104680795,-11.100638414554401,1.2311565601194337e-19,1.6319982308559934e-18,TRUE,TRUE,TRUE
C00140,-0.4152001219807999,-1.375203605239947,-1.3714005245673355,0.17305446341412115,0.2231697831358576,FALSE,FALSE,FALSE
C00147,-1.1847388579555698,-0.38434257376957465,-4.848702281367647,4.133731466063985e-6,1.2021565998247305e-5,FALSE,TRUE,FALSE
C00148,-1.2501365128417996,-0.16180631127881354,-10.802311432002561,5.927423445917773e-19,6.8951660493329195e-18,TRUE,TRUE,TRUE
C00149,-1.5021684277035177,-0.4524865368936532,-7.750226660857436,5.032412725171721e-12,2.6808179937830664e-11,FALSE,TRUE,FALSE
C00152,-1.7672687691973201,-0.31734728126072465,-8.923268016268597,1.1760658052541063e-14,8.076596493913742e-14,FALSE,TRUE,FALSE
C00153,-0.4643606932664721,-0.3563727638328605,-3.0288664778105803,0.003062274352567655,0.006081868923217991,FALSE,TRUE,FALSE
C00155,-1.2300191294900165,-1.3537572899751842,-3.8473342428033748,2.011098899852149e-4,4.7963446565511505e-4,FALSE,TRUE,FALSE
C00158,4.043040760950815,0.4033546414878423,15.233567950036498,8.240689226383974e-29,3.355137756456333e-27,TRUE,TRUE,TRUE
C00159,0.014092235231807249,-0.27883945757830014,0.061086000319078904,0.9514020953388452,0.9771156654831383,FALSE,FALSE,FALSE
C00160,-0.44553484281487626,0.14258316308524838,-5.4488133848539535,3.1548360294781463e-7,1.064057122368369e-6,FALSE,TRUE,FALSE
C00168,-0.05194664070716293,-0.7904261172462602,-0.7415303370169088,0.45995968953471233,0.5372479980221024,FALSE,FALSE,FALSE
C00170,-0.5015919411066186,-0.24852841029311276,-2.7564685956581565,0.006846642205654548,0.012795364122042926,FALSE,FALSE,FALSE
C00178,-0.5299197834175691,-0.4135017252004202,-2.4793589234283058,0.014686344388688651,0.025444426448487937,FALSE,FALSE,FALSE
C00179,-0.4835007280567998,-0.031636470313457406,-2.5192654185166616,0.01320401827442594,0.023157816665916264,FALSE,FALSE,FALSE
C00180,0.006411360317307824,0.22666427104939293,0.042533965252040104,0.9661505132334722,0.9833264507635252,FALSE,FALSE,FALSE
C00181,-0.8541849393380012,-1.1939290797142879,-2.764587929498563,0.006689554834499457,0.012584311074800958,FALSE,FALSE,FALSE
C00183,-0.9949911932524069,-0.12478133079925942,-9.280412497165065,1.8093965480824996e-15,1.3751413765426996e-14,FALSE,TRUE,FALSE
C00184,0.010036999500185884,-0.9398671584469214,0.04924459784556791,0.9608140989239422,0.9833264507635252,FALSE,FALSE,FALSE
C00186,0.2642746054783762,-0.3877105167547918,1.7360232326248541,0.08537306104604328,0.12257593147668683,FALSE,FALSE,FALSE
C00187,0.008810799258241579,0.002880224367624103,0.07813195574262706,0.9378657115244305,0.9684482890741402,FALSE,FALSE,FALSE
C00188,-1.6639596991031786,-0.3230950892398052,-9.4502223669817,7.410967757777562e-16,6.0346451741902994e-15,TRUE,TRUE,TRUE
C00189,-1.8101633226703422,-0.2295336540659892,-7.084348619370688,1.424030122773684e-10,6.599163983585364e-10,FALSE,TRUE,FALSE
C00191,-2.445807003715076,-0.6645202615193857,-8.988469929369248,8.362037020698272e-15,5.95795137724752e-14,FALSE,TRUE,FALSE
C00208,4.736630916199955,-1.550229959551069,18.88315877236243,3.172373502201418e-36,3.013754827091347e-34,TRUE,TRUE,TRUE
C00212,-0.900883626045195,0.10980727713024363,-4.581681118883043,1.2286626607891446e-5,3.4162815446332314e-5,FALSE,TRUE,FALSE
C00213,0.99563877710845194,-0.07092474399640905,6.281472947928853,6.959079427098181e-9,2.874402372062292e-8,TRUE,TRUE,TRUE
C00214,-0.34647593452714687,-1.367332731315236,-3.230845292740812,0.0016303303698994055,0.0033347118551534044,FALSE,TRUE,FALSE
C00219,-1.819144273257484,0.2507613676389019,-14.734599537289988,9.657721300002543e-28,2.897316390000763e-26,TRUE,TRUE,TRUE
C00233,-0.0739585227546713,-0.7092860953387525,-0.3116062346724371,0.7559324150113572,0.8222928941917436,FALSE,FALSE,FALSE
C00242,0.6028796306658271,-1.05895856610143,1.6892619322914488,0.09401532407330022,0.133637742448332,FALSE,FALSE,FALSE
C00245,-0.34300569559389293,-0.3297304634513852,-1.9044522987523835,0.0594758620422969,0.08952606118915502,FALSE,FALSE,FALSE
C00249,0.20338551519585518,0.012292048183500312,2.5644530340564557,0.01168856344815648,0.02095119863348803,FALSE,FALSE,FALSE
C00250,-1.8109441715141352,-0.39342769437011776,-12.442731002036354,1.1020797882382718e-22,1.9630796227994217e-21,TRUE,TRUE,TRUE
