Metabolite,Metabolite_Name,Log2FC,t.val,p.val,p.adj,top_bottom_percentage,Significant,Cluster_ChangedMetabolites
C00148,proline,-1.048584960819709,-11.17406898174788,2.968686553396303e-22,2.563865659751353e-21,TRUE,TRUE,TRUE
C00149,malate,-1.21021950687978,-7.960339235940179,2.028321107455029e-13,8.825519322514249e-13,NA,TRUE,FALSE
C00152,asparagine,-1.450712410468704,-8.603262594822688,4.168423564919114e-15,2.048277096555081e-14,NA,TRUE,FALSE
C00153,nicotinamide,-0.2710802811293383,-2.549559776215579,0.01163855736053023,0.01714206122868794,NA,FALSE,FALSE
C00155,homocysteine,-0.5959603171258452,-2.332144668397714,0.02082415675239239,0.02923588509572331,NA,FALSE,FALSE
C00158,citrate,2.647750063673982,9.558219187669511,1.062084321200239e-17,6.241114052413778e-17,TRUE,TRUE,TRUE
C00159,mannose,0.7195617323198622,3.432705982812948,7.448665156107271e-4,0.0013026152568071,NA,TRUE,FALSE
C00160,glycolate (hydroxyacetate)_1,-0.4167067677096213,-6.18134788006572,4.298114905695211e-9,1.262848193941376e-8,NA,TRUE,FALSE
C00168,beta-hydroxypyruvate,0.06047664667429497,0.9524204231770924,0.3421892348514189,0.3924504303124925,NA,FALSE,FALSE
C00170,5-methylthioadenosine (MTA),0.294231509578536,1.769203763987151,0.0785908019576803,0.1008935971078328,NA,FALSE,FALSE
C00178,thymine,-0.330934081495642,-1.617877766672848,0.1074787018610216,0.1352381016794311,NA,FALSE,FALSE
C00179,agmatine,0.3400463819867425,1.971304241346822,0.05025574626799682,0.06646351594607468,NA,FALSE,FALSE
C00180,benzoate,-0.4227123578115517,-3.351279494989113,9.84358969542968e-4,0.00168493877669517,NA,TRUE,FALSE
C00181,xylose,-1.158785808977873,-4.358868870522122,2.218017281252717e-5,4.564151084166241e-5,NA,TRUE,FALSE
C00183,valine,-0.86429070942425,-9.699874503156211,4.3057211924300314e-18,2.696990197456173e-17,NA,TRUE,FALSE
C00184,"1,3-dihydroxyacetone",0.2312305101154488,1.397153928184993,0.1641252561059894,0.2007540686274978,NA,FALSE,FALSE
C00186,lactate,0.3956007164162749,2.835549320949041,0.00511031329218785,0.0079154309145301,NA,TRUE,FALSE
C00187,cholesterol,0.2078735446166913,2.197856666994666,0.0292638110263475,0.04029075431163786,NA,FALSE,FALSE
C00188,threonine,-1.35051125540368,-9.155129171786792,1.355906343630579e-16,7.431409767975286e-16,NA,TRUE,FALSE
C00189,ethanolamine,-1.41950748353465,-6.874746337309862,1.037186376492007e-10,3.561423100002676e-10,NA,TRUE,FALSE
C00191,glucuronate,-1.921901764668018,-9.272313541832911,6.489916890423214e-17,3.662626363902209e-16,NA,TRUE,FALSE
C00208,maltose,4.762902882156007,21.69238785012096,1.275695254761672e-51,1.817865738035384e-49,TRUE,TRUE,TRUE
C00212,adenosine,-0.7004809445041824,-4.340478677506651,2.392418728748774e-5,4.905318976211515e-5,NA,TRUE,FALSE
C00213,sarcosine (N-Methylglycine),1.168236341798344,9.028644013278788,2.992882691288739e-16,1.550857394576892e-15,TRUE,TRUE,TRUE
C00214,thymidine,-0.2590174902846416,-2.619843300203056,0.00956497776950432,0.01434746665425648,NA,FALSE,FALSE
C00219,arachidonate (20:4n6),-1.678596897577546,-16.69911863058396,3.870575410440698e-38,1.225682213306221e-36,TRUE,TRUE,TRUE
C00233,4-methyl-2-oxopentanoate,-0.1276380482658062,-0.6944139469166869,0.4883377601821258,0.5425975113134731,NA,FALSE,FALSE
C00242,guanine,0.2626609091352863,1.075161219783635,0.2837734383513066,0.3302745012843171,NA,FALSE,FALSE
C00245,taurine,2.745005732955053e-4,0.00180313073178941,0.9985633515910828,0.999999999999846,NA,FALSE,FALSE
C00249,palmitate (16:0),0.1682760554358746,2.839603480860617,0.00504867123786796,0.00784126050568049,NA,TRUE,FALSE
C00250,pyridoxal,-1.557402751686925,-13.74366571126927,1.12126514402928e-29,1.727354411072134e-28,TRUE,TRUE,TRUE
C00252,valylasparagine,0.2553080043612868,1.501974198076197,0.1348947916204559,0.1660691819085526,NA,FALSE,FALSE
C00253,nicotinate,0.2228663879292953,2.199881170210432,0.02911725517278342,0.04018604224815146,NA,FALSE,FALSE
C00255,riboflavin (Vitamin B2),-1.215327479317202,-10.2784917466191,1.038552448874042e-19,7.493353112129166e-19,TRUE,TRUE,TRUE
C00257,gluconate,-1.582265663256363,-6.1330686155125536,5.522715486552933e-9,1.606095830273047e-8,NA,TRUE,FALSE
C00258,glycerate,-0.1663602378505245,-1.340830467295873,0.181702498136903,0.2208324604222488,NA,FALSE,FALSE
C00262,hypoxanthine,-0.8389300241594391,-10.61714728449749,1.14659753905402e-20,8.952884893983439e-20,TRUE,TRUE,TRUE
C00263,homoserine,0.7164548253980385,3.754168411470843,2.360349442533473e-4,4.368179163130128e-4,NA,TRUE,FALSE
C00270,N-acetylneuraminate,1.12687741712365,11.32368570613847,1.106570751466499e-22,1.001183060850642e-21,TRUE,TRUE,TRUE
C00275,mannose-6-phosphate,2.992723228363868,14.19262264093023,5.639749931675257e-31,1.036986277759644e-29,TRUE,TRUE,TRUE
C00294,inosine,0.366708209308023,5.170616017741801,6.292110700545451e-7,1.513292446966627e-6,NA,TRUE,FALSE
C00296,quinate,-0.9000588778868727,-3.639930861838839,3.582320727968096e-4,6.544624406864791e-4,NA,TRUE,FALSE
C00299,uridine,-0.1571795944722322,-1.861926946240042,0.0642796219106199,0.08308250451032503,NA,FALSE,FALSE
C00300,creatine,0.5578604666139628,5.172584373356057,6.234839524428409e-7,1.505872258018726e-6,NA,TRUE,FALSE
C00309,ribulose,0.5055570686336934,3.771395743627378,2.214578373177736e-4,4.111757891567783e-4,NA,TRUE,FALSE
C00310,xylulose,0.6305459446586239,4.86011561625958,2.583834147569455e-6,5.914801060701162e-6,NA,TRUE,FALSE
C00315,spermidine,0.6655298352395916,5.325562232663531,3.041675808164144e-7,7.538066133276356e-7,NA,TRUE,FALSE
C00318,carnitine,0.2202980394607987,2.183208660656773,0.03034339205409468,0.04167646619478064,NA,FALSE,FALSE
C00319,sphingosine,1.050232227055711,4.815364553738304,3.151508847885255e-6,7.072283635018092e-6,NA,TRUE,FALSE
C00327,citrulline,0.5296403041687172,4.80791986499078,3.256969522297285e-6,7.268499782916779e-6,NA,TRUE,FALSE
C00328,kynurenine,2.873479409952427,15.27429487772206,4.343946578900762e-34,9.523267499897824e-33,TRUE,TRUE,TRUE
C00330,2'-deoxyguanosine,0.08336229606161935,0.466952685993919,0.6411109449743777,0.6881981895205185,NA,FALSE,FALSE
C00334,gamma-aminobutyrate (GABA),-1.751184168700225,-9.305590581052456,5.261754281622421e-17,2.99919994052478e-16,NA,TRUE,FALSE
C00345,6-phosphogluconate,1.270702663867771,7.179913749251996,1.881458536905617e-11,7.055469513396063e-11,NA,TRUE,FALSE
C00346,phosphoethanolamine,-0.2246104723208042,-2.684333756371593,0.00796123786925744,0.01203688484211338,NA,FALSE,FALSE
C00357,N-acetylglucosamine 6-phosphate,0.827070270880375,7.700383059569823,9.399162409585798e-13,3.882262734394134e-12,TRUE,TRUE,TRUE
C00366,urate,-0.4993355974946888,-4.930428265556763,1.886378090596928e-6,4.388716374041834e-6,NA,TRUE,FALSE
C00379,xylitol,-1.198147145588868,-6.462768563848907,9.742530797054022e-10,3.102370142078655e-9,NA,TRUE,FALSE
C00385,xanthine,-0.6514834086669079,-8.149995313980634,6.533289916596134e-14,2.955535914650632e-13,NA,TRUE,FALSE
C00387,guanosine,0.8125581459450277,7.165563482538071,2.0404764966313e-11,7.552413007011955e-11,NA,TRUE,FALSE
C00388,histamine,1.275232424470829,4.234814868358506,3.679233875637899e-5,7.307189230360984e-5,NA,TRUE,FALSE
C00392,mannitol,-1.479997703588768,-2.726700637568503,0.00704424376545837,0.01070725052349673,NA,FALSE,FALSE
C00407,isoleucine,-0.8916715556268378,-9.107854792378898,1.823635422751306e-16,9.714693373534992e-16,NA,TRUE,FALSE
C00408,pipecolate,-0.02513864306884028,-0.169019876165233,0.8659749943966923,0.8893797239749813,NA,FALSE,FALSE
C00417,cis-aconitate,1.427599556070421,7.737423505575148,7.565143325283526e-13,3.147541383512123e-12,TRUE,TRUE,TRUE
C00429,"5,6-dihydrouracil",1.793189559995723,6.422943429202775,1.204777511084318e-9,3.815128785100341e-9,NA,TRUE,FALSE
C00431,5-aminovalerate,0.9352013176693632,6.033918876765431,9.207211546491017e-9,2.611000289303423e-8,NA,TRUE,FALSE
C00437,N-acetylornithine,-0.08679130300342305,-0.4567647556694072,0.6484030468606081,0.6947175502077944,NA,FALSE,FALSE
C00440,5-methyltetrahydrofolate (5MeTHF),-1.82504026344051,-13.85425253050408,5.365972584670096e-30,8.496123259060987e-29,TRUE,TRUE,TRUE
C00449,saccharopine,1.211131602896771,5.702627297595611,4.892623899649071e-8,1.309293719624399e-7,NA,TRUE,FALSE
C00455,nicotinamide ribonucleotide (NMN),-0.6586468222780673,-2.200561996116214,0.02906811283619808,0.04018604224815146,NA,FALSE,FALSE
C00464,maltotetraose,3.336365340253731,12.8420322870148,4.589313912371754e-27,6.083509139655582e-26,TRUE,TRUE,TRUE
C00474,ribitol,-0.3110123796240322,-1.653584527852394,0.09999347790781724,0.1263775663136493,NA,FALSE,FALSE
C00475,cytidine,-1.077918134889185,-5.889283203633088,1.922915744784516e-8,5.320689196733854e-8,NA,TRUE,FALSE
C00486,"bilirubin (Z,Z)",0.1836371812876537,2.446000358111123,0.01542824971322332,0.02226355021908175,NA,FALSE,FALSE
C00489,glutarate (pentanedioate),-0.03608868342134336,-0.2123879815517607,0.8320500003744963,0.8638770495691491,NA,FALSE,FALSE
C00491,cystine,0.8808847616613706,2.431731537811065,0.01602837689597152,0.02284043707675941,NA,FALSE,FALSE
C00503,erythritol,0.1257802026548932,0.6999192009246209,0.4849013502787955,0.5398315813650654,NA,FALSE,FALSE
C00519,hypotaurine,0.3996210371087342,2.161931733904837,0.03197293346506154,0.04380906748818528,NA,FALSE,FALSE
C00535,testosterone,0.00748573491417797,0.0518168665588372,0.9587333465271786,0.9706536545657048,NA,FALSE,FALSE
C00581,guanidinoacetate,-1.291934251124522,-6.502806907310786,7.863456527492264e-10,2.518073157680107e-9,NA,TRUE,FALSE
C00583,"1,2-propanediol",-0.1773264372256038,-1.37565841476387,0.1706746289024249,0.2083180695382916,NA,FALSE,FALSE
C00584,prostaglandin E2,-0.5269292232458442,-2.883480459769407,0.00442359691980401,0.00692706111068211,NA,TRUE,FALSE
C00597,3-phosphoglycerate,-0.4552184812461762,-2.432139108259334,0.01601095191335141,0.02284043707675941,NA,FALSE,FALSE
C00631,2-phosphoglycerate,-0.2909133404074296,-0.9714877916732516,0.3326379136002715,0.3838129772310825,NA,FALSE,FALSE
C00642,4-hydroxyphenylacetate,-1.476726055865638,-12.30317247781728,1.666192337765575e-25,1.899459265052756e-24,TRUE,TRUE,TRUE
C00668,glucose-6-phosphate (G6P)_2,2.983027848673982,16.64516947264204,5.492981530092464e-38,1.647894459027739e-36,TRUE,TRUE,TRUE
C00669,gamma-glutamylcysteine,1.252172807534494,5.791891473981075,3.137650493099e-8,8.598369139742454e-8,NA,TRUE,FALSE
C00670,glycerophosphorylcholine (GPC),0.4795862100900302,3.325384536311395,0.00107447990622711,0.00180664762993939,NA,TRUE,FALSE
C00671,3-methyl-2-oxovalerate,-0.1141921705068717,-0.7103687761853105,0.4784151649074624,0.533652923673686,NA,FALSE,FALSE
C00695,cholate,-0.4118559687083672,-3.00438498097793,0.00304925894945756,0.00489599324279102,NA,TRUE,FALSE
C00712,oleate (18:1n9),0.5443998919123147,4.232859429816313,3.708387112842891e-5,7.33951616083489e-5,NA,TRUE,FALSE
C00719,betaine,-0.3250082869641133,-1.958881029441358,0.05170579703272909,0.06822292664040644,NA,FALSE,FALSE
C00721,maltotriose_2,4.810136766025451,18.20548053933789,2.467353542609096e-42,1.406391519287184e-40,TRUE,TRUE,TRUE
C00735,cortisol,-9.9755121449574e-4,-0.00795436933768733,0.9936624023496228,0.9989198753779276,NA,FALSE,FALSE
C00750,spermine,1.109183669116088,2.959598560369746,0.00350453481727433,0.00553347602727526,NA,TRUE,FALSE
C00751,squalene,-0.7430771002774179,-4.491883700892773,1.274195037176389e-5,2.699967179146995e-5,NA,TRUE,FALSE
C00762,cortisone,-1.226849771027065,-6.780419753015329,1.743899073632721e-10,5.847191011592065e-10,NA,TRUE,FALSE
C00785,trans-urocanate,-1.009832670971887,-10.46553649011536,3.080945866837034e-20,2.280700187139103e-19,TRUE,TRUE,TRUE
C00788,epinephrine,NA,NA,NA,NA,TRUE,NA,FALSE
C00791,creatinine,-1.30290453657441,-9.443722159848136,2.197073253212107e-17,1.277889545235613e-16,NA,TRUE,FALSE
C00794,sorbitol,2.261536813786794,6.36011733867201,1.681670892895225e-9,5.181364372704207e-9,NA,TRUE,FALSE
C00805,salicylate,NA,NA,NA,NA,TRUE,NA,FALSE
C00815,citramalate,-2.646741115895548,-12.9437580994562,2.328169170300344e-27,3.159658159693324e-26,TRUE,TRUE,TRUE
C00818,glucarate (saccharate),0.3675198765617119,1.934872380752498,0.05460827282822882,0.07172054265458624,NA,FALSE,FALSE
C00836,sphinganine,0.690095003206515,3.494182736017267,6.01482925219517e-4,0.00107139146054726,NA,TRUE,FALSE
C00847,pyridoxate,-1.791776149821566,-12.9614740953629,2.068624952364281e-27,2.875893226457659e-26,TRUE,TRUE,TRUE
C00864,pantothenate,-2.191369628167302,-16.33047312527901,4.254694729034592e-37,1.154845712166532e-35,TRUE,TRUE,TRUE
C00878,arabonate,0.236925128406103,1.92463575118499,0.05588685112657988,0.07306308518841866,NA,FALSE,FALSE
C00882,3'-dephosphocoenzyme A,-0.4264413685255031,-3.536767892884557,5.178190949226568e-4,9.34040772487071e-4,NA,TRUE,FALSE
C00898,tartarate,-1.600493367973137,-5.273492913428321,3.88947626104874e-7,9.55604081378354e-7,NA,TRUE,FALSE
C00946,adenosine 2'-monophosphate (2'-AMP),-0.9255687171638136,-7.476644011628632,3.451230573704689e-12,1.385353117613854e-11,NA,TRUE,FALSE
C00954,indoleacetate,-2.492113009250912,-11.5720395968991,2.141961201583557e-23,2.069352347292589e-22,TRUE,TRUE,TRUE
C00956,2-aminoadipate,1.383872414650305,6.604170749585094,4.555781408085251e-10,1.492411150924479e-9,NA,TRUE,FALSE
C00989,4-hydroxybutyrate (GHB),0.7168330655640348,2.600064059917922,0.01011205187468239,0.01508866379206535,NA,FALSE,FALSE
C00993,alanylalanine,-0.1834011911130901,-1.149756153814819,0.2518033776598262,0.2977757785603755,NA,FALSE,FALSE
C01004,trigonelline (N'-methylnicotinate),-1.363170492213627,-6.799972057598198,1.566333512199225e-10,5.282900011559518e-10,NA,TRUE,FALSE
C01019,fucose,-0.3889526124279943,-2.441745131163336,0.01560509691164508,0.02242909418327711,NA,FALSE,FALSE
C01026,dimethylglycine,-0.00976831563151335,-0.07646270264875116,0.9391377865378816,0.9542041681400936,NA,FALSE,FALSE
C01035,4-guanidinobutanoate,0.09094435210315316,0.6597922938510861,0.5102491158784048,0.5647417399042539,NA,FALSE,FALSE
C01040,"gulono-1,4-lactone",-0.8434272438461841,-5.780709807165505,3.317999415924452e-8,9.049089316157596e-8,NA,TRUE,FALSE
C01042,N-acetylaspartate (NAA),-3.580069484194984,-21.63710721753613,1.769905583810615e-51,2.017692365544101e-49,TRUE,TRUE,TRUE
C01046,N-methylglutamate,-1.744297229677715,-4.677618165827742,5.761121187411269e-6,1.253373693444436e-5,NA,TRUE,FALSE
C01087,2-hydroxyglutarate_1,1.872369045652709,10.11485566231652,2.994380610105226e-19,2.107156725629604e-18,TRUE,TRUE,TRUE
C01089,3-hydroxybutyrate (BHBA),-0.1393915627760646,-0.7576972863770118,0.4496449406020383,0.5025443453787487,NA,FALSE,FALSE
C01094,fructose 1-phosphate,3.110107762235776,12.4171000783148,7.801290683599304e-26,9.264032686774174e-25,TRUE,TRUE,TRUE
C01096,sorbitol 6-phosphate,0.4627643820758821,3.734192021224478,2.540745550562996e-4,4.671693431680347e-4,NA,TRUE,FALSE
C01152,3-methylhistidine,-0.6340592602591881,-6.312605686858571,2.161320596904282e-9,6.552940107635323e-9,NA,TRUE,FALSE
C01157,trans-4-hydroxyproline,-0.9894257831090674,-3.909448427100993,1.318387792977091e-4,2.496614757464923e-4,NA,TRUE,FALSE
C01177,inositol 1-phosphate (I1P),-1.461479984068982,-10.03621097256411,4.973755999261054e-19,3.375048713784287e-18,TRUE,TRUE,TRUE
C01181,deoxycarnitine,0.2722896153009034,2.993301926858583,0.00315655741924811,0.00503988159375749,NA,TRUE,FALSE
C01233,glycerophosphoethanolamine,-2.016850154938703,-7.692462679412428,9.84509942728424e-13,4.019896739182147e-12,NA,TRUE,FALSE
C01262,anserine,-1.067760771149984,-7.190232870256085,1.774736346993754e-11,6.699335879380396e-11,NA,TRUE,FALSE
C01367,adenosine 3'-monophosphate (3'-AMP),-1.057875310498791,-8.316222361833363,2.398175571688151e-14,1.129719070960534e-13,NA,TRUE,FALSE
C01419,cysteinylglycine,0.7796077630695519,4.292049636322745,2.916907797323645e-5,5.916859233005257e-5,NA,TRUE,FALSE
C01425,alpha-glutamylglutamate,0.2051348976676856,1.07897409602803,0.2820749226755841,0.3301492934806631,NA,FALSE,FALSE
C01468,p-cresol sulfate,-0.745863756737942,-3.543860109020529,5.049959857047206e-4,9.138022598466372e-4,NA,TRUE,FALSE
C01517,naproxen,NA,NA,NA,NA,TRUE,NA,FALSE
C01530,stearate (18:0),0.3265097054256492,5.508358872032334,1.267066583545971e-7,3.267999785616304e-7,NA,TRUE,FALSE
C01571,caprate (10:0),-0.3270793180861816,-4.734168563302166,4.503961405683562e-6,9.91219305497927e-6,NA,TRUE,FALSE
C01582,galactose,0.05536995027595526,0.2618673145208524,0.7937297885683241,0.8301394118971462,NA,FALSE,FALSE
C01585,hexanoylcarnitine,0.6816873006170039,4.006768551980596,9.07123257732855e-5,1.764710774429104e-4,NA,TRUE,FALSE
C01586,hippurate,-3.360452949458914,-13.28775197486497,2.345438782136492e-28,3.427948989276412e-27,TRUE,TRUE,TRUE
C01595,linoleate (18:2n6),0.4323087897600397,5.579322821711935,8.972416259916852e-8,2.356809800991984e-7,NA,TRUE,FALSE
C01601,pelargonate (9:0),-0.2648353107933533,-3.686962153087312,3.020479596246062e-4,5.535927234277348e-4,NA,TRUE,FALSE
C01620,threonate,0.3065911741252041,1.706982150581981,0.08958794078823247,0.1142396560386857,NA,FALSE,FALSE
C01762,xanthosine,-1.226539641042461,-7.796347722293646,5.350807225998433e-13,2.276089640909781e-12,NA,TRUE,FALSE
C01835,maltotriose_1,4.810136766025451,18.20548053933789,2.467353542609096e-42,1.406391519287184e-40,TRUE,TRUE,TRUE
C01879,5-oxoproline,-0.4298548823051632,-3.598863835357104,4.15216976639896e-4,7.5614593190013e-4,NA,TRUE,FALSE
C01936,maltohexaose,0.4147046086941276,5.265339122086316,4.041557957285618e-7,9.887073114389711e-7,NA,TRUE,FALSE
C02037,glycylglycine,-1.500202387906552,-9.601995244369308,8.038269796067117e-18,4.822961877640271e-17,NA,TRUE,FALSE
C02043,indolelactate,-0.4357856284329591,-2.038312182677404,0.04301423351599963,0.05738669730788146,NA,FALSE,FALSE
C02067,pseudouridine,-1.854501915109388,-17.08898678065987,3.108556756204634e-39,1.107423344397901e-37,TRUE,TRUE,TRUE
C02155,glycylleucine,-0.00792397492858021,-0.04951974899266311,0.9605612194767016,0.9707799558541133,NA,FALSE,FALSE
C02180,phenol sulfate,-0.8209964940771719,-4.403716782659267,1.842384979440482e-5,3.846737869161446e-5,NA,TRUE,FALSE
C02261,2-aminobutyrate,0.2935003525365406,2.469418820491449,0.01448645256524953,0.02106448459742916,NA,FALSE,FALSE
C02354,"cytosine-2',3'-cyclic monophosphate",-0.8538774087445224,-4.477271177629905,1.354986022241804e-5,2.860526046954919e-5,NA,TRUE,FALSE
C02477,alpha-tocopherol,2.690803298209494,13.8568934909701,5.272378450068315e-30,8.496123259060987e-29,TRUE,TRUE,TRUE
C02483,gamma-tocopherol,2.694794504089594,8.795470316874338,1.275271163968489e-15,6.432783747451668e-15,TRUE,TRUE,TRUE
C02494,N1-methyladenosine,-1.829541632899054,-15.46949486152569,1.199815472528104e-34,2.735579277364077e-33,TRUE,TRUE,TRUE
C02504,2-isopropylmalate,-0.6849122588773638,-4.679952997199043,5.703096716288789e-6,1.250294280109465e-5,NA,TRUE,FALSE
C02562,N-acetylarginine,1.092110747707032,4.947886773105657,1.743783961918517e-6,4.073593681530961e-6,NA,TRUE,FALSE
C02571,acetylcarnitine,1.44772571467653,11.64680642301207,1.305362101805714e-23,1.282855858671133e-22,TRUE,TRUE,TRUE
C02603,methyl-alpha-glucopyranoside,1.899282948504942,12.59981901044768,2.308267459275918e-26,2.923805448416163e-25,TRUE,TRUE,TRUE
C02630,2-hydroxyglutarate_2,1.872369045652709,10.11485566231652,2.994380610105226e-19,2.107156725629604e-18,TRUE,TRUE,TRUE
C02636,3-dehydrocarnitine*,-0.113804277079512,-1.077462211833245,0.2827475854282061,0.3302584501927817,NA,FALSE,FALSE
C02642,3-ureidopropionate,0.1938045650878261,0.9021752964509158,0.3681960597356277,0.4172400676924609,NA,FALSE,FALSE
C02678,dodecanedioate,-0.0263320507821464,-0.282163870782509,0.7781492008738332,0.815340155327362,NA,FALSE,FALSE
C02679,laurate (12:0),-0.4603082728446391,-5.000131828030693,1.376718072488135e-6,3.242683063298499e-6,NA,TRUE,FALSE
C02710,N-acetylleucine,0.7840481965129518,4.372566753020126,2.096114607819623e-5,4.328932342236178e-5,NA,TRUE,FALSE
C02712,N-acetylmethionine,1.341384409540699,9.97943983982196,7.169635102192112e-19,4.69734713591897e-18,TRUE,TRUE,TRUE
