Metabolite,Log2FC,AveExpr,t.val,p.val,p.adj,top/Bottom_percentage,Significant,Cluster_ChangedMetabolites
340,-0.010116437377287513,-0.8556399446434879,-0.7554009825706658,0.4506521972205172,0.4997504910811183,FALSE,FALSE,FALSE
C00003,-2.1087054723535257,-0.5378523376653496,-8.43398855012116,1.8866725926917215e-15,7.075022222593955e-15,FALSE,TRUE,FALSE
C00004,0.07398597842107435,-1.2538938327919356,0.6881971243603241,0.4919063070003501,0.5394597232309477,FALSE,FALSE,FALSE
C00009,-0.43303254441852806,-0.14534059728825804,-5.661318066908248,3.76129366083453e-8,8.47406081689993e-8,FALSE,TRUE,FALSE
C00013,-0.3821218606670748,-0.6039673304227364,-2.3563249395609254,0.01915550210260878,0.025392177205783732,FALSE,FALSE,FALSE
C00016,-2.0792825591606023,-0.3820022811500644,-18.684173052896785,6.33151550155425e-51,1.388063013802278e-49,TRUE,TRUE,TRUE
C00020,0.5270549613613436,-0.047606172645751246,3.361733524176204,8.839250747157976e-4,0.0014073667390726385,FALSE,TRUE,FALSE
C00021,0.7987772801172002,0.11492373363898419,7.919899680255968,5.841251632474051e-14,1.9937206170719816e-13,FALSE,TRUE,FALSE
C00025,0.5384537911366618,-0.004071883034507602,8.512365893836481,1.1058720043469839e-15,4.202313616518539e-15,TRUE,TRUE,TRUE
C00031,2.3120612553770554,-0.17733894949664777,14.93270153455209,2.280775539393748e-37,2.50008087972007e-36,TRUE,TRUE,TRUE
C00037,-0.3816851901702287,-0.20379821375226798,-3.4355781315030365,6.822109708663906e-4,0.0011047166289597803,FALSE,TRUE,FALSE
C00041,-0.5603053776985234,-0.15372546077431148,-5.333553553899692,2.0067988981080812e-7,4.300283353088745e-7,FALSE,TRUE,FALSE
C00042,0.7179124084605399,-0.0692225180330646,4.632583315427227,5.569733372777014e-6,1.0725500075955737e-5,FALSE,TRUE,FALSE
C00047,-0.6507024682065665,-0.01571854951474712,-7.858938759411866,8.701608673017414e-14,2.900536224339138e-13,FALSE,TRUE,FALSE
C00049,-1.2396705699663566,-0.133097700934114,-11.107889667925747,6.079359574037399e-24,3.3002237687631595e-23,FALSE,TRUE,FALSE
C00051,3.236088438943788,-1.6815299049742927,10.151387306647221,8.777699395575642e-21,4.240075131761115e-20,TRUE,TRUE,TRUE
C00055,0.8979375912258782,0.11515895504145059,8.903366455773728,7.393214405348802e-17,3.0760089131743192e-16,TRUE,TRUE,TRUE
C00062,-0.5098227775649962,-0.10485280476005641,-6.460598295290358,4.692156658219878e-10,1.1939862924934511e-9,FALSE,TRUE,FALSE
C00064,0.4373113314023105,0.019267963856492376,7.753761416954669,1.7231910482314871e-13,5.49164597963571e-13,FALSE,TRUE,FALSE
C00065,-1.5810521278764333,-0.04266935380766031,-13.715395088000028,5.275227471298741e-33,4.7728248549845755e-32,TRUE,TRUE,TRUE
C00072,-0.2681566235505394,-0.3209793020831077,-1.248232664817632,0.21300308201432053,0.2503335190683767,FALSE,FALSE,FALSE
C00073,-1.0432309955113532,-0.09383867394624892,-12.522503803253485,8.543323020924749e-29,6.164169774591275e-28,TRUE,TRUE,TRUE
C00074,-1.6096153367144561,-0.6768736621398834,-7.838993717504822,9.909607358375545e-14,3.2650151411988786e-13,FALSE,TRUE,FALSE
C00077,-0.06395693224785039,0.0026406384652872903,-0.47107555116862593,0.637958673184126,0.677162837458011,FALSE,FALSE,FALSE
C00078,-2.2975823668402096,-0.5787138857793588,-14.22563577802612,7.931255026508631e-35,7.931255026508632e-34,TRUE,TRUE,TRUE
C00079,-0.7974596121068178,-0.13818798353574957,-10.376766359451873,1.6196858001607594e-21,8.170096514085247e-21,FALSE,TRUE,FALSE
C00082,-0.9873480195002153,-0.08150838224800609,-12.990048029620432,1.9590770792593993e-30,1.5090188313214293e-29,TRUE,TRUE,TRUE
C00086,-0.8671652865966945,-0.03094677622891863,-6.825974000585359,5.532357460272611e-11,1.5160787270939365e-10,FALSE,TRUE,FALSE
C00090,-0.6133300425324888,-0.59104931540638594,-5.134512876980669,5.346927950647587e-7,1.1042568593728712e-6,FALSE,TRUE,FALSE
C00093,-0.4006653279242761,-0.13737085680243363,-3.1092359083225625,0.002071752976115665,0.0031490645236958107,FALSE,TRUE,FALSE
C00095,1.799418923660708,0.3577740205659663,12.039627117708886,4.0558490276041144e-27,2.5975662311621857e-26,TRUE,TRUE,TRUE
C00097,-0.036452797038216134,-0.2906762448798946,-0.16878620804534294,0.8660883613061222,0.8863022727908253,FALSE,FALSE,FALSE
C00099,1.6842519035911132,0.21283972195640452,10.764243933177116,8.55121712084233e-23,4.513142369333452e-22,TRUE,TRUE,TRUE
C00103,2.862691808718546,-1.686734771564524,19.62405097574867,2.722730308255203e-54,6.747635981328112e-53,TRUE,TRUE,TRUE
C00106,-0.7701371307994227,-0.17285601337643672,-6.077093658120053,4.049336560625512e-9,9.780177286256532e-9,FALSE,TRUE,FALSE
C00116,-0.1770651991682609,-0.0961101035570365,-1.550090407260907,0.12226500224911953,0.14765053237711467,FALSE,FALSE,FALSE
C00121,-0.1703461668845433,-0.39176375746906056,-0.9236120779869903,0.35649458609977736,0.40397994846296836,FALSE,FALSE,FALSE
C00122,-1.81406456315787,-0.01478928026744963,-15.351919226794958,7.004754244072698e-39,8.495127487492421e-38,TRUE,TRUE,TRUE
C00123,-0.7918160507528171,-0.08524414775191375,-10.641664637123178,2.1786406198325107e-22,1.1289319575495736e-21,FALSE,TRUE,FALSE
C00127,3.081754837627198,-1.1373884693685667,11.864378242630924,1.6282816777839852e-26,1.0199126992712874e-25,TRUE,TRUE,TRUE
C00134,1.889567592708949,-0.0377608569753925,9.581334779935586,5.8508525757660575e-19,2.6054577876458225e-18,TRUE,TRUE,TRUE
C00135,-0.9998136560988051,-0.0025514514073049343,-13.204930838897534,3.418118712932473e-31,2.74412347376269e-30,TRUE,TRUE,TRUE
