feature,term,UniqueGene
HMDB0000283,Pentose Phosphate Pathway,Unique
HMDB0003224,Pentose Phosphate Pathway,Unique
HMDB0062572,Retinol Metabolism,Unique
HMDB0002152,Retinol Metabolism,Unique
HMDB0006220,Retinol Metabolism,Unique
HMDB0000234,Retinol Metabolism,Unique
HMDB0000053,Retinol Metabolism,Unique
HMDB0000051,"Transport, Extracellular",Unique
HMDB0000164,"Transport, Extracellular",Unique
HMDB0000868,Pentose Phosphate Pathway,Unique
HMDB0001846,"Glycine, Serine and Threonine Metabolism",Unique
HMDB0002064,Polyamines Metabolism,Unique
HMDB0001275,Steroid Metabolism,In multiple Pathways
HMDB0001275,Bile Acid Biosynthesis,In multiple Pathways
HMDB0001374,Steroid Metabolism,In multiple Pathways
HMDB0001374,Bile Acid Biosynthesis,In multiple Pathways
HMDB0006292,Steroid Metabolism,In multiple Pathways
HMDB0006292,Bile Acid Biosynthesis,In multiple Pathways
HMDB0006891,Steroid Metabolism,In multiple Pathways
HMDB0002159,Steroid Metabolism,In multiple Pathways
HMDB0002159,Bile Acid Biosynthesis,In multiple Pathways
HMDB0003609,Pyruvate Metabolism,In multiple Pathways
HMDB0003609,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000167,Pyruvate Metabolism,In multiple Pathways
HMDB0000167,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000051,Pyruvate Metabolism,In multiple Pathways
HMDB0000005,Pyruvate Metabolism,In multiple Pathways
HMDB0000005,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000224,Sphingolipid Metabolism,Unique
HMDB0000220,Sphingolipid Metabolism,Unique
HMDB0001383,Sphingolipid Metabolism,Unique
HMDB0001551,Sphingolipid Metabolism,Unique
HMDB0001448,Heparan sulfate degradation,Unique
HMDB0000258,Galactose metabolism,In multiple Pathways
HMDB0000660,Galactose metabolism,In multiple Pathways
HMDB0000163,Galactose metabolism,In multiple Pathways
HMDB0000586,"Transport, Extracellular",Unique
HMDB0000492,"Transport, Extracellular",Unique
HMDB0000257,"Transport, Extracellular",Unique
HMDB0001448,"Transport, Extracellular",Unique
HMDB0000254,Citric Acid Cycle,Unique
HMDB0011745,Citric Acid Cycle,Unique
HMDB0000078,"Transport, Extracellular",Unique
HMDB0000008,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000008,Citric Acid Cycle,In multiple Pathways
HMDB0000008,Biotin Metabolism,In multiple Pathways
HMDB0000008,Ketone Bodies Metabolism,In multiple Pathways
HMDB0000008,Propanoate Metabolism,In multiple Pathways
HMDB0001852,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0001852,Citric Acid Cycle,In multiple Pathways
HMDB0001852,Biotin Metabolism,In multiple Pathways
HMDB0001852,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0001852,Ketone Bodies Metabolism,In multiple Pathways
HMDB0001852,Propanoate Metabolism,In multiple Pathways
HMDB0000205,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000205,Biotin Metabolism,In multiple Pathways
HMDB0000205,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000205,Ketone Bodies Metabolism,In multiple Pathways
HMDB0000205,Propanoate Metabolism,In multiple Pathways
HMDB0000190,Biotin Metabolism,In multiple Pathways
HMDB0000190,Ketone Bodies Metabolism,In multiple Pathways
HMDB0000190,Propanoate Metabolism,In multiple Pathways
HMDB0000060,Biotin Metabolism,In multiple Pathways
HMDB0000060,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000060,Propanoate Metabolism,In multiple Pathways
HMDB0000142,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000142,Citric Acid Cycle,In multiple Pathways
HMDB0000142,Biotin Metabolism,In multiple Pathways
HMDB0000142,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000142,Ketone Bodies Metabolism,In multiple Pathways
HMDB0000142,Propanoate Metabolism,In multiple Pathways
HMDB0000042,Biotin Metabolism,In multiple Pathways
HMDB0000042,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000042,Propanoate Metabolism,In multiple Pathways
HMDB0000011,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000011,Citric Acid Cycle,In multiple Pathways
HMDB0000011,Biotin Metabolism,In multiple Pathways
HMDB0000011,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000011,Ketone Bodies Metabolism,In multiple Pathways
HMDB0000011,Propanoate Metabolism,In multiple Pathways
HMDB0000005,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000005,Citric Acid Cycle,In multiple Pathways
HMDB0000005,Biotin Metabolism,In multiple Pathways
HMDB0000005,Ketone Bodies Metabolism,In multiple Pathways
HMDB0000005,Propanoate Metabolism,In multiple Pathways
HMDB0001659,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0001659,Citric Acid Cycle,In multiple Pathways
HMDB0001659,Biotin Metabolism,In multiple Pathways
HMDB0001659,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0001659,Ketone Bodies Metabolism,In multiple Pathways
HMDB0001659,Propanoate Metabolism,In multiple Pathways
HMDB0001311,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0001311,Citric Acid Cycle,In multiple Pathways
HMDB0001311,Biotin Metabolism,In multiple Pathways
HMDB0001311,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0001311,Ketone Bodies Metabolism,In multiple Pathways
HMDB0001311,Propanoate Metabolism,In multiple Pathways
HMDB0000039,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000039,Citric Acid Cycle,In multiple Pathways
HMDB0000039,Biotin Metabolism,In multiple Pathways
HMDB0000039,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000039,Ketone Bodies Metabolism,In multiple Pathways
HMDB0000039,Propanoate Metabolism,In multiple Pathways
HMDB0000237,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000237,Biotin Metabolism,In multiple Pathways
HMDB0000237,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000237,Propanoate Metabolism,In multiple Pathways
HMDB0000208,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000208,Biotin Metabolism,In multiple Pathways
HMDB0000208,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000208,Ketone Bodies Metabolism,In multiple Pathways
HMDB0000208,Propanoate Metabolism,In multiple Pathways
HMDB0000227,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000227,Citric Acid Cycle,In multiple Pathways
HMDB0000227,Biotin Metabolism,In multiple Pathways
HMDB0000227,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000227,Ketone Bodies Metabolism,In multiple Pathways
HMDB0000227,Propanoate Metabolism,In multiple Pathways
HMDB0000030,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000030,Citric Acid Cycle,In multiple Pathways
HMDB0000030,Biotin Metabolism,In multiple Pathways
HMDB0000030,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000030,Ketone Bodies Metabolism,In multiple Pathways
HMDB0000030,Propanoate Metabolism,In multiple Pathways
HMDB0000669,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000669,Citric Acid Cycle,In multiple Pathways
HMDB0000669,Biotin Metabolism,In multiple Pathways
HMDB0000669,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000669,Ketone Bodies Metabolism,In multiple Pathways
HMDB0000669,Propanoate Metabolism,In multiple Pathways
HMDB0000243,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000243,Citric Acid Cycle,In multiple Pathways
HMDB0000243,Biotin Metabolism,In multiple Pathways
HMDB0000243,Ketone Bodies Metabolism,In multiple Pathways
HMDB0000243,Propanoate Metabolism,In multiple Pathways
HMDB0000248,Tyrosine metabolism,Unique
HMDB0000265,Tyrosine metabolism,Unique
HMDB0000127,"Transport, Lysosomal",Unique
HMDB0000230,"Transport, Lysosomal",Unique
HMDB0000121,Thiamine Metabolism,In multiple Pathways
HMDB0000121,Folate Metabolism,In multiple Pathways
HMDB0001562,Thiamine Metabolism,In multiple Pathways
HMDB0001846,Thiamine Metabolism,In multiple Pathways
HMDB0002666,Thiamine Metabolism,In multiple Pathways
HMDB0002666,Folate Metabolism,In multiple Pathways
HMDB0001512,Thiamine Metabolism,In multiple Pathways
HMDB0001512,Folate Metabolism,In multiple Pathways
HMDB0001396,Thiamine Metabolism,In multiple Pathways
HMDB0003069,Thiamine Metabolism,In multiple Pathways
HMDB0003069,Folate Metabolism,In multiple Pathways
HMDB0000235,Thiamine Metabolism,Unique
HMDB0000030,Thiamine Metabolism,In multiple Pathways
HMDB0000235,Biotin Metabolism,In multiple Pathways
HMDB0000235,Thiamine Metabolism,In multiple Pathways
HMDB0000648,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000648,Glutamate metabolism,In multiple Pathways
HMDB0000586,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000586,Glutamate metabolism,In multiple Pathways
HMDB0000191,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000161,Cysteine Metabolism,In multiple Pathways
HMDB0000162,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000162,Cysteine Metabolism,In multiple Pathways
HMDB0000162,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000167,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000167,Cysteine Metabolism,In multiple Pathways
HMDB0000725,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000725,Cysteine Metabolism,In multiple Pathways
HMDB0000725,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000641,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000641,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000641,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000641,Glutamate metabolism,In multiple Pathways
HMDB0000641,Cysteine Metabolism,In multiple Pathways
HMDB0000187,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000187,Glutamate metabolism,In multiple Pathways
HMDB0000574,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000167,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000167,Glutamate metabolism,In multiple Pathways
HMDB0000168,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000168,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000168,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000168,Glutamate metabolism,In multiple Pathways
HMDB0000168,Cysteine Metabolism,In multiple Pathways
HMDB0000161,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000002,Eicosanoid Metabolism,In multiple Pathways
HMDB0000002,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0005066,Eicosanoid Metabolism,In multiple Pathways
HMDB0005066,Tyrosine metabolism,In multiple Pathways
HMDB0005066,Histidine Metabolism,In multiple Pathways
HMDB0005066,Tryptophan metabolism,In multiple Pathways
HMDB0005066,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0005066,Arginine and Proline Metabolism,In multiple Pathways
HMDB0006464,Eicosanoid Metabolism,In multiple Pathways
HMDB0006464,Tyrosine metabolism,In multiple Pathways
HMDB0006464,Histidine Metabolism,In multiple Pathways
HMDB0006464,Tryptophan metabolism,In multiple Pathways
HMDB0006464,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0006464,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000895,Eicosanoid Metabolism,In multiple Pathways
HMDB0000895,Tyrosine metabolism,In multiple Pathways
HMDB0000895,Histidine Metabolism,In multiple Pathways
HMDB0000895,Tryptophan metabolism,In multiple Pathways
HMDB0000895,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0000895,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000216,Eicosanoid Metabolism,In multiple Pathways
HMDB0000216,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0000216,Arginine and Proline Metabolism,In multiple Pathways
HMDB0006210,Eicosanoid Metabolism,In multiple Pathways
HMDB0006210,Tyrosine metabolism,In multiple Pathways
HMDB0006210,Histidine Metabolism,In multiple Pathways
HMDB0006210,Tryptophan metabolism,In multiple Pathways
HMDB0006210,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0006210,Arginine and Proline Metabolism,In multiple Pathways
HMDB0001220,Tyrosine metabolism,In multiple Pathways
HMDB0001220,Histidine Metabolism,In multiple Pathways
HMDB0001220,Tryptophan metabolism,In multiple Pathways
HMDB0001220,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0001220,Arginine and Proline Metabolism,In multiple Pathways
HMDB0002189,Eicosanoid Metabolism,In multiple Pathways
HMDB0002189,Tyrosine metabolism,In multiple Pathways
HMDB0002189,Histidine Metabolism,In multiple Pathways
HMDB0002189,Tryptophan metabolism,In multiple Pathways
HMDB0002189,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0002189,Arginine and Proline Metabolism,In multiple Pathways
HMDB0001256,Eicosanoid Metabolism,In multiple Pathways
HMDB0001256,Tyrosine metabolism,In multiple Pathways
HMDB0001256,Histidine Metabolism,In multiple Pathways
HMDB0001256,Tryptophan metabolism,In multiple Pathways
HMDB0001256,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0001256,Arginine and Proline Metabolism,In multiple Pathways
HMDB0001139,Tyrosine metabolism,In multiple Pathways
HMDB0001139,Histidine Metabolism,In multiple Pathways
HMDB0001139,Tryptophan metabolism,In multiple Pathways
HMDB0001139,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0001139,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000259,Eicosanoid Metabolism,In multiple Pathways
HMDB0000259,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0000259,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000306,Eicosanoid Metabolism,In multiple Pathways
HMDB0000306,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0000306,Arginine and Proline Metabolism,In multiple Pathways
HMDB0002250,Eicosanoid Metabolism,In multiple Pathways
HMDB0002250,Tyrosine metabolism,In multiple Pathways
HMDB0002250,Histidine Metabolism,In multiple Pathways
HMDB0002250,Tryptophan metabolism,In multiple Pathways
HMDB0002250,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0002250,Arginine and Proline Metabolism,In multiple Pathways
HMDB0005199,Histidine Metabolism,In multiple Pathways
HMDB0005199,Tryptophan metabolism,In multiple Pathways
HMDB0005199,Eicosanoid Metabolism,In multiple Pathways
HMDB0005199,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0005199,Tyrosine metabolism,In multiple Pathways
HMDB0005199,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000870,Eicosanoid Metabolism,In multiple Pathways
HMDB0000870,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0001432,Histidine Metabolism,In multiple Pathways
HMDB0001432,Tryptophan metabolism,In multiple Pathways
HMDB0001432,Eicosanoid Metabolism,In multiple Pathways
HMDB0001432,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0001432,Tyrosine metabolism,In multiple Pathways
HMDB0001432,Arginine and Proline Metabolism,In multiple Pathways
HMDB0003892,Histidine Metabolism,In multiple Pathways
HMDB0003892,Tryptophan metabolism,In multiple Pathways
HMDB0003892,Eicosanoid Metabolism,In multiple Pathways
HMDB0003892,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0003892,Tyrosine metabolism,In multiple Pathways
HMDB0003892,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000097,Histidine Metabolism,In multiple Pathways
HMDB0000097,Tryptophan metabolism,In multiple Pathways
HMDB0000097,Eicosanoid Metabolism,In multiple Pathways
HMDB0000097,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0000097,Tyrosine metabolism,In multiple Pathways
HMDB0000097,Arginine and Proline Metabolism,In multiple Pathways
HMDB0006543,Histidine Metabolism,In multiple Pathways
HMDB0006543,Tryptophan metabolism,In multiple Pathways
HMDB0006543,Eicosanoid Metabolism,In multiple Pathways
HMDB0006543,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0006543,Tyrosine metabolism,In multiple Pathways
HMDB0006543,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000073,Eicosanoid Metabolism,In multiple Pathways
HMDB0000073,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0000898,Glycerophospholipid Metabolism,In multiple Pathways
HMDB0000898,Eicosanoid Metabolism,In multiple Pathways
HMDB0006210,Fatty Acid Metabolism,In multiple Pathways
HMDB0006210,Carnitine shuttle,In multiple Pathways
HMDB0002250,Fatty Acid Metabolism,In multiple Pathways
HMDB0002250,Carnitine shuttle,In multiple Pathways
HMDB0005066,Fatty Acid Metabolism,In multiple Pathways
HMDB0005066,Carnitine shuttle,In multiple Pathways
HMDB0006464,Fatty Acid Metabolism,In multiple Pathways
HMDB0006464,Carnitine shuttle,In multiple Pathways
HMDB0000182,Carnitine shuttle,In multiple Pathways
HMDB0000182,Fatty Acid Metabolism,In multiple Pathways
HMDB0000201,Carnitine shuttle,In multiple Pathways
HMDB0000201,Fatty Acid Metabolism,In multiple Pathways
HMDB0000696,Carnitine shuttle,In multiple Pathways
HMDB0000696,Fatty Acid Metabolism,In multiple Pathways
HMDB0003966,Carnitine shuttle,In multiple Pathways
HMDB0003966,Fatty Acid Metabolism,In multiple Pathways
HMDB0000222,Carnitine shuttle,In multiple Pathways
HMDB0000222,Fatty Acid Metabolism,In multiple Pathways
HMDB0005065,Carnitine shuttle,In multiple Pathways
HMDB0005065,Fatty Acid Metabolism,In multiple Pathways
HMDB0000097,Carnitine shuttle,In multiple Pathways
HMDB0000097,Fatty Acid Metabolism,In multiple Pathways
HMDB0000824,Carnitine shuttle,In multiple Pathways
HMDB0000824,Fatty Acid Metabolism,In multiple Pathways
HMDB0000870,Carnitine shuttle,In multiple Pathways
HMDB0000870,Fatty Acid Metabolism,In multiple Pathways
HMDB0000073,Carnitine shuttle,In multiple Pathways
HMDB0000073,Fatty Acid Metabolism,In multiple Pathways
HMDB0000044,Ascorbate uptake,Unique
HMDB0002329,Steroid Metabolism,In multiple Pathways
HMDB0002329,Protein Modification,In multiple Pathways
HMDB0002329,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0002329,Citric Acid Cycle,In multiple Pathways
HMDB0000094,Steroid Metabolism,In multiple Pathways
HMDB0000094,Protein Modification,In multiple Pathways
HMDB0000094,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0000094,Citric Acid Cycle,In multiple Pathways
HMDB0000254,Steroid Metabolism,In multiple Pathways
HMDB0000254,Protein Modification,In multiple Pathways
HMDB0000254,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0000193,Steroid Metabolism,In multiple Pathways
HMDB0000193,Protein Modification,In multiple Pathways
HMDB0000193,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0000193,Citric Acid Cycle,In multiple Pathways
HMDB0000208,Steroid Metabolism,In multiple Pathways
HMDB0000208,Protein Modification,In multiple Pathways
HMDB0000208,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0000072,Steroid Metabolism,In multiple Pathways
HMDB0000072,Protein Modification,In multiple Pathways
HMDB0000072,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0000072,Citric Acid Cycle,In multiple Pathways
HMDB0000156,Steroid Metabolism,In multiple Pathways
HMDB0000156,Protein Modification,In multiple Pathways
HMDB0000156,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0000156,Citric Acid Cycle,In multiple Pathways
HMDB0000263,Steroid Metabolism,In multiple Pathways
HMDB0000263,Protein Modification,In multiple Pathways
HMDB0000263,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0000240,Citric Acid Cycle,Unique
HMDB0000257,Citric Acid Cycle,Unique
HMDB0002329,Citric Acid Cycle,Unique
HMDB0000691,Citric Acid Cycle,Unique
HMDB0001448,Citric Acid Cycle,Unique
HMDB0000125,Citric Acid Cycle,Unique
HMDB0000125,Citric Acid Cycle,In multiple Pathways
HMDB0000125,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000156,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000904,Arginine and Proline Metabolism,Unique
HMDB0000517,Arginine and Proline Metabolism,Unique
HMDB0000182,Arginine and Proline Metabolism,Unique
HMDB0001532,DNA Synthesis,Unique
HMDB0001245,DNA Synthesis,Unique
HMDB0000960,DNA Synthesis,Unique
HMDB0001508,DNA Synthesis,Unique
HMDB0001191,DNA Synthesis,Unique
HMDB0001342,DNA Synthesis,Unique
HMDB0000208,DNA Synthesis,Unique
HMDB0000998,DNA Synthesis,Unique
HMDB0001440,DNA Synthesis,Unique
HMDB0000177,Arginine and Proline Metabolism,Unique
HMDB0002013,Carnitine shuttle,In multiple Pathways
HMDB0002013,Fatty Acid Metabolism,In multiple Pathways
HMDB0000791,Carnitine shuttle,In multiple Pathways
HMDB0000791,Fatty Acid Metabolism,In multiple Pathways
HMDB0061717,Carnitine shuttle,In multiple Pathways
HMDB0061717,Fatty Acid Metabolism,In multiple Pathways
HMDB0002329,"Transport, Extracellular",Unique
HMDB0000142,"Transport, Extracellular",Unique
HMDB0000947,Fatty Acid Metabolism,Unique
HMDB0000892,Fatty Acid Metabolism,Unique
HMDB0000039,Fatty Acid Metabolism,Unique
HMDB0000847,Fatty Acid Metabolism,Unique
HMDB0000666,Fatty Acid Metabolism,Unique
HMDB0000795,Bile Acid Biosynthesis,In multiple Pathways
HMDB0000795,Fatty Acid Metabolism,In multiple Pathways
HMDB0000601,Fatty Acid Metabolism,In multiple Pathways
HMDB0000806,Bile Acid Biosynthesis,In multiple Pathways
HMDB0000806,Fatty Acid Metabolism,In multiple Pathways
HMDB0002823,Bile Acid Biosynthesis,In multiple Pathways
HMDB0002823,Fatty Acid Metabolism,In multiple Pathways
HMDB0000573,Bile Acid Biosynthesis,In multiple Pathways
HMDB0000573,Fatty Acid Metabolism,In multiple Pathways
HMDB0060233,Bile Acid Biosynthesis,In multiple Pathways
HMDB0060233,Fatty Acid Metabolism,In multiple Pathways
HMDB0013109,Bile Acid Biosynthesis,In multiple Pathways
HMDB0013109,Fatty Acid Metabolism,In multiple Pathways
HMDB0000801,Bile Acid Biosynthesis,In multiple Pathways
HMDB0000801,Fatty Acid Metabolism,In multiple Pathways
HMDB0003229,Bile Acid Biosynthesis,In multiple Pathways
HMDB0003229,Fatty Acid Metabolism,In multiple Pathways
HMDB0001160,Bile Acid Biosynthesis,In multiple Pathways
HMDB0001160,Fatty Acid Metabolism,In multiple Pathways
HMDB0002345,Bile Acid Biosynthesis,In multiple Pathways
HMDB0002345,Fatty Acid Metabolism,In multiple Pathways
HMDB0002231,Bile Acid Biosynthesis,In multiple Pathways
HMDB0002231,Fatty Acid Metabolism,In multiple Pathways
HMDB0002068,Bile Acid Biosynthesis,In multiple Pathways
HMDB0002068,Fatty Acid Metabolism,In multiple Pathways
HMDB0000359,Fatty Acid Metabolism,In multiple Pathways
HMDB0002368,Bile Acid Biosynthesis,In multiple Pathways
HMDB0002368,Fatty Acid Metabolism,In multiple Pathways
HMDB0006523,Bile Acid Biosynthesis,In multiple Pathways
HMDB0006523,Fatty Acid Metabolism,In multiple Pathways
HMDB0006368,Bile Acid Biosynthesis,In multiple Pathways
HMDB0006368,Fatty Acid Metabolism,In multiple Pathways
HMDB0002003,Bile Acid Biosynthesis,In multiple Pathways
HMDB0002003,Fatty Acid Metabolism,In multiple Pathways
HMDB0000521,Bile Acid Biosynthesis,In multiple Pathways
HMDB0000521,Fatty Acid Metabolism,In multiple Pathways
HMDB0000673,Bile Acid Biosynthesis,In multiple Pathways
HMDB0060213,Bile Acid Biosynthesis,In multiple Pathways
HMDB0060213,Fatty Acid Metabolism,In multiple Pathways
HMDB0000638,Bile Acid Biosynthesis,In multiple Pathways
HMDB0000638,Fatty Acid Metabolism,In multiple Pathways
HMDB0006516,Bile Acid Biosynthesis,In multiple Pathways
HMDB0006516,Fatty Acid Metabolism,In multiple Pathways
HMDB0000619,Fatty Acid Metabolism,In multiple Pathways
HMDB0001114,Bile Acid Biosynthesis,In multiple Pathways
HMDB0001114,Fatty Acid Metabolism,In multiple Pathways
HMDB0006547,Bile Acid Biosynthesis,In multiple Pathways
HMDB0006547,Fatty Acid Metabolism,In multiple Pathways
HMDB0002177,Bile Acid Biosynthesis,In multiple Pathways
HMDB0002177,Fatty Acid Metabolism,In multiple Pathways
HMDB0000827,Bile Acid Biosynthesis,In multiple Pathways
HMDB0000827,Fatty Acid Metabolism,In multiple Pathways
HMDB0000511,Bile Acid Biosynthesis,In multiple Pathways
HMDB0000511,Fatty Acid Metabolism,In multiple Pathways
HMDB0001338,Bile Acid Biosynthesis,In multiple Pathways
HMDB0001338,Fatty Acid Metabolism,In multiple Pathways
HMDB0001064,Bile Acid Biosynthesis,In multiple Pathways
HMDB0001064,Fatty Acid Metabolism,In multiple Pathways
HMDB0062214,Bile Acid Biosynthesis,In multiple Pathways
HMDB0062214,Fatty Acid Metabolism,In multiple Pathways
HMDB0000944,Bile Acid Biosynthesis,In multiple Pathways
HMDB0000944,Fatty Acid Metabolism,In multiple Pathways
HMDB0002356,Bile Acid Biosynthesis,In multiple Pathways
HMDB0002356,Fatty Acid Metabolism,In multiple Pathways
HMDB0003571,Bile Acid Biosynthesis,In multiple Pathways
HMDB0003571,Fatty Acid Metabolism,In multiple Pathways
HMDB0002226,Bile Acid Biosynthesis,In multiple Pathways
HMDB0002226,Fatty Acid Metabolism,In multiple Pathways
HMDB0002925,Bile Acid Biosynthesis,In multiple Pathways
HMDB0002925,Fatty Acid Metabolism,In multiple Pathways
HMDB0001388,Bile Acid Biosynthesis,In multiple Pathways
HMDB0001388,Fatty Acid Metabolism,In multiple Pathways
HMDB0002884,Bile Acid Biosynthesis,In multiple Pathways
HMDB0002884,Fatty Acid Metabolism,In multiple Pathways
HMDB0001322,Bile Acid Biosynthesis,In multiple Pathways
HMDB0001322,Fatty Acid Metabolism,In multiple Pathways
HMDB0003945,Bile Acid Biosynthesis,In multiple Pathways
HMDB0003945,Fatty Acid Metabolism,In multiple Pathways
HMDB0001999,Bile Acid Biosynthesis,In multiple Pathways
HMDB0001999,Fatty Acid Metabolism,In multiple Pathways
HMDB0003947,Bile Acid Biosynthesis,In multiple Pathways
HMDB0003947,Fatty Acid Metabolism,In multiple Pathways
HMDB0003231,Bile Acid Biosynthesis,In multiple Pathways
HMDB0003231,Fatty Acid Metabolism,In multiple Pathways
HMDB0012930,Bile Acid Biosynthesis,In multiple Pathways
HMDB0012930,Fatty Acid Metabolism,In multiple Pathways
HMDB0001043,Bile Acid Biosynthesis,In multiple Pathways
HMDB0006292,Fatty Acid Metabolism,In multiple Pathways
HMDB0002183,Bile Acid Biosynthesis,In multiple Pathways
HMDB0002183,Fatty Acid Metabolism,In multiple Pathways
HMDB0000910,Bile Acid Biosynthesis,In multiple Pathways
HMDB0000910,Fatty Acid Metabolism,In multiple Pathways
HMDB0002159,Fatty Acid Metabolism,In multiple Pathways
HMDB0000220,Bile Acid Biosynthesis,In multiple Pathways
HMDB0000220,Fatty Acid Metabolism,In multiple Pathways
HMDB0060207,Bile Acid Biosynthesis,In multiple Pathways
HMDB0060207,Fatty Acid Metabolism,In multiple Pathways
HMDB0002212,Bile Acid Biosynthesis,In multiple Pathways
HMDB0002212,Fatty Acid Metabolism,In multiple Pathways
HMDB0000772,Bile Acid Biosynthesis,In multiple Pathways
HMDB0000772,Fatty Acid Metabolism,In multiple Pathways
