feature,term,UniqueGene
HMDB0001322,Fatty Acid Biosynthesis,Unique
HMDB0004258,Fatty Acid Biosynthesis,Unique
HMDB0006267,Fatty Acid Biosynthesis,Unique
HMDB0060206,Fatty Acid Biosynthesis,Unique
HMDB0060187,Fatty Acid Biosynthesis,Unique
HMDB0060226,Fatty Acid Biosynthesis,Unique
HMDB0006532,Fatty Acid Biosynthesis,Unique
HMDB0060204,Fatty Acid Biosynthesis,Unique
HMDB0001064,Fatty Acid Biosynthesis,Unique
HMDB0060215,Fatty Acid Biosynthesis,Unique
HMDB0060200,Fatty Acid Biosynthesis,Unique
HMDB0000263,Glycolysis and Gluconeogenesis,Unique
HMDB0001416,Riboflavin Metabolism,In multiple Pathways
HMDB0001416,Nucleotide Metabolism,In multiple Pathways
HMDB0001248,Riboflavin Metabolism,In multiple Pathways
HMDB0001248,Nucleotide Metabolism,In multiple Pathways
HMDB0000286,Riboflavin Metabolism,In multiple Pathways
HMDB0000286,Nucleotide Metabolism,In multiple Pathways
HMDB0001520,Riboflavin Metabolism,In multiple Pathways
HMDB0001520,Nucleotide Metabolism,In multiple Pathways
HMDB0001586,Riboflavin Metabolism,In multiple Pathways
HMDB0001586,Nucleotide Metabolism,In multiple Pathways
HMDB0000288,Riboflavin Metabolism,In multiple Pathways
HMDB0000288,Nucleotide Metabolism,In multiple Pathways
HMDB0001373,Riboflavin Metabolism,In multiple Pathways
HMDB0001373,Nucleotide Metabolism,In multiple Pathways
HMDB0001586,Nucleotide Metabolism,Unique
HMDB0000288,Nucleotide Metabolism,Unique
HMDB0000286,Nucleotide Metabolism,Unique
HMDB0001416,Nucleotide Metabolism,Unique
HMDB0001248,Nucleotide Metabolism,Unique
HMDB0001520,Nucleotide Metabolism,Unique
HMDB0001373,Nucleotide Metabolism,Unique
HMDB0001227,Nucleotide Metabolism,Unique
HMDB0000189,Nucleotide Metabolism,Unique
HMDB0001274,Nucleotide Metabolism,Unique
HMDB0001546,Nucleotide Metabolism,Unique
HMDB0001342,Nucleotide Metabolism,Unique
HMDB0000095,Nucleotide Metabolism,Unique
HMDB0000082,Nucleotide Metabolism,Unique
HMDB0005896,ROS Detoxification,Unique
HMDB0000159,ROS Detoxification,Unique
HMDB0001426,ROS Detoxification,Unique
HMDB0001875,ROS Detoxification,Unique
HMDB0062625,Glutathione Metabolism,Unique
HMDB0000125,Glutathione Metabolism,Unique
HMDB0000142,Glutathione Metabolism,Unique
HMDB0003947,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0003947,Eicosanoid Metabolism,In multiple Pathways
HMDB0006290,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0006290,Eicosanoid Metabolism,In multiple Pathways
HMDB0006368,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0006368,Eicosanoid Metabolism,In multiple Pathways
HMDB0001064,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0001064,Eicosanoid Metabolism,In multiple Pathways
HMDB0006523,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0006523,Eicosanoid Metabolism,In multiple Pathways
HMDB0001322,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0001322,Eicosanoid Metabolism,In multiple Pathways
HMDB0001521,Fatty Acid Biosynthesis,Unique
HMDB0006529,Fatty Acid Biosynthesis,Unique
HMDB0000060,Citric Acid Cycle,In multiple Pathways
HMDB0000060,Tyrosine metabolism,In multiple Pathways
HMDB0000134,Tyrosine metabolism,In multiple Pathways
HMDB0062563,Citric Acid Cycle,In multiple Pathways
HMDB0062563,Tyrosine metabolism,In multiple Pathways
HMDB0006404,Fatty Acid Biosynthesis,Unique
HMDB0001070,Fatty Acid Biosynthesis,Unique
HMDB0003571,Fatty Acid Biosynthesis,Unique
HMDB0003971,Pentose Phosphate Pathway,In multiple Pathways
HMDB0003971,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0001047,Pentose Phosphate Pathway,In multiple Pathways
HMDB0001047,Glycolysis and Gluconeogenesis,In multiple Pathways
HMDB0000256,Steroid Metabolism,Unique
HMDB0000961,Ubiquinone Biosynthesis,In multiple Pathways
HMDB0000961,Steroid Metabolism,In multiple Pathways
HMDB0001347,Ubiquinone Biosynthesis,In multiple Pathways
HMDB0001347,Steroid Metabolism,In multiple Pathways
HMDB0001285,Ubiquinone Biosynthesis,In multiple Pathways
HMDB0001285,Steroid Metabolism,In multiple Pathways
HMDB0001120,Ubiquinone Biosynthesis,In multiple Pathways
HMDB0001120,Steroid Metabolism,In multiple Pathways
HMDB0000692,Porphyrin and Heme Metabolism,Unique
HMDB0000241,Porphyrin and Heme Metabolism,Unique
HMDB0000051,Citric Acid Cycle,Unique
HMDB0000156,Citric Acid Cycle,Unique
HMDB0000134,Citric Acid Cycle,Unique
HMDB0000191,Citric Acid Cycle,Unique
HMDB0001248,Riboflavin Metabolism,Unique
HMDB0001396,Folate Metabolism,Unique
HMDB0000148,Folate Metabolism,Unique
HMDB0006559,Folate Metabolism,Unique
HMDB0001273,Fructose and Mannose Metabolism,Unique
HMDB0001265,Fructose and Mannose Metabolism,Unique
HMDB0001095,Fructose and Mannose Metabolism,Unique
HMDB0000148,Histidine Metabolism,In multiple Pathways
HMDB0000148,Folate Metabolism,In multiple Pathways
HMDB0001846,Histidine Metabolism,In multiple Pathways
HMDB0001846,Folate Metabolism,In multiple Pathways
HMDB0000854,Histidine Metabolism,In multiple Pathways
HMDB0000854,Folate Metabolism,In multiple Pathways
HMDB0062623,Histidine Metabolism,In multiple Pathways
HMDB0062623,Folate Metabolism,In multiple Pathways
HMDB0001562,Histidine Metabolism,In multiple Pathways
HMDB0001562,Folate Metabolism,In multiple Pathways
HMDB0001534,Histidine Metabolism,In multiple Pathways
HMDB0001534,Folate Metabolism,In multiple Pathways
HMDB0000051,Folate Metabolism,In multiple Pathways
HMDB0000174,Keratan sulfate degradation,In multiple Pathways
HMDB0000174,N-Glycan Degradation,In multiple Pathways
HMDB0001201,Sphingolipid Metabolism,In multiple Pathways
HMDB0001201,Blood Group Biosynthesis,In multiple Pathways
HMDB0001095,Sphingolipid Metabolism,In multiple Pathways
HMDB0001095,Blood Group Biosynthesis,In multiple Pathways
HMDB0001095,Blood Group Biosynthesis,Unique
HMDB0001201,Blood Group Biosynthesis,Unique
HMDB0000051,Glycolysis and Gluconeogenesis,Unique
HMDB0000122,Glycolysis and Gluconeogenesis,Unique
HMDB0001401,Glycolysis and Gluconeogenesis,Unique
HMDB0001096,Glycolysis and Gluconeogenesis,Unique
HMDB0062628,Pentose Phosphate Pathway,Unique
HMDB0001401,Pentose Phosphate Pathway,Unique
HMDB0000163,Glycogen Degradation,Unique
HMDB0001262,Glycogen Degradation,Unique
HMDB0000251,GABA shunt,Unique
HMDB0002757,GABA shunt,Unique
HMDB0000965,GABA shunt,Unique
HMDB0000191,GABA shunt,Unique
HMDB0000996,GABA shunt,Unique
HMDB0000061,Sphingolipid Metabolism,Unique
HMDB0001134,Sphingolipid Metabolism,Unique
HMDB0000648,Sphingolipid Metabolism,Unique
HMDB0000143,Sphingolipid Metabolism,Unique
HMDB0000122,Sphingolipid Metabolism,Unique
HMDB0000286,Amino and Nucleotide Sugar Metabolism,In multiple Pathways
HMDB0000286,Galactose metabolism,In multiple Pathways
HMDB0000302,Amino and Nucleotide Sugar Metabolism,In multiple Pathways
HMDB0000304,Amino and Nucleotide Sugar Metabolism,In multiple Pathways
HMDB0000304,Galactose metabolism,In multiple Pathways
HMDB0000645,Galactose metabolism,Unique
HMDB0000143,Galactose metabolism,Unique
HMDB0000286,Galactose metabolism,Unique
HMDB0000302,Galactose metabolism,Unique
HMDB0001586,Galactose metabolism,Unique
HMDB0000285,Galactose metabolism,Unique
HMDB0001185,Creatine Metabolism,Unique
HMDB0000128,Creatine Metabolism,Unique
HMDB0000939,Creatine Metabolism,Unique
HMDB0002022,Purine Biosynthesis,Unique
HMDB0062575,Purine Biosynthesis,Unique
HMDB0002305,Purine Biosynthesis,Unique
HMDB0062576,Purine Biosynthesis,Unique
HMDB0000123,Purine Biosynthesis,Unique
HMDB0001308,Purine Biosynthesis,Unique
HMDB0000214,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000214,Creatine Metabolism,In multiple Pathways
HMDB0000128,Urea Cycle,In multiple Pathways
HMDB0000128,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000128,Creatine Metabolism,In multiple Pathways
HMDB0000123,Urea Cycle,In multiple Pathways
HMDB0000123,Creatine Metabolism,In multiple Pathways
HMDB0000517,Urea Cycle,In multiple Pathways
HMDB0000517,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000517,Creatine Metabolism,In multiple Pathways
HMDB0001149,"Glycine, Serine and Threonine Metabolism",Unique
HMDB0001022,"Glycine, Serine and Threonine Metabolism",Unique
HMDB0000123,"Glycine, Serine and Threonine Metabolism",Unique
HMDB0006454,"Glycine, Serine and Threonine Metabolism",Unique
HMDB0062466,Lysine Metabolism,In multiple Pathways
HMDB0062466,Tryptophan metabolism,In multiple Pathways
HMDB0001339,Lysine Metabolism,In multiple Pathways
HMDB0001339,Tryptophan metabolism,In multiple Pathways
HMDB0013111,Lysine Metabolism,In multiple Pathways
HMDB0013111,Tryptophan metabolism,In multiple Pathways
HMDB0001072,Lysine Metabolism,In multiple Pathways
HMDB0001072,Tryptophan metabolism,In multiple Pathways
HMDB0001197,Lysine Metabolism,In multiple Pathways
HMDB0001197,Tryptophan metabolism,In multiple Pathways
HMDB0001248,Lysine Metabolism,In multiple Pathways
HMDB0001248,Tryptophan metabolism,In multiple Pathways
HMDB0001273,Pterin Biosynthesis,Unique
HMDB0000142,Pterin Biosynthesis,Unique
HMDB0000980,Pterin Biosynthesis,Unique
HMDB0000660,Glycolysis and Gluconeogenesis,Unique
HMDB0003971,Glycolysis and Gluconeogenesis,Unique
HMDB0001508,Glycolysis and Gluconeogenesis,Unique
HMDB0000189,Glycolysis and Gluconeogenesis,Unique
HMDB0003335,Glycolysis and Gluconeogenesis,Unique
HMDB0000169,Glycolysis and Gluconeogenesis,Unique
HMDB0001514,Glycolysis and Gluconeogenesis,Unique
HMDB0001532,Glycolysis and Gluconeogenesis,Unique
HMDB0000292,Purine Metabolism,Unique
HMDB0000132,Purine Metabolism,Unique
HMDB0000148,Amino and Nucleotide Sugar Metabolism,Unique
HMDB0003971,Amino and Nucleotide Sugar Metabolism,Unique
HMDB0000641,Amino and Nucleotide Sugar Metabolism,Unique
HMDB0000961,Protein Modification,In multiple Pathways
HMDB0001285,Protein Modification,In multiple Pathways
HMDB0001120,Protein Modification,In multiple Pathways
HMDB0001347,Protein Modification,In multiple Pathways
HMDB0001198,Glutathione Metabolism,In multiple Pathways
HMDB0001198,Taurine and hypotaurine metabolism,In multiple Pathways
HMDB0000125,Taurine and hypotaurine metabolism,In multiple Pathways
HMDB0000078,Glutathione Metabolism,In multiple Pathways
HMDB0000078,Taurine and hypotaurine metabolism,In multiple Pathways
HMDB0000148,Glutathione Metabolism,In multiple Pathways
HMDB0000148,Taurine and hypotaurine metabolism,In multiple Pathways
HMDB0000161,Glutathione Metabolism,In multiple Pathways
HMDB0000161,Taurine and hypotaurine metabolism,In multiple Pathways
HMDB0060245,Glutathione Metabolism,In multiple Pathways
HMDB0060245,Taurine and hypotaurine metabolism,In multiple Pathways
HMDB0006248,Glutathione Metabolism,In multiple Pathways
HMDB0006248,Taurine and hypotaurine metabolism,In multiple Pathways
HMDB0060478,Glutathione Metabolism,In multiple Pathways
HMDB0060478,Taurine and hypotaurine metabolism,In multiple Pathways
HMDB0060477,Glutathione Metabolism,In multiple Pathways
HMDB0060477,Taurine and hypotaurine metabolism,In multiple Pathways
HMDB0000131,Glycerophospholipid Metabolism,Unique
HMDB0000126,Glycerophospholipid Metabolism,Unique
HMDB0000131,Sphingolipid Metabolism,Unique
HMDB0000122,Keratan sulfate degradation,In multiple Pathways
HMDB0000122,N-Glycan Degradation,In multiple Pathways
HMDB0000122,Chondroitin sulfate degradation,In multiple Pathways
HMDB0000122,Sphingolipid Metabolism,In multiple Pathways
HMDB0000143,Keratan sulfate degradation,In multiple Pathways
HMDB0000143,N-Glycan Degradation,In multiple Pathways
HMDB0000143,Chondroitin sulfate degradation,In multiple Pathways
HMDB0000143,Sphingolipid Metabolism,In multiple Pathways
HMDB0000143,Galactose metabolism,In multiple Pathways
HMDB0000186,Keratan sulfate degradation,In multiple Pathways
HMDB0000186,N-Glycan Degradation,In multiple Pathways
HMDB0000186,Chondroitin sulfate degradation,In multiple Pathways
HMDB0000186,Sphingolipid Metabolism,In multiple Pathways
HMDB0001030,Keratan sulfate degradation,In multiple Pathways
HMDB0001030,N-Glycan Degradation,In multiple Pathways
HMDB0001030,Chondroitin sulfate degradation,In multiple Pathways
HMDB0001030,Sphingolipid Metabolism,In multiple Pathways
HMDB0001030,Galactose metabolism,In multiple Pathways
HMDB0000117,Keratan sulfate degradation,In multiple Pathways
HMDB0000117,N-Glycan Degradation,In multiple Pathways
HMDB0000117,Chondroitin sulfate degradation,In multiple Pathways
HMDB0000117,Sphingolipid Metabolism,In multiple Pathways
HMDB0000117,Galactose metabolism,In multiple Pathways
HMDB0004936,Keratan sulfate degradation,In multiple Pathways
HMDB0004936,N-Glycan Degradation,In multiple Pathways
HMDB0004936,Chondroitin sulfate degradation,In multiple Pathways
HMDB0004936,Sphingolipid Metabolism,In multiple Pathways
HMDB0004936,Galactose metabolism,In multiple Pathways
HMDB0001385,Keratan sulfate degradation,In multiple Pathways
HMDB0001385,N-Glycan Degradation,In multiple Pathways
HMDB0001385,Chondroitin sulfate degradation,In multiple Pathways
HMDB0001385,Sphingolipid Metabolism,In multiple Pathways
HMDB0001385,Galactose metabolism,In multiple Pathways
HMDB0001167,Glyoxylate and Dicarboxylate Metabolism,Unique
HMDB0000125,Glyoxylate and Dicarboxylate Metabolism,Unique
HMDB0062624,Glyoxylate and Dicarboxylate Metabolism,Unique
HMDB0000044,Glutathione Metabolism,Unique
HMDB0001264,Glutathione Metabolism,Unique
HMDB0000641,Glutamate metabolism,Unique
HMDB0000148,Glutamate metabolism,Unique
HMDB0000051,Glutamate metabolism,Unique
HMDB0000208,Glutamate metabolism,Unique
HMDB0001163,Fructose and Mannose Metabolism,Unique
HMDB0001201,Fructose and Mannose Metabolism,Unique
HMDB0006330,Fructose and Mannose Metabolism,Unique
HMDB0001397,Purine Metabolism,Unique
HMDB0062755,Purine Biosynthesis,Unique
HMDB0000641,Purine Biosynthesis,Unique
HMDB0000051,Purine Biosynthesis,Unique
HMDB0001397,Purine Biosynthesis,Unique
HMDB0000148,Purine Biosynthesis,Unique
HMDB0001129,Amino and Nucleotide Sugar Metabolism,Unique
HMDB0000304,Amino and Nucleotide Sugar Metabolism,Unique
HMDB0001121,Amino and Nucleotide Sugar Metabolism,Unique
HMDB0001185,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000271,Methionine Metabolism,In multiple Pathways
HMDB0000271,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000939,"Glycine, Serine and Threonine Metabolism",In multiple Pathways
HMDB0000123,Methionine Metabolism,In multiple Pathways
HMDB0000051,Amino and Nucleotide Sugar Metabolism,Unique
HMDB0001448,Heparan sulfate degradation,In multiple Pathways
HMDB0001448,Keratan sulfate degradation,In multiple Pathways
HMDB0000208,Tyrosine metabolism,In multiple Pathways
HMDB0000208,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000208,Glutamate metabolism,In multiple Pathways
HMDB0000208,Phenylalanine metabolism,In multiple Pathways
HMDB0000208,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000208,Cysteine Metabolism,In multiple Pathways
HMDB0000208,Citric Acid Cycle,In multiple Pathways
HMDB0000148,Tyrosine metabolism,In multiple Pathways
HMDB0000148,Phenylalanine metabolism,In multiple Pathways
HMDB0000148,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000148,Cysteine Metabolism,In multiple Pathways
HMDB0000574,Tyrosine metabolism,In multiple Pathways
HMDB0000574,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000574,Glutamate metabolism,In multiple Pathways
HMDB0000574,Phenylalanine metabolism,In multiple Pathways
HMDB0000574,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000574,Citric Acid Cycle,In multiple Pathways
HMDB0000159,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000159,Glutamate metabolism,In multiple Pathways
HMDB0000159,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000159,Cysteine Metabolism,In multiple Pathways
HMDB0000159,Citric Acid Cycle,In multiple Pathways
HMDB0002757,Tyrosine metabolism,In multiple Pathways
HMDB0002757,Arginine and Proline Metabolism,In multiple Pathways
HMDB0002757,Glutamate metabolism,In multiple Pathways
HMDB0002757,Phenylalanine metabolism,In multiple Pathways
HMDB0002757,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0002757,Cysteine Metabolism,In multiple Pathways
HMDB0002757,Citric Acid Cycle,In multiple Pathways
HMDB0001368,Tyrosine metabolism,In multiple Pathways
HMDB0001368,Arginine and Proline Metabolism,In multiple Pathways
HMDB0001368,Glutamate metabolism,In multiple Pathways
HMDB0001368,Phenylalanine metabolism,In multiple Pathways
HMDB0001368,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0001368,Cysteine Metabolism,In multiple Pathways
HMDB0001368,Citric Acid Cycle,In multiple Pathways
HMDB0000223,Tyrosine metabolism,In multiple Pathways
HMDB0000223,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000223,Glutamate metabolism,In multiple Pathways
HMDB0000223,Phenylalanine metabolism,In multiple Pathways
HMDB0000223,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000223,Cysteine Metabolism,In multiple Pathways
HMDB0000223,Citric Acid Cycle,In multiple Pathways
HMDB0000707,Tyrosine metabolism,In multiple Pathways
HMDB0000707,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000707,Glutamate metabolism,In multiple Pathways
HMDB0000707,Phenylalanine metabolism,In multiple Pathways
HMDB0000707,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000707,Cysteine Metabolism,In multiple Pathways
HMDB0000707,Citric Acid Cycle,In multiple Pathways
HMDB0004045,Tyrosine metabolism,In multiple Pathways
HMDB0004045,Arginine and Proline Metabolism,In multiple Pathways
HMDB0004045,Glutamate metabolism,In multiple Pathways
HMDB0004045,Phenylalanine metabolism,In multiple Pathways
HMDB0004045,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0004045,Cysteine Metabolism,In multiple Pathways
HMDB0004045,Citric Acid Cycle,In multiple Pathways
HMDB0000205,Tyrosine metabolism,In multiple Pathways
HMDB0000205,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000205,Glutamate metabolism,In multiple Pathways
HMDB0000205,Phenylalanine metabolism,In multiple Pathways
HMDB0000205,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000205,Cysteine Metabolism,In multiple Pathways
HMDB0000205,Citric Acid Cycle,In multiple Pathways
HMDB0000996,Tyrosine metabolism,In multiple Pathways
HMDB0000996,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000996,Glutamate metabolism,In multiple Pathways
HMDB0000996,Phenylalanine metabolism,In multiple Pathways
HMDB0000996,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000996,Cysteine Metabolism,In multiple Pathways
HMDB0000996,Citric Acid Cycle,In multiple Pathways
HMDB0000158,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000158,Glutamate metabolism,In multiple Pathways
HMDB0000158,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000158,Cysteine Metabolism,In multiple Pathways
HMDB0000158,Citric Acid Cycle,In multiple Pathways
HMDB0000191,Tyrosine metabolism,In multiple Pathways
HMDB0000191,Arginine and Proline Metabolism,In multiple Pathways
HMDB0000191,Glutamate metabolism,In multiple Pathways
HMDB0000191,Phenylalanine metabolism,In multiple Pathways
HMDB0000191,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000191,Cysteine Metabolism,In multiple Pathways
HMDB0000191,Citric Acid Cycle,In multiple Pathways
HMDB0002070,Arginine and Proline Metabolism,In multiple Pathways
HMDB0002070,Glutamate metabolism,In multiple Pathways
HMDB0002070,Cysteine Metabolism,In multiple Pathways
HMDB0002070,Tyrosine metabolism,In multiple Pathways
HMDB0002070,Citric Acid Cycle,In multiple Pathways
HMDB0002070,Phenylalanine metabolism,In multiple Pathways
HMDB0002070,Tryptophan metabolism,In multiple Pathways
HMDB0002070,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000205,Tryptophan metabolism,In multiple Pathways
HMDB0000707,Tryptophan metabolism,In multiple Pathways
HMDB0000191,Tryptophan metabolism,In multiple Pathways
HMDB0000223,Tryptophan metabolism,In multiple Pathways
HMDB0062752,Cysteine Metabolism,In multiple Pathways
HMDB0062752,Tyrosine metabolism,In multiple Pathways
HMDB0062752,Phenylalanine metabolism,In multiple Pathways
HMDB0062752,Tryptophan metabolism,In multiple Pathways
HMDB0062752,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000996,Tryptophan metabolism,In multiple Pathways
HMDB0000126,Triacylglycerol Synthesis,Unique
HMDB0000126,Glycolysis and Gluconeogenesis,Unique
HMDB0001248,Glycolysis and Gluconeogenesis,Unique
HMDB0013111,Glycolysis and Gluconeogenesis,Unique
HMDB0001072,Glycolysis and Gluconeogenesis,Unique
HMDB0001197,Glycolysis and Gluconeogenesis,Unique
HMDB0000243,Glutamate metabolism,In multiple Pathways
HMDB0000208,Pyruvate Metabolism,In multiple Pathways
HMDB0001434,Pyruvate Metabolism,In multiple Pathways
HMDB0001434,Glutamate metabolism,In multiple Pathways
HMDB0001434,Alanine and Aspartate Metabolism,In multiple Pathways
HMDB0000161,Glutamate metabolism,In multiple Pathways
HMDB0000148,Pyruvate Metabolism,In multiple Pathways
HMDB0003337,Glutathione Metabolism,Unique
HMDB0003125,Glutathione Metabolism,Unique
HMDB0011134,Glutathione Metabolism,Unique
HMDB0062619,Glutathione Metabolism,Unique
HMDB0004243,Glutathione Metabolism,Unique
HMDB0000139,Glyoxylate and Dicarboxylate Metabolism,In multiple Pathways
HMDB0000139,Pyruvate Metabolism,In multiple Pathways
HMDB0000115,Glyoxylate and Dicarboxylate Metabolism,In multiple Pathways
HMDB0000115,Pyruvate Metabolism,In multiple Pathways
HMDB0006458,Glyoxylate and Dicarboxylate Metabolism,In multiple Pathways
HMDB0006458,Pyruvate Metabolism,In multiple Pathways
HMDB0000119,Glyoxylate and Dicarboxylate Metabolism,In multiple Pathways
HMDB0001167,Glyoxylate and Dicarboxylate Metabolism,In multiple Pathways
HMDB0001167,Pyruvate Metabolism,In multiple Pathways
HMDB0001352,Glyoxylate and Dicarboxylate Metabolism,In multiple Pathways
HMDB0001049,Glutathione Metabolism,Unique
HMDB0000123,Glutathione Metabolism,Unique
HMDB0006219,Glutathione Metabolism,Unique
HMDB0001852,Glutathione Metabolism,Unique
HMDB0002052,Tyrosine metabolism,Unique
HMDB0062563,Tyrosine metabolism,Unique
HMDB0001273,Cyclic Nucleotides Metabolism,Unique
HMDB0001314,Cyclic Nucleotides Metabolism,Unique
HMDB0000960,Purine Metabolism,Unique
HMDB0000215,Chondroitin sulfate degradation,In multiple Pathways
HMDB0000215,Heparan sulfate degradation,In multiple Pathways
HMDB0000215,Hyaluronan Metabolism,In multiple Pathways
HMDB0000127,Chondroitin sulfate degradation,In multiple Pathways
HMDB0000127,Heparan sulfate degradation,In multiple Pathways
HMDB0000127,Hyaluronan Metabolism,In multiple Pathways
HMDB0001316,Pentose Phosphate Pathway,Unique
HMDB0001476,Tryptophan metabolism,Unique
HMDB0006891,"Fatty Acids Oxidation, mitochondrial",Unique
HMDB0060215,"Fatty Acids Oxidation, mitochondrial",Unique
HMDB0062369,"Fatty Acids Oxidation, mitochondrial",Unique
HMDB0003952,"Fatty Acids Oxidation, mitochondrial",Unique
HMDB0006498,"Fatty Acids Oxidation, mitochondrial",Unique
HMDB0001157,"Fatty Acids Oxidation, mitochondrial",Unique
HMDB0001311,Glutathione Metabolism,Unique
HMDB0062624,Glutathione Metabolism,Unique
HMDB0001311,Glyoxylate and Dicarboxylate Metabolism,Unique
HMDB0000177,Histidine Metabolism,Unique
HMDB0000301,Histidine Metabolism,Unique
HMDB0000051,Histidine Metabolism,Unique
HMDB0003125,Glyoxylate and Dicarboxylate Metabolism,In multiple Pathways
HMDB0003125,Folate Metabolism,In multiple Pathways
HMDB0003125,Pyruvate Metabolism,In multiple Pathways
HMDB0000119,Folate Metabolism,In multiple Pathways
HMDB0000115,Folate Metabolism,In multiple Pathways
HMDB0002329,Glyoxylate and Dicarboxylate Metabolism,In multiple Pathways
HMDB0002329,Folate Metabolism,In multiple Pathways
HMDB0002329,Pyruvate Metabolism,In multiple Pathways
HMDB0000935,Hyaluronan Metabolism,Unique
HMDB0000304,Hyaluronan Metabolism,Unique
HMDB0000870,Histidine Metabolism,Unique
HMDB0000215,Keratan sulfate degradation,In multiple Pathways
HMDB0000215,N-Glycan Degradation,In multiple Pathways
HMDB0001448,Chondroitin sulfate degradation,In multiple Pathways
HMDB0001448,Hyaluronan Metabolism,In multiple Pathways
HMDB0001448,N-Glycan Degradation,In multiple Pathways
HMDB0006537,Chondroitin sulfate degradation,In multiple Pathways
HMDB0006537,Hyaluronan Metabolism,In multiple Pathways
HMDB0006537,Keratan sulfate degradation,In multiple Pathways
HMDB0006537,N-Glycan Degradation,In multiple Pathways
HMDB0004936,Hyaluronan Metabolism,In multiple Pathways
HMDB0000130,Tyrosine metabolism,Unique
HMDB0001172,"Valine, Leucine and Isoleucine Metabolism",Unique
HMDB0000023,"Valine, Leucine and Isoleucine Metabolism",Unique
HMDB0000700,beta-Alanine metabolism,In multiple Pathways
HMDB0000700,Propanoate Metabolism,In multiple Pathways
HMDB0062572,beta-Alanine metabolism,In multiple Pathways
HMDB0062572,Propanoate Metabolism,In multiple Pathways
HMDB0000023,beta-Alanine metabolism,In multiple Pathways
HMDB0000023,Propanoate Metabolism,In multiple Pathways
HMDB0001375,Ketone Bodies Metabolism,In multiple Pathways
HMDB0001375,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0000060,"Valine, Leucine and Isoleucine Metabolism",In multiple Pathways
HMDB0001375,Ketone Bodies Metabolism,Unique
HMDB0000227,Ubiquinone Biosynthesis,In multiple Pathways
HMDB0000227,Cholesterol Metabolism,In multiple Pathways
HMDB0000227,Protein Modification,In multiple Pathways
HMDB0001375,Ubiquinone Biosynthesis,In multiple Pathways
HMDB0001375,Cholesterol Metabolism,In multiple Pathways
HMDB0001375,Protein Modification,In multiple Pathways
HMDB0001484,Steroid Metabolism,Unique
HMDB0001375,Steroid Metabolism,Unique
HMDB0001361,Porphyrin and Heme Metabolism,Unique
HMDB0001185,Histidine Metabolism,Unique
HMDB0000939,Histidine Metabolism,Unique
HMDB0001846,Histidine Metabolism,Unique
HMDB0000898,Histidine Metabolism,Unique
HMDB0001396,Histidine Metabolism,Unique
HMDB0000669,Phenylalanine metabolism,In multiple Pathways
HMDB0000669,Tyrosine metabolism,In multiple Pathways
HMDB0000130,Phenylalanine metabolism,In multiple Pathways
HMDB0000130,Tyrosine metabolism,In multiple Pathways
HMDB0001381,Eicosanoid Metabolism,Unique
HMDB0001403,Eicosanoid Metabolism,Unique
HMDB0000157,Purine Metabolism,Unique
HMDB0000145,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0062371,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0062371,Steroid Metabolism,In multiple Pathways
HMDB0000151,Fatty Acid Biosynthesis,In multiple Pathways
HMDB0006889,"Fatty Acids Oxidation, peroxisomal",In multiple Pathways
