"Metabolite","CV","HighVar","MissingValuepercentage"
"N-acetylaspartylglutamate",71.4244363299788,TRUE,0
"S-(2-succinyl)cysteine",33.789688137952,TRUE,0
"ornithine",25.516570768032,FALSE,0
"aconitate",22.7003227214825,FALSE,0
"hypotaurine",20.1984849500642,FALSE,0
"methylarginine",14.5859892309123,FALSE,0
"arginine",11.7057851645151,FALSE,0
"succinyladenosine",11.1408622867146,FALSE,0
"3-Dehydro-L-threonate",9.222780086335,FALSE,0
"malate",9.1033973408974,FALSE,0
"fumarate",7.97369693339356,FALSE,0
"linoleic acid",7.90531305014105,FALSE,0
"2-hydroxyglutarate",7.19914107369587,FALSE,0
"glycine",7.01461386180548,FALSE,0
"phosphocholine",6.88558153716012,FALSE,0
"lysine",6.31268872724023,FALSE,0
"N-acetylglutamate",6.20826773461618,FALSE,0
"gluconate",5.19696175220767,FALSE,0
"hydroxyphenylpyruvate",5.10929275659758,FALSE,0
"hydroxyphenyllactic acid",4.46498063588462,FALSE,0
"aspartate",4.40913964566154,FALSE,0
"dihydroorotate",4.40696756177987,FALSE,0
"N-acetylaspartate",4.26297476313497,FALSE,0
"glycerylphosphorylcholine",3.45852798757382,FALSE,0
"N-acetylneuramic acid",3.43476994420474,FALSE,0
"cystine",3.32778349593552,FALSE,0
"stearic acid",3.29476667660621,FALSE,0
"hydroxyproline",3.22450722925611,FALSE,0
"threonine",3.04197221291665,FALSE,0
"serine",2.97567584711801,FALSE,0
"myo-inositol",2.78470343595083,FALSE,0
"2-ketoglutarate",2.76698914732277,FALSE,0
"oleic acid",2.6161835358651,FALSE,0
"palmitate",2.61590878805355,FALSE,0
"glucose",2.59524475412116,FALSE,0
"succinate",2.56647199379797,FALSE,0
"creatine",2.51251131508861,FALSE,0
"acetylcholine",2.50251115831491,FALSE,0
"valine",2.26368171200842,FALSE,0
"xanthine",2.24362684642153,FALSE,0
"orotate",2.24158071805387,FALSE,0
"hypoxanthine",2.15926573047341,FALSE,0
"citrulline",2.12683548966948,FALSE,0
"methionine",2.09989434463383,FALSE,0
"pyruvate",2.09002327162622,FALSE,0
"taurine",1.85261012621743,FALSE,0
"creatinine",1.8437976864192,FALSE,0
"valine-d8",1.74419754291998,FALSE,0
"asparagine",1.67346780900616,FALSE,0
"tyrosine",1.64279339216045,FALSE,0
"proline",1.60345278045229,FALSE,0
"tryptophan",1.55664142171653,FALSE,0
"isovalerylcarnitine",1.47909491361108,FALSE,0
"betaine",1.46024283970571,FALSE,0
"glutamine",1.45214848647126,FALSE,0
"pyroglutamic-acid",1.42433237020854,FALSE,0
"glutamate",1.42353420809489,FALSE,0
"methylaspartate",1.41642157302978,FALSE,0
"alanine",1.34991244493641,FALSE,0
"acetylcarnitine",1.30675901245976,FALSE,0
"leucine+isoleucine",1.30552266208316,FALSE,0
"lactate",1.28989793199365,FALSE,0
"hipppuric acid-d5",1.25398346445745,FALSE,0
"KMV+KIC",1.23723714767005,FALSE,0
"histidine",1.20416520962779,FALSE,0
"acetylornithine",1.17734796964402,FALSE,0
"carnitine",1.1714753209428,FALSE,0
"uric acid",1.08712119431304,FALSE,0
"propionylcarnitine",1.06365660220704,FALSE,0
"pantothenate",1.02592824113445,FALSE,0
"phenylalanine",0.848319594715023,FALSE,0
"carbamoyl phosphate",0.623045092517577,FALSE,0
"butyryl-carnitine",0.534857865925018,FALSE,0
