"";"KEGG";"found_match_in_PK";"matches";"match_overlap_percentage";"original_count";"matches_count";"MetaboliteID";"term";"Count_FeatureIDs_to_GroupingVariable";"Group_Conflict_Notes"
"792";"C00149";TRUE;"C00149";100;1;1;"C00149";"Biosynthesis of alkaloids derived from terpenoid and polyketide";1;"None"
"793";"C00149";TRUE;"C00149";100;1;1;"C00149";"Proximal tubule bicarbonate reclamation";1;"None"
"794";"C00149";TRUE;"C00149";100;1;1;"C00149";"Metabolic pathways";1;"None"
"795";"C00149";TRUE;"C00149";100;1;1;"C00149";"Biosynthesis of alkaloids derived from shikimate pathway";1;"None"
"796";"C00149";TRUE;"C00149";100;1;1;"C00149";"Glyoxylate and dicarboxylate metabolism";1;"None"
"797";"C00149";TRUE;"C00149";100;1;1;"C00149";"Biosynthesis of plant secondary metabolites";1;"None"
"798";"C00149";TRUE;"C00149";100;1;1;"C00149";"Pyruvate metabolism";1;"None"
"799";"C00149";TRUE;"C00149";100;1;1;"C00149";"Renal cell carcinoma";1;"None"
"800";"C00149";TRUE;"C00149";100;1;1;"C00149";"Biosynthesis of alkaloids derived from histidine and purine";1;"None"
"801";"C00152";TRUE;"C00152";100;1;1;"C00152";"Biosynthesis of secondary metabolites";1;"None"
"802";"C00152";TRUE;"C00152";100;1;1;"C00152";"Aminoacyl-tRNA biosynthesis";1;"None"
"803";"C00152";TRUE;"C00152";100;1;1;"C00152";"Biosynthesis of plant secondary metabolites";1;"None"
"804";"C00152";TRUE;"C00152";100;1;1;"C00152";"Protein digestion and absorption";1;"None"
"805";"C00152";TRUE;"C00152";100;1;1;"C00152";"Biosynthesis of amino acids";1;"None"
"806";"C00152";TRUE;"C00152";100;1;1;"C00152";"Cyanoamino acid metabolism";1;"None"
"807";"C00152";TRUE;"C00152";100;1;1;"C00152";"Mineral absorption";1;"None"
"808";"C00152";TRUE;"C00152";100;1;1;"C00152";"Metabolic pathways";1;"None"
"809";"C00152";TRUE;"C00152";100;1;1;"C00152";"Central carbon metabolism in cancer";1;"None"
"810";"C00152";TRUE;"C00152";100;1;1;"C00152";"Alanine, aspartate and glutamate metabolism";1;"None"
"811";"C00153";TRUE;"C00153";100;1;1;"C00153";"Longevity regulating pathway - worm";1;"None"
"812";"C00153";TRUE;"C00153";100;1;1;"C00153";"Metabolic pathways";1;"None"
"813";"C00153";TRUE;"C00153";100;1;1;"C00153";"Biosynthesis of cofactors";1;"None"
"814";"C00153";TRUE;"C00153";100;1;1;"C00153";"Vitamin digestion and absorption";1;"None"
"815";"C00153";TRUE;"C00153";100;1;1;"C00153";"Nicotinate and nicotinamide metabolism";1;"None"
"816";"C00155, C05330";TRUE;"C00155";50;2;1;"C00155";"Microbial metabolism in diverse environments";1;"None"
"817";"C00155, C05330";TRUE;"C00155";50;2;1;"C00155";"Metabolic pathways";1;"None"
"818";"C00155, C05330";TRUE;"C00155";50;2;1;"C00155";"One carbon pool by folate";1;"None"
"819";"C00155, C05330";TRUE;"C00155";50;2;1;"C00155";"Biosynthesis of amino acids";1;"None"
"820";"C00155, C05330";TRUE;"C00155";50;2;1;"C00155";"NOD-like receptor signaling pathway";1;"None"
"821";"C00155, C05330";TRUE;"C00155";50;2;1;"C00155";"Cysteine and methionine metabolism";1;"None"
"822";"C00155, C05330";TRUE;"C00155";50;2;1;"C00155";"Sulfur metabolism";1;"None"
"823";"C00155, C05330";TRUE;"C00155";50;2;1;"C00155";"Cobalamin transport and metabolism";1;"None"
"824";"C00155, C05330";TRUE;"C00155";50;2;1;"C00155";"Folate transport and metabolism";1;"None"
"825";"C00155, C05330";TRUE;"C00155";50;2;1;"C00155";"Antifolate resistance";1;"None"
"826";"C00155, C05330";TRUE;"C00155";50;2;1;"C05330";NA;NA;"None"
"827";"C00155, C05330";TRUE;"C00155";50;2;1;"C00155";"Biosynthesis of secondary metabolites";1;"None"
"828";"C00158";TRUE;"C00158";100;1;1;"C00158";"Biosynthesis of alkaloids derived from shikimate pathway";1;"None"
"829";"C00158";TRUE;"C00158";100;1;1;"C00158";"Biosynthesis of plant secondary metabolites";1;"None"
"830";"C00158";TRUE;"C00158";100;1;1;"C00158";"Biosynthesis of amino acids";1;"None"
"831";"C00158";TRUE;"C00158";100;1;1;"C00158";"Biosynthesis of siderophore group nonribosomal peptides";1;"None"
"832";"C00158";TRUE;"C00158";100;1;1;"C00158";"Metabolic pathways";1;"None"
"833";"C00158";TRUE;"C00158";100;1;1;"C00158";"Central carbon metabolism in cancer";1;"None"
"834";"C00158";TRUE;"C00158";100;1;1;"C00158";"Citrate cycle (TCA cycle)";1;"None"
"835";"C00158";TRUE;"C00158";100;1;1;"C00158";"Taste transduction";1;"None"
"836";"C00158";TRUE;"C00158";100;1;1;"C00158";"2-Oxocarboxylic acid metabolism";1;"None"
"837";"C00158";TRUE;"C00158";100;1;1;"C00158";"Biosynthesis of alkaloids derived from terpenoid and polyketide";1;"None"
"838";"C00158";TRUE;"C00158";100;1;1;"C00158";"Microbial metabolism in diverse environments";1;"None"
"839";"C00158";TRUE;"C00158";100;1;1;"C00158";"Biosynthesis of terpenoids and steroids";1;"None"
"840";"C00158";TRUE;"C00158";100;1;1;"C00158";"Biosynthesis of plant hormones";1;"None"
"841";"C00158";TRUE;"C00158";100;1;1;"C00158";"Biosynthesis of secondary metabolites";1;"None"
"842";"C00158";TRUE;"C00158";100;1;1;"C00158";"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid";1;"None"
"843";"C00158";TRUE;"C00158";100;1;1;"C00158";"Carbon metabolism";1;"None"
"844";"C00158";TRUE;"C00158";100;1;1;"C00158";"Alanine, aspartate and glutamate metabolism";1;"None"
"845";"C00158";TRUE;"C00158";100;1;1;"C00158";"Biosynthesis of cofactors";1;"None"
"846";"C00158";TRUE;"C00158";100;1;1;"C00158";"Two-component system";1;"None"
"847";"C00158";TRUE;"C00158";100;1;1;"C00158";"Other carbon fixation pathways";1;"None"
"848";"C00158";TRUE;"C00158";100;1;1;"C00158";"Glucagon signaling pathway";1;"None"
"849";"C00158";TRUE;"C00158";100;1;1;"C00158";"Biosynthesis of phenylpropanoids";1;"None"
"850";"C00158";TRUE;"C00158";100;1;1;"C00158";"Glyoxylate and dicarboxylate metabolism";1;"None"
"851";"C00158";TRUE;"C00158";100;1;1;"C00158";"Biosynthesis of alkaloids derived from histidine and purine";1;"None"
"852";"C00159, C00936";TRUE;"C00159";50;2;1;"C00159";"C-type lectin receptor signaling pathway";1;"None"
"853";"C00159, C00936";TRUE;"C00159";50;2;1;"C00159";"Biosynthesis of nucleotide sugars";1;"None"
"854";"C00159, C00936";TRUE;"C00159";50;2;1;"C00159";"Phosphotransferase system (PTS)";1;"None"
"855";"C00159, C00936";TRUE;"C00159";50;2;1;"C00159";"Metabolic pathways";1;"None"
"856";"C00159, C00936";TRUE;"C00159";50;2;1;"C00159";"Lysosome";1;"None"
"857";"C00159, C00936";TRUE;"C00159";50;2;1;"C00159";"Amino sugar and nucleotide sugar metabolism";1;"None"
"858";"C00159, C00936";TRUE;"C00159";50;2;1;"C00936";NA;NA;"None"
"859";"C00159, C00936";TRUE;"C00159";50;2;1;"C00159";"Fructose and mannose metabolism";1;"None"
"860";"C00159, C00936";TRUE;"C00159";50;2;1;"C00159";"Galactose metabolism";1;"None"
"861";"C00159, C00936";TRUE;"C00159";50;2;1;"C00159";"ABC transporters";1;"None"
"862";"C00160, C03547";TRUE;"C00160, C03547";100;2;2;"C00160";"Carbon metabolism";1;"None"
"863";"C00160, C03547";TRUE;"C00160, C03547";100;2;2;"C00160";"Glyoxylate and dicarboxylate metabolism";1;"None"
"864";"C00160, C03547";TRUE;"C00160, C03547";100;2;2;"C00160";"Biosynthesis of secondary metabolites";1;"None"
"865";"C00160, C03547";TRUE;"C00160, C03547";100;2;2;"C00160";"Chloroalkane and chloroalkene degradation";1;"None"
"866";"C00160, C03547";TRUE;"C00160, C03547";100;2;2;"C00160";"Chlorocyclohexane and chlorobenzene degradation";1;"None"
"867";"C00160, C03547";TRUE;"C00160, C03547";100;2;2;"C00160";"Metabolic pathways";1;"None"
"868";"C00160, C03547";TRUE;"C00160, C03547";100;2;2;"C03547";"Fatty acid degradation";1;"None"
"869";"C00160, C03547";TRUE;"C00160, C03547";100;2;2;"C00160";"Microbial metabolism in diverse environments";1;"None"
"870";"C00168";TRUE;"C00168";100;1;1;"C00168";"Glyoxylate and dicarboxylate metabolism";1;"None"
"871";"C00168";TRUE;"C00168";100;1;1;"C00168";"Carbon metabolism";1;"None"
"872";"C00168";TRUE;"C00168";100;1;1;"C00168";"Microbial metabolism in diverse environments";1;"None"
"873";"C00168";TRUE;"C00168";100;1;1;"C00168";"Glycine, serine and threonine metabolism";1;"None"
"874";"C00168";TRUE;"C00168";100;1;1;"C00168";"Biosynthesis of secondary metabolites";1;"None"
"875";"C00168";TRUE;"C00168";100;1;1;"C00168";"Methane metabolism";1;"None"
"876";"C00168";TRUE;"C00168";100;1;1;"C00168";"Metabolic pathways";1;"None"
"877";"C00170";TRUE;"C00170";100;1;1;"C00170";"Cysteine and methionine metabolism";1;"None"
"878";"C00170";TRUE;"C00170";100;1;1;"C00170";"Zeatin biosynthesis";1;"None"
"879";"C00170";TRUE;"C00170";100;1;1;"C00170";"Metabolic pathways";1;"None"
"880";"C00170";TRUE;"C00170";100;1;1;"C00170";"Biosynthesis of plant secondary metabolites";1;"None"
"881";"C00178";TRUE;"C00178";100;1;1;"C00178";"Metabolic pathways";1;"None"
"882";"C00178";TRUE;"C00178";100;1;1;"C00178";"Nucleotide metabolism";1;"None"
"883";"C00178";TRUE;"C00178";100;1;1;"C00178";"Pyrimidine metabolism";1;"None"
"884";"C00179";TRUE;"C00179";100;1;1;"C00179";"Biosynthesis of secondary metabolites";1;"None"
"885";"C00179";TRUE;"C00179";100;1;1;"C00179";"Metabolic pathways";1;"None"
"886";"C00179";TRUE;"C00179";100;1;1;"C00179";"Arginine and proline metabolism";1;"None"
"887";"C00179";TRUE;"C00179";100;1;1;"C00179";"Biosynthesis of various plant secondary metabolites";1;"None"
"888";"C00180, C00539";TRUE;"C00180";50;2;1;"C00180";"Biosynthesis of alkaloids derived from shikimate pathway";1;"None"
"889";"C00180, C00539";TRUE;"C00180";50;2;1;"C00180";"Benzoate degradation";1;"None"
"890";"C00180, C00539";TRUE;"C00180";50;2;1;"C00539";NA;NA;"None"
"891";"C00180, C00539";TRUE;"C00180";50;2;1;"C00180";"Degradation of aromatic compounds";1;"None"
"892";"C00180, C00539";TRUE;"C00180";50;2;1;"C00180";"Biosynthesis of secondary metabolites";1;"None"
"893";"C00180, C00539";TRUE;"C00180";50;2;1;"C00180";"Biosynthesis of various alkaloids";1;"None"
"894";"C00180, C00539";TRUE;"C00180";50;2;1;"C00180";"Aminobenzoate degradation";1;"None"
"895";"C00180, C00539";TRUE;"C00180";50;2;1;"C00180";"Microbial metabolism in diverse environments";1;"None"
"896";"C00180, C00539";TRUE;"C00180";50;2;1;"C00180";"Toluene degradation";1;"None"
"897";"C00180, C00539";TRUE;"C00180";50;2;1;"C00180";"Metabolic pathways";1;"None"
"898";"C00180, C00539";TRUE;"C00180";50;2;1;"C00180";"Dioxin degradation";1;"None"
"899";"C00181";TRUE;"C00181";100;1;1;"C00181";"Amino sugar and nucleotide sugar metabolism";1;"None"
"900";"C00181";TRUE;"C00181";100;1;1;"C00181";"ABC transporters";1;"None"
"901";"C00181";TRUE;"C00181";100;1;1;"C00181";"Metabolic pathways";1;"None"
"902";"C00181";TRUE;"C00181";100;1;1;"C00181";"Pentose and glucuronate interconversions";1;"None"
"903";"C00183";TRUE;"C00183";100;1;1;"C00183";"Aminoacyl-tRNA biosynthesis";1;"None"
"904";"C00183";TRUE;"C00183";100;1;1;"C00183";"Mineral absorption";1;"None"
"905";"C00183";TRUE;"C00183";100;1;1;"C00183";"Valine, leucine and isoleucine degradation";1;"None"
"906";"C00183";TRUE;"C00183";100;1;1;"C00183";"Biosynthesis of plant secondary metabolites";1;"None"
"907";"C00183";TRUE;"C00183";100;1;1;"C00183";"Central carbon metabolism in cancer";1;"None"
"908";"C00183";TRUE;"C00183";100;1;1;"C00183";"Pantothenate and CoA biosynthesis";1;"None"
"909";"C00183";TRUE;"C00183";100;1;1;"C00183";"Valine, leucine and isoleucine biosynthesis";1;"None"
"910";"C00183";TRUE;"C00183";100;1;1;"C00183";"Biosynthesis of alkaloids derived from shikimate pathway";1;"None"
"911";"C00183";TRUE;"C00183";100;1;1;"C00183";"Biosynthesis of secondary metabolites";1;"None"
"912";"C00183";TRUE;"C00183";100;1;1;"C00183";"2-Oxocarboxylic acid metabolism";1;"None"
"913";"C00183";TRUE;"C00183";100;1;1;"C00183";"Penicillin and cephalosporin biosynthesis";1;"None"
"914";"C00183";TRUE;"C00183";100;1;1;"C00183";"Cyanoamino acid metabolism";1;"None"
"915";"C00183";TRUE;"C00183";100;1;1;"C00183";"Protein digestion and absorption";1;"None"
"916";"C00183";TRUE;"C00183";100;1;1;"C00183";"Biosynthesis of cofactors";1;"None"
"917";"C00183";TRUE;"C00183";100;1;1;"C00183";"ABC transporters";1;"None"
"918";"C00183";TRUE;"C00183";100;1;1;"C00183";"Biosynthesis of amino acids";1;"None"
"919";"C00183";TRUE;"C00183";100;1;1;"C00183";"Metabolic pathways";1;"None"
"920";"C00183";TRUE;"C00183";100;1;1;"C00183";"Glucosinolate biosynthesis";1;"None"
"921";"C00184";TRUE;"C00184";100;1;1;"C00184";"Methane metabolism";1;"None"
"922";"C00184";TRUE;"C00184";100;1;1;"C00184";"Metabolic pathways";1;"None"
"923";"C00184";TRUE;"C00184";100;1;1;"C00184";"Microbial metabolism in diverse environments";1;"None"
"924";"C00184";TRUE;"C00184";100;1;1;"C00184";"Glycerolipid metabolism";1;"None"
"925";"C00184";TRUE;"C00184";100;1;1;"C00184";"Carbon metabolism";1;"None"
"926";"C00186";TRUE;"C00186";100;1;1;"C00186";"Propanoate metabolism";1;"None"
"927";"C00186";TRUE;"C00186";100;1;1;"C00186";"Glucagon signaling pathway";1;"None"
"928";"C00186";TRUE;"C00186";100;1;1;"C00186";"HIF-1 signaling pathway";1;"None"
"929";"C00186";TRUE;"C00186";100;1;1;"C00186";"Pyruvate metabolism";1;"None"
"930";"C00186";TRUE;"C00186";100;1;1;"C00186";"Fructose and mannose metabolism";1;"None"
"931";"C00186";TRUE;"C00186";100;1;1;"C00186";"Glycolysis / Gluconeogenesis";1;"None"
"932";"C00186";TRUE;"C00186";100;1;1;"C00186";"Central carbon metabolism in cancer";1;"None"
"933";"C00186";TRUE;"C00186";100;1;1;"C00186";"Efferocytosis";1;"None"
"934";"C00186";TRUE;"C00186";100;1;1;"C00186";"Microbial metabolism in diverse environments";1;"None"
"935";"C00186";TRUE;"C00186";100;1;1;"C00186";"Metabolic pathways";1;"None"
"936";"C00186";TRUE;"C00186";100;1;1;"C00186";"cAMP signaling pathway";1;"None"
"937";"C00186";TRUE;"C00186";100;1;1;"C00186";"Styrene degradation";1;"None"
"938";"C00186";TRUE;"C00186";100;1;1;"C00186";"Biosynthesis of secondary metabolites";1;"None"
"939";"C00187";TRUE;"C00187";100;1;1;"C00187";"Cushing syndrome";1;"None"
"940";"C00187";TRUE;"C00187";100;1;1;"C00187";"Bile secretion";1;"None"
"941";"C00187";TRUE;"C00187";100;1;1;"C00187";"Biosynthesis of alkaloids derived from terpenoid and polyketide";1;"None"
"942";"C00187";TRUE;"C00187";100;1;1;"C00187";"Steroid hormone biosynthesis";1;"None"
"943";"C00187";TRUE;"C00187";100;1;1;"C00187";"Biosynthesis of various alkaloids";1;"None"
"944";"C00187";TRUE;"C00187";100;1;1;"C00187";"Cholesterol metabolism";1;"None"
"945";"C00187";TRUE;"C00187";100;1;1;"C00187";"Lipid and atherosclerosis";1;"None"
"946";"C00187";TRUE;"C00187";100;1;1;"C00187";"Metabolic pathways";1;"None"
"947";"C00187";TRUE;"C00187";100;1;1;"C00187";"Pathways in cancer";1;"None"
"948";"C00187";TRUE;"C00187";100;1;1;"C00187";"Steroid degradation";1;"None"
"949";"C00187";TRUE;"C00187";100;1;1;"C00187";"Fat digestion and absorption";1;"None"
"950";"C00187";TRUE;"C00187";100;1;1;"C00187";"Basal cell carcinoma";1;"None"
"951";"C00187";TRUE;"C00187";100;1;1;"C00187";"Steroid biosynthesis";1;"None"
"952";"C00187";TRUE;"C00187";100;1;1;"C00187";"Aldosterone synthesis and secretion";1;"None"
"953";"C00187";TRUE;"C00187";100;1;1;"C00187";"Ovarian steroidogenesis";1;"None"
"954";"C00187";TRUE;"C00187";100;1;1;"C00187";"Efferocytosis";1;"None"
"955";"C00187";TRUE;"C00187";100;1;1;"C00187";"Cortisol synthesis and secretion";1;"None"
"956";"C00187";TRUE;"C00187";100;1;1;"C00187";"Vitamin digestion and absorption";1;"None"
"957";"C00187";TRUE;"C00187";100;1;1;"C00187";"Cornified envelope formation";1;"None"
"958";"C00187";TRUE;"C00187";100;1;1;"C00187";"Insect hormone biosynthesis";1;"None"
"959";"C00187";TRUE;"C00187";100;1;1;"C00187";"Microbial metabolism in diverse environments";1;"None"
"960";"C00187";TRUE;"C00187";100;1;1;"C00187";"Primary bile acid biosynthesis";1;"None"
"961";"C00188";TRUE;"C00188";100;1;1;"C00188";"Metabolic pathways";1;"None"
"962";"C00188";TRUE;"C00188";100;1;1;"C00188";"Monobactam biosynthesis";1;"None"
"963";"C00188";TRUE;"C00188";100;1;1;"C00188";"Valine, leucine and isoleucine biosynthesis";1;"None"
"964";"C00188";TRUE;"C00188";100;1;1;"C00188";"Aminoacyl-tRNA biosynthesis";1;"None"
"965";"C00188";TRUE;"C00188";100;1;1;"C00188";"ABC transporters";1;"None"
"966";"C00188";TRUE;"C00188";100;1;1;"C00188";"Biosynthesis of secondary metabolites";1;"None"
"967";"C00188";TRUE;"C00188";100;1;1;"C00188";"Glycine, serine and threonine metabolism";1;"None"
"968";"C00188";TRUE;"C00188";100;1;1;"C00188";"Biosynthesis of amino acids";1;"None"
"969";"C00188";TRUE;"C00188";100;1;1;"C00188";"Mineral absorption";1;"None"
"970";"C00188";TRUE;"C00188";100;1;1;"C00188";"Porphyrin metabolism";1;"None"
"971";"C00188";TRUE;"C00188";100;1;1;"C00188";"Biosynthesis of plant secondary metabolites";1;"None"
"972";"C00188";TRUE;"C00188";100;1;1;"C00188";"D-Amino acid metabolism";1;"None"
"973";"C00188";TRUE;"C00188";100;1;1;"C00188";"Protein digestion and absorption";1;"None"
"974";"C00188";TRUE;"C00188";100;1;1;"C00188";"Microbial metabolism in diverse environments";1;"None"
"975";"C00189";TRUE;"C00189";100;1;1;"C00189";"Glycerophospholipid metabolism";1;"None"
"976";"C00189";TRUE;"C00189";100;1;1;"C00189";"Retrograde endocannabinoid signaling";1;"None"
"977";"C00189";TRUE;"C00189";100;1;1;"C00189";"Metabolic pathways";1;"None"
"978";"C00191";TRUE;"C00191";100;1;1;"C00191";"Metabolic pathways";1;"None"
"979";"C00191";TRUE;"C00191";100;1;1;"C00191";"Inositol phosphate metabolism";1;"None"
"980";"C00191";TRUE;"C00191";100;1;1;"C00191";"Biosynthesis of cofactors";1;"None"
"981";"C00191";TRUE;"C00191";100;1;1;"C00191";"Ascorbate and aldarate metabolism";1;"None"
"982";"C00191";TRUE;"C00191";100;1;1;"C00191";"Amino sugar and nucleotide sugar metabolism";1;"None"
"983";"C00191";TRUE;"C00191";100;1;1;"C00191";"Pentose and glucuronate interconversions";1;"None"
"984";"C00191";TRUE;"C00191";100;1;1;"C00191";"Biosynthesis of nucleotide sugars";1;"None"
"985";"C00208, C00897";TRUE;"C00208";50;2;1;"C00208";"Phosphotransferase system (PTS)";1;"None"
"986";"C00208, C00897";TRUE;"C00208";50;2;1;"C00208";"Biosynthesis of secondary metabolites";1;"None"
"987";"C00208, C00897";TRUE;"C00208";50;2;1;"C00208";"Starch and sucrose metabolism";1;"None"
"988";"C00208, C00897";TRUE;"C00208";50;2;1;"C00208";"Bacterial chemotaxis";1;"None"
"989";"C00208, C00897";TRUE;"C00208";50;2;1;"C00897";NA;NA;"None"
"990";"C00208, C00897";TRUE;"C00208";50;2;1;"C00208";"Metabolic pathways";1;"None"
"991";"C00208, C00897";TRUE;"C00208";50;2;1;"C00208";"Taste transduction";1;"None"
"992";"C00208, C00897";TRUE;"C00208";50;2;1;"C00208";"ABC transporters";1;"None"
"993";"C00208, C00897";TRUE;"C00208";50;2;1;"C00208";"Carbohydrate digestion and absorption";1;"None"
"994";"C00212";TRUE;"C00212";100;1;1;"C00212";"Purine metabolism";1;"None"
"995";"C00212";TRUE;"C00212";100;1;1;"C00212";"One carbon pool by folate";1;"None"
"996";"C00212";TRUE;"C00212";100;1;1;"C00212";"Alcoholism";1;"None"
"997";"C00212";TRUE;"C00212";100;1;1;"C00212";"Sphingolipid signaling pathway";1;"None"
"998";"C00212";TRUE;"C00212";100;1;1;"C00212";"cAMP signaling pathway";1;"None"
"999";"C00212";TRUE;"C00212";100;1;1;"C00212";"Parkinson disease";1;"None"
"1000";"C00212";TRUE;"C00212";100;1;1;"C00212";"cGMP-PKG signaling pathway";1;"None"
"1001";"C00212";TRUE;"C00212";100;1;1;"C00212";"Morphine addiction";1;"None"
"1002";"C00212";TRUE;"C00212";100;1;1;"C00212";"Vascular smooth muscle contraction";1;"None"
"1003";"C00212";TRUE;"C00212";100;1;1;"C00212";"Metabolic pathways";1;"None"
"1004";"C00212";TRUE;"C00212";100;1;1;"C00212";"Neuroactive ligand-receptor interaction";1;"None"
"1005";"C00212";TRUE;"C00212";100;1;1;"C00212";"Renin secretion";1;"None"
"1006";"C00212";TRUE;"C00212";100;1;1;"C00212";"Neuroactive ligand signaling";1;"None"
"1007";"C00212";TRUE;"C00212";100;1;1;"C00212";"ABC transporters";1;"None"
"1008";"C00212";TRUE;"C00212";100;1;1;"C00212";"Nucleotide metabolism";1;"None"
"1009";"C00212";TRUE;"C00212";100;1;1;"C00212";"Regulation of lipolysis in adipocytes";1;"None"
"1010";"C00213";TRUE;"C00213";100;1;1;"C00213";"Metabolic pathways";1;"None"
"1011";"C00213";TRUE;"C00213";100;1;1;"C00213";"Glycine, serine and threonine metabolism";1;"None"
"1012";"C00213";TRUE;"C00213";100;1;1;"C00213";"One carbon pool by folate";1;"None"
"1013";"C00213";TRUE;"C00213";100;1;1;"C00213";"Arginine and proline metabolism";1;"None"
"1014";"C00214";TRUE;"C00214";100;1;1;"C00214";"Nucleotide metabolism";1;"None"
"1015";"C00214";TRUE;"C00214";100;1;1;"C00214";"Pyrimidine metabolism";1;"None"
"1016";"C00214";TRUE;"C00214";100;1;1;"C00214";"Metabolic pathways";1;"None"
"1017";"C00219";TRUE;"C00219";100;1;1;"C00219";"Oxytocin signaling pathway";1;"None"
"1018";"C00219";TRUE;"C00219";100;1;1;"C00219";"Long-term depression";1;"None"
"1019";"C00219";TRUE;"C00219";100;1;1;"C00219";"Fc epsilon RI signaling pathway";1;"None"
"1020";"C00219";TRUE;"C00219";100;1;1;"C00219";"Inflammatory mediator regulation of TRP channels";1;"None"
"1021";"C00219";TRUE;"C00219";100;1;1;"C00219";"Ovarian steroidogenesis";1;"None"
"1022";"C00219";TRUE;"C00219";100;1;1;"C00219";"Retrograde endocannabinoid signaling";1;"None"
"1023";"C00219";TRUE;"C00219";100;1;1;"C00219";"Biosynthesis of unsaturated fatty acids";1;"None"
"1024";"C00219";TRUE;"C00219";100;1;1;"C00219";"Aldosterone synthesis and secretion";1;"None"
"1025";"C00219";TRUE;"C00219";100;1;1;"C00219";"Necroptosis";1;"None"
"1026";"C00219";TRUE;"C00219";100;1;1;"C00219";"Linoleic acid metabolism";1;"None"
"1027";"C00219";TRUE;"C00219";100;1;1;"C00219";"Amoebiasis";1;"None"
"1028";"C00219";TRUE;"C00219";100;1;1;"C00219";"Ferroptosis";1;"None"
"1029";"C00219";TRUE;"C00219";100;1;1;"C00219";"Phototransduction - fly";1;"None"
"1030";"C00219";TRUE;"C00219";100;1;1;"C00219";"GnRH signaling pathway";1;"None"
"1031";"C00219";TRUE;"C00219";100;1;1;"C00219";"Serotonergic synapse";1;"None"
"1032";"C00219";TRUE;"C00219";100;1;1;"C00219";"Leishmaniasis";1;"None"
"1033";"C00219";TRUE;"C00219";100;1;1;"C00219";"Regulation of lipolysis in adipocytes";1;"None"
"1034";"C00219";TRUE;"C00219";100;1;1;"C00219";"Platelet activation";1;"None"
"1035";"C00219";TRUE;"C00219";100;1;1;"C00219";"Eicosanoids";1;"None"
"1036";"C00219";TRUE;"C00219";100;1;1;"C00219";"Vascular smooth muscle contraction";1;"None"
"1037";"C00219";TRUE;"C00219";100;1;1;"C00219";"Fc gamma R-mediated phagocytosis";1;"None"
"1038";"C00219";TRUE;"C00219";100;1;1;"C00219";"Arachidonic acid metabolism";1;"None"
"1039";"C00219";TRUE;"C00219";100;1;1;"C00219";"Metabolic pathways";1;"None"
"1040";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00221";"Microbial metabolism in diverse environments";2;"Microbial metabolism in diverse environments"
"1041";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Carbohydrate digestion and absorption";1;"None"
"1042";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"HIF-1 signaling pathway";1;"None"
"1043";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Galactose metabolism";2;"Galactose metabolism"
"1044";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Biosynthesis of phenylpropanoids";1;"None"
"1045";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Mycolic acid biosynthesis";1;"None"
"1046";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Central carbon metabolism in cancer";1;"None"
"1047";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Metabolic pathways";3;"Metabolic pathways"
"1048";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Insulin resistance";1;"None"
"1049";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Mineral absorption";1;"None"
"1050";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Fructose and mannose metabolism";1;"None"
"1051";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Taste transduction";1;"None"
"1052";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Neomycin, kanamycin and gentamicin biosynthesis";1;"None"
"1053";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00221";"Pentose phosphate pathway";2;"Pentose phosphate pathway"
"1054";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Carbon metabolism";2;"Carbon metabolism"
"1055";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"Efferocytosis";1;"None"
"1056";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Proximal tubule bicarbonate reclamation";1;"None"
"1057";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"FoxO signaling pathway";1;"None"
"1058";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00267";"Amino sugar and nucleotide sugar metabolism";2;"Amino sugar and nucleotide sugar metabolism"
"1059";"C00221, C00031, C00267";TRUE;"C00221, C00031, C00267";100;3;3;"C00031";"AGE-RAGE signaling pathway in diabetic complications";1;"None"
