"","Metabolite","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"16","adenosine",-1.49792864961896e-05,1.67333255085867e-05,0.000872062910008182,-0.00102872731008793,0.00494166925300238,-0.000967134382192842,-0.00327906332374384,0.0085088889641655,0.0130000651532799,-0.00366415473621736,0.00149507255959927,0.00349259800619245
"17","ADP",0.000194171799165729,0.000620052502261958,0.00117200171642507,0.00223872644560408,0.00850328834005582,-0.00331188415256746,-0.00747747912382273,0.0124949584691703,0.000460715936432352,-0.015411077155946,0.00299344489115354,0.000306044928024353
"18","ADP-ribose",-5.14384621518135e-06,1.07973099495901e-05,-1.23020601291181e-05,9.13610054096792e-06,-0.000175331494637275,3.93206734651191e-05,0.000171481932020691,0.000220485381707297,4.74437362742044e-05,0.000488735415822071,-0.00027751059447614,6.15532918465742e-05
"19","alanine",0.0274465982775772,-0.0078381135480917,-0.010325527415925,0.00696514091399965,-0.0684242168562592,-0.0853202010830111,0.0119887131901026,0.163138445083731,-0.0318353088226855,-0.112140106301459,0.119203523704697,-0.0196396565733828
"20","AMP",-7.82241693310107e-05,0.000150666510540827,0.000127958552102976,9.48795790382009e-05,0.000862122478100008,-0.00102896881398616,-0.00216211474421765,-3.64259462742244e-05,0.000731667003930911,-0.00233388354838363,-0.0001295741546302,0.000107846084325917
"21","arginine",-0.0010577179769692,0.000875461743309132,-0.00212590056053005,0.002983797551411,0.0140941450654058,-0.00472485837844874,0.0211683892658104,-0.0302803751629433,-0.00806234524459125,0.039403917698783,0.00390097370002492,0.0117603291155085
"22","argininosuccinate",1.10627287616531e-05,6.19458276789588e-06,-3.36295370783959e-05,1.73965173758354e-05,-5.51529510903907e-05,-0.000164296439754905,0.000113925853604796,0.000366580591805923,0.000102980769243798,-0.000319695190987037,-9.50669843280141e-05,3.62734903408461e-05
"23","asparagine",0.003192784868622,-0.000419871978135827,-0.00210508202277515,-0.00153014216192646,-0.000918305605893098,-0.00495709878659183,0.00135179541499474,0.00810074193957942,-0.00200922404682993,-0.00599566312602329,-0.00081890358266944,-0.000891652531973352
"24","aspartate",-0.0166718501571054,0.0255412001028937,-0.00149246715823601,-0.055605847825293,-0.00716587193430327,-0.0601716655759773,0.128303497102221,-0.00512893526228751,-0.0558432551062173,-0.408781282845121,-0.064955789321107,-0.116506205045187
"25","ATP",0.00157856797567882,0.00251826140339278,0.0093756556102685,0.0178757959990247,0.0609331612627743,-0.0232063804677486,-0.0255927631679207,0.109605258986229,0.0373939140163031,-0.0916663164776724,0.0602156017494789,0.0360202671461951
"26","beta-alanine",0.00275710890211892,-0.000557551562965719,-0.000609720071847438,-0.00171729356874677,-0.00447600658666017,-0.00804066649405665,-0.00027127729921575,0.017408540258657,-0.00415191532200025,-0.00922383478420971,0.0100463139612624,-0.00388407705630792
"27","beta-citrylglutamic acid",0.00206157591825412,0.00234884934131243,-0.00113424832386801,-0.00773842945725218,0.010408419654424,-0.0237355559379918,-0.000432840537673423,0.0254443686023916,0.00908681789516428,-0.0340769717245184,0.00571843247853143,0.0023531699945597
"28","betaine",0.137017031708438,-0.091239966763588,-0.0169106415142607,0.101419386007146,0.567459274835843,-0.0215301555108519,0.155813237632912,0.0304926810229401,0.398536104386867,-0.120103081722098,-0.267832520187304,0.0626096151444737
"29","butyrylcarnitine C4",0.00832870230279768,-0.011841354095866,-0.0102431792856786,0.0128526429659509,-0.0673294026644024,0.0697880109784861,0.0280632555711547,0.106481004813384,-0.0281941374446284,-0.105202868348099,-0.259155244226758,0.00108256722401139
"30","cAMP",1.85870455909207e-06,-2.09128792156088e-06,1.19049148108475e-05,3.89281782442532e-06,7.05770073047915e-06,3.63790709586718e-05,-1.69698375784406e-06,-8.58878118768117e-05,4.26435613993489e-05,0.000192010454782269,-0.000388664135458798,3.14625654143872e-05
"31","carnitinamide",-3.47688424007583e-05,-5.14313894764325e-06,-7.65684402724374e-06,0.000127256630457448,-3.58875027328988e-05,2.86937124451645e-06,0.000231518200612076,0.000110322193584605,0.000427572777767408,0.000249626886148818,-0.000301819107598765,0.000103688810672567
"32","carnitine",-0.305546646555897,-0.336135245480563,0.672593120590133,-0.225436317577445,-0.137828994480668,0.162902282929542,0.0189785366569427,0.0256548756992639,0.34339471327215,0.0347074655283194,0.128716824851607,0.111614994433833
"33","carnosine",-2.02716321396211e-05,0.000122306692238204,-0.000349099610871013,0.000223338180982769,0.0022816589041934,-0.00151720306864097,0.00229552938991477,-0.00360343257733034,-0.00280278505648738,0.00179272521041721,0.000622942255592792,0.000142527863923358
"34","CDP",-4.91782109392534e-06,2.44388968515919e-06,0.00024515563180452,0.000337389059729754,0.00142278931917292,-0.00226738542407108,-5.46387358040282e-05,0.00347885422976249,0.00162511768376335,-0.0035573075622086,-0.00210338393350213,0.000848962009109485
"35","CDP-ethanolamine",0.000285966445806732,6.07832277165344e-05,2.66782033329036e-05,0.000104584382709589,-0.000813497233004576,-0.00156845165304507,0.00073090705279331,0.00139160952046647,-0.000458849558389096,-0.000407856990300072,-0.000129380711151719,-0.000105879507838936
"36","choline",0.00677718799221872,0.0207745977699053,-0.00129961215457331,0.00782676984333356,0.0222546788844034,-0.16828804291694,0.0128540583794623,0.223971406386198,0.0681255853960585,-0.376343211767174,0.0751132680681686,0.00736142655236909
"37","aconitate",-0.002083149099736,0.000367555891753343,0.00222540004180751,0.0107350401658007,-0.00555472931413459,0.00300089333370021,-0.00428778756505619,-0.00894918205158738,0.0345262611420264,-0.0217785206679827,-0.0246265797204015,-0.000972179432709984
"38","citicoline",0.00068329087021527,0.000294505078343042,-0.000351789790927328,-0.000306808326881894,0.000699801860321032,-0.00099532965271738,2.90062978443345e-05,-0.000915366661044053,-1.37320547866035e-05,0.00202216410669685,-0.00415132271802902,0.000151917228783761
"39","citrate",-0.0285449301422537,0.00533461327748912,0.00882930463669982,0.144347552329281,-0.014146929754101,-0.0208133464143139,0.00367065781385472,0.31931704685464,0.125419758464047,0.188569055635675,-0.395547281357129,0.198919443112499
"40","citrulline",0.00556055300863371,0.000710967921605356,-0.00514075669801488,-0.00429392099059835,0.0014204686210999,-0.021116466215106,0.0265123421032507,-0.00646212712912894,-0.0178495938752317,0.0269926986184867,0.0147375345317661,0.00110017588630103
"41","CMP",-9.68356485747963e-06,-1.06311880407968e-05,5.86157709017117e-05,3.17992383013493e-05,0.000270301852199075,-0.000626908249137859,-0.000152737176084668,0.000918983994845605,0.000472880335830491,-0.000850265499673165,-0.000429938160424351,0.000160882696683399
"42","CMP-2-aminoethylphosphonate",6.89203685770706e-05,0.0001076717354885,8.94608138004912e-06,-0.000182507570683856,-0.000312501624130199,-0.000574607848197726,0.000774872302145986,-4.30601109128324e-06,-0.000357556852171444,-0.000728839017885316,-0.00260969755497963,-2.72665760524912e-05
"43","CMP-acetylneuraminic acid",-1.64965549661481e-05,1.97238436960235e-05,0.000117204784081557,-0.000147075336987547,0.000247105175938743,0.000427850048632929,0.000252757916297058,0.000530930354390935,0.000129274645817421,-8.49935278301832e-05,-0.000141249924366499,0.000230911042311057
"44","creatine",-0.665272430528503,-0.106866763839958,-0.528376759647184,-0.0641791385904296,0.105040117090526,0.361824891735355,-0.227320702755411,0.0646070085212105,0.0530179169303977,-0.0522192772462348,0.0129427041088399,0.032345179179723
"45","creatinine",-0.00707456682934838,0.0107308565843574,-0.0179183507766367,-0.00741034466481819,0.161214488855552,-0.130091567900604,0.224562679852985,-0.245283586554995,-0.216957946190699,0.201156859297239,0.158406905821271,0.0742010360873149
"46","CTP",1.78123638018894e-05,4.05084984382778e-05,0.000704646826608399,0.0010940420241995,0.00429217367443513,-0.00496049119952546,0.00053814413979046,0.00907573663169337,0.00445914365721408,-0.00906332601608209,-0.00495999300317099,0.00265334487713761
"47","cyclic ADP-ribose",-8.60959349617182e-06,0.000168443439933201,-4.07491947970276e-05,0.000304516670867737,-0.000566510535889987,3.48115529742858e-06,0.00085248440496864,0.00265597558305062,0.000152697578982264,0.000213613937531452,-4.36418733528327e-05,0.00078195079239621
"48","cystathionine",0.000267973616388388,-0.000103284158451529,-9.83686714981947e-05,3.92468479977799e-05,-0.000483320929194689,-0.00039101178372484,1.31288250827974e-05,0.00113029103847723,6.19679040799988e-05,-0.000622048811260707,0.000434170210977196,-0.00015500784184292
"49","cysteic acid",-1.12900140512505e-05,9.97025927160721e-06,6.22023550451574e-06,2.90801748593439e-05,-2.00207770068419e-05,8.05172491529969e-05,5.19178510091381e-05,-5.97125911482102e-06,1.4697029938454e-05,0.000104955641874586,-8.15452009528931e-05,5.05231454807895e-05
"50","cysteinylglycine",0.000363568688816057,-0.00033067417893194,0.000138979750879599,-0.00102852054078114,0.000151221251342987,-0.00136917824597773,-0.000314304332584462,0.00300170047395996,-0.001558194391119,0.00421082594171979,0.000541082812620744,6.74987861860452e-05
"51","cytidine",2.05240063321642e-05,7.46333498459463e-05,1.87921361892872e-05,0.000154266992091569,0.000771718383705572,0.000125247796194548,-0.000588472835781983,0.0016198413958577,0.000210107380773161,0.00106650455960715,0.000747297422210345,0.000677166732738063
"52","cytosine",-1.24584316198952e-05,3.14378621187364e-05,-1.61585030354434e-05,1.41966758456739e-05,0.000435693902620249,-3.18876169194826e-05,-0.000491914257006333,0.000734809693086945,0.000339992441706382,0.000815944020598643,0.000144379840853471,0.000254738230384277
"53","dATP",7.92815426018682e-06,3.61714475646497e-06,1.82766306337042e-05,5.53508264279438e-05,0.000110798182474708,-3.17138663206177e-05,-7.56229051208335e-05,0.000368842770789367,0.000154127137478781,-9.60783288366201e-05,0.000437524357981217,0.000107807770306686
"54","dCTP",4.13376881190062e-06,3.33016022149974e-06,1.83289655661551e-05,6.69734782234976e-05,0.000166885957452524,-0.000209559726475381,3.65260140220744e-05,0.000456610798787166,2.93302472492358e-05,-0.000453208380379659,0.000147139620025966,7.59247127648636e-05
"55","deoxyadenosine",7.55087113208305e-07,4.49713782996423e-06,1.42820405493127e-05,-4.78184122769959e-06,0.000237598711082027,2.19882143544618e-05,-0.000187815025941073,0.000321317968676468,0.000363550460638318,0.000386090462866673,6.15935519346819e-05,0.000204192848622589
"56","deoxycytidine",1.69175032293227e-05,-9.08712888068249e-07,0.000106500663099894,7.67484767719048e-05,0.000453287251295086,-0.00063614562984419,5.76869654046363e-05,0.00123973754692695,0.0030080072634004,-0.00136899664297045,0.00128821290685458,0.000376668869760465
"57","deoxyribose 5-phosphate",-6.61013058126283e-05,6.57151143231457e-05,6.75251153379439e-05,-0.000111251631596452,-0.000156797957435864,-0.000130629031413774,0.00041179970390569,0.000361249246456403,-0.000486320143690128,-1.75029204050589e-05,0.000191593006068615,-5.40013493484646e-05
"58","dihydroorotate",-6.22768388783864e-05,0.00135787637318281,0.00269449100696566,-0.00357902129698303,-0.00563209570107984,0.0318424220913463,0.0126295149531602,-0.00353003438188374,-0.101789014998924,0.0298360410501921,-0.0254326141385241,-0.0070903486733373
"59","dihydroxyacetone phosphate",-0.000425371245198658,0.00103536184674989,0.000833901465259846,0.00061687958159703,-0.00205099463216181,0.00250730243073954,0.0105455861575452,-0.0102553062338328,0.0215427555641675,-0.0129223474328409,-0.0234673351517669,0.00303565112437998
"60","dimethylarginine (ADMA+SDMA)",-2.81552847343854e-05,-7.69866878327833e-05,6.78295949669158e-05,0.000158475244747225,0.00081313635627235,-0.000335581988418888,0.000805059911178487,0.000357047400913889,0.000506420474864028,0.00258682784735187,-0.000378498662601494,0.000950814230112059
"61","dTTP",2.7868234364624e-05,3.12048615206463e-06,0.00012233430932821,0.000202281926571108,0.000630310360611292,-0.000593439033547862,-1.80624819033229e-05,0.00130732901329772,0.000105254334700839,-0.00145847587760715,-0.000552390979252545,0.000188034866876955
"62","FAD",-1.42501731757953e-05,1.35700822156841e-05,5.68120979549569e-05,9.87439886207871e-05,0.000225080375141765,4.52114034536582e-05,-0.000209427219422965,-0.000115489112619718,0.000691840420414012,-0.000230612576208395,-0.00107483634483361,0.000181384162265039
"63","fructose",-0.000162834876509369,0.000208467460355986,3.10947200597525e-05,-5.60856551091396e-05,0.000251869217297966,-0.00152310104025109,0.00101998569229401,-0.00343946158548733,-0.00124574133437828,-0.000126124772535873,-0.00147795911209254,-0.00101184445578163
"64","fructose 1,6-bisphosphate",-2.62784992209723e-05,0.000223768512089587,-5.72369259954855e-05,-4.79656050625563e-05,0.00149939807351309,-0.000182044823516274,0.00247423909690626,-0.000900480448435705,-0.0048404821901162,-0.00275595912253313,-0.00470481218077225,0.000367382704194757
"65","fructose 6-Phosphate",-1.68306281899784e-05,0.000126546702252556,0.000116233932910236,2.19342681206543e-05,6.00004480955193e-05,0.000710414067772606,0.000759495369750651,-0.000646487655641255,-0.00344546393319348,0.00250670329988151,-0.00400725973176477,0.000288579414821095
"66","fumarate",-0.00014291789278284,-0.000284975817447619,-0.00151597024500485,-0.00186626128034909,-0.00820248226329013,-0.0055244751488098,-0.0132485955267632,-0.0169058653828601,0.023335684255021,-0.00227086825886445,0.00783356857615331,-0.00835158048318861
"67","GDP",-2.41093946741935e-05,8.18131677297458e-05,0.000373020480201988,0.0003823235194761,0.0021664272922054,-0.00125963649117198,-0.000784261749693426,0.00414790096979146,0.00268598238966208,-0.00520701093626585,-0.00135501047019557,0.00121656622810052
"68","GDP-hexose",-1.11215226625251e-05,2.33154897731512e-05,-6.62217580580146e-07,5.33928918119841e-05,0.00020867321367919,-4.12045891031169e-05,-1.79255038371852e-05,2.53182923615534e-05,-0.000181704777682448,-0.000422544741671514,-0.000512672151308466,1.25126976112958e-05
"69","gluconate",0.105095411063627,-0.0419816038682582,-0.0535778384945686,-0.0139901256415254,-0.150413798736555,-0.0535622548514647,-0.0828010580066483,0.201781929499934,-0.104209419220723,-0.105267676637008,-0.194624811278772,-0.0470416000119487
"70","glucose",-0.000566948159715502,0.000874072884142877,-0.00105944842064251,6.68016625242358e-05,0.0174415676786998,-0.00407364544402052,0.0122059226397142,-0.0281906405283416,-0.0199091656330689,0.0274727114274509,0.00064400044151676,0.00396455649050711
"71","glucose 1-phosphate",3.50365659991421e-05,1.27494555924728e-05,-2.13396941342311e-05,1.87214167720356e-05,-6.21659003587986e-05,0.000175712988105965,0.000126199968565923,-2.55206993774415e-05,-0.000117854744824959,0.000418959220675088,0.000238041293922349,6.78185618917698e-06
"72","glucose 6-phosphate",-3.40200763907175e-05,0.000303646945090266,0.000367132585325734,0.000170271891833942,0.00169820056339994,0.00285880793669446,0.00284228599620045,-0.00459271533714711,-0.0119072591466893,0.0104289080618105,-0.0139392327556423,0.00105961775113501
"73","glucuronic acid",-0.000140583301736879,-0.000312696841108674,0.00034767720551904,8.39681619337264e-05,0.000287386405493017,0.000799676756521222,-0.000124204968505034,0.00162474803781376,-0.000567100694283619,-0.000861917205040539,0.00156641614683595,0.000166640208236893
"74","glutamate",-0.101063930363162,0.0708887209228708,-0.0154805534525574,-0.211870647009716,-0.437091049578868,0.120933226447198,0.462006265680092,-0.192364700073843,-0.101873703490386,-0.00865788106887246,-0.393740959202128,0.00790673262282257
"75","glutamine",0.0122821970877663,0.0177261904274124,-0.0539176008523057,-0.0612634783336707,0.302654419825006,-0.0201248286952099,0.213602063512042,-0.396655967554074,0.0292514079718331,-0.183721132473436,0.111520010979742,0.062710563458298
"76","glutamylcysteine",1.70606185084388e-05,-2.49098317272024e-05,1.02878025510316e-06,-5.31314537871989e-05,0.000155910279816559,-5.59732412378815e-05,2.23651838786349e-05,-2.99378445229286e-05,8.98329736266241e-06,-0.000143252999428997,-0.00019269006829392,9.00146856530311e-06
"77","glutamylglutamate",-3.85093751720886e-05,7.84691028643743e-06,4.8530764871702e-05,-0.000289304038025771,0.000135744734469607,-0.000150730023931085,7.6172036487595e-05,0.000193763627756903,-0.000228639170002191,0.000624606652071582,-0.000512541976150915,0.000101913188995823
"78","glutamyllysine",2.91420363623994e-06,1.16105513553227e-05,-4.54395661937625e-06,-2.08137405327326e-05,0.00015028988889886,-6.59888815270419e-05,-6.2559670121801e-06,0.00029075588194564,8.38595259233876e-05,9.0856828019866e-06,-0.000157290273074028,0.000121396452656306
"79","glutamylthreonine",-4.64663159767997e-05,6.05153399650476e-05,1.61732075936108e-05,-0.000288119546192816,-2.31939071895271e-05,-0.000333512338652545,0.000141558955294624,-0.000383761595648743,0.000139173107045206,-0.000757373742490338,-0.00153351335759637,-0.000182560131809412
"80","glutathione",0.0377602003818986,-0.0421654791647885,0.0138426943278814,-0.109181551615301,0.117897522128303,-0.148987045789645,-0.0435225961931857,0.322307126902618,-0.128314651284039,0.351621622235851,0.119120759408867,-0.0137322595929853
"81","glutathione oxidized",0.000156066019699798,-0.000123375788773629,-6.2155737496021e-06,-0.00023456947657067,0.000561814676556522,-0.000168454481927794,-0.00013443926582475,0.000873594540769846,0.000270800086427958,0.000959482657906474,0.00109284866243559,0.000259840158134546
"82","glyceraldehyde 3-phosphate",-0.000111050218967403,-0.000342828727112193,0.0001427080146052,0.00139286532231701,0.000183357193284892,0.00387742267379034,-0.00356618025172808,-0.00286933540139299,0.00262103304995412,0.00346930566167551,-0.0034952913852795,3.62897399777938e-06
"83","glycerol 3-phosphate",0.000396489070019307,0.000686023520775166,-0.000437134972367786,-0.00020324773330959,-0.000117632401868737,0.00023157400682385,0.0041876256915239,0.000802500983392213,-0.00649607442579176,-0.000618876180972377,-0.005188664158386,0.000547148914216567
"84","glycerophosphocholine",-0.00732729350198148,0.888135675433712,0.196518754242623,-0.069261346567355,0.0386965704852702,0.250796662103193,-0.145192827380345,0.0616117338563141,0.155143481332109,0.0137754014919266,0.0556034952271212,0.054128651494594
"85","glycerophosphoethanolamine",0.00738175197837939,0.00689528911065649,-0.00182520106588355,-0.00253176194287701,-0.00819725263699964,-0.0323821279364006,0.00515163827527422,0.0506345595668274,0.0321168400931291,0.00242193792046949,0.0320541413423292,0.00970067577724983
"86","glycerophosphoinositol",0.00270704486083824,-0.00125635313136629,-0.00153646967592531,-0.00133569652888608,-0.0147001688960875,-0.0181893289254492,-0.00168421373829862,0.0122298058788927,0.00788987269283782,-0.00462836175166791,0.0399269832642219,-0.00813728634969644
"87","glycine",0.000902339653841173,-0.000162745422602617,-0.000539310310082248,-0.000170840560334903,-0.00027275872124129,-0.00104299369123466,-0.000328540595098487,0.0017832534934482,0.000159927895019909,-0.000118556030210814,0.00183769570642045,0.000217873952966928
"88","Gly-Gly",3.8296812428899e-05,-8.19202078749099e-06,-4.82911719843354e-05,-8.42340598553614e-06,9.4084963986446e-05,2.970953555587e-05,-3.23494826839752e-05,-0.00019536013413064,0.000279607319867344,0.000318778165937438,0.000216526677561901,0.000139475789875282
"89","GMP",-1.80214253709356e-06,1.96630863157192e-05,8.49862523033869e-05,7.53314356850334e-05,0.000605727811790699,-0.000346898659413628,-0.000275391631440642,0.00109393559584906,0.00106072842117102,-0.00157178812390746,9.37792943116436e-05,0.000182891214059769
"90","GTP",-1.77134671721598e-05,0.000109618808681932,0.00053271969137908,0.000537378194608994,0.00331325326845273,-0.00170338153128925,-0.000565364484524747,0.00659970491957721,0.00355271716554221,-0.00725310376641362,-0.0022486691814356,0.00211529530621498
"91","guanosine",-4.28304227042813e-06,2.22100098852078e-05,2.60650784944621e-05,7.54416554476568e-06,0.000280575186794328,6.82860433524411e-05,-0.0002328793382306,0.000807104166375632,0.000257813996527389,2.2768638283067e-06,-0.000733616279851006,0.0002636325281102
"92","hexanoylcarnitine C6",6.77457297608484e-05,-9.16370623192435e-05,1.95585069350246e-05,-0.000419069649892044,8.99700063062965e-05,0.000624303272263467,6.90574705250731e-05,-0.000773790512115377,-0.000513240232258385,-0.000992216230755074,-0.00308451361142645,-4.90497976176762e-05
"93","hexenoylcarnitine C6:1",-1.02795374620097e-05,1.86995598546769e-06,2.08108435861385e-05,-0.000191199984632907,-3.19682768662915e-06,6.37388937074861e-05,-4.83434894535521e-06,0.000208707206271076,-5.95814281709456e-05,-0.000984549828986585,0.000504834926217543,-0.000173526664485549
"94","hexosamine phosphate",0.000390770237647082,-0.000119599500629185,-6.81466993216905e-05,0.000211313361382413,-0.00102861654206178,-0.000941956902353899,0.000788936626686633,0.00220020646805029,-0.000630818967932976,-0.000782149266342661,0.00084781085244514,-0.000271287756460706
"95","histidine",0.0121093294734705,-0.0025143458948008,-0.0102602689321956,-0.0020275316262607,0.0126411052003395,-0.0602660304764255,0.0401170393097553,0.0212017027713471,-0.0622820128518196,0.0542052557099009,0.0134506488213599,0.00362465677600233
"96","homoarginine",-1.94170280477526e-05,-1.36190680696317e-05,-2.38500221600282e-05,6.38081141857431e-05,3.05343986636771e-05,-2.20632071881946e-05,0.000388229028406332,-0.00022128545511223,-0.000174963565941609,0.00105578088136934,-0.000343807093425111,0.000203372907243388
"97","hypotaurine",-3.46819262387046e-05,-2.21008526848551e-05,5.92463437400967e-05,2.94161728403046e-05,3.30715294669615e-05,7.95958778004623e-05,-8.46582923550375e-05,0.000105435974862057,0.000209653252224378,-6.24863660218419e-05,-3.18190194972859e-06,2.97510908409635e-05
"98","hypoxanthine",-8.75572180524038e-06,-9.81971905255805e-05,-0.000110923133425433,-0.000714287435139406,0.00376164043805859,-0.000865756819063373,-0.00272194907621023,0.000739131879065754,-0.000236592452547763,0.00741556246099554,0.0117199007770261,0.00106028421613644
"99","IMP",-1.48105249090471e-05,-9.39526170402393e-06,-2.02452124065276e-05,-1.84056680098732e-05,-0.000207298283882801,-0.000194119849799112,0.000169276061322082,0.000102270700961106,0.000143240104955694,0.000236335083147024,-0.00013204643277928,-2.92217451792666e-05
"100","indole",1.61113745068254e-05,4.86363259776533e-06,-1.19600449708343e-05,1.22981839947689e-05,1.76435907611671e-05,-9.33818150378375e-05,0.000102521877051878,5.17430307822964e-05,2.15532767100725e-05,8.94720980954096e-05,0.000203969481192076,5.80614093479889e-05
"101","indole-3-lactate",1.00461864143191e-05,-4.18281598028569e-06,-7.54435623591552e-07,2.92770818662561e-05,4.22976015702006e-06,-2.5985130477709e-05,3.2526146050068e-05,5.28527507640546e-05,-0.000225322893949048,0.000138957203186746,-2.59363367546526e-05,-7.96803559966066e-06
"102","inosine",-3.00946942751494e-06,-1.26246517322142e-05,2.34543042047357e-05,-4.55300751730833e-05,0.000116261878946574,-4.88353959907431e-05,-0.00012023194604949,-0.000332693088759091,0.00042201766518788,0.00113837709099126,-0.000520402746340031,0.000158147146271459
"103","isoleucine",0.00481388682760131,0.00383043103824225,-0.00817510494128991,-0.000813819714472692,0.0311453293126152,-0.0356645328717826,0.0578082758330432,-0.0653730510772232,-0.0345570002305036,0.0912067073835899,0.0170106114141481,0.0290179103545231
"104","isovalerylcarnitine",-0.000794460680024873,7.18196100526296e-05,0.00127832353860901,0.000198199693598477,-0.00405379280244648,-0.000111060784839239,-0.00473202731984979,0.000336773357462374,-0.0121975790278338,0.0179894949352506,-0.0157952624349428,-0.00153118539440747
"105","KMV",-1.64834568743813e-05,3.91337602964677e-05,-9.31061000844504e-05,0.000213431097829815,0.000930435802216214,-0.00023896841268144,0.000865397808808024,-0.00227735237773381,0.0013807980937808,0.00419174695327341,0.000451260688904302,0.000831577016022613
"106","lactate",-0.00267380013132567,0.00848961631528475,-0.0138229914974602,0.0383604951863808,0.0572477947827936,-0.0639672218981595,0.113320642016148,-0.0805403406881768,0.0366341098351115,-0.043624616098367,-0.0211292883870102,0.0715807434390294
"107","leucine",0.00814168361903003,0.00487230386917549,-0.00822394241998159,-0.00127608813365999,0.0411940290784401,-0.0373078465654176,0.0560352302832158,-0.0339843292875129,-0.0688759572389728,0.0754629264967575,0.00700645130453601,0.0217001227592598
"108","lysine",-0.000321670534509297,8.62612742018728e-05,-0.000564738288197866,0.00101684429291089,0.00332807833465526,-0.00164977896695524,0.00745353492373327,-0.00605437038368708,-0.00394357402113659,0.011801411238511,0.000971627236593237,0.00147377588537493
